A,Z,az_order,exc_keV,spin_parity,isomer_char
157,71,1,20.9,(11/2-),m
157,72,0,,7/2-, 
157,73,0,,1/2+, 
157,73,1,22.0,11/2-,m
157,73,2,1593.0,25/2-#,n
157,74,0,,(7/2-), 
158,58,0,,0+, 
158,59,0,,5-#, 
158,60,0,,0+, 
158,60,1,1648.1,(6-),m
158,61,0,,"(0+,1+)#", 
158,62,0,,0+, 
158,63,0,,1-*, 
158,64,0,,0+, 
158,65,0,,3-*, 
158,65,1,110.3,0-,m
158,65,2,388.39,7-,n
158,66,0,,0+, 
158,67,0,,5+*, 
158,67,1,67.2,2-*,m
158,67,2,91.595,(2-),n
158,67,3,180.0,(9+),p
158,68,0,,0+, 
158,69,0,,2-*, 
158,70,0,,0+, 
158,71,0,,(2)-, 
158,72,0,,0+, 
158,73,0,,(2)-, 
158,73,1,141.0,(9)+,m
158,73,2,2808.0,(19-),n
158,74,0,,0+, 
158,74,1,1889.0,(8+),m
159,59,0,,3/2-#, 
159,60,0,,7/2+#, 
159,61,0,,(5/2-), 
159,61,1,1465.0,17/2+#,m
159,62,0,,5/2-, 
159,62,1,1276.5,(15/2+),m
159,63,0,,5/2+*, 
159,64,0,,3/2-*, 
159,65,0,,3/2+*, 
159,66,0,,3/2-*, 
159,66,1,352.77,11/2-,m
159,67,0,,7/2-*, 
159,67,1,205.91,1/2+,m
159,68,0,,3/2-*, 
159,68,1,182.602,9/2+,m
159,68,2,429.05,11/2-,n
159,69,0,,5/2+*, 
159,70,0,,5/2-*, 
159,71,0,,1/2+, 
159,72,0,,7/2-, 
159,73,0,,1/2+, 
159,73,1,64.0,11/2-,m
159,74,0,,7/2-#, 
159,75,0,,1/2+#, 
160,59,0,,1+#, 
160,60,0,,0+, 
160,60,1,1107.9,(4-),m
160,61,0,,6-#, 
160,62,0,,0+, 
160,62,1,1361.3,(5-),m
160,62,2,2757.3,(11+),n
160,63,0,,(5-), 
160,63,1,93.0,(1-),m
160,64,0,,0+, 
160,65,0,,3-*, 
160,66,0,,0+, 
160,67,0,,5+*, 
160,67,1,59.98,2-*,m
160,68,0,,0+, 
160,69,0,,1-*, 
160,69,1,67.0,(5+),m
160,70,0,,0+, 
160,71,0,,2-#, 
160,71,1,0.0,,m
160,72,0,,0+, 
160,73,0,,(2)-, 
160,73,1,110.0,"(9,10)+",m
160,74,0,,0+, 
160,75,0,,(4-), 
160,75,1,177.0,(9+),m
161,60,0,,1/2-#, 
161,61,0,,(5/2-), 
161,61,1,965.9,(13/2+),m
161,62,0,,7/2+#, 
161,62,1,1388.1,(17/2-),m
161,63,0,,5/2+#, 
161,64,0,,5/2-, 
161,65,0,,3/2+*, 
161,66,0,,5/2+*, 
161,66,1,485.56,11/2-,m
161,67,0,,7/2-*, 
161,67,1,211.15,1/2+,m
161,68,0,,3/2-*, 
161,68,1,396.44,11/2-,m
161,69,0,,7/2+*, 
161,69,1,7.51,(1/2+),m
161,70,0,,3/2-*, 
161,71,0,,1/2+*, 
161,71,1,182.0,(9/2-),m
161,72,0,,(7/2-), 
161,72,1,329.0,(13/2+),m
161,73,0,,(1/2+), 
161,74,0,,7/2-#, 
161,75,0,,1/2+, 
161,75,1,123.7,11/2-,m
161,76,0,,(7/2-), 
162,60,0,,0+, 
162,61,0,,2+#, 
162,62,0,,0+, 
162,62,1,1009.4,(4-),m
162,63,0,,1+#, 
162,64,0,,0+, 
162,65,0,,(1-), 
162,66,0,,0+, 
162,66,1,2188.1,8+,m
162,67,0,,1+*, 
162,67,1,105.87,6-*,m
162,68,0,,0+, 
162,68,1,2026.01,7(-),m
162,69,0,,1-*, 
162,69,1,130.0,5+,m
162,70,0,,0+, 
162,71,0,,1-*, 
162,71,1,120.0,4-#,m
162,71,2,300.0,9-#,n
162,72,0,,0+, 
162,73,0,,3-#, 
162,74,0,,0+, 
162,75,0,,(2)-, 
162,75,1,175.0,(9)+,m
162,76,0,,0+, 
163,61,0,,5/2-#, 
163,62,0,,1/2-#, 
163,63,0,,5/2+#, 
163,63,1,964.5,(13/2-),m
163,64,0,,7/2+, 
163,64,1,138.22,1/2-,m
163,65,0,,3/2+, 
163,66,0,,5/2-*, 
163,67,0,,7/2-*, 
163,67,1,297.88,1/2+,m
163,67,2,2109.4,(23/2+),n
163,68,0,,5/2-*, 
163,68,1,445.5,(11/2-),m
163,69,0,,1/2+*, 
163,69,1,86.92,(7/2)-,m
163,70,0,,3/2-*, 
163,71,0,,1/2+*, 
163,72,0,,(5/2-), 
163,73,0,,1/2+, 
163,74,0,,7/2-, 
163,74,1,480.3,13/2+,m
163,75,0,,1/2+, 
163,75,1,120.0,11/2-,m
163,76,0,,7/2-, 
164,62,0,,0+, 
164,62,1,1485.5,(6-),m
164,63,0,,3-#, 
164,64,0,,0+, 
164,64,1,1095.8,(4-),m
164,65,0,,(5+), 
164,66,0,,0+, 
164,67,0,,1+*, 
164,67,1,139.78,6-*,m
164,68,0,,0+, 
164,69,0,,1+*, 
164,69,1,20.0,6-*,m
164,70,0,,0+, 
164,71,0,,1-*, 
164,72,0,,0+, 
164,73,0,,(3+), 
164,74,0,,0+, 
164,75,0,,(2)-, 
164,75,1,-50.0,"(9,10)+",m
164,76,0,,0+, 
164,77,0,,2-#, 
165,62,0,,5/2-#, 
165,63,0,,5/2+#, 
165,64,0,,1/2-#, 
165,65,0,,(3/2+), 
165,65,1,207.0,(7/2-),m
165,66,0,,7/2+*, 
165,66,1,108.1552,1/2-,m
165,67,0,,7/2-*, 
165,67,1,361.675,3/2+,m
165,68,0,,5/2-*, 
165,68,1,551.3,11/2-,m
165,68,2,1823.0,(19/2),n
165,69,0,,1/2+*, 
165,69,1,80.37,7/2+,m
165,69,2,160.47,7/2-,n
165,70,0,,5/2-*, 
165,70,1,126.8,9/2+,m
165,71,0,,1/2+*, 
165,72,0,,(5/2-), 
165,73,0,,"(1/2+,3/2+)", 
165,74,0,,(5/2-), 
165,75,0,,(1/2+), 
165,75,1,28.0,(11/2-),m
165,76,0,,(7/2-), 
165,77,0,,1/2+#, 
165,78,0,,7/2-#, 
166,62,0,,0+, 
166,63,0,,0-#, 
166,64,0,,0+, 
166,64,1,1601.5,(6-),m
166,65,0,,(1-), 
166,65,1,159.0,4-#,m
166,66,0,,0+, 
166,67,0,,0-*, 
166,67,1,5.969,7-,m
166,67,2,190.9021,3+,n
166,68,0,,0+, 
166,69,0,,2+*, 
166,69,1,122.0,(6-),m
166,69,2,244.0,(6-),n
166,70,0,,0+, 
166,71,0,,6-*, 
166,71,1,34.37,3-*,m
166,71,2,43.0,0-*,n
166,72,0,,0+, 
166,73,0,,(2)+, 
166,74,0,,0+, 
166,75,0,,(7+), 
166,76,0,,0+, 
166,77,0,,(2)-, 
166,77,1,171.0,(9)+,m
166,78,0,,0+, 
167,63,0,,5/2+#, 
167,64,0,,5/2-#, 
167,65,0,,(3/2+), 
167,65,1,200.0,(7/2-),m
167,66,0,,(1/2-), 
167,67,0,,7/2-, 
167,67,1,259.34,3/2+,m
167,68,0,,7/2+*, 
167,68,1,207.801,1/2-,m
167,69,0,,1/2+*, 
167,69,1,179.48,7/2+,m
167,69,2,292.82,7/2-,n
167,70,0,,5/2-*, 
167,71,0,,7/2+*, 
167,72,0,,(5/2)-, 
167,73,0,,(3/2+), 
167,74,0,,(5/2-), 
167,75,0,,9/2-, 
167,75,1,131.0,1/2+,m
167,76,0,,7/2-, 
167,76,1,434.3,13/2+,m
167,77,0,,1/2+, 
167,77,1,175.5,11/2-,m
167,78,0,,7/2-#, 
168,63,0,,6-#, 
168,64,0,,0+, 
168,65,0,,(4-), 
168,65,1,211.0,(6+),m
168,66,0,,0+, 
168,66,1,1378.2,(4-),m
168,67,0,,3+, 
168,67,1,59.0,(6+),m
168,67,2,143.43,(1)-,n
168,68,0,,0+, 
168,68,1,1094.0383,4-,m
168,69,0,,3+*, 
168,70,0,,0+, 
168,71,0,,6-*, 
168,71,1,160.0,3+*,m
168,72,0,,0+, 
168,73,0,,(3+), 
168,74,0,,0+, 
168,75,0,,(7+), 
168,76,0,,0+, 
168,77,0,,(2)-, 
168,77,1,40.0,"(9,10)+",m
168,78,0,,0+, 
169,64,0,,7/2-#, 
169,65,0,,3/2+#, 
169,66,0,,(5/2)-, 
169,66,1,166.1,(1/2-),m
169,67,0,,7/2-, 
169,67,1,1386.2,(19/2+),m
169,68,0,,1/2-*, 
169,68,1,92.05,(5/2)-,m
169,68,2,243.69,7/2+,n
169,69,0,,1/2+*, 
169,69,1,316.1463,7/2+,m
169,70,0,,7/2+*, 
169,70,1,24.1999,1/2-*,m
169,71,0,,7/2+*, 
169,71,1,29.0,1/2-*,m
169,72,0,,(5/2-), 
169,73,0,,(5/2+), 
169,74,0,,5/2-#, 
169,75,0,,(9/2-), 
169,75,1,175.0,"(1/2+,3/2+)",m
169,76,0,,(5/2-), 
169,77,0,,(1/2+), 
169,77,1,153.0,(11/2-),m
169,78,0,,(7/2-), 
170,64,0,,0+, 
170,65,0,,2-#, 
170,66,0,,0+, 
170,66,1,1643.8,(6+),m
170,67,0,,(6+), 
170,67,1,100.0,(1+),m
170,68,0,,0+, 
170,69,0,,1-*, 
170,69,1,183.197,3+,m
170,70,0,,0+, 
170,70,1,1258.46,4-,m
170,71,0,,0+*, 
170,71,1,92.91,4-,m
170,72,0,,0+, 
170,73,0,,(3+), 
170,74,0,,0+, 
170,75,0,,"(8-,9-)#", 
170,75,1,73.0,(5+),m
170,76,0,,0+, 
170,77,0,,(3-), 
170,77,1,40.0,(8+),m
170,78,0,,0+, 
170,79,0,,(2)-, 
170,79,1,280.0,(9)+,m
170,80,0,,0+, 
171,65,0,,3/2+#, 
171,66,0,,7/2-#, 
171,67,0,,7/2-#, 
171,68,0,,5/2-*, 
171,68,1,198.61,1/2-,m
171,69,0,,1/2+*, 
171,69,1,424.9557,7/2-,m
171,69,2,1674.43,19/2+,n
171,70,0,,1/2-*, 
171,70,1,95.282,7/2+,m
171,70,2,122.416,5/2-,n
171,71,0,,7/2+*, 
171,71,1,71.13,1/2-*,m
171,72,0,,7/2+*, 
171,72,1,21.93,1/2-*,m
171,73,0,,(5/2+), 
171,74,0,,(5/2-), 
171,75,0,,(9/2-), 
171,76,0,,(5/2-), 
171,77,0,,1/2+, 
171,77,1,164.0,(11/2-),m
171,78,0,,7/2-, 
171,78,1,412.6,13/2+,m
171,79,0,,1/2+, 
171,79,1,255.0,11/2-,m
171,80,0,,3/2-#, 
172,65,0,,6+#, 
172,66,0,,0+, 
172,66,1,1278.0,(8-),m
172,67,0,,0+#, 
172,68,0,,0+, 
172,68,1,1500.9,(6+),m
172,69,0,,2-, 
172,69,1,476.2,(6+),m
172,70,0,,0+, 
172,70,1,1550.43,6-,m
172,71,0,,4-*, 
172,71,1,41.86,1-*,m
172,71,2,65.79,(1)+,n
172,71,3,109.41,(1)+,p
172,71,4,213.57,(6-),q
172,72,0,,0+, 
172,72,1,2005.84,(8-),m
172,73,0,,(3+), 
172,74,0,,0+, 
172,75,0,,(2+), 
172,75,1,110.0,(7+),m
172,76,0,,0+, 
172,77,0,,"(3-,4-)", 
172,77,1,139.0,(7+),m
172,78,0,,0+, 
172,79,0,,(2)-, 
172,79,1,160.0,"(9,10)+",m
172,80,0,,0+, 
173,66,0,,9/2+#, 
173,67,0,,7/2-#, 
173,67,1,405.0,1/2+#,m
173,68,0,,(7/2-), 
173,69,0,,(1/2+), 
173,69,1,317.73,7/2-,m
173,69,2,1905.7,19/2-,n
173,69,3,4047.9,35/2-,p
173,70,0,,5/2-*, 
173,70,1,398.9,1/2-,m
173,71,0,,7/2+*, 
173,71,1,123.672,5/2-,m
173,72,0,,1/2-, 
173,72,1,107.16,5/2-,m
173,72,2,197.47,7/2+,n
173,73,0,,5/2-, 
173,73,1,173.1,9/2-,m
173,73,2,1717.2,21/2-,n
173,74,0,,5/2-, 
173,75,0,,(5/2-), 
173,76,0,,5/2-, 
173,77,0,,"(1/2+,3/2+)", 
173,77,1,226.0,11/2-,m
173,78,0,,(5/2-), 
173,79,0,,(1/2+), 
173,79,1,214.0,(11/2-),m
173,80,0,,(7/2-), 
174,67,0,,(8-), 
174,68,0,,0+, 
174,68,1,1111.5,8-,m
174,69,0,,4-, 
174,69,1,252.4,0+,m
174,69,2,2091.7,14-,n
174,70,0,,0+, 
174,70,1,1518.148,6+,m
174,70,2,1765.2,7-,n
174,71,0,,1-*, 
174,71,1,170.83,6-*,m
174,71,2,240.818,3+,n
174,71,3,365.183,4-,p
174,71,4,1855.7,13+,q
174,71,5,4068.4,(21+),r
174,71,6,5849.6,(26-),x
174,72,0,,0+, 
174,72,1,1549.26,6+,m
174,72,2,1797.59,8-,n
174,72,3,3312.07,14+,p
174,73,0,,3+, 
174,74,0,,0+, 
174,74,1,,,m
174,74,2,,,n
174,74,3,2267.8,8-,p
174,75,0,,3+#, 
174,76,0,,0+, 
174,77,0,,"(2+,3-)", 
174,77,1,124.0,"(6,7,8,9)",m
174,78,0,,0+, 
174,79,0,,(3-), 
174,79,1,130.0,(9+),m
174,80,0,,0+, 
175,67,0,,7/2-#, 
175,68,0,,9/2+#, 
175,69,0,,(1/2)+, 
175,69,1,440.0,7/2-,m
175,69,2,1517.7,23/2+,n
175,70,0,,7/2-*, 
175,70,1,514.866,1/2-,m
175,71,0,,7/2+*, 
175,71,1,353.48,5/2-,m
175,71,2,1392.4,19/2+,n
175,72,0,,5/2-, 
175,72,1,125.89,1/2-,m
175,72,2,1433.41,19/2+,n
175,72,3,3015.6,35/2-,p
175,72,4,4636.2,45/2+,q
175,73,0,,7/2+*, 
175,73,1,131.41,9/2-,m
175,73,2,339.2,(1/2+),n
175,73,3,1567.6,21/2-,p
175,74,0,,(1/2-), 
175,74,1,234.96,(7/2+),m
175,75,0,,5/2-#, 
175,76,0,,(5/2-), 
175,77,0,,(1/2+), 
175,77,1,50.0,9/2-#,m
175,77,2,97.4,(5/2-),n
175,78,0,,(7/2-), 
175,79,0,,1/2+, 
175,79,1,164.0,(11/2-),m
175,80,0,,(7/2-), 
175,80,1,494.0,(13/2+),m
176,69,0,,(4+), 
176,70,0,,0+, 
176,70,1,1049.8,8-*,m
176,71,0,,7-*, 
176,71,1,122.845,1-*,m
176,71,2,1514.5,12+,n
176,71,3,1587.8,14+,p
176,72,0,,0+, 
176,72,1,1333.07,6+,m
176,72,2,1559.31,8-,n
176,72,3,2865.8,14-,p
176,72,4,4863.6,22-,q
176,73,0,,(1)-, 
176,73,1,103.0,7+,m
176,73,2,1474.0,14-,n
176,73,3,2874.0,20-,p
176,74,0,,0+, 
176,75,0,,(3+), 
176,76,0,,0+, 
176,77,0,,(3+), 
176,78,0,,0+, 
176,79,0,,"(3-,4-)", 
176,79,1,139.0,"(8+,9+)",m
176,80,0,,0+, 
176,81,0,,"(3-,4-)", 
177,69,0,,1/2+#, 
177,69,1,100.0,7/2-#,m
177,70,0,,9/2+*, 
177,70,1,331.5,1/2-*,m
177,71,0,,7/2+*, 
177,71,1,150.3984,9/2-,m
177,71,2,569.6721,1/2+,n
177,71,3,970.1757,23/2-*,p
177,71,4,2771.7,33/2+,q
177,71,5,3530.4,39/2-,r
177,72,0,,7/2-*, 
177,72,1,1315.4502,23/2+,m
177,72,2,1342.4,(19/2-),n
177,72,3,2740.02,37/2-,p
177,73,0,,7/2+*, 
177,73,1,73.16,9/2-,m
177,73,2,186.16,5/2-,n
177,73,3,1354.8,21/2-,p
177,73,4,4656.3,49/2-,q
177,74,0,,1/2-, 
177,75,0,,5/2-, 
177,75,1,100.0,9/2-,m
177,76,0,,1/2-, 
177,77,0,,5/2-, 
177,78,0,,5/2-, 
177,78,1,147.5,1/2-,m
177,79,0,,1/2+*, 
177,79,1,190.0,11/2-*,m
177,80,0,,7/2-*, 
177,80,1,323.2,13/2+,m
177,81,0,,(1/2+), 
177,81,1,807.0,(11/2-),m
178,70,0,,0+, 
178,71,0,,1+*, 
178,71,1,123.8,9-*,m
178,72,0,,0+, 
178,72,1,1147.416,8-,m
178,72,2,2446.09,16+,n
178,72,3,2572.4,14-,p
178,73,0,,7-, 
178,73,1,100.0,(1+),m
178,73,2,1467.82,15-,n
178,73,3,2901.9,21-,p
178,74,0,,0+, 
178,74,1,6572.7,25+,m
178,75,0,,(3+), 
178,76,0,,0+, 
178,77,0,,3+#, 
178,78,0,,0+, 
178,79,0,,"(2+,3-)*", 
178,79,1,50.3,"(4-,5+)",m
178,79,2,186.0,"(7+,8-)",n
178,79,3,243.0,"(5+,6)",p
178,80,0,,0+, 
178,81,0,,"(4-,5-)", 
178,82,0,,0+, 
179,70,0,,(1/2-), 
179,71,0,,7/2+*, 
179,71,1,592.4,1/2+,m
179,72,0,,9/2+*, 
179,72,1,375.0352,1/2-,m
179,72,2,1106.412,25/2-,n
179,72,3,3775.2,(43/2+),p
179,73,0,,7/2+, 
179,73,1,30.7,9/2-,m
179,73,2,520.23,1/2+,n
179,73,3,1252.6,21/2-,p
179,73,4,1317.2,25/2+,q
179,73,5,1328.0,23/2-,r
179,73,6,2639.3,37/2+,x
179,74,0,,7/2-, 
179,74,1,221.91,1/2-,m
179,74,2,1631.9,21/2+,n
179,74,3,3348.41,35/2-,p
179,75,0,,5/2+, 
179,75,1,65.35,(5/2-),m
179,75,2,1822.0,(23/2+),n
179,75,3,5408.0,"(47/2,49/2+)",p
179,76,0,,1/2-, 
179,76,1,145.41,(7/2)-,m
179,76,2,243.0,(9/2)+,n
179,77,0,,(5/2)-, 
179,78,0,,1/2-, 
179,79,0,,1/2+*, 
179,79,1,89.5,(3/2-),m
179,80,0,,7/2-*, 
179,80,1,171.4,13/2+,m
179,81,0,,1/2+*, 
179,81,1,825.0,(11/2-),m
179,81,2,904.5,(9/2-),n
179,82,0,,(9/2-), 
180,70,0,,0+, 
180,71,0,,5+, 
180,72,0,,0+, 
180,72,1,1141.552,8-,m
180,72,2,1374.36,4-,n
180,72,3,2485.5,12+,p
180,72,4,3599.0,(18-),q
180,73,0,,1+, 
180,73,1,75.3,9-,m
180,73,2,1452.39,15-,n
180,73,3,3678.9,(22-),p
180,73,4,4172.2,(24+),q
180,74,0,,0+, 
180,74,1,1529.05,8-,m
180,74,2,3264.7,14-,n
180,75,0,,(1)-, 
180,75,1,90.0,"(4+,5+)",m
180,76,0,,0+, 
180,77,0,,(5+), 
180,78,0,,0+, 
180,79,0,,(1+)*, 
180,80,0,,0+, 
180,81,0,,(4-)*, 
180,82,0,,0+, 
181,71,0,,7/2+#, 
181,72,0,,1/2-, 
181,72,1,595.27,9/2+,m
181,72,2,1043.5,(17/2+),n
181,73,0,,7/2+*, 
181,73,1,6.237,9/2-*,m
181,73,2,615.19,1/2+,n
181,73,3,1428.0,19/2+#,p
181,73,4,1483.43,21/2-,q
181,73,5,2227.9,29/2-,r
181,74,0,,9/2+, 
181,74,1,365.55,5/2-,m
181,74,2,1653.0,21/2+,n
181,75,0,,5/2+*, 
181,75,1,262.91,9/2-,m
181,75,2,1656.37,21/2-,n
181,75,3,1880.57,25/2+,p
181,75,4,3869.4,(35/2-),q
181,76,0,,1/2-, 
181,76,1,49.2,7/2-,m
181,76,2,156.91,9/2+,n
181,77,0,,5/2-, 
181,77,1,289.33,5/2+,m
181,77,2,366.3,9/2-,n
181,78,0,,1/2-*, 
181,79,0,,(5/2-), 
181,80,0,,1/2-*, 
181,80,1,210.0,13/2+,m
181,81,0,,1/2+*, 
181,81,1,835.9,(9/2-),m
181,82,0,,(9/2-), 
182,71,0,,1-#, 
182,72,0,,0+, 
182,72,1,1172.87,8-,m
182,72,2,2571.3,(13+),n
182,73,0,,3-, 
182,73,1,16.273,5+,m
182,73,2,519.577,10-,n
182,74,0,,0+, 
182,74,1,2230.65,10+,m
182,75,0,,7+*, 
182,75,1,60.0,2+*,m
182,75,2,296.0,(2)-,n
182,75,3,521.0,(4-),p
182,76,0,,0+, 
182,76,1,1831.4,8-,m
182,76,2,7049.5,25+,n
182,77,0,,3+, 
182,77,1,71.02,(5)+,m
182,77,2,176.4,(6-),n
182,78,0,,0+, 
182,79,0,,(2+)*, 
182,80,0,,0+, 
182,81,0,,(4-)*, 
182,81,1,50.0,(7+)*,m
182,82,0,,0+, 
183,71,0,,7/2+#, 
183,72,0,,(3/2-), 
183,72,1,1464.0,27/2-#,m
183,73,0,,7/2+*, 
183,73,1,73.164,9/2-,m
183,73,2,1335.0,(19/2+),n
183,74,0,,1/2-*, 
183,74,1,309.492,11/2+,m
183,75,0,,5/2+*, 
183,75,1,1907.21,25/2+,m
183,76,0,,9/2+*, 
183,76,1,170.73,1/2-*,m
183,77,0,,5/2-, 
183,78,0,,1/2-*, 
183,78,1,34.74,7/2-*,m
183,79,0,,5/2-*, 
183,80,0,,1/2-*, 
183,81,0,,1/2+*, 
183,81,1,628.7,(9/2-),m
183,81,2,975.3,(13/2+),n
183,82,0,,3/2-*, 
183,82,1,94.0,13/2+*,m
184,71,0,,(3+), 
184,72,0,,0+, 
184,72,1,1272.2,8-,m
184,72,2,2477.0,15+#,n
184,73,0,,(5-), 
184,74,0,,0+, 
184,74,1,1284.997,5-,m
184,74,2,4127.7,(14+),n
184,75,0,,3-, 
184,75,1,188.0463,8+,m
184,76,0,,0+, 
184,77,0,,5-, 
184,77,1,225.65,3+,m
184,77,2,328.4,7+,n
184,78,0,,0+, 
184,78,1,1840.3,8-,m
184,79,0,,5+*, 
184,79,1,68.46,2+*,m
184,80,0,,0+, 
184,81,0,,2-*, 
184,81,1,-50.0,(7+),m
184,81,2,450.0,(10-),n
184,82,0,,0+, 
184,83,0,,3+#, 
184,83,1,150.0,10-#,m
185,72,0,,(9/2-), 
185,73,0,,(7/2+), 
185,73,1,406.0,(3/2+),m
185,73,2,1273.4,21/2-,n
185,74,0,,3/2-*, 
185,74,1,197.383,11/2+,m
185,75,0,,5/2+*, 
185,75,1,2124.1,25/2+,m
185,76,0,,1/2-, 
185,76,1,102.37,7/2-,m
185,76,2,275.53,11/2+,n
185,77,0,,5/2-*, 
185,77,1,2197.0,"(23/2,25/2)#",m
185,78,0,,9/2+*, 
185,78,1,103.41,1/2-*,m
185,78,2,200.89,5/2-,n
185,79,0,,5/2-*, 
185,79,1,50.0,1/2+#,m
185,80,0,,1/2-*, 
185,80,1,103.7,13/2+*,m
185,81,0,,1/2+*, 
185,81,1,454.8,9/2-*,m
185,82,0,,3/2-*, 
185,82,1,70.0,13/2+*,m
185,83,0,,9/2-#, 
185,83,1,80.0,1/2+,m
186,72,0,,0+, 
186,73,0,,3#, 
186,73,1,336.0,9+#,m
186,74,0,,0+, 
186,74,1,1517.2,7-,m
186,74,2,3542.8,16+,n
186,75,0,,1-*, 
186,76,0,,0+, 
186,77,0,,5+*, 
186,77,1,0.8,2-,m
186,78,0,,0+, 
186,79,0,,3-*, 
186,79,1,50.0,6-#,m
186,80,0,,0+, 
186,80,1,2217.3,(8-),m
186,81,0,,(2-), 
186,81,1,20.0,7+*,m
186,81,2,390.0,10-*,n
186,82,0,,0+, 
186,83,0,,(3+), 
186,83,1,170.0,(10-),m
186,84,0,,0+, 
187,72,0,,9/2-#, 
187,73,0,,(7/2+), 
187,73,1,1778.0,(25/2-),m
187,74,0,,3/2-*, 
187,74,1,410.06,11/2+,m
187,75,0,,5/2+*, 
187,75,1,206.2473,9/2-,m
187,75,2,1682.0,21/2+,n
187,76,0,,1/2-*, 
187,76,1,100.45,7/2-,m
187,76,2,257.1,11/2+,n
187,77,0,,3/2+*, 
187,77,1,186.16,9/2-,m
187,77,2,433.75,11/2-,n
187,77,3,2487.7,29/2-,p
187,78,0,,3/2-*, 
187,78,1,174.38,11/2+,m
187,79,0,,1/2+*, 
187,79,1,120.33,9/2-*,m
187,80,0,,3/2-*, 
187,80,1,58.0,13/2+*,m
187,81,0,,1/2+, 
187,81,1,334.0,9/2-*,m
187,81,2,1875.0,,n
187,82,0,,3/2-*, 
187,82,1,19.0,13/2+*,m
187,83,0,,(9/2-), 
187,83,1,108.0,1/2+,m
187,83,2,252.0,(13/2+),n
187,84,0,,"1/2-,5/2-", 
187,84,1,4.0,13/2+#,m
188,73,0,,(1-), 
188,73,1,99.0,(7-),m
188,73,2,391.0,10+#,n
188,74,0,,0+, 
188,74,1,1926.7,8-,m
188,75,0,,1-*, 
188,75,1,172.0848,6-,m
188,76,0,,0+, 
188,77,0,,1-*, 
188,77,1,964.0,11-#,m
188,78,0,,0+, 
188,79,0,,1-*, 
188,80,0,,0+, 
188,80,1,2724.1,12+,m
188,81,0,,2-#, 
188,81,1,30.0,7+*,m
188,81,2,299.0,9-,n
188,82,0,,0+, 
188,82,1,2577.2,8-,m
188,82,2,2709.8,12+,n
188,82,3,4783.4,(19-),p
188,83,0,,(3+), 
188,83,1,66.0,7+#,m
188,84,0,,0+, 
189,73,0,,7/2+#, 
189,74,0,,9/2-#, 
189,75,0,,5/2+, 
189,75,1,125.0,9/2-,m
189,76,0,,3/2-*, 
189,76,1,30.82,9/2-,m
189,77,0,,3/2+*, 
189,77,1,372.17,11/2-,m
189,77,2,2332.8,25/2+,n
189,78,0,,3/2-*, 
189,78,1,172.79,9/2-,m
189,78,2,191.4,(13/2+),n
189,79,0,,1/2+*, 
189,79,1,247.25,11/2-*,m
189,79,2,325.12,9/2-,n
189,79,3,2554.8,31/2+,p
189,80,0,,3/2-*, 
189,80,1,80.0,13/2+*,m
189,81,0,,1/2+, 
189,81,1,285.0,9/2-*,m
189,82,0,,3/2-*, 
189,82,1,40.0,13/2+*,m
189,82,2,2475.0,31/2-,n
189,83,0,,9/2-*, 
189,83,1,184.0,1/2+,m
189,83,2,357.6,13/2+,n
189,84,0,,(5/2-), 
190,73,0,,(3), 
190,74,0,,0+, 
190,74,1,1743.6,8+,m
190,74,2,1840.6,10-,n
190,75,0,,(2)-, 
190,75,1,204.0,(6-),m
190,76,0,,0+, 
190,76,1,1705.7,10-,m
190,77,0,,4-, 
190,77,1,26.1,1-,m
190,77,2,36.154,4+,n
190,78,0,,0+, 
190,79,0,,1-*, 
190,79,1,200.0,11-#,m
190,80,0,,0+, 
190,81,0,,2-*, 
190,81,1,70.0,7+*,m
190,81,2,,(8-),n
190,82,0,,0+, 
190,82,1,2614.8,10+,m
190,82,2,2665.0,(12+),n
190,82,3,2658.2,11-,p
190,83,0,,(3+)*, 
190,83,1,120.0,10-*,m
190,83,2,121.0,(5-),n
190,83,3,394.0,(8-),p
190,84,0,,0+, 
191,74,0,,3/2-#, 
191,75,0,,(3/2+), 
191,75,1,145.0,9/2-,m
191,76,0,,9/2-, 
191,76,1,74.382,3/2-,m
191,77,0,,3/2+*, 
191,77,1,171.29,11/2-,m
191,77,2,2101.0,31/2(+),n
191,78,0,,3/2-*, 
191,78,1,100.663,9/2-,m
191,79,0,,3/2+*, 
191,79,1,266.2,11/2-*,m
191,79,2,2489.6,31/2+,n
191,80,0,,3/2-*, 
191,80,1,128.0,13/2+*,m
191,81,0,,1/2+*, 
191,82,0,,3/2-, 
191,82,1,58.0,13/2+*,m
191,82,2,2659.0,33/2+,n
191,83,0,,9/2-*, 
191,83,1,242.0,1/2+,m
191,83,2,429.7,13/2+,n
191,83,3,1875.0,25/2-#,p
191,84,0,,3/2-, 
191,84,1,61.0,13/2+,m
191,85,0,,1/2+, 
191,85,1,58.0,(7/2-),m
192,73,0,,(2), 
192,75,0,,(0-), 
192,75,1,159.0,,m
192,76,0,,0+, 
192,76,1,2015.4,10-,m
192,76,2,4580.3,(20+),n
192,77,0,,4+*, 
192,77,1,56.72,1-,m
192,77,2,168.14,(11-),n
192,78,0,,0+, 
192,78,1,2172.37,10-,m
192,79,0,,1-*, 
192,79,1,135.41,5+,m
192,79,2,431.6,11-,n
192,80,0,,0+, 
192,81,0,,2-*, 
192,81,1,196.0,7+*,m
