A,Z,az_order,exc_keV,spin_parity,isomer_char
124,54,0,,0+, 
124,55,0,,1+*, 
124,55,1,462.63,(7)+,m
124,56,0,,0+, 
124,57,0,,"(7,8-)", 
124,57,1,100.0,2-#,m
124,58,0,,0+, 
124,59,0,,, 
125,45,0,,7/2+#, 
125,46,0,,3/2+#, 
125,46,1,100.0,11/2-#,m
125,47,0,,(9/2+)*, 
125,47,1,97.1,(1/2-)*,m
125,48,0,,3/2+*, 
125,48,1,186.0,11/2-*,m
125,48,2,1648.0,(19/2+),n
125,49,0,,9/2+*, 
125,49,1,352.0,1/2-*,m
125,49,2,2009.4,(19/2+),n
125,49,3,2161.2,(23/2-),p
125,50,0,,11/2-*, 
125,50,1,27.5,3/2+*,m
125,50,2,1892.8,19/2+,n
125,50,3,2059.5,23/2+,p
125,50,4,2623.5,27/2-,q
125,51,0,,7/2+*, 
125,51,1,1971.25,15/2-,m
125,51,2,2112.1,19/2-,n
125,51,3,2471.0,(23/2)+,q
125,52,0,,1/2+*, 
125,52,1,144.775,11/2-,m
125,53,0,,5/2+*, 
125,54,0,,1/2+*, 
125,54,1,252.61,9/2-*,m
125,54,2,295.89,7/2+,n
125,55,0,,1/2+*, 
125,55,1,266.1,(11/2-),m
125,56,0,,1/2+*, 
125,56,1,120.0,(7/2-),m
125,57,0,,11/2-#, 
125,57,1,107.0,(3/2+),m
125,58,0,,(7/2-), 
125,58,1,93.6,(1/2+),m
125,59,0,,3/2+#, 
125,60,0,,(5/2)(+#), 
126,45,0,,1-#, 
126,46,0,,0+, 
126,46,1,2023.5,(5-),m
126,46,2,2109.7,(7-),n
126,46,3,2406.0,(10+),p
126,47,0,,3+#, 
126,47,1,100.0,9-#,m
126,47,2,254.8,1-#,n
126,48,0,,0+, 
126,49,0,,3+*, 
126,49,1,90.0,8-*,m
126,49,2,243.3,1-,n
126,50,0,,0+, 
126,50,1,2218.99,7-,m
126,50,2,2564.5,10+,n
126,50,3,4347.4,15-,p
126,51,0,,8-, 
126,51,1,17.7,5+,m
126,51,2,40.4,3-,n
126,51,3,104.6,3+,p
126,52,0,,0+, 
126,53,0,,2-*, 
126,53,1,111.0,3+,m
126,54,0,,0+, 
126,55,0,,1+*, 
126,55,1,273.0,(4-),m
126,56,0,,0+, 
126,57,0,,5-#, 
126,57,1,210.0,1-#,m
126,58,0,,0+, 
126,59,0,,"(4,5)", 
127,45,0,,7/2+#, 
127,46,0,,11/2-#, 
127,46,1,1717.91,(19/2+),m
127,47,0,,(9/2+)*, 
127,47,1,20.0,(1/2-)*,m
127,48,0,,3/2+*, 
127,48,1,285.0,11/2-*,m
127,48,2,1845.0,(19/2+),n
127,49,0,,9/2+*, 
127,49,1,394.0,1/2-#,m
127,49,2,1770.0,(21/2-),n
127,49,3,2364.7,(29/2+),p
127,50,0,,11/2-*, 
127,50,1,5.07,3/2+*,m
127,50,2,1826.67,19/2+,n
127,50,3,1930.97,(23/2+),p
127,50,4,2552.4,(27/2-),q
127,51,0,,7/2+, 
127,51,1,1920.19,15/2-,m
127,51,2,2324.7,23/2+,n
127,52,0,,3/2+, 
127,52,1,88.23,11/2-,m
127,53,0,,5/2+*, 
127,54,0,,1/2+*, 
127,54,1,297.1,9/2-*,m
127,55,0,,1/2+*, 
127,55,1,452.23,(11/2)-,m
127,56,0,,1/2+*, 
127,56,1,80.32,7/2-,m
127,57,0,,(11/2-), 
127,57,1,14.2,(3/2+),m
127,58,0,,(1/2+), 
127,58,1,7.3,(5/2+),m
127,59,0,,3/2+#, 
127,60,0,,5/2+#, 
128,46,0,,0+, 
128,46,1,2151.0,(8+),m
128,47,0,,3+#, 
128,48,0,,0+, 
128,48,1,1870.5,(5-),m
128,48,2,2714.6,(10+),n
128,48,3,4286.6,(15-),p
128,49,0,,(3)+, 
128,49,1,247.87,(1)-,m
128,49,2,285.1,(8-),n
128,50,0,,0+, 
128,50,1,2091.5,7-,m
128,50,2,2491.91,10+,n
128,50,3,4099.5,(15-),p
128,51,0,,8-*, 
128,51,1,10.0,5+,m
128,51,2,1617.3,(11+),n
128,51,3,1769.9,(13+),p
128,52,0,,0+, 
128,52,1,2790.8,(10+),m
128,53,0,,1+*, 
128,53,1,137.851,4-,m
128,53,2,167.368,(6)-,n
128,54,0,,0+, 
128,54,1,2787.2,8-,m
128,55,0,,1+*, 
128,56,0,,0+, 
128,57,0,,(5+), 
128,58,0,,0+, 
128,59,0,,(3+), 
128,61,0,,4+#, 
129,46,0,,7/2-#, 
129,47,0,,9/2+#, 
129,48,0,,11/2-*, 
129,48,1,343.0,3/2+*,m
129,49,0,,9/2+, 
129,49,1,450.73,1/2-,m
129,49,2,1687.97,(17/2-),n
129,49,3,1650.0,(23/2-),p
129,49,4,1941.0,(29/2+),q
129,50,0,,3/2+*, 
129,50,1,35.15,11/2-*,m
129,50,2,1761.6,(19/2+),n
129,50,3,1802.6,23/2+,p
129,50,4,2552.9,(27/2-),q
129,51,0,,7/2+, 
129,51,1,1851.31,19/2-,m
129,51,2,1861.06,15/2-,n
129,51,3,2139.4,23/2+,p
129,52,0,,3/2+, 
129,52,1,105.51,11/2-,m
129,53,0,,7/2+*, 
129,54,0,,1/2+*, 
129,54,1,236.14,11/2-*,m
129,55,0,,1/2+*, 
129,55,1,575.4,(11/2-),m
129,56,0,,1/2+, 
129,56,1,8.42,7/2+,m
129,57,0,,(3/2+), 
129,57,1,172.33,(11/2-),m
129,58,0,,(5/2+), 
129,59,0,,(3/2+), 
129,60,0,,7/2-#, 
129,60,1,50.0,1/2+#,m
129,61,0,,5/2+#, 
129,62,0,,"(1/2+,3/2+)", 
130,47,0,,1-#, 
130,48,0,,0+, 
130,48,1,2129.6,(8+),m
130,49,0,,1(-), 
130,49,1,66.5,(10-),m
130,49,2,385.4,(5+),n
130,49,3,388.3,(3+),p
130,50,0,,0+, 
130,50,1,1946.88,7-,m
130,50,2,2434.79,(10+),n
130,51,0,,8-, 
130,51,1,4.8,4+,m
130,51,2,84.67,6-,n
130,51,3,1508.0,(11+),p
130,51,4,1544.7,(13+),q
130,52,0,,0+, 
130,52,1,2146.41,7-,m
130,52,2,2667.2,(10+),n
130,52,3,4373.9,(15-),p
130,53,0,,5+*, 
130,53,1,39.9525,2+,m
130,53,2,69.5865,6-,n
130,53,3,82.396,(8-),p
130,53,4,85.1099,6-,q
130,54,0,,0+, 
130,55,0,,1+*, 
130,55,1,163.25,5-*,m
130,56,0,,0+, 
130,56,1,2475.12,8-,m
130,57,0,,3(+), 
130,57,1,214.0,(5+),m
130,58,0,,0+, 
130,58,1,2453.6,7-,m
130,59,0,,"(6,7)(+#)", 
130,60,0,,0+, 
130,61,0,,"(5+,6+,4+)", 
130,63,0,,(1+), 
131,47,0,,9/2+#, 
131,48,0,,7/2-#, 
131,49,0,,9/2+, 
131,49,1,376.0,1/2-,m
131,49,2,3750.0,(21/2+),n
131,49,3,3783.6,(17/2+),p
131,50,0,,3/2+*, 
131,50,1,65.1,11/2-*,m
131,50,2,4670.0,(23/2-),n
131,51,0,,7/2+, 
131,51,1,1676.06,15/2-,m
131,51,2,1687.2,19/2-,n
131,51,3,2165.6,23/2+,p
131,52,0,,3/2+, 
131,52,1,182.258,11/2-,m
131,52,2,1940.0,(23/2+),n
131,53,0,,7/2+*, 
131,53,1,1918.4,19/2-,m
131,54,0,,3/2+*, 
131,54,1,163.93,11/2-*,m
131,55,0,,5/2+*, 
131,56,0,,1/2+*, 
131,56,1,187.995,9/2-*,m
131,57,0,,3/2+*, 
131,57,1,304.6,11/2-,m
131,58,0,,7/2+, 
131,58,1,63.09,(1/2+),m
131,59,0,,(3/2+), 
131,59,1,152.4,(11/2-),m
131,60,0,,(5/2+), 
131,61,0,,(11/2-), 
131,62,0,,5/2+#, 
131,63,0,,3/2+, 
132,47,0,,6-#, 
132,48,0,,0+, 
132,49,0,,(7-), 
132,50,0,,0+, 
132,50,1,4848.52,8+,m
132,51,0,,(4)+, 
132,51,1,150.0,(8-),m
132,51,2,254.5,(6-),n
132,52,0,,0+, 
132,52,1,1774.8,6+,m
132,52,2,1925.47,7-,n
132,52,3,2723.3,(10+),p
132,53,0,,4+*, 
132,53,1,110.0,(8-),m
132,54,0,,0+, 
132,54,1,2752.21,(10+),m
132,55,0,,2+*, 
132,56,0,,0+, 
132,57,0,,2-*, 
132,57,1,188.2,6-*,m
132,58,0,,0+, 
132,58,1,2341.15,8-,m
132,59,0,,(2+), 
132,59,1,30.0,(5+),m
132,59,2,250.0,(8+),n
132,60,0,,0+, 
132,61,0,,(3+), 
132,62,0,,0+, 
133,48,0,,7/2-#, 
133,49,0,,(9/2+), 
133,49,1,330.0,(1/2-),m
133,50,0,,7/2-*, 
133,51,0,,(7/2+), 
133,51,1,4541.0,(21/2+),m
133,52,0,,3/2+#, 
133,52,1,334.26,(11/2-),m
133,52,2,1610.4,(19/2-),n
133,53,0,,7/2+*, 
133,53,1,1634.148,(19/2-),m
133,53,2,1729.137,(15/2-),n
133,54,0,,3/2+*, 
133,54,1,233.221,11/2-*,m
133,54,2,2147.0,(23/2+),n
133,55,0,,7/2+*, 
133,56,0,,1/2+*, 
133,56,1,288.252,11/2-*,m
133,57,0,,5/2+*, 
133,58,0,,1/2+*, 
133,58,1,37.2,9/2-*,m
133,59,0,,5/2+*, 
133,59,1,192.12,(11/2-),m
133,60,0,,(7/2+), 
133,60,1,127.97,(1/2)+,m
133,61,0,,(3/2+), 
133,62,0,,(5/2+), 
133,62,1,120.0,(1/2-),m
134,48,0,,0+, 
134,49,0,,7-#, 
134,49,1,56.7,(5-),m
134,50,0,,0+, 
134,50,1,1247.4,6+,m
134,51,0,,(0-), 
134,51,1,279.0,(7-),m
134,52,0,,0+, 
134,52,1,1691.34,6+,m
134,53,0,,(4)+, 
134,53,1,316.49,(8)-,m
134,54,0,,0+, 
134,54,1,1965.5,7-,m
134,54,2,3025.2,(10+),n
134,55,0,,4+*, 
134,55,1,138.7441,8-*,m
134,56,0,,0+, 
134,56,1,2957.2,10+,m
134,57,0,,1+, 
134,57,1,440.0,(6-),m
134,58,0,,0+, 
134,58,1,3208.6,10+,m
134,59,0,,2-*, 
134,60,0,,0+, 
134,60,1,2293.0,8-,m
134,61,0,,(5+), 
134,61,1,50.0,(2+),m
134,62,0,,0+, 
134,63,0,,, 
135,49,0,,9/2+#, 
135,50,0,,7/2-#, 
135,51,0,,(7/2+), 
135,52,0,,(7/2-), 
135,52,1,1554.89,(19/2-),m
135,53,0,,7/2+*, 
135,54,0,,3/2+, 
135,54,1,526.551,11/2-*,m
135,55,0,,7/2+*, 
135,55,1,1632.9,19/2-*,m
135,56,0,,3/2+*, 
135,56,1,268.218,11/2-,m
135,56,2,2388.0,(23/2+),n
135,57,0,,5/2+*, 
135,58,0,,1/2+*, 
135,58,1,445.81,(11/2-),m
135,59,0,,3/2+*, 
135,59,1,358.06,(11/2-),m
135,60,0,,9/2-*, 
135,60,1,64.95,(1/2+),m
135,61,0,,"(3/2+,5/2+)", 
135,61,1,240.0,(11/2-),m
135,62,0,,(7/2+), 
135,63,0,,5/2+#, 
135,64,0,,(5/2+), 
135,65,0,,(7/2-), 
136,49,0,,7-#, 
136,50,0,,0+, 
136,51,0,,(1-), 
136,51,1,269.3,(6-),m
136,52,0,,0+, 
136,53,0,,(1-), 
136,53,1,206.0,(6-),m
136,54,0,,0+, 
136,54,1,1891.74,6+,m
136,55,0,,5+*, 
136,55,1,517.9,8-*,m
136,56,0,,0+, 
136,56,1,2030.535,7-,m
136,56,2,3357.19,10+,n
136,57,0,,1+*, 
136,57,1,259.5,(7-),m
136,57,2,2520.6,(14+),n
136,58,0,,0+, 
136,58,1,3095.0,10+,m
136,59,0,,2+*, 
136,60,0,,0+, 
136,61,0,,7+#, 
136,61,1,100.0,2+#,m
136,61,2,42.7,7-#,n
136,62,0,,0+, 
136,62,1,2264.7,(8-),m
136,63,0,,6+#, 
136,63,1,100.0,1+#,m
137,49,0,,9/2+#, 
137,50,0,,5/2-#, 
137,51,0,,7/2+#, 
137,52,0,,3/2-#, 
137,53,0,,7/2+#, 
137,54,0,,7/2-*, 
137,55,0,,7/2+*, 
137,56,0,,3/2+*, 
137,56,1,661.659,11/2-*,m
137,56,2,2349.1,(19/2-),n
137,57,0,,7/2+*, 
137,57,1,1869.5,19/2-,m
137,58,0,,3/2+*, 
137,58,1,254.29,11/2-*,m
137,59,0,,5/2+*, 
137,59,1,561.22,11/2-,m
137,60,0,,1/2+*, 
137,60,1,519.43,11/2-,m
137,61,0,,5/2-#, 
137,62,0,,(9/2-), 
137,63,0,,5/2+#, 
137,64,0,,(7/2)(+#), 
138,50,0,,0+, 
138,50,1,1344.0,(6+),m
138,51,0,,(3-), 
138,52,0,,0+, 
138,53,0,,(1-), 
138,53,1,67.9,(3-),m
138,54,0,,0+, 
138,55,0,,3-*, 
138,55,1,79.9,6-*,m
138,56,0,,0+, 
138,56,1,2090.536,6+,m
138,57,0,,5+*, 
138,57,1,72.57,(3)+,m
138,57,2,738.8,7-,n
138,58,0,,0+, 
138,58,1,2129.28,7-,m
138,59,0,,1+, 
138,59,1,350.0,7-*,m
138,60,0,,0+, 
138,60,1,3174.5,10+,m
138,61,0,,3-#, 
138,61,1,,1+#,m
138,62,0,,0+, 
138,63,0,,2-#, 
138,64,0,,0+, 
138,64,1,2232.6,(8-),m
139,50,0,,5/2-#, 
139,51,0,,7/2+#, 
139,52,0,,5/2-#, 
139,53,0,,7/2+#, 
139,54,0,,3/2-*, 
139,55,0,,7/2+*, 
139,56,0,,7/2-*, 
139,57,0,,7/2+*, 
139,57,1,1800.4,(17/2+),m
139,58,0,,3/2+*, 
139,58,1,754.24,11/2-,m
139,59,0,,5/2+*, 
139,60,0,,3/2+*, 
139,60,1,231.16,11/2-*,m
139,60,2,2616.9,23/2+,n
139,61,0,,(5/2)+, 
139,61,1,188.7,(11/2)-,m
139,62,0,,1/2+*, 
139,62,1,457.38,11/2-,m
139,63,0,,(11/2)-, 
139,63,1,148.3,(7/2+),m
139,64,0,,9/2-#, 
139,64,1,250.0,1/2+#,m
139,65,0,,5/2-#, 
139,66,0,,(7/2+), 
140,51,0,,(3-), 
140,51,1,330.0,"(6-,7-)",m
140,52,0,,0+, 
140,53,0,,(2-), 
140,54,0,,0+, 
140,55,0,,1-*, 
140,55,1,13.931,(2)-,m
140,56,0,,0+, 
140,57,0,,3-*, 
140,58,0,,0+, 
140,58,1,2107.854,6+,m
140,59,0,,1+*, 
140,59,1,127.8,5+,m
140,59,2,763.7,(7)-,n
140,60,0,,0+, 
140,60,1,2221.65,7-,m
140,60,2,7435.1,20+,n
140,61,0,,1+, 
140,61,1,429.0,8-,m
140,62,0,,0+, 
140,63,0,,1+, 
140,63,1,210.0,(5-),m
140,63,2,669.0,(8+),n
140,64,0,,0+, 
140,65,0,,(7+), 
140,66,0,,0+, 
140,67,0,,8+#, 
141,51,0,,7/2+#, 
141,52,0,,5/2-#, 
141,53,0,,7/2+#, 
141,54,0,,5/2-*, 
141,55,0,,7/2+*, 
141,56,0,,3/2-*, 
141,57,0,,(7/2+), 
141,58,0,,7/2-*, 
141,59,0,,5/2+*, 
141,60,0,,3/2+*, 
141,60,1,756.51,11/2-,m
141,61,0,,5/2+*, 
141,61,1,628.62,11/2-,m
141,62,0,,1/2+*, 
141,62,1,175.9,11/2-*,m
141,63,0,,5/2+, 
141,63,1,96.45,11/2-,m
141,64,0,,(1/2+), 
141,64,1,377.76,(11/2-),m
141,65,0,,(5/2-), 
141,65,1,0.0,11/2-#,m
141,66,0,,(9/2-), 
141,67,0,,(7/2-), 
141,67,1,66.0,(1/2+),m
142,51,0,,, 
142,52,0,,0+, 
142,53,0,,2-#, 
142,54,0,,0+, 
142,55,0,,0-*, 
142,56,0,,0+, 
142,57,0,,2-, 
142,57,1,145.82,(4)-,m
142,58,0,,0+, 
142,59,0,,2-*, 
142,59,1,3.694,5-*,m
142,60,0,,0+, 
142,60,1,,6+,m
142,61,0,,1+, 
142,61,1,883.17,(8)-,m
142,61,2,2828.7,(13-),n
142,62,0,,0+, 
142,62,1,2372.1,7-,m
142,62,2,3662.2,10+,n
142,63,0,,1+, 
142,63,1,450.0,8-,m
142,64,0,,0+, 
142,65,0,,1+, 
142,65,1,279.7,5-,m
142,65,2,652.1,8+,n
142,66,0,,0+, 
142,67,0,,"(7-,8+)", 
143,52,0,,7/2+#, 
143,53,0,,7/2+#, 
143,54,0,,5/2-*, 
143,55,0,,3/2+*, 
143,56,0,,5/2-*, 
143,57,0,,(7/2)+, 
143,58,0,,3/2-*, 
143,59,0,,7/2+*, 
143,60,0,,7/2-*, 
143,61,0,,5/2+, 
143,62,0,,3/2+*, 
143,62,1,753.99,11/2-,m
143,62,2,2793.8,23/2-,n
143,63,0,,5/2+*, 
143,63,1,389.51,11/2-,m
143,64,0,,1/2+, 
143,64,1,152.6,11/2-,m
143,65,0,,(11/2-), 
143,65,1,0.0,5/2+#,m
143,66,0,,(1/2+), 
143,66,1,310.7,(11/2-),m
143,66,2,406.3,(7/2-),n
144,52,0,,0+, 
144,53,0,,1-#, 
144,54,0,,0+, 
144,55,0,,1-*, 
144,55,1,92.2,(4-),m
144,56,0,,0+, 
144,57,0,,(3-), 
144,58,0,,0+, 
144,59,0,,0-, 
144,59,1,59.03,3-,m
144,60,0,,0+, 
144,61,0,,5-, 
144,61,1,840.9,(9)+,m
144,62,0,,0+, 
144,62,1,2323.6,6+,m
144,63,0,,1+, 
144,63,1,1127.6,8-,m
144,64,0,,0+, 
144,64,1,3433.1,(10+),m
144,65,0,,1+, 
144,65,1,396.9,6-,m
144,65,2,476.2,(8-),n
144,66,0,,0+, 
144,67,0,,(5-), 
144,67,1,265.3,(8+),m
144,69,0,,(10+), 
145,53,0,,7/2+#, 
145,54,0,,3/2-#, 
145,55,0,,3/2+*, 
145,55,1,762.9,13/2#,m
145,56,0,,5/2-*, 
145,57,0,,(5/2+), 
145,58,0,,5/2-#, 
145,59,0,,7/2+, 
145,60,0,,7/2-*, 
145,61,0,,5/2+, 
145,62,0,,7/2-, 
145,62,1,8815.0,49/2+,m
145,63,0,,5/2+*, 
145,63,1,716.0,11/2-,m
145,64,0,,1/2+*, 
145,64,1,749.1,11/2-,m
145,65,0,,(11/2-), 
145,66,0,,(1/2+), 
145,66,1,118.2,(11/2-),m
145,67,0,,(11/2-), 
145,68,0,,(1/2+), 
145,68,1,205.0,(11/2-),m
145,69,0,,(11/2-), 
146,54,0,,0+, 
146,55,0,,1-*, 
146,55,1,46.7,4-#,m
146,56,0,,0+, 
146,57,0,,(5-), 
146,57,1,141.5,"(1-,2-)",m
146,58,0,,0+, 
146,59,0,,(2-), 
146,60,0,,0+, 
146,61,0,,3-, 
146,62,0,,0+, 
146,63,0,,4-*, 
146,63,1,666.33,9+,m
146,64,0,,0+, 
146,65,0,,1+, 
146,65,1,150.0,5-,m
146,65,2,930.0,10+,n
146,66,0,,0+, 
146,66,1,2934.5,10+,m
146,67,0,,(6-), 
146,68,0,,0+, 
146,69,0,,(1+), 
146,69,1,304.0,(5-),m
146,69,2,437.0,(10+),n
147,54,0,,3/2-#, 
147,55,0,,(3/2+), 
147,55,1,701.4,13/2#,m
147,56,0,,5/2-, 
147,57,0,,(5/2+), 
147,58,0,,(5/2-), 
147,59,0,,3/2+, 
147,60,0,,5/2-*, 
147,61,0,,7/2+*, 
147,62,0,,7/2-*, 
147,63,0,,5/2+*, 
147,63,1,625.27,11/2-,m
147,64,0,,7/2-*, 
147,64,1,8587.8,49/2+,m
147,65,0,,(1/2+), 
147,65,1,50.6,(11/2-),m
147,66,0,,(1/2+), 
147,66,1,750.5,(11/2-),m
147,66,2,3407.2,(27/2-),n
147,67,0,,(11/2-), 
147,67,1,2687.1,(27/2-),m
147,68,0,,(1/2+), 
147,68,1,100.0,(11/2-),m
147,69,0,,11/2-, 
147,69,1,62.0,3/2+,m
148,54,0,,0+, 
148,55,0,,(2-), 
148,55,1,45.2,4-#,m
148,56,0,,0+, 
148,57,0,,(2-), 
148,58,0,,0+, 
148,59,0,,1-, 
148,59,1,76.8,(4),m
148,60,0,,0+, 
148,61,0,,1-*, 
148,61,1,137.9,"5-,6-",m
148,62,0,,0+, 
148,63,0,,5-*, 
148,63,1,720.4,9+,m
148,64,0,,0+, 
148,65,0,,2-, 
148,65,1,90.1,(9)+,m
148,65,2,8618.6,(27+),n
148,66,0,,0+, 
148,66,1,2919.1,10+,m
148,67,0,,(1+), 
148,67,1,250.0,(5-),m
148,67,2,940.0,(10)+,n
148,68,0,,0+, 
148,68,1,2913.2,(10+),m
148,69,0,,(10+), 
149,55,0,,3/2+#, 
149,56,0,,3/2-#, 
149,57,0,,(3/2-), 
149,58,0,,3/2-#, 
149,59,0,,(5/2+), 
149,60,0,,5/2-*, 
149,61,0,,7/2+*, 
149,61,1,240.214,11/2-,m
149,62,0,,7/2-*, 
149,63,0,,5/2+*, 
149,63,1,496.386,11/2-,m
149,64,0,,7/2-*, 
149,65,0,,1/2+, 
149,65,1,35.78,11/2-,m
149,66,0,,7/2-, 
149,66,1,2661.1,27/2-,m
149,67,0,,(11/2-), 
149,67,1,48.8,(1/2+),m
149,68,0,,(1/2+), 
149,68,1,741.8,(11/2-),m
149,68,2,2611.1,(19/2+),n
149,68,3,3302.0,(27/2-),p
149,69,0,,11/2-, 
149,70,0,,(1/2+), 
150,55,0,,(2-), 
150,56,0,,0+, 
150,57,0,,(3+), 
150,58,0,,0+, 
150,59,0,,1-, 
150,60,0,,0+, 
150,61,0,,(1-), 
150,62,0,,0+, 
150,63,0,,5-, 
150,63,1,41.7,0-*,m
150,64,0,,0+, 
150,65,0,,(2)-, 
150,65,1,461.0,9+,m
150,66,0,,0+, 
150,67,0,,(2)-, 
150,67,1,0.0,(9)+,m
150,67,2,7900.0,(28-),n
150,68,0,,0+, 
150,68,1,2796.5,10+,m
150,69,0,,(1+), 
150,69,1,140.0,(6-),m
150,71,0,,(5-), 
150,71,1,22.0,(8+),m
151,55,0,,3/2+#, 
151,56,0,,3/2-#, 
151,57,0,,1/2+#, 
151,58,0,,(3/2-), 
151,59,0,,(3/2-), 
151,59,1,35.1,(7/2+),m
151,60,0,,3/2+, 
151,61,0,,5/2+*, 
151,62,0,,5/2-*, 
151,62,1,261.13,(11/2)-,m
151,63,0,,5/2+*, 
151,63,1,196.245,11/2-,m
151,64,0,,7/2-*, 
151,65,0,,1/2+*, 
151,65,1,99.53,11/2-,m
151,66,0,,7/2-*, 
151,67,0,,11/2-*, 
151,67,1,41.0,1/2+*,m
151,68,0,,(7/2-), 
151,68,1,2586.0,(27/2-),m
151,68,2,10286.6,"(65/2-,61/2+)",n
151,69,0,,(11/2-), 
151,69,1,93.0,(1/2+),m
151,69,2,2655.67,(27/2-),n
151,70,0,,(1/2+), 
151,70,1,740.0,(11/2-),m
151,70,2,2630.0,19/2-#,n
151,70,3,3287.0,27/2-#,p
151,71,0,,11/2-, 
151,71,1,57.0,3/2+,m
152,56,0,,0+, 
152,57,0,,2-#, 
152,58,0,,0+, 
152,59,0,,4+, 
152,59,1,115.1,(1+),m
152,60,0,,0+, 
152,61,0,,1+, 
152,61,1,140.0,4(-),m
152,61,2,,(8),n
152,62,0,,0+, 
152,63,0,,3-*, 
152,63,1,45.5998,0-*,m
152,63,2,65.2969,1-,n
152,63,3,78.2331,1+,p
152,63,4,89.8496,4+,q
152,63,5,147.86,8-,r
152,64,0,,0+, 
152,65,0,,2-*, 
152,65,1,342.15,5-,m
152,65,2,501.74,8+,n
152,66,0,,0+, 
152,67,0,,2-*, 
152,67,1,160.0,9+*,m
152,67,2,3019.59,19-,n
152,68,0,,0+, 
152,69,0,,(2)-, 
152,69,1,-100.0,(9)+,m
152,69,2,2455.0,(17+),n
152,70,0,,0+, 
152,70,1,2744.5,(10+),m
152,71,0,,"(4-,5-,6-)", 
153,56,0,,5/2-#, 
153,57,0,,1/2+#, 
153,58,0,,3/2-#, 
153,59,0,,3/2-#, 
153,60,0,,(3/2)-, 
153,60,1,191.71,(5/2)+,m
153,61,0,,5/2-, 
153,62,0,,3/2+*, 
153,62,1,98.39,11/2-,m
153,63,0,,5/2+*, 
153,63,1,1771.0,19/2-,m
153,64,0,,3/2-*, 
153,64,1,95.1737,9/2+,m
153,64,2,171.188,(11/2-),n
153,65,0,,5/2+*, 
153,65,1,163.175,11/2-,m
153,66,0,,7/2-*, 
153,67,0,,11/2-*, 
153,67,1,68.7,1/2+*,m
153,67,2,2772.3,31/2+,n
153,68,0,,7/2-*, 
153,68,1,2798.2,(27/2-),m
153,68,2,5248.1,(41/2-),n
153,69,0,,(11/2-), 
153,69,1,43.2,(1/2+),m
153,70,0,,7/2-, 
153,70,1,2630.0,27/2-,m
153,71,0,,11/2-, 
153,71,1,80.0,1/2+,m
154,56,0,,0+, 
154,57,0,,2-#, 
154,58,0,,0+, 
154,59,0,,(3+), 
154,60,0,,0+, 
154,60,1,1297.9,(4-),m
154,61,0,,(4+), 
154,61,1,-230.0,(1-),m
154,62,0,,0+, 
154,63,0,,3-*, 
154,63,1,68.1702,2+,m
154,63,2,145.3,(8-),n
154,64,0,,0+, 
154,65,0,,3-*, 
154,65,1,130.0,0-*,m
154,65,2,200.0,7-,n
154,65,3,405.0,,p
154,66,0,,0+, 
154,67,0,,2-*, 
154,67,1,243.0,8+*,m
154,68,0,,0+, 
154,69,0,,(2)-, 
154,69,1,70.0,(9)+,m
154,70,0,,0+, 
154,71,0,,(2-), 
154,71,1,62.0,(9+),m
154,72,0,,0+, 
154,72,1,2721.0,(10+),m
155,57,0,,1/2+#, 
155,58,0,,5/2-#, 
155,59,0,,3/2-#, 
155,60,0,,(3/2-), 
155,61,0,,(5/2-), 
155,62,0,,3/2-*, 
155,62,1,16.5467,5/2+,m
155,62,2,538.03,11/2-,n
155,63,0,,5/2+*, 
155,64,0,,3/2-*, 
155,64,1,121.1,11/2-,m
155,65,0,,3/2+*, 
155,66,0,,3/2-*, 
155,66,1,234.33,11/2-,m
155,67,0,,5/2+*, 
155,67,1,141.87,11/2-,m
155,68,0,,7/2-, 
155,69,0,,11/2-, 
155,69,1,41.0,1/2+,m
155,70,0,,(7/2-), 
155,71,0,,11/2-, 
155,71,1,21.0,1/2+,m
155,71,2,1780.3,25/2-#,n
155,72,0,,7/2-#, 
155,73,0,,11/2-, 
156,57,0,,4+#, 
156,58,0,,0+, 
156,59,0,,1+#, 
156,60,0,,0+, 
156,60,1,1431.3,(5-),m
156,61,0,,4+, 
156,61,1,150.3,1+#,m
156,62,0,,0+, 
156,62,1,1397.55,5-,m
156,63,0,,0+*, 
156,64,0,,0+, 
156,64,1,2137.6,7-,m
156,65,0,,3-*, 
156,65,1,88.4,(0+),m
156,65,2,100.0,(7-),n
156,66,0,,0+, 
156,67,0,,4-*, 
156,67,1,52.37,1-*,m
156,67,2,230.0,9+,n
156,68,0,,0+, 
156,69,0,,2-, 
156,70,0,,0+, 
156,71,0,,(2)-, 
156,71,1,10.0,10+,m
156,71,2,2611.0,19-,n
156,72,0,,0+, 
156,72,1,1958.8,(8+),m
156,73,0,,(2-), 
156,73,1,94.0,(9+),m
157,58,0,,7/2+#, 
157,59,0,,3/2-#, 
157,60,0,,5/2-#, 
157,61,0,,(5/2-), 
157,62,0,,3/2-#, 
157,63,0,,5/2+*, 
157,64,0,,3/2-*, 
157,64,1,63.916,5/2+,m
157,64,2,426.539,11/2-,n
157,65,0,,3/2+, 
157,66,0,,3/2-*, 
157,66,1,161.99,9/2+,m
157,66,2,199.38,11/2-,n
157,67,0,,7/2-*, 
157,68,0,,3/2-*, 
157,68,1,155.4,9/2+,m
157,69,0,,1/2+*, 
157,69,1,100.0,7/2-#,m
157,70,0,,7/2-*, 
157,71,0,,(1/2+), 
