A,Z,N,element,species,clean_species,is_platypus,az_order,parity,epsilon,log_hl,exc_keV,transition_energy_keV,correct_deltaJ,correct_lambda,Q_keV,V_coulomb_keV,tracking_bin
83,35,48,Br,IT,IT,False,1,eo,-1.0775650019924117,-6.137272471682025,3069.2,3069.2,8.0,8.0,3069.2,,ephemeral
83,36,47,Kr,stable,stable,False,0,eo,-0.0775650019924114,,,0.0,,,,,stable
83,36,47,Kr,IT,IT,False,1,eo,-0.0775650019924114,-6.80465394165158,9.4053,9.4053,1.0,1.0,9.4053,,ephemeral
83,36,47,Kr,IT,IT_platypus,True,2,eo,-0.0775650019924114,3.818753590497717,41.5575,32.15219999999999,3.0,3.0,32.15219999999999,,tracked
83,37,46,Rb,beta+,beta+,False,0,eo,0.9224349980075884,6.872021008303606,,0.0,,,-101.99399999999925,,tracked
83,37,46,Rb,IT,IT,False,1,eo,0.9224349980075884,-2.10790539730952,42.078,42.078,2.0,2.0,42.078,,tracked
83,38,45,Sr,beta+,beta+,False,0,eo,1.9224349980075883,5.066981531799497,,0.0,,,1251.025000000001,,tracked
83,38,45,Sr,IT,IT,False,1,eo,1.9224349980075883,0.6946051989335688,259.15,259.15,3.0,3.0,259.15,,tracked
83,39,44,Y,beta+,beta+,False,0,eo,2.9224349980075885,2.6281845080734128,,0.0,,,3569.9459999999885,,tracked
83,39,44,Y,beta+,beta+_iso,False,1,eo,2.9224349980075885,2.2329961103921536,62.04,,,,3631.985999999982,,tracked
83,40,43,Zr,beta+,beta+,False,0,eo,3.922434998007589,1.6232492903979006,,0.0,,,5272.015000000007,,tracked
83,40,43,Zr,IT,IT,False,1,eo,3.922434998007589,-6.275724130399211,52.72,52.72,2.0,2.0,52.72,,ephemeral
83,40,43,Zr,IT,IT_platypus,True,2,eo,3.922434998007589,-5.7447274948966935,77.04,24.320000000000007,1.0,1.0,24.320000000000007,,suspect
83,41,42,Nb,beta+,beta+,False,0,eo,4.9224349980075885,0.5910646070264992,,0.0,,,7276.750999999997,,tracked
83,42,41,Mo,beta+,beta+,False,0,eo,5.9224349980075885,-1.6382721639824072,,0.0,,,10250.912000000004,,tracked
84,30,54,Zn,beta-,beta-,False,0,ee,-6.468416301575829,-1.2676062401770316,,0.0,,,12264.136,,tracked
84,31,53,Ga,beta-,beta-,False,0,oo,-5.468416301575829,-1.0105501823333087,,0.0,,,14054.299,,tracked
84,32,52,Ge,beta-,beta-,False,0,ee,-4.468416301575829,-0.021819483062586,,0.0,,,7705.133000000002,,tracked
84,33,51,As,beta-,beta-,False,0,oo,-3.4684163015758287,0.4996870826184038,,0.0,,,10094.163,,tracked
84,33,51,As,beta-,beta-_iso,False,1,oo,-3.4684163015758287,-0.1870866433571444,,,,,10094.163,,tracked
84,34,50,Se,beta-,beta-,False,0,ee,-2.4684163015758287,2.291368850451583,,0.0,,,1835.3629999999976,,tracked
84,35,49,Br,beta-,beta-,False,0,oo,-1.4684163015758287,3.2800317441387024,,0.0,,,4656.251270000008,,tracked
84,35,49,Br,beta-,beta-_iso,False,1,oo,-1.4684163015758287,2.556302500767288,310.0,,,,4966.251270000008,,tracked
84,36,48,Kr,stable,stable,False,0,ee,-0.4684163015758287,,,0.0,,,,,stable
84,36,48,Kr,IT,IT,False,1,ee,-0.4684163015758287,-5.73754891026957,3236.07,3236.07,8.0,8.0,3236.07,,tracked
84,37,47,Rb,beta+,beta+,False,0,oo,0.5315836984241713,6.452652319195968,,0.0,,,1658.3722699999994,,tracked
84,37,47,Rb,IT,IT,False,1,oo,0.5315836984241713,3.084790691407905,463.59,463.59,4.0,4.0,463.59,,tracked
84,38,46,Sr,stable,stable,False,0,ee,1.5315836984241713,,,0.0,,,,,stable
84,39,45,Y,beta+,beta+,False,0,oo,2.531583698424172,3.374748346010104,,0.0,,,5733.143000000004,,tracked
84,39,45,Y,beta+,beta+_iso,False,1,oo,2.531583698424172,0.6627578316815741,67.0,,,,5800.143000000004,,tracked
84,39,45,Y,IT,IT_platypus,True,2,oo,2.531583698424172,-6.534617148551582,210.42,143.42,3.0,3.0,143.42,,ephemeral
84,40,44,Zr,beta+,beta+,False,0,ee,3.531583698424172,3.189770956346874,,0.0,,,1450.749000000003,,tracked
84,41,43,Nb,beta+,beta+,False,0,oo,4.531583698424171,0.9912260756924948,,0.0,,,9205.852,,tracked
84,41,43,Nb,IT,IT,False,1,oo,4.531583698424171,-6.7544873321858505,48.0,48.0,2.0,2.0,48.0,,ephemeral
84,41,43,Nb,IT,IT_platypus,True,2,oo,4.531583698424171,-7.036212172654444,337.7,289.7,2.0,2.0,289.7,,ephemeral
84,42,42,Mo,beta+,beta+,False,0,ee,5.531583698424171,0.3617278360175928,,0.0,,,6001.843999999997,,tracked
85,31,54,Ga,beta-,beta-,False,0,eo,-5.858692581932722,-1.0209070993616736,,0.0,,,13379.368000000002,,tracked
85,32,53,Ge,beta-,beta-,False,0,eo,-4.858692581932722,-0.3053948010664313,,0.0,,,10065.725,,tracked
85,33,52,As,beta-,beta-,False,0,eo,-3.858692581932722,0.3057811512549822,,0.0,,,9224.493000000002,,tracked
85,34,51,Se,beta-,beta-,False,0,eo,-2.858692581932722,1.5171958979499742,,0.0,,,6161.832999999999,,tracked
85,35,50,Br,beta-,beta-,False,0,eo,-1.858692581932722,2.2405492482826,,0.0,,,2904.8629999999976,,tracked
85,36,49,Kr,beta-,beta-,False,0,eo,-0.858692581932722,8.529613814086042,,0.0,,,686.9996499999979,,tracked
85,36,49,Kr,beta-,beta-_iso,False,1,eo,-0.858692581932722,4.207580514765431,304.871,,,,991.8706499999972,,tracked
85,36,49,Kr,IT,IT_platypus,True,2,eo,-0.858692581932722,-5.739928612014925,1991.8,1686.929,8.0,8.0,1686.929,,suspect
85,37,48,Rb,stable,stable,False,0,eo,0.1413074180672779,,,0.0,,,,,stable
85,37,48,Rb,IT,IT,False,1,eo,0.1413074180672779,-5.993533957750769,514.0065,514.0065,2.0,2.0,514.0065,,tracked
85,38,47,Sr,beta+,beta+,False,0,eo,1.141307418067278,6.748396934440934,,0.0,,,42.05265000000463,,tracked
85,38,47,Sr,IT,IT,False,1,eo,1.141307418067278,3.6082906378089854,238.79,238.79,4.0,4.0,238.79,,tracked
85,39,46,Y,beta+,beta+,False,0,eo,2.141307418067278,3.984437294796076,,0.0,,,2239.161,,tracked
85,39,46,Y,beta+,beta+_iso,False,1,eo,2.141307418067278,4.242938770029581,19.68,,,,2258.8409999999926,,tracked
85,39,46,Y,IT,IT_platypus,True,2,eo,2.141307418067278,-6.749579997691106,266.18,246.5,2.0,2.0,246.5,,ephemeral
85,40,45,Zr,beta+,beta+,False,0,eo,3.141307418067278,2.673573796423052,,0.0,,,3644.9369999999976,,tracked
85,40,45,Zr,IT,IT,False,1,eo,3.141307418067278,1.0374264979406236,292.2,292.2,3.0,3.0,292.2,,tracked
85,41,44,Nb,beta+,beta+,False,0,eo,4.141307418067278,1.3117538610557542,,0.0,,,5873.514000000003,,tracked
85,41,44,Nb,IT,IT,False,1,eo,4.141307418067278,0.5185139398778874,150.0,150.0,4.0,4.0,150.0,,tracked
85,41,44,Nb,beta-,beta-_iso,False,2,eo,4.141307418067278,1.0791812460476249,,,,,-8769.923999999992,,tracked
85,42,43,Mo,beta+,beta+,False,0,eo,5.141307418067278,0.505149978319906,,0.0,,,7747.925999999992,,tracked
86,31,55,Ga,beta-,beta-,False,0,oo,-6.248402845726474,-1.3098039199714864,,0.0,,,15639.927000000003,,tracked
86,32,54,Ge,beta-,beta-,False,0,ee,-5.248402845726474,-0.6544302439436078,,0.0,,,9562.222999999998,,tracked
86,33,53,As,beta-,beta-,False,0,oo,-4.248402845726474,-0.024568191490737,,0.0,,,11541.025,,tracked
86,34,52,Se,beta-,beta-,False,0,ee,-3.248402845726474,1.155336037465062,,0.0,,,5129.085999999996,,tracked
86,35,51,Br,beta-,beta-,False,0,oo,-2.248402845726474,1.7411515988517852,,0.0,,,7633.414929999999,,tracked
86,36,50,Kr,stable,stable,False,0,ee,-1.2484028457264742,,,0.0,,,,,stable
86,37,49,Rb,beta-,beta-,False,0,oo,-0.2484028457264742,6.207076130176219,,0.0,,,1776.0967700000035,,tracked
86,37,49,Rb,IT,IT,False,1,oo,-0.2484028457264742,1.7854722033063883,556.05,556.05,4.0,4.0,556.05,,tracked
86,38,48,Sr,stable,stable,False,0,ee,0.7515971542735258,,,0.0,,,,,stable
86,38,48,Sr,IT,IT,False,1,ee,0.7515971542735258,-6.341988603342887,2956.09,2956.09,8.0,8.0,2956.09,,ephemeral
86,39,47,Y,beta+,beta+,False,0,oo,1.7515971542735258,4.72479998429032,,0.0,,,4218.001769999995,,tracked
86,39,47,Y,IT,IT,False,1,oo,1.7515971542735258,3.4539295920577286,218.21,218.21,4.0,4.0,218.21,,tracked
86,39,47,Y,IT,IT_platypus,True,2,oo,1.7515971542735258,-6.90204892900585,302.18,83.97,2.0,2.0,83.97,,ephemeral
86,40,46,Zr,beta+,beta+,False,0,ee,2.751597154273526,4.7737864449811935,,0.0,,,292.0790000000047,,tracked
86,41,45,Nb,beta+,beta+,False,0,oo,3.751597154273526,1.944482672150169,,0.0,,,7812.964,,tracked
86,41,45,Nb,beta+,beta+_iso,False,1,oo,3.751597154273526,1.7505083948513462,150.0,,,,7962.964,,tracked
86,42,44,Mo,beta+,beta+,False,0,ee,4.751597154273526,1.2810333672477277,,0.0,,,4001.135999999998,,tracked
86,43,43,Tc,beta+,beta+,False,0,oo,5.751597154273526,-1.259637310505756,,0.0,,,11518.929000000004,,tracked
86,43,43,Tc,IT,IT,False,1,oo,5.751597154273526,-5.958607314841775,1524.0,1524.0,6.0,6.0,1524.0,,tracked
87,31,56,Ga,beta-,beta-,False,0,eo,-6.637555851819201,-1.537602002101044,,0.0,,,14720.0,,tracked
87,32,55,Ge,beta-,beta-,False,0,eo,-5.637555851819201,-0.9871627752948278,,0.0,,,12027.913999999995,,tracked
87,33,54,As,beta-,beta-,False,0,eo,-4.637555851819201,-0.3080348972326396,,0.0,,,10808.219000000005,,tracked
87,34,53,Se,beta-,beta-,False,0,eo,-3.637555851819201,0.7403626894942439,,0.0,,,7465.551999999996,,tracked
87,35,52,Br,beta-,beta-,False,0,eo,-2.637555851819201,1.7456992266025058,,0.0,,,6817.846000000005,,tracked
87,36,51,Kr,beta-,beta-,False,0,eo,-1.6375558518192008,3.660675788338524,,0.0,,,3888.270999999994,,tracked
87,37,50,Rb,stable,stable,False,0,eo,-0.6375558518192008,1.6963563887333322,,0.0,,,,,stable
87,38,49,Sr,stable,stable,False,0,eo,0.3624441481807992,,,0.0,,,,,stable
87,38,49,Sr,IT,IT,False,1,eo,0.3624441481807992,4.004235366359468,388.5287,388.5287,4.0,4.0,388.5287,,tracked
87,39,48,Y,beta+,beta+,False,0,eo,1.3624441481807992,5.4583053921180165,,0.0,,,839.6914299999985,,tracked
87,39,48,Y,IT,IT,False,1,eo,1.3624441481807992,4.682433908029272,380.82,380.82,4.0,4.0,380.82,,tracked
87,40,47,Zr,beta+,beta+,False,0,eo,2.362444148180799,3.78161178249315,,0.0,,,2649.242000000005,,tracked
87,40,47,Zr,IT,IT,False,1,eo,2.362444148180799,1.146128035678238,335.84,335.84,4.0,4.0,335.84,,tracked
87,41,46,Nb,beta+,beta+,False,0,eo,3.362444148180799,2.346352974450639,,0.0,,,4450.655999999995,,tracked
87,41,46,Nb,beta+,beta+_iso,False,1,eo,3.362444148180799,2.1931245983544616,3.9,,,,4454.55599999999,,tracked
87,42,45,Mo,beta+,beta+,False,0,eo,4.362444148180799,1.14921911265538,,0.0,,,5967.678000000007,,tracked
87,43,44,Tc,beta+,beta+,False,0,eo,5.362444148180799,0.3304137733491908,,0.0,,,8172.766999999993,,tracked
87,43,44,Tc,IT,IT,False,1,eo,5.362444148180799,-6.189095719331299,7.0,7.0,4.0,4.0,7.0,,ephemeral
88,32,56,Ge,beta-,beta-,False,0,ee,-6.026160124595705,-1.214670164989233,,0.0,,,10930.0,,tracked
88,33,55,As,beta-,beta-,False,0,oo,-5.026160124595705,-0.5686362358410126,,0.0,,,13434.203,,tracked
88,34,54,Se,beta-,beta-,False,0,ee,-4.026160124595705,0.1846914308175988,,0.0,,,6831.764000000003,,tracked
88,35,53,Br,beta-,beta-,False,0,oo,-3.0261601245957053,1.2132520521963968,,0.0,,,8975.327999999994,,tracked
88,35,53,Br,IT,IT,False,1,oo,-3.0261601245957053,-5.258848401148215,270.17,270.17,3.0,3.0,270.17,,tracked
88,36,52,Kr,beta-,beta-,False,0,ee,-2.0261601245957053,4.007320952922744,,0.0,,,2917.7090000000026,,tracked
88,37,51,Rb,beta-,beta-,False,0,oo,-1.0261601245957053,3.0280830070178384,,0.0,,,5312.624760000006,,tracked
88,37,51,Rb,IT,IT,False,1,oo,-1.0261601245957053,-6.910094888560602,1373.8,1373.8,5.0,5.0,1373.8,,ephemeral
88,38,50,Sr,stable,stable,False,0,ee,-0.0261601245957052,,,0.0,,,,,stable
88,39,49,Y,beta+,beta+,False,0,oo,0.9738398754042948,6.964389078756171,,0.0,,,2600.601760000012,,tracked
88,39,49,Y,IT,IT,False,1,oo,0.9738398754042948,-3.5214335044061564,392.86,392.86,3.0,3.0,392.86,,tracked
88,39,49,Y,IT,IT_platypus,True,2,oo,0.9738398754042948,-1.8544928285903373,674.55,281.68999999999994,7.0,7.0,281.68999999999994,,tracked
88,40,48,Zr,beta+,beta+,False,0,ee,1.9738398754042947,6.857679793116632,,0.0,,,-351.8430000000012,,tracked
88,40,48,Zr,IT,IT,False,1,ee,1.9738398754042947,-5.87942606879415,2887.79,2887.79,8.0,8.0,2887.79,,tracked
88,41,47,Nb,beta+,beta+,False,0,oo,2.9738398754042947,2.9395192526186187,,0.0,,,6435.321000000004,,tracked
88,41,47,Nb,beta+,beta+_iso,False,1,oo,2.9738398754042947,2.6646419755561257,130.0,,,,6565.321000000004,,tracked
88,42,46,Mo,beta+,beta+,False,0,ee,3.973839875404295,2.681241237375587,,0.0,,,2463.003999999993,,tracked
88,43,45,Tc,beta+,beta+,False,0,oo,4.973839875404295,0.8061799739838872,,0.0,,,9994.254,,tracked
88,43,45,Tc,beta+,beta+_iso,False,1,oo,4.973839875404295,0.7634279935629372,70.0,,,,10064.254,,tracked
88,43,45,Tc,IT,IT_platypus,True,2,oo,4.973839875404295,-6.835647144215563,95.0,25.0,2.0,2.0,25.0,,ephemeral
88,44,44,Ru,beta+,beta+,False,0,ee,5.973839875404295,0.1760912590556812,,0.0,,,6308.303,,tracked
89,34,55,Se,beta-,beta-,False,0,eo,-4.414223962829055,-0.3665315444204134,,0.0,,,9281.872999999992,,tracked
89,35,54,Br,beta-,beta-,False,0,eo,-3.4142239628290554,0.6391875599357539,,0.0,,,8261.524000000005,,tracked
89,36,53,Kr,beta-,beta-,False,0,eo,-2.4142239628290554,2.2764618041732443,,0.0,,,5176.604000000007,,tracked
89,37,52,Rb,beta-,beta-,False,0,eo,-1.4142239628290554,2.9634100156802288,,0.0,,,4496.626999999993,,tracked
89,38,51,Sr,beta-,beta-,False,0,eo,-0.4142239628290554,6.640346576044236,,0.0,,,1502.1760000000068,,tracked
89,39,50,Y,stable,stable,False,0,eo,0.5857760371709446,,,0.0,,,,,stable
89,39,50,Y,IT,IT,False,1,eo,0.5857760371709446,1.194874947930378,908.97,908.97,4.0,4.0,908.97,,tracked
89,40,49,Zr,beta+,beta+,False,0,eo,1.5857760371709446,5.450396928089986,,0.0,,,1811.2300000000027,,tracked
89,40,49,Zr,IT,IT,False,1,eo,1.5857760371709446,2.3973489661765908,587.82,587.82,4.0,4.0,587.82,,tracked
89,41,48,Nb,beta+,beta+,False,0,eo,2.5857760371709446,3.8637985386805,,0.0,,,3230.2209999999973,,tracked
89,41,48,Nb,beta+,beta+_iso,False,1,eo,2.5857760371709446,3.597695185925512,0.0,,,,3230.2209999999973,,tracked
89,42,47,Mo,beta+,beta+,False,0,eo,3.5857760371709446,2.1024337056813365,,0.0,,,4588.813000000002,,tracked
89,42,47,Mo,IT,IT,False,1,eo,3.5857760371709446,-0.721246399047171,387.5,387.5,4.0,4.0,387.5,,tracked
89,43,46,Tc,beta+,beta+,False,0,eo,4.585776037170945,1.1072099696478683,,0.0,,,6598.089,,tracked
89,43,46,Tc,beta+,beta+_iso,False,1,eo,4.585776037170945,1.110589710299249,62.6,,,,6660.689000000006,,tracked
89,44,45,Ru,beta+,beta+,False,0,eo,5.585776037170945,0.1205739312058498,,0.0,,,8003.435000000005,,tracked
90,33,57,As,IT,IT,False,0,oo,-5.801755448115372,-6.657577319177793,,0.0,,,0.0,,ephemeral
90,34,56,Se,beta-,beta-,False,0,ee,-4.801755448115372,-0.6777807052660807,,0.0,,,8200.082999999999,,tracked
90,35,55,Br,beta-,beta-,False,0,oo,-3.801755448115373,0.2810333672477275,,0.0,,,10958.953000000009,,tracked
90,36,54,Kr,beta-,beta-,False,0,ee,-2.8017554481153724,1.5094713521025485,,0.0,,,4406.313999999999,,tracked
90,37,53,Rb,beta-,beta-,False,0,oo,-1.8017554481153724,2.198657086954422,,0.0,,,6585.372000000003,,tracked
90,37,53,Rb,beta-,beta-_iso,False,1,oo,-1.8017554481153724,2.41161970596323,106.9,,,,6692.271999999997,,tracked
90,38,52,Sr,beta-,beta-,False,0,ee,-0.8017554481153724,8.960143140913157,,0.0,,,545.9669999999896,,tracked
90,39,51,Y,beta-,beta-,False,0,oo,0.1982445518846276,5.362821634847992,,0.0,,,2275.6350000000093,,tracked
90,39,51,Y,IT,IT,False,1,oo,0.1982445518846276,4.06496686382023,682.01,682.01,5.0,5.0,682.01,,tracked
90,40,50,Zr,stable,stable,False,0,ee,1.1982445518846276,,,0.0,,,,,stable
90,40,50,Zr,IT,IT,False,1,ee,1.1982445518846276,-0.0919441259012329,2319.0,2319.0,5.0,5.0,2319.0,,tracked
90,40,50,Zr,IT,IT_platypus,True,2,ee,1.1982445518846276,-6.882728704344236,3589.418,1270.418,3.0,3.0,1270.418,,ephemeral
90,41,49,Nb,beta+,beta+,False,0,oo,2.198244551884628,4.720655356551724,,0.0,,,5089.018000000004,,tracked
90,41,49,Nb,IT,IT,False,1,oo,2.198244551884628,-4.200659450546418,122.37,122.37,2.0,2.0,122.37,,tracked
90,41,49,Nb,IT,IT_platypus,True,2,oo,2.198244551884628,1.2743887955503788,124.67,2.299999999999997,2.0,2.0,2.299999999999997,,tracked
90,41,49,Nb,IT,IT_platypus,True,3,oo,2.198244551884628,-2.208309350979882,171.1,46.42999999999999,3.0,3.0,46.42999999999999,,tracked
90,41,49,Nb,IT,IT_platypus,True,4,oo,2.198244551884628,-6.326979092871103,382.01,210.91,6.0,6.0,210.91,,ephemeral
90,42,48,Mo,beta+,beta+,False,0,ee,3.198244551884628,4.301377292349344,,0.0,,,1467.019000000007,,tracked
90,42,48,Mo,IT,IT,False,1,ee,3.198244551884628,-5.943095148663527,2874.73,2874.73,8.0,8.0,2874.73,,tracked
90,43,47,Tc,beta+,beta+,False,0,oo,4.198244551884628,1.6919651027673603,,0.0,,,8425.82,,tracked
90,43,47,Tc,beta+,beta+_iso,False,1,oo,4.198244551884628,0.9395192526186184,144.0,,,,8569.82,,tracked
90,44,46,Ru,beta+,beta+,False,0,ee,5.198244551884628,1.0681858617461617,,0.0,,,4818.896999999997,,tracked
90,45,45,Rh,beta+,beta+,False,0,oo,6.198244551884628,-1.537602002101044,,0.0,,,12227.803,,tracked
90,45,45,Rh,beta+,beta+_iso,False,1,oo,6.198244551884628,-0.2518119729937995,0.0,,,,12227.803,,tracked
91,34,57,Se,beta-,beta-,False,0,eo,-5.18876245290312,-0.5686362358410126,,0.0,,,10527.171000000002,,tracked
91,35,56,Br,beta-,beta-,False,0,eo,-4.18876245290312,-0.265200170411153,,0.0,,,9866.673000000004,,tracked
91,36,55,Kr,beta-,beta-,False,0,eo,-3.18876245290312,0.9329808219231982,,0.0,,,6771.074999999997,,tracked
91,37,54,Rb,beta-,beta-,False,0,eo,-2.18876245290312,1.7649229846498886,,0.0,,,5906.900999999998,,tracked
91,38,53,Sr,beta-,beta-,False,0,eo,-1.18876245290312,4.540829814111079,,0.0,,,2699.370999999999,,tracked
91,39,52,Y,beta-,beta-,False,0,eo,-0.18876245290312,6.703743840589612,,0.0,,,1544.271000000008,,tracked
91,39,52,Y,IT,IT,False,1,eo,-0.18876245290312,3.474595013522643,555.58,555.58,4.0,4.0,555.58,,tracked
91,40,51,Zr,stable,stable,False,0,eo,0.81123754709688,,,0.0,,,,,stable
91,40,51,Zr,IT,IT,False,1,eo,0.81123754709688,-5.361510743045363,3167.3,3167.3,8.0,8.0,3167.3,,tracked
91,41,50,Nb,beta+,beta+,False,0,eo,1.81123754709688,10.331603961948735,,0.0,,,235.56599999999844,,tracked
91,41,50,Nb,IT,IT,False,1,eo,1.81123754709688,6.720845690501042,104.6,104.6,4.0,4.0,104.6,,tracked
91,41,50,Nb,IT,IT_platypus,True,2,eo,1.81123754709688,-5.424812155072339,2034.42,1929.82,8.0,8.0,1929.82,,suspect
91,42,49,Mo,beta+,beta+,False,0,eo,2.81123754709688,2.9682026681428497,,0.0,,,3407.196000000003,,tracked
91,42,49,Mo,IT,IT,False,1,eo,2.81123754709688,1.810232517995084,653.01,653.01,4.0,4.0,653.01,,tracked
91,43,48,Tc,beta+,beta+,False,0,eo,3.81123754709688,2.2750808984568587,,0.0,,,5200.178999999996,,tracked
91,43,48,Tc,beta+,beta+_iso,False,1,eo,3.81123754709688,2.296665190261531,139.3,,,,5339.478999999999,,tracked
91,44,47,Ru,beta+,beta+,False,0,eo,4.81123754709688,0.9030899869919436,,0.0,,,6724.826000000008,,tracked
91,44,47,Ru,beta+,beta+_iso,False,1,eo,4.81123754709688,0.8808135922807914,-340.0,,,,6384.826000000008,,tracked
91,45,46,Rh,beta+,beta+,False,0,eo,5.81123754709688,0.1673173347481761,,0.0,,,8647.835,,tracked
91,46,45,Pd,beta+,beta+,False,0,eo,6.81123754709688,-1.494850021680094,,0.0,,,11378.002,,tracked
92,34,58,Se,IT,IT,False,0,ee,-5.575252648140776,-4.804100347590766,,0.0,,,0.0,,tracked
92,35,57,Br,beta-,beta-,False,0,oo,-4.575252648140776,-0.5030703519267851,,0.0,,,12536.517,,tracked
92,35,57,Br,IT,IT,False,1,oo,-4.575252648140776,-7.055517327849831,662.0,662.0,,,662.0,,ephemeral
92,35,57,Br,IT,IT_platypus,True,2,oo,-4.575252648140776,-7.070581074285707,1138.0,476.0,,,476.0,,ephemeral
92,36,56,Kr,beta-,beta-,False,0,ee,-3.575252648140776,0.2648178230095365,,0.0,,,6003.120999999999,,tracked
92,37,55,Rb,beta-,beta-,False,0,oo,-2.575252648140776,0.651278013998144,,0.0,,,8094.921000000002,,tracked
92,38,54,Sr,beta-,beta-,False,0,ee,-1.5752526481407756,3.973109372590232,,0.0,,,1949.1230000000069,,tracked
92,39,53,Y,beta-,beta-,False,0,oo,-0.5752526481407756,4.105305762793075,,0.0,,,3642.529999999999,,tracked
92,39,53,Y,IT,IT,False,1,oo,-0.5752526481407756,-5.431798275933005,807.0,807.0,5.0,5.0,807.0,,tracked
92,40,52,Zr,stable,stable,False,0,ee,0.4247473518592244,,,0.0,,,,,stable
92,41,51,Nb,beta+,beta+,False,0,oo,1.4247473518592244,1.5403294747908738,,0.0,,,983.7360000000112,,tracked
92,41,51,Nb,beta+,beta+_iso,False,1,oo,1.4247473518592244,5.941522563151261,135.5,,,,1119.2360000000112,,tracked
92,41,51,Nb,IT,IT_platypus,True,2,oo,1.4247473518592244,-5.229147988357856,225.8,90.3,0.0,,90.3,,suspect
92,41,51,Nb,IT,IT_platypus,True,3,oo,1.4247473518592244,-6.777283528852417,2203.3,1977.5,9.0,9.0,1977.5,,ephemeral
92,42,50,Mo,stable,stable,False,0,ee,2.4247473518592244,,,0.0,,,,,stable
92,42,50,Mo,IT,IT,False,1,ee,2.4247473518592244,-6.721246399047171,2760.52,2760.52,8.0,8.0,2760.52,,ephemeral
92,43,49,Tc,beta+,beta+,False,0,oo,3.4247473518592244,2.406540180433955,,0.0,,,6860.886000000006,,tracked
92,43,49,Tc,IT,IT,False,1,oo,3.4247473518592244,-5.987162775294828,270.09,270.09,4.0,4.0,270.09,,tracked
92,44,48,Ru,beta+,beta+,False,0,ee,4.424747351859224,2.3404441148401185,,0.0,,,3602.4939999999983,,tracked
92,44,48,Ru,IT,IT,False,1,ee,4.424747351859224,-7.0,2833.9,2833.9,8.0,8.0,2833.9,,ephemeral
92,45,47,Rh,beta+,beta+,False,0,oo,5.424747351859224,0.7489628612561614,,0.0,,,10280.117999999997,,tracked
92,45,47,Rh,beta+,beta+_iso,False,1,oo,5.424747351859224,0.5024271199844327,50.0,,,,10330.117999999997,,tracked
92,45,47,Rh,IT,IT_platypus,True,2,oo,5.424747351859224,-6.634512015109101,105.0,55.0,2.0,2.0,55.0,,ephemeral
92,46,46,Pd,beta+,beta+,False,0,ee,6.424747351859224,0.0253058652647702,,0.0,,,7198.002,,tracked
93,34,59,Se,IT,IT,False,0,eo,-5.961233510564874,-6.376750709602099,,0.0,,,0.0,,ephemeral
93,35,58,Br,beta-,beta-,False,0,eo,-4.961233510564874,-0.8181564120552275,,0.0,,,11245.767,,tracked
93,36,57,Kr,beta-,beta-,False,0,eo,-3.961233510564874,0.1095785469043866,,0.0,,,8483.897999999994,,tracked
93,37,56,Rb,beta-,beta-,False,0,eo,-2.961233510564874,0.7664128471123994,,0.0,,,7465.944000000003,,tracked
93,37,56,Rb,IT,IT,False,1,eo,-2.961233510564874,-6.954677021213342,4423.1,4423.1,11.0,11.0,4423.1,,ephemeral
93,38,55,Sr,beta-,beta-,False,0,eo,-1.961233510564874,2.649140064144219,,0.0,,,4141.3110000000015,,tracked
93,39,54,Y,beta-,beta-,False,0,eo,-0.961233510564874,4.564050278768027,,0.0,,,2894.873000000007,,tracked
93,39,54,Y,IT,IT,False,1,eo,-0.961233510564874,-0.0861861476162832,758.719,758.719,4.0,4.0,758.719,,tracked
93,40,53,Zr,beta-,beta-,False,0,eo,0.038766489435126,0.2068258760318497,,0.0,,,90.8119999999908,,tracked
93,41,52,Nb,stable,stable,False,0,eo,1.038766489435126,,,0.0,,,,,stable
93,41,52,Nb,IT,IT,False,1,eo,1.038766489435126,8.706460086711571,30.76,30.76,4.0,4.0,30.76,,tracked
93,41,52,Nb,IT,IT_platypus,True,2,eo,1.038766489435126,-5.823908740944319,7460.0,7429.24,16.0,16.0,7429.24,,suspect
93,42,51,Mo,beta+,beta+,False,0,eo,2.038766489435126,0.6020599913279624,,0.0,,,-616.2370000000014,,tracked
93,42,51,Mo,IT,IT,False,1,eo,2.038766489435126,4.391993072259713,2424.95,2424.95,8.0,8.0,2424.95,,tracked
93,42,51,Mo,IT,IT_platypus,True,2,eo,2.038766489435126,-5.7447274948966935,9695.0,7270.05,9.0,9.0,7270.05,,suspect
93,43,50,Tc,beta+,beta+,False,0,eo,3.038766489435126,3.99563519459755,,0.0,,,2178.965000000004,,tracked
93,43,50,Tc,IT,IT,False,1,eo,3.038766489435126,3.416640507338281,391.84,391.84,4.0,4.0,391.84,,tracked
93,43,50,Tc,IT,IT_platypus,True,2,eo,3.038766489435126,-4.991399828238082,2185.16,1793.32,8.0,8.0,1793.32,,suspect
93,44,49,Ru,beta+,beta+,False,0,eo,4.038766489435126,1.7759743311293692,,0.0,,,5367.394999999997,,tracked
93,44,49,Ru,beta+,beta+_iso,False,1,eo,4.038766489435126,1.0334237554869496,734.4,,,,6101.794999999991,,tracked
93,44,49,Ru,IT,IT_platypus,True,2,eo,4.038766489435126,-5.638272163982407,2082.5,1348.1,10.0,10.0,1348.1,,suspect
