Z,N,A,element,is_estimated,mass_excess_keV,mass_excess_unc_keV,mass_excess_MeV,mass_excess_unc_MeV,E_exp_MeV,E_exp_unc_MeV,BE_per_A_MeV
52,87,139,Te,False,-60205.08,3.54,-60.20508,0.00354,129417.47515638,0.00354,8.2117716
53,86,139,I,False,-68470.964,4.005,-68.47096400000001,0.004005,129409.20927238,0.004005,8.26561
54,85,139,Xe,False,-75644.586,2.142,-75.64458599999999,0.002142,129402.03565038,0.002142,8.311590399999998
55,84,139,Cs,False,-80701.088,3.134,-80.701088,0.003134,129396.97914837999,0.003134,8.3423397
56,83,139,Ba,False,-84913.918,0.253,-84.91391800000001,0.000253,129392.76631837999,0.000253,8.367019399999998
57,82,139,La,False,-87222.381,0.607,-87.222381,0.000607,129390.45785538,0.000607,8.377998700000001
58,81,139,Ce,False,-86957.741,2.089,-86.957741,0.002089,129390.72249537999,0.002089,8.3704664
59,80,139,Pr,False,-84828.652,3.649,-84.828652,0.003649,129392.85158438,0.003649,8.3495208
60,79,139,Nd,False,-82016.93,27.521,-82.01692999999999,0.027521,129395.66330638,0.027521,8.3236642
61,78,139,Pm,False,-77501.028,13.588,-77.501028,0.013588,129400.17920838,0.013588,8.285547300000001
62,77,139,Sm,False,-72380.229,10.884,-72.380229,0.010884,129405.30000737999,0.010884,8.2430786
63,76,139,Eu,False,-65398.051,13.151,-65.398051,0.013151,129412.28218538,0.013151,8.1872187
64,75,139,Gd,True,-57632.0,196.0,-57.632,0.196,129420.04823638,0.196,8.126
65,74,139,Tb,True,-48130.0,298.0,-48.13,0.298,129429.55023637999,0.298,8.052
66,73,139,Dy,True,-37700.0,500.0,-37.7,0.5,129439.98023638,0.5,7.971
50,90,140,Sn,True,-34490.0,300.0,-34.49,0.3,130374.6843388,0.3,8.038
51,89,140,Sb,True,-44390.0,600.0,-44.39,0.6,130364.7843388,0.6,8.103
52,88,140,Te,False,-56367.449,14.377,-56.367449,0.014377000000000001,130352.8068898,0.014377000000000001,8.183356700000001
53,87,140,I,False,-63606.223,12.109,-63.606223,0.012109,130345.56811580001,0.012109,8.229474
54,86,140,Xe,False,-72986.461,2.329,-72.98646099999999,0.0023290000000000003,130336.18787780001,0.0023290000000000003,8.2908875
55,85,140,Cs,False,-77049.738,8.199,-77.04973799999999,0.008199,130332.1246008,0.008199,8.3143227
56,84,140,Ba,False,-83267.905,7.9,-83.267905,0.0079,130325.9064338,0.0079,8.35315
57,83,140,La,False,-84312.059,0.607,-84.31205899999999,0.000607,130324.8622798,0.000607,8.355020099999999
58,82,140,Ce,False,-88074.227,1.313,-88.074227,0.001313,130321.1001118,0.001313,8.3763045
59,81,140,Pr,False,-84686.227,6.142,-84.686227,0.006142000000000001,130324.4881118,0.006142000000000001,8.3465163
60,80,140,Nd,False,-84257.246,3.26,-84.257246,0.00326,130324.91709280001,0.00326,8.337864
61,79,140,Pm,False,-78212.046,24.22,-78.212046,0.02422,130330.9622928,0.02422,8.289095799999998
62,78,140,Sm,False,-75455.945,12.497,-75.45594500000001,0.012497,130333.71839380001,0.012497,8.2638211
63,77,140,Eu,False,-66985.945,51.538,-66.985945,0.051537999999999994,130342.18839380001,0.051537999999999994,8.197733
64,76,140,Gd,False,-61782.278,27.945,-61.782278,0.027945,130347.3920608,0.027945,8.1549757
65,75,140,Tb,False,-50482.278,800.488,-50.482278,0.8004880000000001,130358.69206080001,0.8004880000000001,8.068673200000001
66,74,140,Dy,True,-42830.0,401.0,-42.83,0.401,130366.3443388,0.401,8.008
67,73,140,Ho,True,-29317.0,500.0,-29.317,0.5,130379.85733880001,0.5,7.906
51,90,141,Sb,True,-39540.0,500.0,-39.54,0.5,131301.12844122,0.5,8.069
52,89,141,Te,True,-50670.0,400.0,-50.67,0.4,131289.99844122,0.4,8.142
53,88,141,I,False,-59926.666,15.835,-59.926666,0.015835000000000002,131280.74177522,0.015835000000000002,8.202256199999999
54,87,141,Xe,False,-68197.309,2.888,-68.19730899999999,0.002888,131272.47113222,0.002888,8.2553647
55,86,141,Cs,False,-74477.351,9.195,-74.477351,0.009195,131266.19109022,0.009195,8.2943554
56,85,141,Ba,False,-79732.492,5.318,-79.732492,0.005318,131260.93594922,0.005318,8.3260774
57,84,141,La,False,-82929.844,4.127,-82.929844,0.004127,131257.73859722,0.004127,8.343205
58,83,141,Ce,False,-85431.058,1.315,-85.43105800000001,0.001315,131255.23738322002,0.001315,8.3553956
59,82,141,Pr,False,-86014.533,1.498,-86.014533,0.001498,131254.65390822,0.001498,8.353985199999999
60,81,141,Nd,False,-84191.52,3.183,-84.19152,0.0031829999999999996,131256.47692122002,0.0031829999999999996,8.335507400000001
61,80,141,Pm,False,-80522.932,13.972,-80.522932,0.013972,131260.14550922002,0.013972,8.303940500000001
62,79,141,Sm,False,-75933.959,8.535,-75.933959,0.008535000000000001,131264.73448222002,0.008535000000000001,8.265846
63,78,141,Eu,False,-69925.647,12.639,-69.925647,0.012639,131270.74279422002,0.012639,8.2176853
64,77,141,Gd,False,-63224.231,19.76,-63.224231,0.019760000000000003,131277.44421022,0.019760000000000003,8.164609
65,76,141,Tb,False,-54540.843,105.259,-54.540843,0.105259,131286.12759822002,0.105259,8.0974761
66,75,141,Dy,True,-45382.0,298.0,-45.382,0.298,131295.28644122,0.298,8.027
67,74,141,Ho,True,-34364.0,401.0,-34.364,0.401,131306.30444122,0.401,7.943
51,91,142,Sb,True,-33610.0,300.0,-33.61,0.3,132238.55254364002,0.3,8.027
52,90,142,Te,True,-46550.0,500.0,-46.55,0.5,132225.61254364002,0.5,8.113
53,89,142,I,False,-54802.969,4.937,-54.802969,0.004937,132217.35957464,0.004937,8.1652517
54,88,142,Xe,False,-65229.648,2.701,-65.229648,0.0027010000000000003,132206.93289564,0.0027010000000000003,8.2331695
55,87,142,Cs,False,-70514.556,7.067,-70.514556,0.007067,132201.64798764,0.007067,8.2648777
56,86,142,Ba,False,-77842.257,5.92,-77.842257,0.00592,132194.32028664,0.00592,8.310971799999999
57,85,142,La,False,-80023.95,6.286,-80.02395,0.006286,132192.13859364,0.006286,8.3208263
58,84,142,Ce,False,-84532.896,2.443,-84.532896,0.002443,132187.62964764002,0.002443,8.34707
59,83,142,Pr,False,-83786.367,1.498,-83.786367,0.001498,132188.37617664,0.001498,8.3363032
60,82,142,Nd,False,-85950.055,1.256,-85.95005499999999,0.001256,132186.21248864,0.001256,8.346031
61,81,142,Pm,False,-81141.536,23.596,-81.14153599999999,0.023596,132191.02100764,0.023596,8.3066587
62,80,142,Sm,False,-78981.93,1.866,-78.98192999999999,0.001866,132193.18061364,0.001866,8.2859407
63,79,142,Eu,False,-71308.93,30.058,-71.30892999999999,0.030058,132200.85361364,0.030058,8.226396000000001
64,78,142,Gd,False,-66959.522,27.945,-66.95952199999999,0.027945,132205.20302164002,0.027945,8.1902569
65,77,142,Tb,False,-56559.522,700.558,-56.559521999999994,0.700558,132215.60302164,0.700558,8.111508
66,76,142,Dy,True,-50120.0,729.0,-50.12,0.729,132222.04254364,0.729,8.061
67,75,142,Ho,True,-37250.0,401.0,-37.25,0.401,132234.91254364,0.401,7.965
68,74,142,Er,True,-27930.0,500.0,-27.93,0.5,132244.23254364,0.5,7.893
52,91,143,Te,True,-40530.0,500.0,-40.53,0.5,133163.12664606,0.5,8.07
53,90,143,I,True,-50790.0,200.0,-50.79,0.2,133152.86664606,0.2,8.137
54,89,143,Xe,False,-60202.882,4.657,-60.202881999999995,0.004657,133143.45376406,0.004657,8.1968855
55,88,143,Cs,False,-67675.519,7.573,-67.675519,0.007573000000000001,133135.98112706,0.007573000000000001,8.243670700000001
56,87,143,Ba,False,-73937.205,6.756,-73.937205,0.006756,133129.71944106,0.006756,8.281987800000001
57,86,143,La,False,-78171.467,7.329,-78.171467,0.007329,133125.48517906,0.007329,8.3061271
58,85,143,Ce,False,-81606.378,2.442,-81.60637799999999,0.002442,133122.05026806,0.002442,8.324676499999999
59,84,143,Pr,False,-83068.2,1.816,-83.06819999999999,0.0018160000000000001,133120.58844606,0.0018160000000000001,8.329428
60,83,143,Nd,False,-84002.31,1.255,-84.00231,0.0012549999999999998,133119.65433606,0.0012549999999999998,8.3304893
61,82,143,Pm,False,-82960.664,2.944,-82.96066400000001,0.002944,133120.69598206,0.002944,8.3177341
62,81,143,Sm,False,-79517.135,2.75,-79.517135,0.00275,133124.13951106,0.00275,8.288182500000001
63,80,143,Eu,False,-74241.311,10.986,-74.241311,0.010986000000000001,133129.41533506,0.010986000000000001,8.2458177
64,79,143,Gd,False,-68231.311,200.301,-68.231311,0.20030099999999998,133135.42533506,0.20030099999999998,8.1983188
65,78,143,Tb,False,-60419.192,51.232,-60.419192,0.051232,133143.23745406,0.051232,8.1382176
66,77,143,Dy,False,-52168.949,13.041,-52.168949,0.013041,133151.48769706,0.013041,8.0750527
67,76,143,Ho,True,-42048.0,298.0,-42.048,0.298,133161.60864606,0.298,7.999
68,75,143,Er,True,-31160.0,400.0,-31.16,0.4,133172.49664606,0.4,7.917
52,92,144,Te,True,-36220.0,300.0,-36.22,0.3,134098.93074848,0.3,8.04
53,91,144,I,True,-45330.0,400.0,-45.33,0.4,134089.82074848,0.4,8.098
54,90,144,Xe,False,-56872.301,5.31,-56.872301,0.00531,134078.27844748,0.00531,8.1728845
55,89,144,Cs,False,-63271.362,20.132,-63.271362,0.020132,134071.87938648,0.020132,8.2118894
56,88,144,Ba,False,-71767.13,7.136,-71.76713000000001,0.007136,134063.38361848,0.007136,8.2654549
57,87,144,La,False,-74849.66,12.937,-74.84966,0.012936999999999999,134060.30108848,0.012936999999999999,8.2814283
58,86,144,Ce,False,-80431.942,2.833,-80.43194199999999,0.002833,134054.71880648,0.002833,8.314761200000001
59,85,144,Pr,False,-80750.588,2.708,-80.75058800000001,0.0027080000000000003,134054.40016048,0.0027080000000000003,8.311541100000001
60,84,144,Nd,False,-83748.028,1.255,-83.748028,0.0012549999999999998,134051.40272048,0.0012549999999999998,8.3269237
61,83,144,Pm,False,-81416.116,2.912,-81.41611599999999,0.002912,134053.73463248,0.002912,8.3052969
62,82,144,Sm,False,-81965.626,1.459,-81.965626,0.001459,134053.18512248,0.001459,8.30368
63,81,144,Eu,False,-75619.175,10.787,-75.619175,0.010787000000000001,134059.53157348,0.010787000000000001,8.2541744
64,80,144,Gd,False,-71759.511,27.945,-71.759511,0.027945,134063.39123747998,0.027945,8.2219382
65,79,144,Tb,False,-62368.188,27.945,-62.368188,0.027945,134072.78256048,0.027945,8.1512877
66,78,144,Dy,False,-56570.091,7.173,-56.570091,0.007173,134078.58065748,0.007173,8.1055902
67,77,144,Ho,False,-44609.521,8.477,-44.609521,0.008477,134090.54122748,0.008477,8.0170977
68,76,144,Er,True,-36608.0,196.0,-36.608,0.196,134098.54274848,0.196,7.956
69,75,144,Tm,True,-22159.0,400.0,-22.159,0.4,134112.99174847998,0.4,7.85
52,93,145,Te,True,-30010.0,300.0,-30.01,0.3,135036.63485089998,0.3,7.998
53,92,145,I,True,-41130.0,500.0,-41.13,0.5,135025.51485089998,0.5,8.069
54,91,145,Xe,False,-51493.337,11.178,-51.493337,0.011178,135015.1515139,0.011178,8.1350877
55,90,145,Cs,False,-60054.424,9.067,-60.054424,0.009067,135006.5904269,0.009067,8.1887342
56,89,145,Ba,False,-67516.183,8.477,-67.516183,0.008477,134999.1286679,0.008477,8.2347991
57,88,145,La,False,-72835.325,12.269,-72.835325,0.012269,134993.8095259,0.012269,8.266087299999999
58,87,145,Ce,False,-77067.059,33.9,-77.067059,0.0339,134989.5777919,0.0339,8.2898762
59,86,145,Pr,False,-79625.99,7.149,-79.62599,0.007149,134987.0188609,0.007149,8.3021285
60,85,145,Nd,False,-81432.004,1.271,-81.432004,0.001271,134985.2128469,0.001271,8.3091883
61,84,145,Pm,False,-81267.506,2.805,-81.267506,0.002805,134985.3773449,0.002805,8.3026583
62,83,145,Sm,False,-80651.407,1.485,-80.651407,0.001485,134985.9934439,0.001485,8.2930139
63,82,145,Eu,False,-77991.524,3.06,-77.991524,0.0030600000000000002,134988.65332689998,0.0030600000000000002,8.2692744
64,81,145,Gd,False,-72926.626,19.716,-72.926626,0.019716,134993.7182249,0.019716,8.2289485
65,80,145,Tb,False,-66399.693,110.896,-66.399693,0.110896,135000.24515789998,0.110896,8.1785397
66,79,145,Dy,False,-58242.607,6.52,-58.24260700000001,0.00652,135008.4022439,0.00652,8.1168884
67,78,145,Ho,False,-49120.113,7.452,-49.120112999999996,0.007452,135017.52473789998,0.007452,8.0485792
68,77,145,Er,True,-39240.0,200.0,-39.24,0.2,135027.4048509,0.2,7.975
69,76,145,Tm,True,-27583.0,196.0,-27.583,0.196,135039.06185089998,0.196,7.889
53,93,146,I,True,-35540.0,300.0,-35.54,0.3,135962.59895332,0.3,8.031
54,92,146,Xe,False,-47954.95,24.219,-47.95495,0.024219,135950.18400332,0.024219,8.110415399999999
55,91,146,Cs,False,-55310.38,2.893,-55.310379999999995,0.0028929999999999997,135942.82857332,0.0028929999999999997,8.1554365
56,90,146,Ba,False,-64866.269,1.77,-64.866269,0.00177,135933.27268432002,0.00177,8.2155293
57,89,146,La,False,-69221.174,1.675,-69.221174,0.001675,135928.91777932,0.001675,8.239998799999999
58,88,146,Ce,False,-75625.868,14.665,-75.625868,0.014665,135922.51308532,0.014665,8.2785081
59,87,146,Pr,False,-76673.486,34.356,-76.67348600000001,0.034356000000000005,135921.46546732,0.034356000000000005,8.280325000000001
60,86,146,Nd,False,-80925.916,1.273,-80.925916,0.0012729999999999998,135917.21303732,0.0012729999999999998,8.3040927
61,85,146,Pm,False,-79454.36,4.275,-79.45436,0.004275,135918.68459332,0.004275,8.288655
62,84,146,Sm,False,-80996.36,3.045,-80.99636,0.003045,135917.14259332002,0.003045,8.2938581
63,83,146,Eu,False,-77117.603,6.009,-77.117603,0.0060090000000000005,135921.02135032002,0.0060090000000000005,8.2619327
64,82,146,Gd,False,-76085.823,4.076,-76.085823,0.004076,135922.05313032,0.004076,8.2495072
65,81,146,Tb,False,-67763.644,44.86,-67.763644,0.04486,135930.37530932002,0.04486,8.1871474
66,80,146,Dy,False,-62554.928,6.695,-62.554928,0.006695,135935.58402532001,0.006695,8.1461128
67,79,146,Ho,False,-51238.227,6.587,-51.238227,0.006587,135946.90072632002,0.006587,8.063242599999999
68,78,146,Er,False,-44322.019,6.705,-44.322019,0.006705,135953.81693432,0.006705,8.0105127
69,77,146,Tm,True,-31055.0,200.0,-31.055,0.2,135967.08395332002,0.2,7.914
53,94,147,I,True,-31200.0,300.0,-31.2,0.3,136898.43305574,0.3,8.001
54,93,147,Xe,True,-42400.0,200.0,-42.4,0.2,136887.23305574,0.2,8.072
55,92,147,Cs,False,-51920.073,8.383,-51.920072999999995,0.008383,136877.71298274002,0.008383,8.131801000000001
56,91,147,Ba,False,-60264.036,19.748,-60.264036,0.019748,136869.36901974,0.019748,8.1832405
57,90,147,La,False,-66678.397,10.712,-66.678397,0.010712,136862.95465874,0.010712,8.2215536
58,89,147,Ce,False,-72013.902,8.58,-72.013902,0.00858,136857.61915374,0.00858,8.252527400000002
59,88,147,Pr,False,-75444.093,15.855,-75.444093,0.015855,136854.18896274,0.015855,8.27054
60,87,147,Nd,False,-78146.794,1.275,-78.146794,0.0012749999999999999,136851.48626174,0.0012749999999999999,8.283603600000001
61,86,147,Pm,False,-79041.984,1.288,-79.041984,0.001288,136850.59107174,0.001288,8.284371199999999
62,85,147,Sm,False,-79266.048,1.262,-79.266048,0.001262,136850.36700774002,0.001262,8.2805734
63,84,147,Eu,False,-77544.611,2.569,-77.544611,0.002569,136852.08844474002,0.002569,8.2635409
64,83,147,Gd,False,-75356.928,1.887,-75.356928,0.001887,136854.27612774,0.001887,8.243336600000001
65,82,147,Tb,False,-70742.674,8.096,-70.742674,0.008096,136858.89038174,0.008096,8.206625
66,81,147,Dy,False,-64196.047,8.849,-64.196047,0.008849000000000001,136865.43700874,0.008849000000000001,8.156768
67,80,147,Ho,False,-55757.101,5.001,-55.757101000000006,0.005001,136873.87595474,0.005001,8.0940381
68,79,147,Er,False,-46607.814,38.191,-46.607814,0.038191,136883.02524174002,0.038191,8.026475999999999
69,78,147,Tm,False,-35974.407,6.839,-35.974407,0.0068390000000000005,136893.65864874,0.0068390000000000005,7.9488178
54,94,148,Xe,True,-38650.0,300.0,-38.65,0.3,137822.47715816,0.3,8.047
55,93,148,Cs,False,-46910.95,13.041,-46.91095,0.013041,137814.21620816,0.013041,8.097546900000001
56,92,148,Ba,False,-57544.911,1.49,-57.544911,0.00149,137803.58224716,0.00149,8.164111799999999
57,91,148,La,False,-62708.742,19.468,-62.708742,0.019468,137798.41841616,0.019468,8.1937165
58,90,148,Ce,False,-70398.424,11.195,-70.398424,0.011195,137790.72873416,0.011195,8.2403876
59,89,148,Pr,False,-72535.452,15.041,-72.535452,0.015041,137788.59170616,0.015041,8.2495409
60,88,148,Nd,False,-77408.066,2.053,-77.408066,0.002053,137783.71909216,0.002053,8.277177799999999
61,87,148,Pm,False,-76865.877,5.69,-76.865877,0.005690000000000001,137784.26128116,0.005690000000000001,8.2682283
62,86,148,Sm,False,-79336.067,1.246,-79.336067,0.001246,137781.79109116,0.001246,8.279632600000001
63,85,148,Eu,False,-76297.482,9.961,-76.297482,0.009961000000000001,137784.82967616,0.009961000000000001,8.2538155
64,84,148,Gd,False,-76269.419,1.46,-76.269419,0.00146,137784.85773916,0.00146,8.2483398
65,83,148,Tb,False,-70536.947,12.463,-70.536947,0.012462999999999998,137790.59021116002,0.012462999999999998,8.2043207
66,82,148,Dy,False,-67859.397,8.724,-67.859397,0.008724,137793.26776116,0.008724,8.180943000000001
67,81,148,Ho,False,-57991.166,83.834,-57.991166,0.083834,137803.13599216,0.083834,8.108979699999999
68,80,148,Er,False,-51478.997,10.246,-51.478997,0.010246,137809.64816116,0.010246,8.0596924
69,79,148,Tm,False,-38765.034,10.246,-38.765034,0.010246,137822.36212416,0.010246,7.9685011
70,78,148,Yb,True,-30230.0,400.0,-30.23,0.4,137830.89715816,0.4,7.906
54,95,149,Xe,True,-33000.0,300.0,-33.0,0.3,138759.62126058,0.3,8.009
55,94,149,Cs,True,-43300.0,400.0,-43.3,0.4,138749.32126058,0.4,8.073
56,93,149,Ba,False,-52830.62,2.515,-52.83062,0.0025150000000000003,138739.79064058,0.0025150000000000003,8.1318495
57,92,149,La,False,-60219.921,200.262,-60.219921,0.200262,138732.40133957998,0.200262,8.1761915
58,91,149,Ce,False,-66669.921,10.246,-66.669921,0.010246,138725.95133958,0.010246,8.2142294
59,90,149,Pr,False,-71039.373,9.874,-71.03937300000001,0.009874,138721.58188758,0.009874,8.238304
60,89,149,Nd,False,-74375.535,2.054,-74.375535,0.002054,138718.24572558,0.002054,8.255443699999999
61,88,149,Pm,False,-76064.404,2.184,-76.064404,0.002184,138716.55685658,0.002184,8.2615277
62,87,149,Sm,False,-77135.898,1.157,-77.135898,0.001157,138715.48536258,0.001157,8.263468300000001
63,86,149,Eu,False,-76441.317,3.903,-76.441317,0.0039030000000000002,138716.17994358,0.0039030000000000002,8.253556
64,85,149,Gd,False,-75127.173,3.31,-75.127173,0.00331,138717.49408758,0.00331,8.2394856
65,84,149,Tb,False,-71488.639,3.629,-71.48863899999999,0.003629,138721.13262158,0.003629,8.2098153
66,83,149,Dy,False,-67693.99,9.183,-67.69399,0.009183,138724.92727058,0.009183,8.1790972
67,82,149,Ho,False,-61645.854,11.985,-61.645854,0.011984999999999999,138730.97540658,0.011984999999999999,8.133255
68,81,149,Er,False,-53741.621,27.945,-53.741621,0.027945,138738.87963958,0.027945,8.0749558
69,80,149,Tm,True,-43940.0,200.0,-43.94,0.2,138748.68126058,0.2,8.004
70,79,149,Yb,True,-33330.0,300.0,-33.33,0.3,138759.29126058,0.3,7.927
54,96,150,Xe,True,-28990.0,300.0,-28.99,0.3,139695.125363,0.3,7.983
55,95,150,Cs,True,-38170.0,400.0,-38.17,0.4,139685.94536299998,0.4,8.039
56,94,150,Ba,False,-49889.799,5.682,-49.889799,0.005682,139674.225564,0.005682,8.1118405
57,93,150,La,False,-56311.147,2.515,-56.311147,0.0025150000000000003,139667.804216,0.0025150000000000003,8.1494339
58,92,150,Ce,False,-64846.863,11.697,-64.846863,0.011696999999999999,139659.26849999998,0.011696999999999999,8.201122999999999
59,91,150,Pr,False,-68300.509,9.015,-68.300509,0.009015,139655.814854,0.009015,8.2189316
60,90,150,Nd,False,-73679.951,1.129,-73.679951,0.001129,139650.435412,0.001129,8.249578900000001
61,89,150,Pm,False,-73597.336,20.031,-73.597336,0.020031,139650.51802699998,0.020031,8.2438125
62,88,150,Sm,False,-77051.336,1.112,-77.05133599999999,0.0011120000000000001,139647.064027,0.0011120000000000001,8.261623499999999
63,87,150,Eu,False,-74792.369,6.231,-74.79236900000001,0.0062309999999999996,139649.322994,0.0062309999999999996,8.2413481
64,86,150,Gd,False,-75764.051,6.055,-75.76405100000001,0.006055,139648.35131199998,0.006055,8.2426103
65,85,150,Tb,False,-71105.789,7.371,-71.105789,0.007371000000000001,139653.009574,0.007371000000000001,8.2063396
66,84,150,Dy,False,-69309.618,4.319,-69.309618,0.004319,139654.805745,0.004319,8.189149500000001
67,83,150,Ho,False,-61945.892,14.168,-61.945892,0.014168,139662.169471,0.014168,8.1348423
68,82,150,Er,False,-57831.323,17.194,-57.831323,0.017193999999999997,139666.28404,0.017193999999999997,8.1021962
69,81,150,Tm,True,-46491.0,196.0,-46.491,0.196,139677.62436299998,0.196,8.021
70,80,150,Yb,True,-38830.0,300.0,-38.83,0.3,139685.285363,0.3,7.965
71,79,150,Lu,True,-24771.0,300.0,-24.771,0.3,139699.34436299998,0.3,7.866
55,96,151,Cs,True,-34280.0,500.0,-34.28,0.5,140621.32946541999,0.5,8.013
56,95,151,Ba,True,-44940.0,400.0,-44.94,0.4,140610.66946541998,0.4,8.079
57,94,151,La,False,-53310.339,435.473,-53.310339,0.435473,140602.29912642,0.435473,8.1290436
58,93,151,Ce,False,-61225.058,17.698,-61.225058,0.017698000000000002,140594.38440741997,0.017698000000000002,8.1762779
59,92,151,Pr,False,-66779.681,11.65,-66.779681,0.01165,140588.82978441997,0.01165,8.2078824
60,91,151,Nd,False,-70943.183,1.133,-70.943183,0.0011330000000000001,140584.66628242,0.0011330000000000001,8.2302741
61,90,151,Pm,False,-73386.26,4.611,-73.38626,0.004611,140582.22320541998,0.004611,8.2412723
62,89,151,Sm,False,-74576.48,1.11,-74.57647999999999,0.00111,140581.03298542,0.00111,8.2439735
63,88,151,Eu,False,-74653.098,1.166,-74.653098,0.001166,140580.95636741997,0.001166,8.239299800000001
64,87,151,Gd,False,-74188.92,2.993,-74.18892,0.002993,140581.42054542,0.002993,8.231044599999999
65,86,151,Tb,False,-71623.541,4.094,-71.623541,0.004094,140583.98592441998,0.004094,8.2088743
66,85,151,Dy,False,-68752.388,3.247,-68.75238800000001,0.003247,140586.85707742,0.003247,8.1846789
67,84,151,Ho,False,-63622.746,8.298,-63.622746,0.008298,140591.98671941998,0.008298,8.1455267
68,83,151,Er,False,-58266.29,16.47,-58.26629,0.01647,140597.34317541998,0.01647,8.1048723
69,82,151,Tm,False,-50771.613,19.375,-50.771612999999995,0.019375,140604.83785242,0.019375,8.0500576
70,81,151,Yb,False,-41542.352,300.492,-41.542352,0.30049200000000004,140614.06711342,0.30049200000000004,7.9837556
71,80,151,Lu,True,-30300.0,300.0,-30.3,0.3,140625.30946542,0.3,7.904
55,97,152,Cs,True,-29130.0,500.0,-29.13,0.5,141557.97356784,0.5,7.98
56,96,152,Ba,True,-41610.0,400.0,-41.61,0.4,141545.49356784002,0.4,8.057
57,95,152,La,True,-49290.0,300.0,-49.29,0.3,141537.81356784,0.3,8.102
58,94,152,Ce,True,-58980.0,200.0,-58.98,0.2,141528.12356784,0.2,8.161
59,93,152,Pr,False,-63758.07,18.537,-63.75807,0.018536999999999998,141523.34549784,0.018536999999999998,8.1871049
60,92,152,Nd,False,-70149.663,24.476,-70.149663,0.024475999999999998,141516.95390484002,0.024475999999999998,8.224007799999999
61,91,152,Pm,False,-71254.468,25.904,-71.25446799999999,0.025904,141515.84909984,0.025904,8.2261293
62,90,152,Sm,False,-74762.977,1.016,-74.76297699999999,0.001016,141512.34059084,0.001016,8.2440645
63,89,152,Eu,False,-72888.5,1.166,-72.8885,0.001166,141514.21506784,0.001166,8.2265854
64,88,152,Gd,False,-74707.304,1.007,-74.70730400000001,0.0010069999999999999,141512.39626384,0.0010069999999999999,8.2334042
65,87,152,Tb,False,-70717.304,40.013,-70.717304,0.040013,141516.38626384002,0.040013,8.2020072
66,86,152,Dy,False,-70117.963,4.593,-70.117963,0.004593,141516.98560484,0.004593,8.1929171
67,85,152,Ho,False,-63604.636,12.528,-63.604636,0.012528000000000001,141523.49893184,0.012528000000000001,8.1449193
68,84,152,Er,False,-60500.218,8.83,-60.500218000000004,0.00883,141526.60334984,0.00883,8.1193485
69,83,152,Tm,False,-51720.279,54.027,-51.720279000000005,0.054027,141535.38328884,0.054027,8.0564387
70,82,152,Yb,False,-46270.386,149.708,-46.270386,0.149708,141540.83318184002,0.149708,8.0154371
71,81,152,Lu,True,-33422.0,196.0,-33.422,0.196,141553.68156784002,0.196,7.926
56,97,153,Ba,True,-36470.0,400.0,-36.47,0.4,142482.12767026,0.4,8.023
57,96,153,La,True,-46060.0,300.0,-46.06,0.3,142472.53767026,0.3,8.081
58,95,153,Ce,True,-54910.0,200.0,-54.91,0.2,142463.68767026,0.2,8.134
59,94,153,Pr,False,-61568.49,11.882,-61.56849,0.011882,142457.02918026,0.011882,8.172037099999999
60,93,153,Nd,False,-67330.38,2.747,-67.33038,0.002747,142451.26729026,0.002747,8.204583199999998
61,92,153,Pm,False,-70648.003,9.063,-70.648003,0.009063,142447.94966726,0.009063,8.2211536
62,91,153,Sm,False,-72560.059,1.025,-72.560059,0.0010249999999999999,142446.03761126,0.0010249999999999999,8.2285373
63,90,153,Eu,False,-73367.466,1.171,-73.36746600000001,0.001171,142445.23020426,0.001171,8.2287011
64,89,153,Gd,False,-72882.944,1.002,-72.88294400000001,0.001002,142445.71472626,0.001002,8.220420899999999
65,88,153,Tb,False,-71313.61,3.947,-71.31361,0.003947,142447.28406026,0.003947,8.2050504
66,87,153,Dy,False,-69143.197,4.001,-69.143197,0.004001,142449.45447326,0.004001,8.185751400000001
67,86,153,Ho,False,-65012.074,5.066,-65.012074,0.005066,142453.58559626,0.005066,8.1536372
68,85,153,Er,False,-60466.682,9.285,-60.466682,0.009285,142458.13098826,0.009285,8.1188154
69,84,153,Tm,False,-53972.61,11.979,-53.97261,0.011979,142464.62506026,0.011979,8.0712571
70,83,153,Yb,True,-47160.0,200.0,-47.16,0.2,142471.43767026,0.2,8.022
71,82,153,Lu,False,-38375.462,150.017,-38.375462,0.15001699999999998,142480.22220826,0.15001699999999998,7.9590882
72,81,153,Hf,True,-27300.0,300.0,-27.3,0.3,142491.29767026,0.3,7.882
56,98,154,Ba,True,-32920.0,500.0,-32.92,0.5,143417.17177267998,0.5,8.001
57,97,154,La,True,-41530.0,300.0,-41.53,0.3,143408.56177268,0.3,8.051
58,96,154,Ce,True,-52220.0,200.0,-52.22,0.2,143397.87177268,0.2,8.116
59,95,154,Pr,False,-57859.602,100.005,-57.859602,0.100005,143392.23217067998,0.100005,8.1472994
60,94,154,Nd,False,-65579.602,1.025,-65.579602,0.0010249999999999999,143384.51217067998,0.0010249999999999999,8.1923491
61,93,154,Pm,False,-68266.602,25.021,-68.266602,0.025021,143381.82517068,0.025021,8.204717
62,92,154,Sm,False,-72455.564,1.305,-72.455564,0.001305,143377.63620868,0.001305,8.2268379
63,91,154,Eu,False,-71738.367,1.188,-71.738367,0.001188,143378.35340567998,0.001188,8.2171006
