Z,N,A,element,is_estimated,mass_excess_keV,mass_excess_unc_keV,mass_excess_MeV,mass_excess_unc_MeV,E_exp_MeV,E_exp_unc_MeV,BE_per_A_MeV
64,90,154,Gd,False,-73706.358,0.994,-73.706358,0.000994,143376.38541468,0.000994,8.2247996
65,89,154,Tb,False,-70156.707,45.309,-70.156707,0.045308999999999995,143379.93506568,0.045308999999999995,8.196669700000001
66,88,154,Dy,False,-70394.015,7.431,-70.394015,0.007431,143379.69775768,0.007431,8.193130499999999
67,87,154,Ho,False,-64639.378,8.216,-64.639378,0.008216,143385.45239468,0.008216,8.1506825
68,86,154,Er,False,-62604.974,4.961,-62.604974,0.004961,143387.48679868,0.004961,8.1323919
69,85,154,Tm,False,-54427.142,14.412,-54.427141999999996,0.014412000000000001,143395.66463068,0.014412000000000001,8.074209
70,84,154,Yb,False,-49932.093,17.281,-49.932093,0.017280999999999998,143400.15967968,0.017280999999999998,8.0399402
71,83,154,Lu,True,-39667.0,201.0,-39.667,0.201,143410.42477268,0.201,7.968
72,82,154,Hf,True,-32730.0,300.0,-32.73,0.3,143417.36177268,0.3,7.918
57,98,155,La,True,-37930.0,400.0,-37.93,0.4,144343.6558751,0.4,8.028
58,97,155,Ce,True,-47780.0,300.0,-47.78,0.3,144333.8058751,0.3,8.087
59,96,155,Pr,False,-55415.335,17.198,-55.415335,0.017198,144326.1705401,0.017198,8.1310398
60,95,155,Nd,False,-62283.796,9.154,-62.283796,0.009154,144319.3020791,0.009154,8.170305
61,94,155,Pm,False,-66940.006,4.719,-66.940006,0.004719,144314.6458691,0.004719,8.1952977
62,93,155,Sm,False,-70191.206,1.332,-70.19120600000001,0.001332,144311.3946691,0.001332,8.2112258
63,92,155,Eu,False,-71818.337,1.252,-71.818337,0.001252,144309.7675381,0.001252,8.216676
64,91,155,Gd,False,-72070.298,0.983,-72.070298,0.000983,144309.51557709998,0.000983,8.2132541
65,90,155,Tb,False,-71250.439,9.83,-71.250439,0.00983,144310.3354361,0.00983,8.2029173
66,89,155,Dy,False,-69155.939,9.645,-69.155939,0.009644999999999999,144312.4299361,0.009644999999999999,8.184357
67,88,155,Ho,False,-66039.799,17.47,-66.039799,0.01747,144315.5460761,0.01747,8.1592055
68,87,155,Er,False,-62209.172,6.074,-62.209171999999995,0.0060739999999999995,144319.3767031,0.0060739999999999995,8.1294444
69,86,155,Tm,False,-56625.921,9.921,-56.625921000000005,0.009921,144324.9599541,0.009921,8.088376
70,85,155,Yb,False,-50502.614,16.6,-50.502614,0.0166,144331.0832611,0.0166,8.0438234
71,84,155,Lu,False,-42545.056,19.245,-42.545055999999995,0.019245,144339.0408191,0.019245,7.9874369
72,83,155,Hf,True,-34310.0,300.0,-34.31,0.3,144347.2758751,0.3,7.929
73,82,155,Ta,True,-23988.0,300.0,-23.988,0.3,144357.59787509998,0.3,7.858
57,99,156,La,True,-33050.0,400.0,-33.05,0.4,145280.02997752,0.4,7.997
58,98,156,Ce,True,-44820.0,300.0,-44.82,0.3,145268.25997751998,0.3,8.068
59,97,156,Pr,False,-51449.307,1.025,-51.449307,0.0010249999999999999,145261.63067051998,0.0010249999999999999,8.1052337
60,96,156,Nd,False,-60202.13,1.304,-60.20213,0.001304,145252.87784752,0.001304,8.1563265
61,95,156,Pm,False,-64166.847,1.188,-64.166847,0.001188,145248.91313052,0.001188,8.1767263
62,94,156,Sm,False,-69360.735,8.522,-69.360735,0.008522,145243.71924252,0.008522,8.2050054
63,93,156,Eu,False,-70082.844,3.532,-70.082844,0.003532,145242.99713352,0.003532,8.2046192
64,92,156,Gd,False,-72535.333,0.983,-72.535333,0.000983,145240.54464451998,0.000983,8.2153253
65,91,156,Tb,False,-70091.01,3.768,-70.09101,0.0037679999999999996,145242.98896751998,0.0037679999999999996,8.1946415
66,90,156,Dy,False,-70529.386,0.988,-70.529386,0.000988,145242.55059151998,0.000988,8.1924366
67,89,156,Ho,False,-65538.403,38.424,-65.538403,0.038424,145247.54157451997,0.038424,8.155428
68,88,156,Er,False,-64211.683,24.629,-64.211683,0.024629,145248.86829451998,0.024629,8.1419084
69,87,156,Tm,False,-56834.417,14.279,-56.834417,0.014279,145256.24556051998,0.014279,8.089603199999999
70,86,156,Yb,False,-53265.538,9.308,-53.265538,0.009308,145259.81443951998,0.009308,8.061710699999999
71,85,156,Lu,False,-43699.55,54.122,-43.69955,0.054121999999999997,145269.38042752,0.054121999999999997,7.995375200000001
72,84,156,Hf,False,-37819.514,149.74,-37.819514000000005,0.14974,145275.26046351998,0.14974,7.9526676
73,83,156,Ta,True,-26001.0,300.0,-26.001,0.3,145287.07897752,0.3,7.872
57,100,157,La,True,-29070.0,300.0,-29.07,0.3,146215.50407994,0.3,7.972
58,99,157,Ce,True,-39930.0,400.0,-39.93,0.4,146204.64407994002,0.4,8.037
59,98,157,Pr,False,-48434.806,3.167,-48.434805999999995,0.0031669999999999997,146196.13927394,0.0031669999999999997,8.085817
60,97,157,Nd,False,-56494.117,2.137,-56.494116999999996,0.002137,146188.07996294,0.002137,8.1321671
61,96,157,Pm,False,-62297.116,7.006,-62.297116,0.007006,146182.27696394,0.007006,8.1641458
62,95,157,Sm,False,-66677.654,4.434,-66.67765399999999,0.0044340000000000004,146177.89642594,0.0044340000000000004,8.1870642
63,94,157,Eu,False,-69459.134,4.234,-69.459134,0.004234,146175.11494594,0.004234,8.1997975
64,93,157,Gd,False,-70823.896,0.977,-70.82389599999999,0.000977,146173.75018394002,0.000977,8.2035072
65,92,157,Tb,False,-70763.848,1.018,-70.763848,0.001018,146173.81023194,0.001018,8.198141600000001
66,91,157,Dy,False,-69424.669,5.154,-69.424669,0.005154,146175.14941094,0.005154,8.184628700000001
67,90,157,Ho,False,-66832.862,23.469,-66.83286199999999,0.023469,146177.74121794,0.023469,8.1631373
68,89,157,Er,False,-63413.648,26.505,-63.413648,0.026504999999999997,146181.16043194002,0.026504999999999997,8.1363757
69,88,157,Tm,False,-58709.279,27.945,-58.709279,0.027945,146185.86480094,0.027945,8.1014285
70,87,157,Yb,False,-53419.912,10.905,-53.419912,0.010905,146191.15416794,0.010905,8.0627551
71,86,157,Lu,False,-46439.818,12.074,-46.439818,0.012074,146198.13426194,0.012074,8.0133128
72,85,157,Hf,True,-38855.0,200.0,-38.855,0.2,146205.71907994,0.2,7.96
73,84,157,Ta,False,-29595.948,150.052,-29.595948,0.150052,146214.97813194,0.150052,7.8960608
74,83,157,W,True,-19690.0,400.0,-19.69,0.4,146224.88407994,0.4,7.828
58,100,158,Ce,True,-36540.0,400.0,-36.54,0.4,147139.52818236,0.4,8.015
59,99,158,Pr,True,-44150.0,300.0,-44.15,0.3,147131.91818236,0.3,8.059
60,98,158,Nd,False,-53835.123,1.304,-53.835123,0.001304,147122.23305936,0.001304,8.1149529
61,97,158,Pm,False,-59106.143,0.888,-59.106142999999996,0.000888,147116.96203936,0.000888,8.1433622
62,96,158,Sm,False,-65251.849,4.782,-65.251849,0.004782,147110.81633336,0.004782,8.1773075
63,95,158,Eu,False,-67270.461,2.032,-67.270461,0.002032,147108.79772136,0.002032,8.185132
64,94,158,Gd,False,-70689.969,0.976,-70.68996899999999,0.000976,147105.37821336,0.000976,8.2018229
65,93,158,Tb,False,-69470.883,1.268,-69.470883,0.001268,147106.59729936,0.001268,8.1891556
66,92,158,Dy,False,-70407.152,2.337,-70.407152,0.002337,147105.66103036,0.002337,8.1901298
67,91,158,Ho,False,-66187.396,27.106,-66.18739599999999,0.027106,147109.88078636,0.027106,8.158470900000001
68,90,158,Er,False,-65303.815,25.219,-65.303815,0.025219000000000002,147110.76436736,0.025219000000000002,8.147927
69,89,158,Tm,False,-58703.2,25.219,-58.703199999999995,0.025219000000000002,147117.36498236,0.025219000000000002,8.1011994
70,88,158,Yb,False,-56009.62,7.973,-56.009620000000005,0.007973,147120.05856236,0.007973,8.079199899999999
71,87,158,Lu,False,-47212.2,15.125,-47.212199999999996,0.015125,147128.85598236,0.015125,8.0185685
72,86,158,Hf,False,-42102.399,17.494,-42.102399,0.017494,147133.96578336,0.017494,7.9812764
73,85,158,Ta,True,-31118.0,201.0,-31.118,0.201,147144.95018236001,0.201,7.907
74,84,158,W,True,-23693.0,300.0,-23.693,0.3,147152.37518236,0.3,7.855
58,101,159,Ce,True,-31340.0,500.0,-31.34,0.5,148076.22228478,0.5,7.983
59,100,159,Pr,True,-40770.0,400.0,-40.77,0.4,148066.79228478,0.4,8.037
60,99,159,Nd,False,-49724.007,29.808,-49.724007,0.029808,148057.83827777999,0.029808,8.0888224
61,98,159,Pm,False,-56554.351,10.039,-56.554351000000004,0.010039,148051.00793378,0.010039,8.1268601
62,97,159,Sm,False,-62207.849,5.934,-62.207849,0.005934,148045.35443578,0.005934,8.1574963
63,96,159,Eu,False,-66043.386,4.32,-66.043386,0.00432,148041.51889878,0.00432,8.1766987
64,95,159,Gd,False,-68561.857,0.98,-68.561857,0.00098,148039.00042778,0.00098,8.1876177
65,94,159,Tb,False,-69532.582,1.103,-69.53258199999999,0.001103,148038.02970277998,0.001103,8.1888025
66,93,159,Dy,False,-69167.22,1.439,-69.16722,0.001439,148038.39506478,0.001439,8.1815842
67,92,159,Ho,False,-67329.62,3.045,-67.32961999999999,0.003045,148040.23266478,0.003045,8.1651066
68,91,159,Er,False,-64561.12,3.643,-64.56112,0.003643,148043.00116478,0.003643,8.1427742
69,90,159,Tm,False,-60570.404,27.945,-60.570404,0.027945,148046.99188078,0.027945,8.1127549
70,89,159,Yb,False,-55833.517,17.582,-55.833517,0.017582,148051.72876778,0.017582,8.0780428
71,88,159,Lu,False,-49708.609,37.663,-49.708608999999996,0.037662999999999995,148057.85367578,0.037662999999999995,8.034600900000001
72,87,159,Hf,False,-42852.606,16.813,-42.852606,0.016812999999999998,148064.70967878,0.016812999999999998,7.986561
73,86,159,Ta,False,-34439.157,19.689,-34.439157,0.019689,148073.12312778,0.019689,7.9287258000000005
74,85,159,W,True,-25434.0,300.0,-25.434,0.3,148082.12828478,0.3,7.867
75,84,159,Re,True,-14805.0,305.0,-14.805,0.305,148092.75728478,0.305,7.795
59,101,160,Pr,True,-36200.0,400.0,-36.2,0.4,149002.85638719998,0.4,8.009
60,100,160,Nd,False,-46724.515,46.575,-46.724515,0.046575000000000005,148992.33187219998,0.046575000000000005,8.0699662
61,99,160,Pm,False,-52894.639,2.049,-52.894639000000005,0.002049,148986.1617482,0.002049,8.1036398
62,98,160,Sm,False,-60233.172,1.956,-60.233171999999996,0.001956,148978.82321519998,0.001956,8.1446159
63,97,160,Eu,False,-63493.449,0.904,-63.493449,0.0009040000000000001,148975.5629382,0.0009040000000000001,8.160103
64,96,160,Gd,False,-67942.06,1.123,-67.94206,0.001123,148971.1143272,0.001123,8.1830171
65,95,160,Tb,False,-67836.474,1.11,-67.836474,0.00111,148971.21991319998,0.00111,8.1774676
66,94,160,Dy,False,-69672.425,0.7,-69.672425,0.0007,148969.3839622,0.0007,8.1840526
67,93,160,Ho,False,-66382.425,15.016,-66.382425,0.015016,148972.6739622,0.015016,8.158600400000001
68,92,160,Er,False,-66064.176,24.246,-66.064176,0.024246,148972.99221119998,0.024246,8.1517217
69,91,160,Tm,False,-60301.037,32.686,-60.301036999999994,0.032686,148978.7553502,0.032686,8.1108124
70,90,160,Yb,False,-58163.227,5.496,-58.163227,0.005496,148980.89316019998,0.005496,8.0925614
71,89,160,Lu,False,-50269.942,56.821,-50.269942,0.056820999999999997,148988.78644519998,0.056820999999999997,8.0383387
72,88,160,Hf,False,-45938.747,9.54,-45.938747000000006,0.00954,148993.11764019998,0.00954,8.0063791
73,87,160,Ta,False,-35823.7,54.316,-35.823699999999995,0.054316,149003.23268719998,0.054316,7.9382704
74,86,160,W,False,-29329.073,149.81,-29.329073,0.14981,149009.7273142,0.14981,7.8927893000000005
75,85,160,Re,True,-16878.0,300.0,-16.878,0.3,149022.1783872,0.3,7.81
59,102,161,Pr,True,-32490.0,500.0,-32.49,0.5,149938.06048962,0.5,7.986
60,101,161,Nd,True,-42230.0,400.0,-42.23,0.4,149928.32048961997,0.4,8.042
61,100,161,Pm,False,-50086.589,9.035,-50.086589,0.009035,149920.46390061997,0.009035,8.0859977
62,99,161,Sm,False,-56672.043,6.817,-56.672042999999995,0.006817,149913.87844662,0.006817,8.1220418
63,98,161,Eu,False,-61791.601,10.4,-61.791601,0.0104,149908.75888861998,0.0104,8.148981
64,97,161,Gd,False,-65506.142,1.504,-65.506142,0.001504,149905.04434762,0.001504,8.1671934
65,96,161,Tb,False,-67461.778,1.218,-67.46177800000001,0.001218,149903.08871162,0.001218,8.174480899999999
66,95,161,Dy,False,-68055.494,0.697,-68.05549400000001,0.0006969999999999999,149902.49499561999,0.0006969999999999999,8.1733093
67,94,161,Ho,False,-67196.294,2.151,-67.196294,0.0021509999999999997,149903.35419562,0.0021509999999999997,8.1631134
68,93,161,Er,False,-65201.298,8.774,-65.20129800000001,0.008773999999999999,149905.34919162,0.008773999999999999,8.1458628
69,92,161,Tm,False,-61898.715,27.945,-61.898714999999996,0.027945,149908.65177462,0.027945,8.1204906
70,91,161,Yb,False,-57834.248,15.101,-57.834248,0.015101000000000002,149912.71624162,0.015101000000000002,8.0903861
71,90,161,Lu,False,-52562.349,27.945,-52.562349000000005,0.027945,149917.98814061997,0.027945,8.0527821
72,89,161,Hf,False,-46315.817,23.45,-46.315817,0.02345,149924.23467262,0.02345,8.0091245
73,88,161,Ta,False,-38778.575,24.381,-38.778575,0.024381,149931.77191461998,0.024381,7.95745
74,87,161,W,True,-30507.0,200.0,-30.507,0.2,149940.04348961997,0.2,7.901
75,86,161,Re,False,-20842.82,149.905,-20.84282,0.149905,149949.70766962,0.149905,7.8363292
76,85,161,Os,True,-10196.0,400.0,-10.196,0.4,149960.35448962,0.4,7.765
60,102,162,Nd,True,-39010.0,400.0,-39.01,0.4,150863.03459204,0.4,8.022
61,101,162,Pm,True,-46040.0,300.0,-46.04,0.3,150856.00459204,0.3,8.061
62,100,162,Sm,False,-54379.053,3.523,-54.379053,0.003523,150847.66553904,0.003523,8.1075745
63,99,162,Eu,False,-58722.944,1.314,-58.722944000000005,0.001314,150843.32164804,0.001314,8.1295593
64,98,162,Gd,False,-64280.72,3.963,-64.28072,0.003963,150837.76387204,0.003963,8.1590373
65,97,162,Tb,False,-65879.548,2.049,-65.879548,0.002049,150836.16504404,0.002049,8.1640773
66,96,162,Dy,False,-68181.169,0.695,-68.181169,0.000695,150833.86342304002,0.000695,8.1734555
67,95,162,Ho,False,-66040.563,3.102,-66.04056299999999,0.0031019999999999997,150836.00402904002,0.0031019999999999997,8.1554126
68,94,162,Er,False,-66334.21,0.756,-66.33421000000001,0.000756,150835.71038204,0.000756,8.1523959
69,93,162,Tm,False,-61477.482,26.058,-61.477482,0.026058,150840.56711004002,0.026058,8.1175868
70,92,162,Yb,False,-59821.163,15.103,-59.821163,0.015103,150842.22342904002,0.015103,8.1025333
71,91,162,Lu,False,-52831.759,75.036,-52.831759,0.075036,150849.21283304002,0.075036,8.0545596
72,90,162,Hf,False,-49168.426,8.952,-49.168426,0.008952,150852.87616604002,0.008952,8.0271171
73,89,162,Ta,False,-39781.405,63.322,-39.781405,0.063322,150862.26318704002,0.063322,7.9643432
74,88,162,W,False,-33999.217,17.657,-33.999216999999994,0.017657,150868.04537504,0.017657,7.9238214
75,87,162,Re,True,-22453.0,201.0,-22.453,0.201,150879.59159204,0.201,7.848
76,86,162,Os,True,-14500.0,300.0,-14.5,0.3,150887.54459204,0.3,7.794
60,103,163,Nd,True,-34080.0,500.0,-34.08,0.5,151799.45869446002,0.5,7.992
61,102,163,Pm,True,-42960.0,400.0,-42.96,0.4,151790.57869446,0.4,8.042
62,101,163,Sm,False,-50599.612,7.359,-50.599612,0.007359,151782.93908246,0.007359,8.0841653
63,100,163,Eu,False,-56573.819,0.904,-56.573819,0.0009040000000000001,151776.96487546,0.0009040000000000001,8.1160172
64,99,163,Gd,False,-61388.591,0.797,-61.388591,0.0007970000000000001,151772.15010346,0.0007970000000000001,8.140756
65,98,163,Tb,False,-64595.754,4.06,-64.595754,0.004059999999999999,151768.94294046,0.004059999999999999,8.1556322
66,97,163,Dy,False,-66380.858,0.693,-66.38085799999999,0.0006929999999999999,151767.15783646,0.0006929999999999999,8.161783999999999
67,96,163,Ho,False,-66378.027,0.693,-66.378027,0.0006929999999999999,151767.16066746,0.0006929999999999999,8.156967
68,95,163,Er,False,-65167.413,4.628,-65.167413,0.004628,151768.37128146001,0.004628,8.1447403
69,94,163,Tm,False,-62728.413,5.515,-62.728413,0.005515,151770.81028146,0.005515,8.1249774
70,93,163,Yb,False,-59293.878,15.105,-59.293878,0.015105,151774.24481646,0.015105,8.099106899999999
71,92,163,Lu,False,-54791.415,27.945,-54.791415,0.027945,151778.74727946,0.027945,8.0666848
72,91,163,Hf,False,-49269.32,25.693,-49.26932,0.025693,151784.26937446,0.025693,8.0280072
73,90,163,Ta,False,-42534.634,38.061,-42.534634,0.038061,151791.00406046,0.038061,7.9818905
74,89,163,W,False,-34908.439,58.426,-34.908439,0.058426,151798.63025546,0.058426,7.9303042999999995
75,88,163,Re,False,-26002.253,18.534,-26.002253,0.018534,151807.53644146,0.018534,7.8708655
76,87,163,Os,True,-16336.0,300.0,-16.336,0.3,151817.20269446,0.3,7.807
77,86,163,Ir,True,-5310.0,400.0,-5.31,0.4,151828.22869446,0.4,7.734
61,103,164,Pm,True,-38360.0,400.0,-38.36,0.4,152726.67279688,0.4,8.014
62,102,164,Sm,False,-47925.314,4.099,-47.925314,0.004099,152717.10748288,0.004099,8.0677803
63,101,164,Eu,False,-53232.146,2.068,-53.232146,0.002068,152711.80065088,0.002068,8.0953686
64,100,164,Gd,False,-59693.688,1.0,-59.693688,0.001,152705.33910888,0.001,8.1299978
65,99,164,Tb,False,-62104.983,1.863,-62.104983,0.001863,152702.92781388,0.001863,8.1399304
66,98,164,Dy,False,-65967.649,0.695,-65.96764900000001,0.000695,152699.06514788,0.000695,8.158712900000001
67,97,164,Ho,False,-64980.517,1.39,-64.980517,0.00139,152700.05227988,0.00139,8.1479234
68,96,164,Er,False,-65942.573,0.704,-65.94257300000001,0.000704,152699.09022388,0.000704,8.1490191
69,95,164,Tm,False,-61908.943,25.006,-61.908943,0.025006,152703.12385388,0.025006,8.1196534
70,94,164,Yb,False,-61012.171,15.106,-61.012171,0.015106,152704.02062588,0.015106,8.109414899999999
71,93,164,Lu,False,-54642.376,27.945,-54.642376,0.027945,152710.39042088,0.027945,8.0658043
72,92,164,Hf,False,-51818.356,15.812,-51.818356,0.015812,152713.21444088,0.015812,8.0438142
73,91,164,Ta,False,-43282.805,27.945,-43.282805,0.027945,152721.74999188,0.027945,7.9869978
74,90,164,W,False,-38235.555,9.673,-38.235555,0.009673,152726.79724188,0.009673,7.9514515
75,89,164,Re,False,-27472.441,54.555,-27.472441,0.054555,152737.56035588,0.054555,7.8810523
76,88,164,Os,False,-20424.723,149.903,-20.424723,0.14990299999999998,152744.60807388,0.14990299999999998,7.833308
77,87,164,Ir,True,-7483.0,316.0,-7.483,0.316,152757.54979688,0.316,7.75
61,104,165,Pm,True,-34670.0,500.0,-34.67,0.5,153661.85689929998,0.5,7.992
62,103,165,Sm,True,-43510.0,400.0,-43.51,0.4,153653.01689929998,0.4,8.041
63,102,165,Eu,False,-50729.103,5.213,-50.729103,0.005213,153645.7977963,0.005213,8.0800529
64,101,165,Gd,False,-56525.782,1.304,-56.525782,0.001304,153640.00111729998,0.001304,8.1104428
65,100,165,Tb,False,-60588.849,1.541,-60.588849,0.0015409999999999998,153635.9380503,0.0015409999999999998,8.130325899999999
66,99,165,Dy,False,-63612.289,0.697,-63.612289,0.0006969999999999999,153632.91461029998,0.0006969999999999999,8.1439083
67,98,165,Ho,False,-64898.017,0.786,-64.898017,0.000786,153631.6288823,0.000786,8.1469591
68,97,165,Er,False,-64521.353,0.918,-64.521353,0.0009180000000000001,153632.0055463,0.0009180000000000001,8.1399348
69,96,165,Tm,False,-62930.024,1.658,-62.930023999999996,0.001658,153633.5968753,0.001658,8.1255489
70,95,165,Yb,False,-60295.388,26.539,-60.295387999999996,0.026539,153636.2315113,0.026539,8.1048399
71,94,165,Lu,False,-56442.248,26.539,-56.442248,0.026539,153640.08465129999,0.026539,8.076746
72,93,165,Hf,False,-51635.513,27.945,-51.635512999999996,0.027945,153644.8913863,0.027945,8.0428728
73,92,165,Ta,False,-45847.872,13.573,-45.847872,0.013573,153650.67902729998,0.013573,8.0030547
74,91,165,W,False,-38861.316,25.756,-38.861316,0.025756,153657.6655833,0.025756,7.9559704
75,90,165,Re,False,-30659.353,23.593,-30.659353,0.023593,153665.8675463,0.023593,7.9015201
76,89,165,Os,True,-21747.0,200.0,-21.747,0.2,153674.7798993,0.2,7.843
77,88,165,Ir,True,-11595.0,158.0,-11.595,0.158,153684.9318993,0.158,7.776
78,87,165,Pt,True,-318.0,400.0,-0.318,0.4,153696.2088993,0.4,7.703
62,104,166,Sm,True,-40450.0,400.0,-40.45,0.4,154587.57100171997,0.4,8.023
63,103,166,Eu,True,-46749.0,100.0,-46.749,0.1,154581.27200171998,0.1,8.056
64,102,166,Gd,False,-54370.926,1.584,-54.370926,0.0015840000000000001,154573.65007571998,0.0015840000000000001,8.097226
65,101,166,Tb,False,-57808.778,1.463,-57.808778,0.001463,154570.21222371998,0.001463,8.113223
66,100,166,Dy,False,-62584.471,0.804,-62.584471,0.000804,154565.43653071998,0.000804,8.1372793
67,99,166,Ho,False,-63070.339,0.786,-63.070339,0.000786,154564.95066272,0.000786,8.1354933
68,98,166,Er,False,-64924.145,0.334,-64.924145,0.00033400000000000004,154563.09685672,0.00033400000000000004,8.1419479
69,97,166,Tm,False,-61886.478,11.552,-61.886478000000004,0.011552,154566.13452372,0.011552,8.1189357
70,96,166,Yb,False,-61593.706,7.001,-61.593706,0.007001,154566.42729571997,0.007001,8.1124591
71,95,166,Lu,False,-56020.987,29.808,-56.020987,0.029808,154572.00001472,0.029808,8.0741756
72,94,166,Hf,False,-53858.989,27.945,-53.858989,0.027945,154574.16201272,0.027945,8.0564386
73,93,166,Ta,False,-46097.78,27.945,-46.09778,0.027945,154581.92322171998,0.027945,8.0049714
