ell,C_TT,C_TE,C_EE
636,1.305799579363367e-08,4.7166310804222595e-09,3.2644989484084174e-09
637,1.3021608801706513e-08,4.680934111597024e-09,3.2554022004266284e-09
638,1.2984321543270126e-08,4.644560662058431e-09,3.2460803858175315e-09
639,1.2946142195725056e-08,4.607525926560329e-09,3.236535548931264e-09
640,1.2907079118482694e-08,4.569845312819542e-09,3.2267697796206734e-09
641,1.2867140850216365e-08,4.531534432287688e-09,3.2167852125540913e-09
642,1.2826336106056962e-08,4.492609090833595e-09,3.2065840265142405e-09
643,1.2784673774734202e-08,4.453085279343205e-09,3.1961684436835505e-09
644,1.2742162915664705e-08,4.4129791642439066e-09,3.185540728916176e-09
645,1.2698812755988011e-08,4.372307077960337e-09,3.1747031889970027e-09
646,1.2654632687551762e-08,4.331085509308612e-09,3.1636581718879406e-09
647,1.2609632263847243e-08,4.289331093836078e-09,3.1524080659618107e-09
648,1.2563821196896496e-08,4.2470606041136074e-09,3.140955299224124e-09
649,1.2517209354092286e-08,4.204290939987541e-09,3.1293023385230715e-09
650,1.2469806754992156e-08,4.161039118798303e-09,3.117451688748039e-09
651,1.2421623568067842e-08,4.117322265572787e-09,3.1054058920169604e-09
652,1.2372670107411386e-08,4.073157603197589e-09,3.0931675268528465e-09
653,1.2322956829399238e-08,4.0285624425801026e-09,3.0807392073498095e-09
654,1.2272494329315654e-08,3.983554172804532e-09,3.0681235823289135e-09
655,1.2221293337936789e-08,3.938150251289798e-09,3.0553233344841973e-09
656,1.2169364718076797e-08,3.892368193956359e-09,3.042341179519199e-09
657,1.2116719461097342e-08,3.846225565408818e-09,3.0291798652743355e-09
658,1.2063368683381889e-08,3.7997399691412794e-09,3.0158421708454722e-09
659,1.2009323622776189e-08,3.752929037772239e-09,3.0023309056940472e-09
660,1.1954595634996363e-08,3.7058104233158547e-09,2.9886489087490907e-09
661,1.1899196190006023e-08,3.6584017874962914e-09,2.9747990475015057e-09
662,1.1843136868363837e-08,3.61072079211182e-09,2.960784217090959e-09
663,1.1786429357543018e-08,3.5627850894552967e-09,2.9466073393857545e-09
664,1.1729085448224189e-08,3.514612312797511e-09,2.9322713620560473e-09
665,1.167111703056304e-08,3.4662200669398724e-09,2.91777925764076e-09
666,1.1612536090434333e-08,3.417625918842788e-09,2.9031340226085833e-09
667,1.1553354705653687e-08,3.3688473883359928e-09,2.8883386764134217e-09
668,1.1493585042178605e-08,3.319901938917023e-09,2.873396260544651e-09
669,1.1433239350290324e-08,3.270806968643913e-09,2.858309837572581e-09
670,1.1372329960757915e-08,3.2215798011280476e-09,2.8430824901894787e-09
671,1.131086928098616e-08,3.172237676633108e-09,2.82771732024654e-09
672,1.1248869791148749e-08,3.1227977432857445e-09,2.8122174477871873e-09
673,1.118634404030828e-08,3.073277048403741e-09,2.79658601007707e-09
674,1.1123304642524587e-08,3.0236925299470785e-09,2.7808261606311467e-09
675,1.1059764272952935e-08,2.97406100809732e-09,2.7649410682382337e-09
676,1.0995735663933593e-08,2.9243991769705958e-09,2.7489339159833983e-09
677,1.093123160107434e-08,2.8747235964692297e-09,2.732807900268585e-09
678,1.0866264919327359e-08,2.825050684277082e-09,2.7165662298318398e-09
679,1.0800848499062167e-08,2.7753967080033917e-09,2.700212124765542e-09
680,1.073499526213599e-08,2.7257777774798285e-09,2.6837488155339974e-09
681,1.066871816796317e-08,2.676209837215298e-09,2.6671795419907924e-09
682,1.0602030209585155e-08,2.626708659012935e-09,2.6505075523962887e-09
683,1.0534944409742512e-08,2.5772898347534506e-09,2.633736102435628e-09
684,1.0467473816950581e-08,2.527968769349009e-09,2.6168684542376452e-09
685,1.03996315015802e-08,2.4787606738715077e-09,2.59990787539505e-09
686,1.0331430551945075e-08,2.4296805588590345e-09,2.5828576379862687e-09
687,1.0262884070397287e-08,2.3807432278041493e-09,2.5657210175993218e-09
688,1.019400516943241e-08,2.33196327082732e-09,2.5485012923581027e-09
689,1.0124806967805778e-08,2.283355058538913e-09,2.5312017419514444e-09
690,1.0055302586661355e-08,2.2349327360927434e-09,2.513825646665339e-09
691,9.985505145674745e-09,2.186710217434144e-09,2.4963762864186862e-09
692,9.915427759211721e-09,2.138701179745291e-09,2.4788569398029303e-09
693,9.845083532503844e-09,2.090919058090398e-09,2.461270883125961e-09
694,9.774485557842564e-09,2.0433770402631043e-09,2.443621389460641e-09
695,9.703646910793261e-09,1.996088061838372e-09,2.4259117276983154e-09
696,9.632580646430676e-09,1.949064801430878e-09,2.408145161607669e-09
697,9.561299795597157e-09,1.902319676161774e-09,2.3903249488992894e-09
698,9.489817361185103e-09,1.8558648373355374e-09,2.3724543402962757e-09
699,9.418146314445056e-09,1.809712166328342e-09,2.354536578611264e-09
700,9.34629959132079e-09,1.763873270689375e-09,2.3365748978301976e-09
701,9.274290088812795e-09,1.7183594804561699e-09,2.3185725222031987e-09
702,9.202130661371495e-09,1.6731818446849483e-09,2.3005326653428737e-09
703,9.129834117321579e-09,1.6283511281967727e-09,2.2824585293303947e-09
704,9.057413215318755e-09,1.5838778085400821e-09,2.264353303829689e-09
705,8.984880660840228e-09,1.5397720731700554e-09,2.246220165210057e-09
706,8.912249102710256e-09,1.4960438168450715e-09,2.228062275677564e-09
707,8.839531129661998e-09,1.4527026392403042e-09,2.2098827824154995e-09
708,8.766739266936973e-09,1.409757842778362e-09,2.1916848167342434e-09
709,8.69388597292336e-09,1.3672184306767225e-09,2.17347149323084e-09
710,8.620983635834355e-09,1.3250931052114248e-09,2.155245908958589e-09
711,8.548044570427832e-09,1.2833902661965065e-09,2.137011142606958e-09
712,8.475081014768457e-09,1.2421180096783064e-09,2.1187702536921142e-09
713,8.402105127033454e-09,1.201284126843692e-09,2.1005262817583634e-09
714,8.329128982363172e-09,1.1608961031411026e-09,2.082282245590793e-09
715,8.256164569757586e-09,1.1209611176130728e-09,2.0640411424393965e-09
716,8.183223789019822e-09,1.0814860424387994e-09,2.0458059472549556e-09
717,8.11031844774781e-09,1.042477442685141e-09,2.0275796119369524e-09
718,8.03746025837515e-09,1.0039415762642536e-09,2.0093650645937876e-09
719,7.964660835262193e-09,9.658843940959466e-10,1.9911652088155483e-09
720,7.891931691838386e-09,9.283115404726599e-10,1.9729829229595965e-09
721,7.81928423779687e-09,8.912283536248316e-10,1.9548210594492175e-09
722,7.746729776342307e-09,8.546398664842952e-10,1.9366824440855767e-09
723,7.674279501492892e-09,8.185508076431568e-10,1.918569875373223e-09
724,7.601944495437442e-09,7.829656025055105e-10,1.9004861238593605e-09
725,7.529735725948516e-09,7.478883746291575e-10,1.882433931487129e-09
726,7.457664043852391e-09,7.133229472544544e-10,1.864416010963098e-09
727,7.385740180556771e-09,6.792728450171534e-10,1.8464350451391928e-09
728,7.313974745637039e-09,6.457412958421083e-10,1.8284936864092597e-09
729,7.242378224481849e-09,6.127312330145068e-10,1.8105945561204622e-09
730,7.170960975998849e-09,5.802452974251821e-10,1.7927402439997123e-09
731,7.099733230381234e-09,5.482858399864932e-10,1.7749333075953085e-09
732,7.0287050869359e-09,5.168549242151074e-10,1.757176271733975e-09
733,6.957886511973832e-09,4.859543289778884e-10,1.739471627993458e-09
734,6.887287336763431e-09,4.555855513970924e-10,1.7218218341908577e-09
735,6.816917255547389e-09,4.257498099108356e-10,1.7042293138868473e-09
736,6.746785823623717e-09,3.9644804748483354e-10,1.6866964559059292e-09
737,6.6769024554915135e-09,3.6768093497124606e-10,1.6692256138728784e-09
738,6.6072764230620036e-09,3.394488746103747e-10,1.6518191057655009e-09
739,6.537916853935386e-09,3.1175200367094205e-10,1.6344792134838464e-09
740,6.468832729743965e-09,2.8459019822454337e-10,1.6172081824359913e-09
741,6.4000328845620155e-09,2.579630770497948e-10,1.6000082211405039e-09
742,6.331526003382846e-09,2.3187000566168893e-10,1.5828815008457114e-09
743,6.2633206206634176e-09,2.0631010046154948e-10,1.5658301551658544e-09
744,6.19542511893693e-09,1.8128223300292068e-10,1.5488562797342326e-09
745,6.127847727493679e-09,1.5678503436874117e-10,1.5319619318734198e-09
746,6.060596521130519e-09,1.3281689965499654e-10,1.5151491302826298e-09
747,5.99367941896921e-09,1.0937599255610943e-10,1.4984198547423026e-09
748,5.927104183343892e-09,8.646025004721681e-11,1.481776045835973e-09
749,5.8608784187579e-09,6.40673871584537e-11,1.465219604689475e-09
750,5.79500957091014e-09,4.2194901836396933e-11,1.448752392727535e-09
751,5.729504925791141e-09,2.084007988769599e-11,1.4323762314477852e-09
752,5.664371608848954e-09,2.35542235228442e-24,1.4160929022122384e-09
753,5.599616584224965e-09,-2.0328461164786462e-11,1.3999041460562412e-09
754,5.53524665405972e-09,-4.014862380991056e-11,1.38381166351493e-09
755,5.471268457868756e-09,-5.946399978074492e-11,1.367817114467189e-09
756,5.407688471988509e-09,-7.827828728437054e-11,1.3519221179971273e-09
757,5.344513009092197e-09,-9.659536555667677e-11,1.3361282522730492e-09
758,5.281748217775701e-09,-1.144192894819696e-10,1.3204370544439252e-09
759,5.2194000822133094e-09,-1.3175428417001392e-10,1.3048500205533274e-09
760,5.157474421883228e-09,-1.4860473949545398e-10,1.289368605470807e-09
761,5.095976891362715e-09,-1.6497520460450957e-10,1.2739942228406787e-09
762,5.03491298019266e-09,-1.8087038239382037e-10,1.258728245048165e-09
763,4.974288012811408e-09,-1.9629512396630207e-10,1.243572003202852e-09
764,4.914107148557584e-09,-2.1125442306882333e-10,1.228526787139396e-09
765,4.8543753817416784e-09,-2.2575341051647256e-10,1.2135938454354196e-09
766,4.7950975417860615e-09,-2.3979734860816106e-10,1.1987743854465154e-09
767,4.7362782934331426e-09,-2.5339162553824714e-10,1.1840695733582856e-09
768,4.6779221370213e-09,-2.6654174980879274e-10,1.169480534255325e-09
769,4.6200334088282034e-09,-2.7925334464705357e-10,1.1550083522070509e-09
770,4.5626162814811294e-09,-2.9153214243274055e-10,1.1406540703702824e-09
771,4.5056747644338075e-09,-3.0338397913945965e-10,1.1264186911084519e-09
772,4.44921270450937e-09,-3.1481478879476684e-10,1.1123031761273425e-09
773,4.393233786508866e-09,-3.2583059796314207e-10,1.0983084466272166e-09
774,4.337741533884846e-09,-3.364375202561185e-10,1.0844353834712115e-09
775,4.282739309479454e-09,-3.46641750873777e-10,1.0706848273698635e-09
776,4.228230316326463e-09,-3.564495611816452e-10,1.0570575790816157e-09
777,4.174217598516621e-09,-3.658672933270466e-10,1.0435543996291552e-09
778,4.120704042125713e-09,-3.7490135489880847e-10,1.0301760105314282e-09
779,4.067692376204644e-09,-3.8355821363414803e-10,1.016923094051161e-09
780,4.015185173830885e-09,-3.9184439217651276e-10,1.0037962934577213e-09
781,3.9631848532205606e-09,-3.9976646288796995e-10,9.907962133051401e-10
782,3.911693678900439e-09,-4.0733104271972985e-10,9.779234197251097e-10
783,3.860713762939076e-09,-4.1454478814423543e-10,9.65178440734769e-10
784,3.810247066236311e-09,-4.2141439015215254e-10,9.525617665590778e-10
785,3.760295399870316e-09,-4.2794656931753136e-10,9.40073849967579e-10
786,3.7108604265013616e-09,-4.3414807093422996e-10,9.277151066253404e-10
787,3.6619436618314366e-09,-4.400256602266514e-10,9.154859154578592e-10
788,3.6135464761188498e-09,-4.455861176377e-10,9.033866190297124e-10
789,3.565670095746898e-09,-4.508362341967422e-10,8.914175239367245e-10
790,3.518315604845684e-09,-4.557828069702902e-10,8.79578901211421e-10
791,3.4714839469661266e-09,-4.604326345979332e-10,8.678709867415317e-10
792,3.4251759268052083e-09,-4.6479251291600364e-10,8.562939817013021e-10
793,3.379392211981448e-09,-4.688692306712927e-10,8.44848052995362e-10
794,3.334133334859606e-09,-4.72669565327037e-10,8.335333337149015e-10
795,3.2893996944235823e-09,-4.762002789632577e-10,8.223499236058956e-10
796,3.245191558196451e-09,-4.794681142734462e-10,8.112978895491127e-10
797,3.201509064206574e-09,-4.824797906594143e-10,8.003772660516435e-10
798,3.1583522229986905e-09,-4.852420004260568e-10,7.895880557496726e-10
799,3.1157209196888838e-09,-4.877614050776241e-10,7.789302299222209e-10
800,3.073614916062298e-09,-4.900446317169694e-10,7.684037290155745e-10
801,3.032033852712463e-09,-4.920982695491556e-10,7.580084631781157e-10
802,2.990977251221064e-09,-4.939288664906151e-10,7.47744312805266e-10
803,2.9504445163769926e-09,-4.955429258849956e-10,7.376111290942482e-10
804,2.9104349384334704e-09,-4.969469033266637e-10,7.276087346083676e-10
805,2.8709476954020582e-09,-4.981472035927211e-10,7.177369238505146e-10
806,2.831981855382327e-09,-4.99150177684289e-10,7.079954638455818e-10
807,2.793536378925934e-09,-4.999621199776419e-10,6.983840947314835e-10
808,2.755610121433902e-09,-5.005892654857112e-10,6.889025303584755e-10
809,2.7182018355857944e-09,-5.010377872303124e-10,6.795504588964486e-10
810,2.6813101737995436e-09,-5.013137937253452e-10,6.703275434498859e-10
811,2.644933690720642e-09,-5.014233265711147e-10,6.612334226801605e-10
812,2.6090708457393956e-09,-5.013723581597585e-10,6.522677114348489e-10
813,2.5737200055349398e-09,-5.011667894916987e-10,6.434300013837349e-10
814,2.5388794466447024e-09,-5.008124481028878e-10,6.347198616611756e-10
815,2.5045473580579886e-09,-5.003150861025145e-10,6.261368395144972e-10
816,2.470721843832353e-09,-4.996803783207348e-10,6.176804609580882e-10
817,2.437400925731422e-09,-4.989139205658554e-10,6.093502314328555e-10
818,2.4045825458828148e-09,-4.980212279903159e-10,6.011456364707037e-10
819,2.3722645694548095e-09,-4.970077335646951e-10,5.930661423637024e-10
820,2.340444787350392e-09,-4.958787866588637e-10,5.85111196837598e-10
821,2.309120918917321e-09,-4.946396517292986e-10,5.772802297293303e-10
822,2.278290614672836e-09,-4.932955071114965e-10,5.69572653668209e-10
823,2.2479514590416395e-09,-4.918514439162842e-10,5.619878647604099e-10
824,2.2181009731057547e-09,-4.903124650287686e-10,5.545252432764387e-10
825,2.188736617364901e-09,-4.886834842085551e-10,5.471841543412253e-10
826,2.159855794505984e-09,-4.869693252897713e-10,5.39963948626496e-10
827,2.1314558521803107e-09,-4.851747214793598e-10,5.328639630450777e-10
828,2.1035340857871575e-09,-4.833043147519964e-10,5.258835214467894e-10
829,2.0760877412622858e-09,-4.813626553399278e-10,5.190219353155714e-10
830,2.0491140178700247e-09,-4.793542013159323e-10,5.122785044675062e-10
831,2.0226100709975252e-09,-4.772833182675284e-10,5.056525177493813e-10
832,1.9965730149498097e-09,-4.751542790604982e-10,4.991432537374524e-10
833,1.970999925744213e-09,-4.729712636896922e-10,4.927499814360533e-10
834,1.945887843902857e-09,-4.707383592150481e-10,4.864719609757143e-10
835,1.9212337772417516e-09,-4.68459559780665e-10,4.803084443104379e-10
836,1.897034703655168e-09,-4.661387667147292e-10,4.74258675913792e-10
837,1.8732875738938994e-09,-4.6377978870801825e-10,4.683218934734748e-10
838,1.849989314336049e-09,-4.6138634206866955e-10,4.6249732858401227e-10
839,1.827136829748979e-09,-4.5896205105082783e-10,4.5678420743724473e-10
840,1.8047270060410714e-09,-4.5651044825475546e-10,4.5118175151026784e-10
841,1.7827567130019464e-09,-4.540349750959396e-10,4.456891782504866e-10
842,1.7612228070298005e-09,-4.515389823406784e-10,4.4030570175745014e-10
843,1.7401221338445367e-09,-4.490257307056137e-10,4.350305334611342e-10
844,1.7194515311853487e-09,-4.464983915186114e-10,4.2986288279633717e-10
845,1.6992078314914596e-09,-4.4396004743838915e-10,4.248019578728649e-10
846,1.679387864564699e-09,-4.414136932302441e-10,4.1984696614117473e-10
847,1.6599884602126319e-09,-4.3886223659522133e-10,4.1499711505315797e-10
848,1.6410064508709472e-09,-4.3630849905002717e-10,4.102516127177368e-10
849,1.62243867420384e-09,-4.3375521685499806e-10,4.0560966855096e-10
850,1.6042819756811216e-09,-4.3120504198739477e-10,4.010704939202804e-10
851,1.586533211130819e-09,-4.286605431573027e-10,3.966333027827047e-10
852,1.5691892492660176e-09,-4.2612420686340035e-10,3.922973123165044e-10
853,1.5522469741847347e-09,-4.23598438485858e-10,3.8806174354618367e-10
854,1.5357032878416148e-09,-4.210855634136324e-10,3.839258219604037e-10
855,1.519555112490254e-09,-4.185878282034136e-10,3.798887781225635e-10
856,1.503799393094979e-09,-4.1610740176750606e-10,3.7594984827374477e-10
857,1.4884330997109227e-09,-4.136463765879166e-10,3.7210827492773067e-10
858,1.4734532298312424e-09,-4.112067699539493e-10,3.683633074578106e-10
859,1.4588568107003694e-09,-4.087905252206144e-10,3.6471420267509235e-10
860,1.444640901592165e-09,-4.063995130851866e-10,3.6116022539804127e-10
861,1.4308025960519013e-09,-4.0403553287925956e-10,3.5770064901297533e-10
862,1.41733902410099e-09,-4.017003138736819e-10,3.543347560252475e-10
863,1.4042473544034019e-09,-3.993955165937774e-10,3.5106183860085047e-10
864,1.3915247963927498e-09,-3.971227341422941e-10,3.4788119909818744e-10
865,1.3791686023590081e-09,-3.94883493527554e-10,3.4479215058975203e-10
866,1.3671760694938865e-09,-3.9267925699431744e-10,3.4179401737347163e-10
867,1.3555445418938739e-09,-3.9051142335491454e-10,3.3888613547346847e-10
868,1.3442714125200002e-09,-3.8838132931824005e-10,3.3606785313000004e-10
869,1.3333541251133922e-09,-3.862902508142566e-10,3.3333853127834805e-10
870,1.3227901760657035e-09,-3.8423940431169293e-10,3.306975440164259e-10
871,1.3125771162435342e-09,-3.8222994812668507e-10,3.2814427906088355e-10
872,1.3027125527659802e-09,-3.802629837201518e-10,3.2567813819149506e-10
873,1.2931941507344649e-09,-3.7833955698175915e-10,3.232985376836162e-10
874,1.2840196349140353e-09,-3.764606594983831e-10,3.210049087285088e-10
875,1.2751867913653327e-09,-3.7462722980504247e-10,3.187966978413332e-10
876,1.266693469026461e-09,-3.7284015461633507e-10,3.1667336725661525e-10
877,1.258537581244014e-09,-3.7110027003647567e-10,3.146343953110035e-10
878,1.2507171072525355e-09,-3.694083627461004e-10,3.1267927681313387e-10
879,1.2432300936017188e-09,-3.6776517116407246e-10,3.108075234004297e-10
880,1.2360746555306752e-09,-3.661713865825921e-10,3.090186638826688e-10
881,1.2292489782886275e-09,-3.6462765427398793e-10,3.073122445721569e-10
882,1.222751318401408e-09,-3.631345745676368e-10,3.05687829600352e-10
883,1.2165800048831734e-09,-3.616927038955421e-10,3.0414500122079336e-10
884,1.2107334403927642e-09,-3.603025558051643e-10,3.0268336009819105e-10
885,1.2052101023341786e-09,-3.589646019381901e-10,3.0130252558354466e-10
886,1.2000085439006421e-09,-3.576792729739939e-10,3.0000213597516053e-10
887,1.195127395061791e-09,-3.564469595366285e-10,2.9878184876544777e-10
888,1.1905653634935154e-09,-3.5526801306426957e-10,2.9764134087337885e-10
889,1.1863212354500281e-09,-3.5414274664010663e-10,2.9658030886250704e-10
890,1.1823938765777617e-09,-3.5307143578377155e-10,2.955984691444404e-10
891,1.1787822326707198e-09,-3.5205431920246766e-10,2.9469555816767996e-10
892,1.1754853303669362e-09,-3.510915995010483e-10,2.9387133259173405e-10
893,1.1725022777857273e-09,-3.5018344385038564e-10,2.9312556944643183e-10
894,1.1698322651054475e-09,-3.4932998461344253e-10,2.9245806627636187e-10
895,1.1674745650814906e-09,-3.485313199285574e-10,2.9186864127037265e-10
896,1.1654285335043048e-09,-3.477875142495297e-10,2.913571333760762e-10
897,1.1636936095972184e-09,-3.470985988421798e-10,2.909234023993046e-10
898,1.1622693163539064e-09,-3.4646457223714543e-10,2.905673290884766e-10
899,1.1611552608153496e-09,-3.458854006387572e-10,2.902888152038374e-10
900,1.160351134286176e-09,-3.453610182899248e-10,2.90087783571544e-10
901,1.1598567124902948e-09,-3.4489132779304533e-10,2.899641781225737e-10
902,1.159671855665766e-09,-3.4447620038703234e-10,2.899179639164415e-10
903,1.1597965085988826e-09,-3.441154761806466e-10,2.8994912714972066e-10
904,1.1602307005974594e-09,-3.4380896434238843e-10,2.9005767514936484e-10
905,1.1609745454033679e-09,-3.4355644324730255e-10,2.9024363635084196e-10
906,1.162028241044366e-09,-3.43357660581113e-10,2.905070602610915e-10
907,1.1633920696253227e-09,-3.432123334022005e-10,2.908480174063307e-10
908,1.1650663970589487e-09,-3.431201481620031e-10,2.9126659926473717e-10
909,1.1670516727361772e-09,-3.4308076068450115e-10,2.917629181840443e-10
910,1.1693484291363802e-09,-3.430937961055277e-10,2.9233710728409504e-10
911,1.1719572813776148e-09,-3.431588487727159e-10,2.929893203444037e-10
912,1.1748789267071387e-09,-3.432754821069696e-10,2.937197316767847e-10
913,1.1781141439324535e-09,-3.4344322842641733e-10,2.9452853598311336e-10
914,1.181663792793167e-09,-3.436615887338794e-10,2.9541594819829175e-10
915,1.1855288132739951e-09,-3.439300324689441e-10,2.963822033184988e-10
916,1.1897102248592458e-09,-3.442479972258218e-10,2.9742755621481145e-10
917,1.1942091257291641e-09,-3.446148884382039e-10,2.9855228143229104e-10
918,1.1990266918985376e-09,-3.450300790324222e-10,2.997566729746344e-10
919,1.2041641762979963e-09,-3.4549290905026503e-10,3.010410440744991e-10
920,1.2096229077984596e-09,-3.4600268524285983e-10,3.024057269496149e-10
921,1.2154042901792215e-09,-3.465586806370997e-10,3.038510725448054e-10
922,1.221509801040181e-09,-3.4716013407613474e-10,3.0537745026004526e-10
923,1.227940990658759e-09,-3.478062497355101e-10,3.0698524766468976e-10
924,1.2346994807920677e-09,-3.4849619661657943e-10,3.086748701980169e-10
925,1.241786963424922e-09,-3.492291080188689e-10,3.104467408562305e-10
926,1.249205199464315e-09,-3.500040809931191e-10,3.1230129986607873e-10
927,1.2569560173809946e-09,-3.508201757767643e-10,3.1423900434524866e-10
928,1.265041311798817e-09,-3.5167641521365933e-10,3.1626032794970425e-10
929,1.2734630420325668e-09,-3.5257178415989913e-10,3.183657605081417e-10
930,1.2822232305749644e-09,-3.535052288776045e-10,3.205558076437411e-10
931,1.2913239615336048e-09,-3.5447565641859457e-10,3.228309903834012e-10
932,1.300767379018594e-09,-3.5548193399987917e-10,3.251918447546485e-10
933,1.310555685481676e-09,-3.5652288837294693e-10,3.27638921370419e-10
934,1.3206911400076626e-09,-3.5759730518884086e-10,3.3017278500191565e-10
935,1.3311760565590095e-09,-3.587039283610319e-10,3.3279401413975237e-10
936,1.3420128021743949e-09,-3.5984145942813624e-10,3.355032005435987e-10
937,1.3532037951221827e-09,-3.610085569185118e-10,3.383009487805457e-10
938,1.3647515030096821e-09,-3.62203835718809e-10,3.4118787575242053e-10
939,1.3766584408491222e-09,-3.634258664485461e-10,3.4416461021228054e-10
940,1.3889271690812932e-09,-3.646731748427842e-10,3.472317922703233e-10
941,1.4015602915578265e-09,-3.6594424114500134e-10,3.503900728894566e-10
942,1.4145604534830918e-09,-3.672374995122374e-10,3.5364011337077294e-10
943,1.4279303393167293e-09,-3.685513374346076e-10,3.569825848291823e-10
944,1.4416726706378424e-09,-3.6988409517126274e-10,3.604181676594606e-10
945,1.4557902039718926e-09,-3.712340652048702e-10,3.6394755099297316e-10
946,1.4702857285813688e-09,-3.725994917166853e-10,3.675714321453422e-10
947,1.4851620642213086e-09,-3.7397857008426036e-10,3.7129051605532714e-10
948,1.500422058860773e-09,-3.753694464038346e-10,3.751055147151933e-10
949,1.5160685863713949e-09,-3.767702170394198e-10,3.790171465928487e-10
950,1.5321045441841278e-09,-3.7817892820058156e-10,3.8302613604603194e-10
951,1.548532850915356e-09,-3.795935755508925e-10,3.87133212728839e-10
952,1.5653564439635165e-09,-3.810121038489975e-10,3.913391109908791e-10
953,1.5825782770774269e-09,-3.8243240662421934e-10,3.956445692693567e-10
954,1.6002013178975017e-09,-3.838523258885833e-10,4.000503294743754e-10
955,1.6182285454710718e-09,-3.852696518871158e-10,4.0455713636776796e-10
956,1.6366629477430283e-09,-3.866821228882316e-10,4.091657369357571e-10
957,1.65550751902302e-09,-3.8808742501598057e-10,4.13876879755755e-10
958,1.674765257430454e-09,-3.8948319212589236e-10,4.186913143576135e-10
959,1.6944391623185585e-09,-3.908670057261017e-10,4.236097905796396e-10
960,1.7145322316787724e-09,-3.922363949453967e-10,4.286330579196931e-10
961,1.735047459526744e-09,-3.935888365497826e-10,4.33761864881686e-10
962,1.755987833271225e-09,-3.949217550090937e-10,4.3899695831780625e-10
963,1.7773563310671618e-09,-3.9623252261514856e-10,4.4433908276679044e-10
964,1.799155919154288e-09,-3.9751845965286983e-10,4.49788979788572e-10
965,1.821389549182537e-09,-3.9877683462574105e-10,4.5534738729563425e-10
966,1.8440601555255855e-09,-4.0000486453691066e-10,4.610150388813964e-10
967,1.8671706525838803e-09,-4.0119971522719394e-10,4.667926631459701e-10
968,1.890723932078458e-09,-4.0235850177115296e-10,4.726809830196145e-10
969,1.914722860336921e-09,-4.0347828893237e-10,4.786807150842303e-10
970,1.9391702755729e-09,-4.0455609167897274e-10,4.84792568893225e-10
971,1.9640689851603657e-09,-4.055888757603813e-10,4.910172462900914e-10
972,1.989421762904141e-09,-4.065735583461936e-10,4.973554407260352e-10
973,2.01523134630797e-09,-4.075070087280439e-10,5.038078365769925e-10
974,2.041500433841505e-09,-4.0838604908518964e-10,5.103751084603763e-10
975,2.068231682207584e-09,-4.0920745531452686e-10,5.17057920551896e-10
976,2.095427703611147e-09,-4.099679579256341e-10,5.238569259027867e-10
977,2.1230910630311712e-09,-4.106642430013798e-10,5.307727657577928e-10
978,2.151224275496982e-09,-4.1129295322455056e-10,5.378060688742455e-10
979,2.179829803370315e-09,-4.118506889708656e-10,5.449574508425787e-10
980,2.2089100536344724e-09,-4.1233400946867913e-10,5.522275134086181e-10
981,2.23846737519197e-09,-4.127394340255774e-10,5.596168437979925e-10
982,2.2685040561720026e-09,-4.130634433219968e-10,5.671260140430006e-10
983,2.2990223212491012e-09,-4.133024807719156e-10,5.747555803122753e-10
984,2.3300243289743405e-09,-4.1345295395057006e-10,5.825060822435851e-10
985,2.361512169120433e-09,-4.1351123608908623e-10,5.903780422801082e-10
986,2.3934878600420656e-09,-4.134736676358109e-10,5.983719650105164e-10
987,2.425953346052819e-09,-4.133365578840551e-10,6.064883365132048e-10
988,2.4589104948199968e-09,-4.1309618666587327e-10,6.147276237049992e-10
989,2.492361094778698e-09,-4.1274880611142163e-10,6.230902736946745e-10
990,2.5263068525664527e-09,-4.122906424733362e-10,6.315767131416132e-10
991,2.5607493904797327e-09,-4.1171789801552206e-10,6.401873476199332e-10
992,2.595690243953643e-09,-4.1102675296562197e-10,6.489225609884107e-10
993,2.6311308590660906e-09,-4.102133675303708e-10,6.577827147665227e-10
994,2.667072590067713e-09,-4.092738839729596e-10,6.667681475169283e-10
995,2.703516696938847e-09,-4.0820442875142865e-10,6.758791742347117e-10
996,2.7404643429748063e-09,-4.070011147170598e-10,6.851160857437016e-10
997,2.7779165924007116e-09,-4.0566004337162426e-10,6.944791481001779e-10
998,2.8158744080171283e-09,-4.041773071822796e-10,7.039686020042821e-10
999,2.8543386488777337e-09,-4.0254899195282895e-10,7.135846622194334e-10
1000,2.893310068000237e-09,-4.007711792499568e-10,7.233275170000593e-10
1001,2.9327893101117523e-09,-3.9883994888301343e-10,7.331973275279381e-10
1002,2.9727769094298155e-09,-3.967513814358061e-10,7.431942273574539e-10
1003,3.013273287480227e-09,-3.945015608488013e-10,7.533183218700567e-10
1004,3.054278750952863e-09,-3.9208657705006694e-10,7.635696877382158e-10
1005,3.095793489596631e-09,-3.895025286331835e-10,7.739483723991577e-10
1006,3.137817574154663e-09,-3.867455255803483e-10,7.844543935386658e-10
1007,3.1803509543408887e-09,-3.8381169202872443e-10,7.950877385852222e-10
1008,3.2233934568590617e-09,-3.8069716907812354e-10,8.058483642147654e-10
1009,3.2669447834653364e-09,-3.7739811763797993e-10,8.167361958663341e-10
1010,3.311004509075434e-09,-3.7391072131150495e-10,8.277511272688585e-10
1011,3.355572079917458e-09,-3.7023118931492126e-10,8.388930199793645e-10
