source,snid,ra,dec,z_helio,band,mjd,mag,mag_err,flux_nu_jy,flux_nu_jy_err,zp,zpsys,wavelength_eff_nm
osc,SN2011fe,,,,v,55800.9372,12.586,0.031,0.03354488048650274,0.000957775277755652,,AB,545.0
osc,SN2011fe,,,,uvm2,55800.9385,17.582,0.171,0.00033668692323101317,5.302711986594291e-05,,AB,550.0
osc,SN2011fe,,,,uvm2,55801.0114,17.442,0.181,0.00038302423064753935,6.38528819831045e-05,,AB,550.0
osc,SN2011fe,,,,uvw1,55801.0131,14.477,0.051,0.005877954891753478,0.000276103622745277,,AB,550.0
osc,SN2011fe,,,,uvw2,55801.0265,16.254,0.108,0.0011440005912522744,0.00011379565617669483,,AB,550.0
osc,SN2011fe,,,,b,55801.08,12.66,0.02,0.03133475106941869,0.0005772074456409817,,AB,438.0
osc,SN2011fe,,,,i,55801.08,12.36,0.03,0.041307246748248774,0.001141361407141733,,AB,763.0
osc,SN2011fe,,,,v,55801.08,12.42,0.02,0.03908645190689931,0.0007199990519908405,,AB,545.0
osc,SN2011fe,,,,uvw1,55801.1381,14.401,0.051,0.006304145801594041,0.00029612297579495337,,AB,550.0
osc,SN2011fe,,,,u,55801.1391,12.619,0.03,0.032540651887145194,0.0008991314394197892,,AB,355.1
osc,SN2011fe,,,,g,55801.14,12.372528,,0.04083335354172335,,,AB,468.6
osc,SN2011fe,,,,uvw2,55801.141,16.119,0.088,0.0012954666850757684,0.00010499886416891087,,AB,550.0
osc,SN2011fe,,,,v,55801.1424,12.429,0.03,0.038763791496562595,0.0010710831413749727,,AB,545.0
osc,SN2011fe,,,,uvm2,55801.1446,17.514,0.136,0.00035844807211793443,4.489943099843386e-05,,AB,550.0
osc,SN2011fe,,,,g,55801.159,12.37679,,0.04067337856591895,,,AB,468.6
osc,SN2011fe,,,,g,55801.18,12.361987,,0.04123171970960959,,,AB,468.6
osc,SN2011fe,,,,g,55801.199,12.338298,,0.042141214615906405,,,AB,468.6
osc,SN2011fe,,,,uvw1,55801.2182,14.331,0.048,0.006723977459650225,0.0002972645810729968,,AB,550.0
osc,SN2011fe,,,,u,55801.2194,12.541,0.029,0.034964413597997124,0.0009338990354179074,,AB,355.1
osc,SN2011fe,,,,g,55801.221,12.292783,,0.04394536226190792,,,AB,468.6
osc,SN2011fe,,,,uvw2,55801.2218,16.037,0.084,0.001397095998968347,0.00010808892933572635,,AB,550.0
osc,SN2011fe,,,,v,55801.2235,12.363,0.03,0.041193268147307435,0.0011382120620123588,,AB,545.0
osc,SN2011fe,,,,uvm2,55801.2261,17.277,0.113,0.00044588847679172803,4.640666642289015e-05,,AB,550.0
osc,SN2011fe,,,,g,55801.24,12.367884,,0.04100838337176142,,,AB,468.6
osc,SN2011fe,,,,uvm2,55801.2687,17.563,0.213,0.00034263068058247955,6.721737254799018e-05,,AB,550.0
osc,SN2011fe,,,,uvw1,55801.2701,14.275,0.048,0.007079885741721449,0.000312999155884587,,AB,550.0
osc,SN2011fe,,,,uvw2,55801.2868,15.985,0.094,0.0014656364218653733,0.00012689069688528646,,AB,550.0
osc,SN2011fe,,,,uvm2,55801.402,17.359,0.186,0.0004134530965441207,7.082961369455121e-05,,AB,550.0
osc,SN2011fe,,,,uvw1,55801.4034,14.245,0.047,0.007278237931362893,0.00031506472868357636,,AB,550.0
osc,SN2011fe,,,,uvw2,55801.4155,16.026,0.104,0.0014113224466645443,0.00013518710512726284,,AB,550.0
osc,SN2011fe,,,,uvw1,55801.4856,14.195,0.045,0.007621250717437003,0.00031587440925493116,,AB,550.0
osc,SN2011fe,,,,u,55801.4868,12.447,0.029,0.03812643941634624,0.001018356704168626,,AB,355.1
osc,SN2011fe,,,,uvw2,55801.4891,15.86,0.081,0.001644471112630046,0.0001226837233015614,,AB,550.0
osc,SN2011fe,,,,v,55801.4908,12.34,0.03,0.04207520580199263,0.0011625808999718979,,AB,545.0
osc,SN2011fe,,,,uvm2,55801.4935,17.416,0.121,0.0003923071730079935,4.372071938463356e-05,,AB,550.0
osc,SN2011fe,,,,u,55801.5368,12.428,0.03,0.038799510714724546,0.00107207009984625,,AB,355.1
osc,SN2011fe,,,,u,55801.5376,12.369,0.029,0.040966253577074875,0.001094208103707685,,AB,355.1
osc,SN2011fe,,,,v,55801.5407,12.293,0.031,0.04393658002671599,0.0012544796561625368,,AB,545.0
osc,SN2011fe,,,,v,55801.5424,12.27,0.029,0.044877251308370135,0.0011986708025755273,,AB,545.0
osc,SN2011fe,,,,uvm2,55801.5455,17.31,0.155,0.00043253997311474033,6.174952584151888e-05,,AB,550.0
osc,SN2011fe,,,,uvw1,55801.5472,14.091,0.044,0.008387378633308835,0.0003399026929822251,,AB,550.0
osc,SN2011fe,,,,uvw2,55801.5599,15.788,0.095,0.0017572204504143337,0.00015375368534067648,,AB,550.0
osc,SN2011fe,,,,uvm2,55801.6694,17.215,0.174,0.00047209157378388754,7.565735901447232e-05,,AB,550.0
osc,SN2011fe,,,,uvw1,55801.6708,14.002,0.042,0.00910387422156571,0.0003521690771939757,,AB,550.0
osc,SN2011fe,,,,uvw2,55801.6875,15.878,0.091,0.0016174328110597899,0.0001355636711398325,,AB,550.0
osc,SN2011fe,,,,uvm2,55801.8036,16.992,0.168,0.0005797306327202075,8.970387638375897e-05,,AB,550.0
osc,SN2011fe,,,,uvw1,55801.8049,13.965,0.042,0.009419465263853408,0.0003643772210488047,,AB,550.0
osc,SN2011fe,,,,b,55801.81,12.32,0.02,0.042857442280514225,0.0007894632617517185,,AB,438.0
osc,SN2011fe,,,,i,55801.81,11.95,0.03,0.060259600609057794,0.0016650342968662969,,AB,763.0
osc,SN2011fe,,,,r,55801.81,12.11,0.01,0.052002742622622326,0.0004789629598306251,,AB,623.0
osc,SN2011fe,,,,v,55801.81,12.16,0.02,0.049662233657385195,0.0009148121512342587,,AB,545.0
osc,SN2011fe,,,,uvw2,55801.8229,15.618,0.085,0.0020550682466472293,0.00016088696333372096,,AB,550.0
osc,SN2011fe,,,,b,55801.8232,12.263,0.011,0.045167520351402084,0.00045760905981403197,,AB,438.0
osc,SN2011fe,,,,ic,55801.8232,11.959,0.016,0.05976215490829292,0.0008806876609090319,,AB,550.0
osc,SN2011fe,,,,rc,55801.8232,12.015,0.01,0.05675789090429292,0.000522759494024029,,AB,550.0
osc,SN2011fe,,,,v,55801.8232,12.265,0.007,0.04508439528868039,0.00029066983825142614,,AB,545.0
osc,SN2011fe,,,,uvm2,55801.9369,16.74,0.142,0.0007311832751250337,9.56291451024097e-05,,AB,550.0
osc,SN2011fe,,,,uvw1,55801.9382,13.876,0.041,0.01022412731624814,0.00038608753961516556,,AB,550.0
osc,SN2011fe,,,,uvw2,55801.9535,15.572,0.087,0.0021440072466177703,0.00017179921756159842,,AB,550.0
osc,SN2011fe,,,,uvm2,55802.0091,17.056,0.165,0.0005465454069203252,8.305884223686099e-05,,AB,550.0
osc,SN2011fe,,,,uvw1,55802.0104,13.77,0.039,0.01127265586449406,0.00040491748989176054,,AB,550.0
osc,SN2011fe,,,,uvw2,55802.0284,15.497,0.083,0.0022973451553202633,0.00017562244590900398,,AB,550.0
osc,SN2011fe,,,,b,55802.06,12.148,0.028,0.0502141654172907,0.0012949707539662962,,AB,438.0
osc,SN2011fe,,,,i,55802.06,11.882,0.022,0.06415437064686047,0.0012999438980165062,,AB,763.0
osc,SN2011fe,,,,r,55802.06,11.941,0.02,0.06076118692733537,0.001119262426012057,,AB,623.0
osc,SN2011fe,,,,v,55802.06,12.049,0.011,0.05500804989238483,0.0005573071489782634,,AB,545.0
osc,SN2011fe,,,,g,55802.14,11.899019,,0.06315658646780202,,,AB,468.6
osc,SN2011fe,,,,b,55802.15,12.222,0.037,0.04690576775620101,0.0015984669198408647,,AB,438.0
osc,SN2011fe,,,,i,55802.15,11.873,0.012,0.06468837608746966,0.0007149623542512007,,AB,763.0
osc,SN2011fe,,,,r,55802.15,11.914,0.015,0.06229113567901627,0.0008605838426410345,,AB,623.0
osc,SN2011fe,,,,v,55802.15,12.01,0.017,0.05701987342535126,0.000892793151764624,,AB,545.0
osc,SN2011fe,,,,uvw1,55802.1542,13.679,0.038,0.012258187187300488,0.00042902789008605256,,AB,550.0
osc,SN2011fe,,,,uvw2,55802.1573,15.381,0.076,0.00255638493125748,0.00017894333257390972,,AB,550.0
osc,SN2011fe,,,,g,55802.158,11.8826007,,0.06411888608669908,,,AB,468.6
osc,SN2011fe,,,,v,55802.1588,12.215,0.029,0.04720915737838876,0.0012609559835745389,,AB,545.0
osc,SN2011fe,,,,uvm2,55802.1611,16.805,0.096,0.0006886939199917666,6.089381198625316e-05,,AB,550.0
osc,SN2011fe,,,,g,55802.177,11.8844143,,0.0640118721140495,,,AB,468.6
osc,SN2011fe,,,,g,55802.197,11.8466488,,0.06627759317244607,,,AB,468.6
osc,SN2011fe,,,,uvw1,55802.2113,13.717,0.036,0.011836580305121235,0.00039246816042142667,,AB,550.0
osc,SN2011fe,,,,g,55802.217,11.874089,,0.064623525781883,,,AB,468.6
osc,SN2011fe,,,,uvw2,55802.2175,15.446,0.073,0.0024078323714591806,0.00016189177660855202,,AB,550.0
osc,SN2011fe,,,,v,55802.2205,12.058,0.029,0.05455395597789058,0.001457135459263114,,AB,545.0
osc,SN2011fe,,,,uvm2,55802.2251,16.888,0.085,0.000638008182938677,4.994831646225575e-05,,AB,550.0
osc,SN2011fe,,,,g,55802.236,11.8118888,,0.068433811454503,,,AB,468.6
osc,SN2011fe,,,,g,55802.639456,12.037,0.056,0.05561939351408988,0.0028687318550668535,,AB,468.6
osc,SN2011fe,,,,r,55802.6425,12.021,0.004,0.056445100276347034,0.0002079514343501933,,AB,623.0
osc,SN2011fe,,,,b,55802.77,11.83,0.03,0.06730173324619176,0.0018596156124641152,,AB,438.0
osc,SN2011fe,,,,i,55802.77,11.65,0.03,0.07943762456560823,0.0021949426817715256,,AB,763.0
osc,SN2011fe,,,,r,55802.77,11.69,0.03,0.07656428812407771,0.002115549461882429,,AB,623.0
osc,SN2011fe,,,,u,55802.77,11.46,0.08,0.09462943540045977,0.006972554473969336,,AB,355.1
osc,SN2011fe,,,,v,55802.77,11.78,0.02,0.07047356621539382,0.001298171064141557,,AB,545.0
osc,SN2011fe,,,,b,55802.81,11.81,0.01,0.06855296588568639,0.0006313961493156435,,AB,438.0
osc,SN2011fe,,,,i,55802.81,11.54,0.02,0.0879075646869907,0.0016193171840773969,,AB,763.0
osc,SN2011fe,,,,r,55802.81,11.64,0.01,0.08017265185591614,0.0007384174121169358,,AB,623.0
osc,SN2011fe,,,,v,55802.81,11.75,0.01,0.07244797465651999,0.0006672705058468535,,AB,545.0
osc,SN2011fe,,,,b,55802.8184,11.723,0.011,0.07427219327358058,0.0007524793982451648,,AB,438.0
osc,SN2011fe,,,,ic,55802.8184,11.633,0.016,0.08069121389465707,0.001189109671996361,,AB,550.0
osc,SN2011fe,,,,rc,55802.8184,11.585,0.01,0.08433857307572648,0.0007767869645142273,,AB,550.0
osc,SN2011fe,,,,v,55802.8184,11.791,0.007,0.06976317681706923,0.000449779822740896,,AB,545.0
osc,SN2011fe,,,,b,55802.8244,11.688,0.011,0.07670545473420533,0.0007771316811381674,,AB,438.0
osc,SN2011fe,,,,rc,55802.8244,11.54,0.01,0.0879075646869907,0.0008096585920386984,,AB,550.0
osc,SN2011fe,,,,v,55802.8244,11.682,0.007,0.0771305181539835,0.0004972788276855534,,AB,545.0
osc,SN2011fe,,,,uvw1,55803.0148,13.083,0.031,0.02122395171343004,0.0006059874398891412,,AB,550.0
osc,SN2011fe,,,,uvw2,55803.0186,14.852,0.086,0.004161273386417002,0.00032961000071982045,,AB,550.0
osc,SN2011fe,,,,b,55803.05,11.69,0.023,0.07656428812407771,0.0016219212541098624,,AB,438.0
osc,SN2011fe,,,,i,55803.05,11.471,0.024,0.0936755494076259,0.002070680866982656,,AB,763.0
osc,SN2011fe,,,,r,55803.05,11.512,0.015,0.09020409401013092,0.001246215613168566,,AB,623.0
osc,SN2011fe,,,,v,55803.05,11.643,0.016,0.0799514323990013,0.0011782078489949541,,AB,545.0
osc,SN2011fe,,,,b,55803.06,11.69,0.01,0.07656428812407771,0.0007051831539608098,,AB,438.0
osc,SN2011fe,,,,i,55803.06,11.48,0.02,0.09290225355354388,0.0017113227531035463,,AB,763.0
osc,SN2011fe,,,,v,55803.06,11.6,0.01,0.08318140447199791,0.0007661290478061228,,AB,545.0
osc,SN2011fe,,,,g,55803.139,11.5877725,,0.08412348362933486,,,AB,468.6
osc,SN2011fe,,,,b,55803.15,11.584,0.016,0.08441628755552465,0.0012440043861199992,,AB,438.0
osc,SN2011fe,,,,i,55803.15,11.465,0.026,0.09419465263853408,0.002255668511254505,,AB,763.0
osc,SN2011fe,,,,r,55803.15,11.455,0.023,0.09506622502843139,0.0020138622678986893,,AB,623.0
osc,SN2011fe,,,,v,55803.15,11.606,0.018,0.08272299484254039,0.0013714324903602493,,AB,545.0
osc,SN2011fe,,,,g,55803.159,11.5820172,,0.08457059165328966,,,AB,468.6
osc,SN2011fe,,,,g,55803.178,11.490924,,0.09197221564200837,,,AB,468.6
osc,SN2011fe,,,,g,55803.219,11.3918072,,0.10076352893082687,,,AB,468.6
osc,SN2011fe,,,,g,55803.239,11.458242,,0.09478278139874351,,,AB,468.6
osc,SN2011fe,,,,g,55803.651516,11.629,0.057,0.080989039591001,0.004251838739885673,,AB,468.6
osc,SN2011fe,,,,r,55803.661586,11.609,0.005,0.08249473825416753,0.00037990230910898374,,AB,623.0
osc,SN2011fe,,,,g,55803.66456,11.637,0.051,0.08039448341003363,0.003776348836801572,,AB,468.6
osc,SN2011fe,,,,g,55803.66985,11.633,0.054,0.08069121389465707,0.004013245142987718,,AB,468.6
osc,SN2011fe,,,,g,55803.67919,11.643,0.051,0.0799514323990013,0.003755537518671416,,AB,468.6
osc,SN2011fe,,,,g,55803.684549,11.63,0.052,0.08091448027000471,0.003875299502403133,,AB,468.6
osc,SN2011fe,,,,g,55803.694641,11.65,0.052,0.07943762456560823,0.0038045673150706445,,AB,468.6
osc,SN2011fe,,,,b,55803.8158,11.309,0.011,0.1087492445990034,0.0011017793137473254,,AB,438.0
osc,SN2011fe,,,,ic,55803.8158,11.098,0.016,0.1320767120368397,0.0019463543569132442,,AB,550.0
osc,SN2011fe,,,,rc,55803.8158,11.179,0.01,0.12258187187300487,0.0011290207633843487,,AB,550.0
osc,SN2011fe,,,,v,55803.8158,11.256,0.007,0.11418952040146828,0.000736207044867169,,AB,545.0
osc,SN2011fe,,,,b,55803.8165,11.307,0.011,0.10894975272870873,0.0011038107366814532,,AB,438.0
osc,SN2011fe,,,,ic,55803.8165,11.228,0.016,0.11717264913368895,0.0017267199692918651,,AB,550.0
osc,SN2011fe,,,,rc,55803.8165,11.232,0.01,0.11674176334967505,0.0010752313760752019,,AB,550.0
osc,SN2011fe,,,,v,55803.8165,11.42,0.007,0.098180728200792,0.0006329945472884428,,AB,545.0
osc,SN2011fe,,,,b,55803.82,11.45,0.04,0.0955050307857213,0.003518535363090229,,AB,438.0
osc,SN2011fe,,,,i,55803.82,11.2,0.03,0.12023371021032896,0.0033221801856680336,,AB,763.0
osc,SN2011fe,,,,r,55803.82,11.27,0.01,0.11272655864494059,0.0010382499740814372,,AB,623.0
osc,SN2011fe,,,,v,55803.82,11.42,0.03,0.098180728200792,0.002712833774093326,,AB,545.0
osc,SN2011fe,,,,b,55804.06,11.31,0.025,0.10864912895524334,0.002501738646991311,,AB,438.0
osc,SN2011fe,,,,i,55804.06,11.147,0.017,0.12624850642072782,0.0019767459165004908,,AB,763.0
osc,SN2011fe,,,,r,55804.06,11.17,0.012,0.12360221368043342,0.0013661021504718276,,AB,623.0
osc,SN2011fe,,,,v,55804.06,11.3,0.009,0.1096544469677971,0.0009089593018868007,,AB,545.0
osc,SN2011fe,,,,g,55804.137,11.224044,,0.11760035937771042,,,AB,468.6
osc,SN2011fe,,,,b,55804.15,11.191,0.016,0.12123450648889195,0.0017865777113460005,,AB,438.0
osc,SN2011fe,,,,i,55804.15,11.118,0.014,0.1296660403630102,0.0016719757130016165,,AB,763.0
osc,SN2011fe,,,,r,55804.15,11.138,0.015,0.12729936840593153,0.0017587057682343311,,AB,623.0
osc,SN2011fe,,,,v,55804.15,11.29,0.016,0.11066906707339207,0.0016308796422320052,,AB,545.0
osc,SN2011fe,,,,g,55804.158,11.192702,,0.12104460816603407,,,AB,468.6
osc,SN2011fe,,,,g,55804.18,11.1843303,,0.12198154476053862,,,AB,468.6
osc,SN2011fe,,,,g,55804.202,11.219725,,0.11806909894991977,,,AB,468.6
osc,SN2011fe,,,,g,55804.221,11.2777535,,0.11192441907101006,,,AB,468.6
osc,SN2011fe,,,,uvw1,55804.2943,12.328,0.03,0.042542817519719354,0.0011755014892184607,,AB,550.0
osc,SN2011fe,,,,uvw2,55804.2967,14.08,0.043,0.00847278622414231,0.00033556015360036874,,AB,550.0
osc,SN2011fe,,,,uvm2,55804.2998,15.17,0.066,0.0031047472344842815,0.00018873214007044314,,AB,550.0
osc,SN2011fe,,,,v,55804.5012,11.228,0.028,0.11717264913368895,0.003021759946260764,,AB,545.0
osc,SN2011fe,,,,g,55804.634178,11.279,0.067,0.11179599585671775,0.006898850466231545,,AB,468.6
osc,SN2011fe,,,,g,55804.638113,11.302,0.051,0.1094526419381874,0.005141290042999979,,AB,468.6
osc,SN2011fe,,,,r,55804.639421,11.264,0.006,0.11335123307889683,0.0006264020629439075,,AB,623.0
osc,SN2011fe,,,,g,55804.642523,11.286,0.058,0.1110775389549515,0.005933759260447973,,AB,468.6
osc,SN2011fe,,,,g,55804.646088,11.295,0.05,0.110160588898094,0.0050730825966439335,,AB,468.6
osc,SN2011fe,,,,g,55804.649606,11.289,0.058,0.11077104400593554,0.005917386308192148,,AB,468.6
osc,SN2011fe,,,,g,55804.653113,11.299,0.051,0.10975548897020357,0.005155515596652088,,AB,468.6
osc,SN2011fe,,,,g,55804.65662,11.296,0.058,0.11005917395663685,0.005879358228555141,,AB,468.6
osc,SN2011fe,,,,g,55804.660162,11.288,0.051,0.11087311490597189,0.005208013544564659,,AB,468.6
osc,SN2011fe,,,,g,55804.663727,11.288,0.053,0.11087311490597189,0.005412249369841705,,AB,468.6
osc,SN2011fe,,,,g,55804.667269,11.291,0.054,0.11056718402183403,0.005499151553584897,,AB,468.6
osc,SN2011fe,,,,g,55804.670845,11.288,0.053,0.11087311490597189,0.005412249369841705,,AB,468.6
osc,SN2011fe,,,,g,55804.674398,11.299,0.053,0.10975548897020357,0.005357692678873739,,AB,468.6
osc,SN2011fe,,,,g,55804.677986,11.287,0.051,0.11097527986008822,0.005212812511972303,,AB,468.6
osc,SN2011fe,,,,g,55804.681551,11.28,0.056,0.1116930753432352,0.005760894950182271,,AB,468.6
osc,SN2011fe,,,,g,55804.685139,11.28,0.057,0.1116930753432352,0.005863768074292669,,AB,468.6
osc,SN2011fe,,,,g,55804.688692,11.284,0.053,0.11128233991398576,0.005432225608388127,,AB,468.6
osc,SN2011fe,,,,g,55804.692234,11.289,0.051,0.11077104400593554,0.005203218995134475,,AB,468.6
osc,SN2011fe,,,,r,55804.695926,11.254,0.003,0.11440005912522767,0.0003160990449352641,,AB,623.0
osc,SN2011fe,,,,r,55804.696748,11.248,0.003,0.11503400726520151,0.00031785070837946614,,AB,623.0
osc,SN2011fe,,,,b,55804.8058,10.88,0.011,0.16144561321803325,0.0016356659542305539,,AB,438.0
osc,SN2011fe,,,,ic,55804.8058,10.868,0.016,0.16323987325972192,0.002405591672000468,,AB,550.0
osc,SN2011fe,,,,rc,55804.8058,10.934,0.01,0.1536123909454557,0.0014148224059607195,,AB,550.0
osc,SN2011fe,,,,v,55804.8058,11.065,0.007,0.136152697115335,0.0008778088780963708,,AB,545.0
osc,SN2011fe,,,,b,55804.8196,10.983,0.011,0.14683387120638924,0.001487628925140334,,AB,438.0
osc,SN2011fe,,,,ic,55804.8196,10.877,0.016,0.16189232079794427,0.0023857334050531613,,AB,550.0
osc,SN2011fe,,,,rc,55804.8196,10.882,0.01,0.16114849314988508,0.0014842324723415143,,AB,550.0
osc,SN2011fe,,,,v,55804.8196,11.074,0.007,0.1350287505052842,0.0008705625265094232,,AB,545.0
osc,SN2011fe,,,,b,55804.8638,10.937,0.011,0.15318853007876743,0.0015520103534189757,,AB,438.0
osc,SN2011fe,,,,ic,55804.8638,10.854,0.016,0.1653583952352897,0.002436811365569253,,AB,550.0
osc,SN2011fe,,,,rc,55804.8638,10.863,0.01,0.1639933542797605,0.0015104346116586714,,AB,550.0
osc,SN2011fe,,,,v,55804.8638,11.044,0.007,0.13881175623508532,0.0008949524657898463,,AB,545.0
osc,SN2011fe,,,,g,55805.138,10.8220334,,0.17029931022480985,,,AB,468.6
osc,SN2011fe,,,,b,55805.15,10.905,0.016,0.15777066239669757,0.0023249944022171658,,AB,438.0
osc,SN2011fe,,,,i,55805.15,10.837,0.025,0.16796788313059263,0.0038676034379826873,,AB,763.0
osc,SN2011fe,,,,r,55805.15,10.83,0.022,0.16905431055818645,0.0034255050314994616,,AB,623.0
osc,SN2011fe,,,,v,55805.15,10.989,0.019,0.14602467519775258,0.0025553802264292828,,AB,545.0
osc,SN2011fe,,,,g,55805.152,10.8208247,,0.17048900215404017,,,AB,468.6
osc,SN2011fe,,,,g,55805.162,10.8576719,,0.16480010683937463,,,AB,468.6
osc,SN2011fe,,,,uvw2,55805.3656,13.588,0.035,0.013329880280669977,0.00042970457075932375,,AB,550.0
osc,SN2011fe,,,,uvm2,55805.3697,14.571,0.059,0.0053904652281147976,0.00029292331513401323,,AB,550.0
osc,SN2011fe,,,,uvw1,55805.3731,11.827,0.029,0.0674879519596208,0.0018026023248114858,,AB,550.0
osc,SN2011fe,,,,uvw2,55805.4179,13.561,0.034,0.013665522731497255,0.0004279379934414293,,AB,550.0
osc,SN2011fe,,,,uvm2,55805.4235,14.462,0.052,0.005959725389595465,0.00028543371668074955,,AB,550.0
osc,SN2011fe,,,,uvw1,55805.4279,11.855,0.029,0.06576975876301777,0.0017567094067314556,,AB,550.0
osc,SN2011fe,,,,v,55805.4342,11.003,0.028,0.14415385102253395,0.0037175768947763175,,AB,545.0
osc,SN2011fe,,,,r,55805.633935,10.988,0.017,0.1461592308495363,0.002288499649871801,,AB,623.0
osc,SN2011fe,,,,g,55805.636181,10.996,0.049,0.1450862477082881,0.0065478392509622976,,AB,468.6
osc,SN2011fe,,,,r,55805.637222,11.002,0.013,0.1442866827878172,0.0017276082975049,,AB,623.0
osc,SN2011fe,,,,g,55805.643519,11.016,0.058,0.14243812524809976,0.007609040969790808,,AB,468.6
osc,SN2011fe,,,,g,55805.646111,11.021,0.039,0.14178368150935386,0.005092916266982758,,AB,468.6
osc,SN2011fe,,,,g,55805.648727,11.009,0.054,0.14335942450555522,0.00713010111422465,,AB,468.6
osc,SN2011fe,,,,g,55805.651458,11.004,0.056,0.1440211415435042,0.007428308912506906,,AB,468.6
osc,SN2011fe,,,,r,55805.65419,10.981,0.005,0.1471045984652456,0.0006774417110738986,,AB,623.0
osc,SN2011fe,,,,g,55805.655683,11.012,0.053,0.14296385452877855,0.006978752533828618,,AB,468.6
osc,SN2011fe,,,,g,55805.65838,10.991,0.057,0.14575593539998905,0.007652032124737131,,AB,468.6
osc,SN2011fe,,,,g,55805.664792,11.014,0.055,0.142700747781227,0.0072287735212034415,,AB,468.6
osc,SN2011fe,,,,g,55805.667257,11.004,0.057,0.1440211415435042,0.0075609572859445294,,AB,468.6
osc,SN2011fe,,,,g,55805.670093,10.991,0.062,0.14575593539998905,0.008323263012871967,,AB,468.6
osc,SN2011fe,,,,r,55805.672766,10.985,0.001,0.1465636421865373,0.00013499010306945364,,AB,623.0
osc,SN2011fe,,,,g,55805.674155,10.992,0.066,0.14562175102603542,0.008852090890585525,,AB,468.6
osc,SN2011fe,,,,g,55805.676852,11.002,0.054,0.1442866827878172,0.007176219081943431,,AB,468.6
osc,SN2011fe,,,,g,55805.679456,11.005,0.058,0.14388855423815003,0.007686522848956526,,AB,468.6
osc,SN2011fe,,,,g,55805.685995,11.019,0.051,0.14204509740154703,0.006672246845717666,,AB,468.6
osc,SN2011fe,,,,g,55805.688657,11.005,0.058,0.14388855423815003,0.007686522848956526,,AB,468.6
osc,SN2011fe,,,,r,55805.691481,10.973,0.008,0.14819250828886035,0.0010919227535338446,,AB,623.0
osc,SN2011fe,,,,g,55805.693044,10.992,0.049,0.14562175102603542,0.006572006873313496,,AB,468.6
osc,SN2011fe,,,,b,55805.7818,10.83,0.011,0.16905431055818645,0.0017127525157497308,,AB,438.0
osc,SN2011fe,,,,ic,55805.7818,10.476,0.016,0.2342212254657222,0.003451611534209084,,AB,550.0
osc,SN2011fe,,,,rc,55805.7818,10.608,0.01,0.20740835590132656,0.0019103015538431928,,AB,550.0
osc,SN2011fe,,,,v,55805.7818,10.796,0.007,0.17443203557176729,0.0011246048935748439,,AB,545.0
osc,SN2011fe,,,,b,55805.79,10.79,0.03,0.1753986510206415,0.004846443830056728,,AB,438.0
osc,SN2011fe,,,,i,55805.79,10.76,0.02,0.1803126719186169,0.0033214821635018676,,AB,763.0
osc,SN2011fe,,,,r,55805.79,10.77,0.03,0.1786595554059349,0.004936545947983794,,AB,623.0
osc,SN2011fe,,,,u,55805.79,10.27,0.27,0.2831563131309955,0.07041508260507913,,AB,355.1
osc,SN2011fe,,,,v,55805.79,10.9,0.02,0.15849889868640415,0.0029196576109703025,,AB,545.0
osc,SN2011fe,,,,b,55805.8,10.77,0.04,0.1786595554059349,0.006582061263978393,,AB,438.0
osc,SN2011fe,,,,i,55805.8,10.75,0.04,0.18198108453006265,0.006704430919132987,,AB,763.0
osc,SN2011fe,,,,r,55805.8,10.72,0.02,0.18707952084763566,0.003446132127265878,,AB,623.0
osc,SN2011fe,,,,u,55805.8,10.28,0.03,0.28056032044824947,0.007752168138597262,,AB,355.1
osc,SN2011fe,,,,v,55805.8,10.82,0.02,0.1706185508345536,0.0031429098539191196,,AB,545.0
osc,SN2011fe,,,,i,55806.04,10.569,0.052,0.21499395495732815,0.010296871015986406,,AB,763.0
osc,SN2011fe,,,,r,55806.04,10.572,0.028,0.21440072466177704,0.005529170220373282,,AB,623.0
osc,SN2011fe,,,,v,55806.04,10.659,0.02,0.19789109376999348,0.0036452886604085915,,AB,545.0
osc,SN2011fe,,,,b,55806.08,10.8,0.01,0.17379058652234988,0.0016006704553162194,,AB,438.0
osc,SN2011fe,,,,i,55806.08,10.66,0.02,0.19770891324708303,0.0036419327711582922,,AB,763.0
osc,SN2011fe,,,,v,55806.08,10.74,0.01,0.1836649347733306,0.0016916165636591794,,AB,545.0
osc,SN2011fe,,,,g,55806.137,10.6656959,,0.19667442489994916,,,AB,468.6
osc,SN2011fe,,,,g,55806.149,10.655144,,0.19859515492282495,,,AB,468.6
osc,SN2011fe,,,,b,55806.15,10.679,0.015,0.19427917425066593,0.0026840659830526564,,AB,438.0
