source,snid,ra,dec,z_helio,band,mjd,mag,mag_err,flux_nu_jy,flux_nu_jy_err,zp,zpsys,wavelength_eff_nm
osc,SN2011fe,,,,g,55806.659792,10.778,0.041,0.17734798110536393,0.006697084608079132,,AB,468.6
osc,SN2011fe,,,,g,55806.662083,10.77,0.055,0.1786595554059349,0.00905033423797029,,AB,468.6
osc,SN2011fe,,,,g,55806.664306,10.764,0.052,0.17964959766381663,0.00860409649929611,,AB,468.6
osc,SN2011fe,,,,r,55806.66662,10.762,0.013,0.17998082943432417,0.0021549901093769297,,AB,623.0
osc,SN2011fe,,,,g,55806.667859,10.772,0.048,0.1783307552718247,0.007883937383256441,,AB,468.6
osc,SN2011fe,,,,g,55806.670116,10.774,0.047,0.17800256025244282,0.007705481584938528,,AB,468.6
osc,SN2011fe,,,,g,55806.672326,10.759,0.058,0.18047882253023076,0.009641174035534075,,AB,468.6
osc,SN2011fe,,,,g,55806.674514,10.767,0.059,0.17915389263834755,0.00973540314796559,,AB,468.6
osc,SN2011fe,,,,g,55806.676725,10.781,0.052,0.17685862690344006,0.008470426387805341,,AB,468.6
osc,SN2011fe,,,,g,55806.678889,10.765,0.051,0.1794842104449199,0.00843086441492489,,AB,468.6
osc,SN2011fe,,,,g,55806.681042,10.782,0.055,0.17669580908017843,0.008950856991615899,,AB,468.6
osc,SN2011fe,,,,g,55806.68331,10.769,0.049,0.1788241827395854,0.008070454789883046,,AB,468.6
osc,SN2011fe,,,,g,55806.685544,10.771,0.059,0.17849507962985625,0.009699602584872416,,AB,468.6
osc,SN2011fe,,,,r,55806.687963,10.757,0.006,0.18081158319712454,0.000999201734664844,,AB,623.0
osc,SN2011fe,,,,g,55806.689201,10.752,0.061,0.181646171545067,0.010205440709898298,,AB,468.6
osc,SN2011fe,,,,g,55806.691389,10.775,0.053,0.1778386893126826,0.00868116075734243,,AB,468.6
osc,SN2011fe,,,,uvw2,55806.7572,13.156,0.033,0.01984386431881654,0.000603136857416325,,AB,550.0
osc,SN2011fe,,,,uvm2,55806.7601,13.9,0.045,0.010000604421820871,0.0004144903679270714,,AB,550.0
osc,SN2011fe,,,,uvw1,55806.7623,11.415,0.029,0.09863390985154713,0.0026345104576595358,,AB,550.0
osc,SN2011fe,,,,v,55806.7679,10.745,0.028,0.1828210710508882,0.004714764016334182,,AB,545.0
osc,SN2011fe,,,,b,55806.77,10.64,0.08,0.2013845963750173,0.014838565426295604,,AB,438.0
osc,SN2011fe,,,,i,55806.77,10.57,0.06,0.2147960293691143,0.011870067246231212,,AB,763.0
osc,SN2011fe,,,,r,55806.77,10.56,0.03,0.21678351255859107,0.005989949813091592,,AB,623.0
osc,SN2011fe,,,,v,55806.77,10.69,0.02,0.19232079647706105,0.003542679992326581,,AB,545.0
osc,SN2011fe,,,,b,55806.78,10.58,0.02,0.21282676753504373,0.003920413938530407,,AB,438.0
osc,SN2011fe,,,,i,55806.78,10.59,0.03,0.2108755600019885,0.005826707051248203,,AB,763.0
osc,SN2011fe,,,,r,55806.78,10.52,0.02,0.22491905436037926,0.004143162093604214,,AB,623.0
osc,SN2011fe,,,,u,55806.78,10.07,0.03,0.3404287647147868,0.009406394386303746,,AB,355.1
osc,SN2011fe,,,,v,55806.78,10.65,0.01,0.19953829129770317,0.0018378155800943797,,AB,545.0
osc,SN2011fe,,,,b,55806.7831,10.621,0.011,0.20493977209639413,0.002076321562439319,,AB,438.0
osc,SN2011fe,,,,ic,55806.7831,10.443,0.016,0.2414494658219697,0.0035581308205634744,,AB,550.0
osc,SN2011fe,,,,rc,55806.7831,10.464,0.01,0.2368242926992737,0.002181232344112825,,AB,550.0
osc,SN2011fe,,,,v,55806.7831,10.58,0.007,0.21282676753504373,0.0013721448784856426,,AB,545.0
osc,SN2011fe,,,,b,55806.8293,10.488,0.011,0.23164676998878259,0.002346900157432122,,AB,438.0
osc,SN2011fe,,,,ic,55806.8293,10.493,0.016,0.2305824497588169,0.0033979885537324824,,AB,550.0
osc,SN2011fe,,,,rc,55806.8293,10.456,0.01,0.23857572315886624,0.0021973636147835196,,AB,550.0
osc,SN2011fe,,,,v,55806.8293,10.624,0.007,0.20437428418955908,0.0013176497044653812,,AB,545.0
osc,SN2011fe,,,,b,55806.83,10.65,0.02,0.19953829129770317,0.0036756311601887593,,AB,438.0
osc,SN2011fe,,,,i,55806.83,10.57,0.02,0.2147960293691143,0.003956689082077071,,AB,763.0
osc,SN2011fe,,,,r,55806.83,10.55,0.01,0.21878938570359896,0.0020151247121057265,,AB,623.0
osc,SN2011fe,,,,u,55806.83,10.14,0.08,0.31917307586129406,0.023517541330024753,,AB,355.1
osc,SN2011fe,,,,v,55806.83,10.66,0.02,0.19770891324708303,0.0036419327711582922,,AB,545.0
osc,SN2011fe,,,,v,55807.0237,10.718,0.028,0.1874244516558417,0.004833480382587634,,AB,545.0
osc,SN2011fe,,,,uvw2,55807.0345,13.102,0.036,0.02085577096905129,0.0006915194976417911,,AB,550.0
osc,SN2011fe,,,,uvm2,55807.0864,13.862,0.055,0.0103568157211577,0.0005246438887893302,,AB,550.0
osc,SN2011fe,,,,uvw1,55807.0872,11.392,0.029,0.10074563739925789,0.0026909146731726903,,AB,550.0
osc,SN2011fe,,,,uvw2,55807.1008,13.054,0.033,0.021798481879579393,0.0006625457444208286,,AB,550.0
osc,SN2011fe,,,,g,55807.136,10.4748479,,0.23446989497993354,,,AB,468.6
osc,SN2011fe,,,,g,55807.148,10.486806,,0.2319016554580973,,,AB,468.6
osc,SN2011fe,,,,b,55807.15,10.469,0.016,0.23573618391330084,0.003473936786931644,,AB,438.0
osc,SN2011fe,,,,i,55807.15,10.472,0.02,0.23508571982893697,0.004330438992431081,,AB,763.0
osc,SN2011fe,,,,r,55807.15,10.449,0.018,0.24011884678682968,0.003980837355539582,,AB,623.0
osc,SN2011fe,,,,v,55807.15,10.577,0.017,0.21341564281242567,0.0033415722087111067,,AB,545.0
osc,SN2011fe,,,,uvm2,55807.1526,13.758,0.053,0.011397936914738848,0.0005563880561722014,,AB,550.0
osc,SN2011fe,,,,uvw1,55807.1537,11.378,0.029,0.10205311113414187,0.0027258372797372217,,AB,550.0
osc,SN2011fe,,,,uvw2,55807.1708,13.042,0.033,0.022040743928243314,0.0006699090869812716,,AB,550.0
osc,SN2011fe,,,,uvm2,55807.2865,13.767,0.052,0.011303846435238137,0.000541383820541683,,AB,550.0
osc,SN2011fe,,,,uvw1,55807.2876,11.326,0.029,0.10705975591750445,0.0028595646972086317,,AB,550.0
osc,SN2011fe,,,,uvw2,55807.3048,12.998,0.032,0.02295230196361128,0.0006764752428967591,,AB,550.0
osc,SN2011fe,,,,uvm2,55807.4205,13.708,0.051,0.011935105132306228,0.000560624541283687,,AB,550.0
osc,SN2011fe,,,,uvw1,55807.4217,11.373,0.029,0.10252416689239498,0.0027384191729535236,,AB,550.0
osc,SN2011fe,,,,uvw2,55807.4355,12.973,0.033,0.023486929756075203,0.0007138646372422891,,AB,550.0
osc,SN2011fe,,,,g,55807.632951,10.603,0.038,0.20836570937415413,0.0072926525997000675,,AB,468.6
osc,SN2011fe,,,,g,55807.635069,10.59,0.066,0.2108755600019885,0.012818755512746048,,AB,468.6
osc,SN2011fe,,,,g,55807.637188,10.598,0.037,0.20932748178983415,0.007133516219024171,,AB,468.6
osc,SN2011fe,,,,g,55807.639294,10.578,0.06,0.21321917023418005,0.011782926790122787,,AB,468.6
osc,SN2011fe,,,,g,55807.641412,10.593,0.046,0.2102936935452805,0.008909631879907589,,AB,468.6
osc,SN2011fe,,,,g,55807.643519,10.596,0.05,0.20971343262585485,0.009657660475298093,,AB,468.6
osc,SN2011fe,,,,r,55807.645729,10.577,0.004,0.21341564281242567,0.0007862522844026133,,AB,623.0
osc,SN2011fe,,,,g,55807.64691,10.575,0.054,0.2138091312596146,0.010633976317102951,,AB,468.6
osc,SN2011fe,,,,g,55807.649028,10.584,0.054,0.21204412730913355,0.010546192366537161,,AB,468.6
osc,SN2011fe,,,,g,55807.651134,10.593,0.037,0.2102936935452805,0.007166443033838712,,AB,468.6
osc,SN2011fe,,,,g,55807.653252,10.597,0.056,0.20952036833938661,0.01080662188069841,,AB,468.6
osc,SN2011fe,,,,g,55807.655359,10.587,0.052,0.21145903643837616,0.010127570441703307,,AB,468.6
osc,SN2011fe,,,,g,55807.657477,10.59,0.053,0.2108755600019885,0.010293849123871827,,AB,468.6
osc,SN2011fe,,,,g,55807.659595,10.585,0.054,0.2118489173617963,0.010536483436218715,,AB,468.6
osc,SN2011fe,,,,g,55807.661701,10.578,0.051,0.21321917023418005,0.010015487771604369,,AB,468.6
osc,SN2011fe,,,,g,55807.663819,10.592,0.05,0.21048747041869323,0.009693306232962166,,AB,468.6
osc,SN2011fe,,,,r,55807.66603,10.579,0.006,0.2130228785305577,0.0011772079309707447,,AB,623.0
osc,SN2011fe,,,,g,55807.667199,10.571,0.056,0.21459828599317968,0.011068530240543295,,AB,468.6
osc,SN2011fe,,,,g,55807.669317,10.58,0.048,0.21282676753504373,0.009408993452472977,,AB,468.6
osc,SN2011fe,,,,g,55807.671424,10.572,0.051,0.21440072466177704,0.010070988615679906,,AB,468.6
osc,SN2011fe,,,,g,55807.673542,10.582,0.06,0.21243508700304709,0.011739596749490626,,AB,468.6
osc,SN2011fe,,,,g,55807.67566,10.586,0.046,0.21165388712669253,0.008967259970847866,,AB,468.6
osc,SN2011fe,,,,g,55807.677766,10.603,0.037,0.20836570937415413,0.007100740689181644,,AB,468.6
osc,SN2011fe,,,,g,55807.679884,10.602,0.054,0.20855770969051288,0.010372792464626865,,AB,468.6
osc,SN2011fe,,,,g,55807.681991,10.597,0.047,0.20952036833938661,0.009069843364157594,,AB,468.6
osc,SN2011fe,,,,g,55807.684109,10.595,0.037,0.20990667481301603,0.007153254109097113,,AB,468.6
osc,SN2011fe,,,,r,55807.686319,10.591,0.009,0.21068142584941849,0.0017464028779137653,,AB,623.0
osc,SN2011fe,,,,g,55807.6875,10.593,0.056,0.2102936935452805,0.010846508375539674,,AB,468.6
osc,SN2011fe,,,,uvw2,55807.693,12.969,0.04,0.023573618391330084,0.000868484196732911,,AB,550.0
osc,SN2011fe,,,,uvw2,55807.6938,13.014,0.033,0.02261654437175766,0.0006874100366159082,,AB,550.0
osc,SN2011fe,,,,uvm2,55807.6949,13.628,0.073,0.012847725495942562,0.0008638230512104369,,AB,550.0
osc,SN2011fe,,,,uvm2,55807.6957,13.684,0.049,0.012201865933147987,0.0005506783582458174,,AB,550.0
osc,SN2011fe,,,,uvw1,55807.6969,11.243,0.029,0.115564980117621,0.0030867391256954543,,AB,550.0
osc,SN2011fe,,,,uvw1,55807.6979,11.252,0.029,0.11461098603306905,0.0030612579560238863,,AB,550.0
osc,SN2011fe,,,,uvw2,55807.7012,12.943,0.031,0.024144946582196968,0.0006893878464841732,,AB,550.0
osc,SN2011fe,,,,b,55807.77,10.45,0.06,0.23989779097155828,0.01325724185599948,,AB,438.0
osc,SN2011fe,,,,i,55807.77,10.44,0.02,0.24211753790146612,0.004459969868194695,,AB,763.0
osc,SN2011fe,,,,r,55807.77,10.37,0.02,0.258241626807524,0.0047569865622202915,,AB,623.0
osc,SN2011fe,,,,u,55807.77,9.91,0.03,0.3944811439353561,0.010899916817913474,,AB,355.1
osc,SN2011fe,,,,v,55807.77,10.49,0.02,0.23122045364166388,0.00425923815800493,,AB,545.0
osc,SN2011fe,,,,b,55807.7834,10.399,0.011,0.25143529939554915,0.00254738515785902,,AB,438.0
osc,SN2011fe,,,,ic,55807.7834,10.304,0.016,0.27442662776737214,0.004044100238193774,,AB,550.0
osc,SN2011fe,,,,rc,55807.7834,10.343,0.01,0.26474407474420897,0.0024383830398580684,,AB,550.0
osc,SN2011fe,,,,v,55807.7834,10.411,0.007,0.24867163447859839,0.0016032452760824777,,AB,545.0
osc,SN2011fe,,,,i,55807.8,10.42,0.02,0.24661883900329964,0.004542886898723971,,AB,763.0
osc,SN2011fe,,,,r,55807.8,10.38,0.02,0.255874053341971,0.004713374247273487,,AB,623.0
osc,SN2011fe,,,,v,55807.8,10.5,0.01,0.22910061178075805,0.0021100946139287584,,AB,545.0
osc,SN2011fe,,,,uvw2,55807.8228,12.901,0.031,0.025097256478293153,0.0007165782511603792,,AB,550.0
osc,SN2011fe,,,,uvm2,55807.8277,13.579,0.037,0.013440834975116741,0.00045804026051623277,,AB,550.0
osc,SN2011fe,,,,uvw1,55807.8318,11.245,0.028,0.1153522975052931,0.0029748149835969843,,AB,550.0
osc,SN2011fe,,,,v,55807.8384,10.605,0.028,0.20798223885095457,0.0053636441912002335,,AB,545.0
osc,SN2011fe,,,,b,55807.86,10.49,0.01,0.23122045364166388,0.002129619079002465,,AB,438.0
osc,SN2011fe,,,,i,55807.86,10.42,0.02,0.24661883900329964,0.004542886898723971,,AB,763.0
osc,SN2011fe,,,,r,55807.86,10.39,0.02,0.2535281859204206,0.004670161772433468,,AB,623.0
osc,SN2011fe,,,,v,55807.86,10.51,0.02,0.22700020474685167,0.004181498300453577,,AB,545.0
osc,SN2011fe,,,,uvm2,55808.0237,13.498,0.047,0.014481923496667692,0.0006269021898325761,,AB,550.0
osc,SN2011fe,,,,uvw1,55808.0246,11.228,0.029,0.11717264913368895,0.003129679944341506,,AB,550.0
osc,SN2011fe,,,,b,55808.04,10.346,0.045,0.264013569527273,0.010942446771749628,,AB,438.0
osc,SN2011fe,,,,i,55808.04,10.402,0.025,0.2507415169261671,0.005773536790689066,,AB,763.0
osc,SN2011fe,,,,r,55808.04,10.336,0.011,0.2664564570088074,0.0026995701296981503,,AB,623.0
osc,SN2011fe,,,,v,55808.04,10.466,0.029,0.23638844778169818,0.006313932385810421,,AB,545.0
osc,SN2011fe,,,,uvw2,55808.0416,12.869,0.032,0.02584795857029337,0.0007618191883300507,,AB,550.0
osc,SN2011fe,,,,uvm2,55808.0897,13.501,0.047,0.01444196369520356,0.0006251723859809743,,AB,550.0
osc,SN2011fe,,,,uvw1,55808.0906,11.212,0.029,0.11891215477423074,0.003176142117523756,,AB,550.0
osc,SN2011fe,,,,uvw2,55808.1023,12.851,0.032,0.026280053736176114,0.0007745543676928206,,AB,550.0
osc,SN2011fe,,,,b,55808.14,10.326,0.016,0.26892194824990656,0.003962980283002568,,AB,438.0
osc,SN2011fe,,,,i,55808.14,10.367,0.013,0.2589561615034131,0.0031005967055269317,,AB,763.0
osc,SN2011fe,,,,r,55808.14,10.303,0.015,0.2746795004665641,0.0037948375387521693,,AB,623.0
osc,SN2011fe,,,,v,55808.14,10.423,0.017,0.24593834653652516,0.0038507989996081258,,AB,545.0
osc,SN2011fe,,,,uvm2,55808.2228,13.505,0.046,0.014388855423814973,0.000609620777675861,,AB,550.0
osc,SN2011fe,,,,uvw1,55808.2238,11.2,0.029,0.12023371021032896,0.003211440846145766,,AB,550.0
osc,SN2011fe,,,,uvw2,55808.2336,12.854,0.033,0.026207539492470445,0.0007965551848242806,,AB,550.0
osc,SN2011fe,,,,g,55808.649502,10.429,0.055,0.24458298944655021,0.012389809200990027,,AB,468.6
osc,SN2011fe,,,,r,55808.650266,10.435,0.006,0.24323510167914053,0.001344166846126272,,AB,623.0
osc,SN2011fe,,,,g,55808.652326,10.454,0.033,0.2390156008998112,0.0072646696270489385,,AB,468.6
osc,SN2011fe,,,,g,55808.654583,10.439,0.06,0.2423406391210128,0.013392238633600652,,AB,468.6
osc,SN2011fe,,,,r,55808.655208,10.433,0.011,0.24368357022249645,0.0024688494872883078,,AB,623.0
osc,SN2011fe,,,,g,55808.656991,10.443,0.046,0.2414494658219697,0.010229626109119988,,AB,468.6
osc,SN2011fe,,,,g,55808.659005,10.431,0.054,0.2441328656367814,0.0121421526579037,,AB,468.6
osc,SN2011fe,,,,g,55808.66103,10.436,0.047,0.2430111770084043,0.010519613575877197,,AB,468.6
osc,SN2011fe,,,,g,55808.673368,10.437,0.052,0.24278745848496264,0.011628006679606425,,AB,468.6
osc,SN2011fe,,,,r,55808.681852,10.426,0.008,0.24525973174462432,0.00180714048712605,,AB,623.0
osc,SN2011fe,,,,g,55808.682963,10.443,0.057,0.2414494658219697,0.012675841048257377,,AB,468.6
osc,SN2011fe,,,,uvw2,55808.7598,12.833,0.032,0.026719372150729406,0.0007875024385079014,,AB,550.0
osc,SN2011fe,,,,uvm2,55808.7609,13.302,0.06,0.017347074710471706,0.0009586347752492679,,AB,550.0
osc,SN2011fe,,,,uvm2,55808.7617,13.364,0.043,0.016384238035532853,0.0006488889588837647,,AB,550.0
osc,SN2011fe,,,,uvw1,55808.7639,11.096,0.029,0.13232023055143524,0.003534271648283534,,AB,550.0
osc,SN2011fe,,,,uvw2,55808.7678,12.783,0.03,0.02797861736502496,0.0007730777672074899,,AB,550.0
osc,SN2011fe,,,,uvm2,55808.7718,13.406,0.037,0.015762541714473676,0.0005371599849757697,,AB,550.0
osc,SN2011fe,,,,b,55808.7892,10.212,0.011,0.298693828118957,0.003026179006382559,,AB,438.0
osc,SN2011fe,,,,ic,55808.7892,10.256,0.016,0.28683110691703473,0.004226899398362532,,AB,550.0
osc,SN2011fe,,,,rc,55808.7892,10.13,0.01,0.3221263479709833,0.002966893307594396,,AB,550.0
osc,SN2011fe,,,,v,55808.7892,10.289,0.007,0.2782442824426603,0.001793907183497225,,AB,545.0
osc,SN2011fe,,,,b,55808.81,10.31,0.05,0.27291427281801006,0.012568166725121205,,AB,438.0
osc,SN2011fe,,,,i,55808.81,10.35,0.02,0.2630426971032291,0.004845425545366748,,AB,763.0
osc,SN2011fe,,,,r,55808.81,10.29,0.03,0.2779881279694774,0.007681095833902079,,AB,623.0
osc,SN2011fe,,,,u,55808.81,9.79,0.03,0.4405814916038333,0.012173716497792817,,AB,355.1
osc,SN2011fe,,,,v,55808.81,10.37,0.02,0.258241626807524,0.0047569865622202915,,AB,545.0
osc,SN2011fe,,,,uvw2,55808.9014,12.75,0.032,0.028842058202838625,0.0008500645538447727,,AB,550.0
osc,SN2011fe,,,,uvm2,55808.903,13.347,0.039,0.016642794432180634,0.0005978146256987336,,AB,550.0
osc,SN2011fe,,,,b,55809.06,10.36,0.02,0.26063110716063137,0.004801002416948828,,AB,438.0
osc,SN2011fe,,,,i,55809.06,10.28,0.02,0.28056032044824947,0.005168112092398175,,AB,763.0
osc,SN2011fe,,,,v,55809.06,10.3,0.01,0.2754395174930966,0.002536891708004308,,AB,545.0
osc,SN2011fe,,,,b,55809.14,10.175,0.026,0.3090482216712827,0.007400742213660797,,AB,438.0
osc,SN2011fe,,,,i,55809.14,10.285,0.015,0.279271262868068,0.0038582750806898103,,AB,763.0
osc,SN2011fe,,,,r,55809.14,10.202,0.016,0.3014576080823508,0.0044424434850563995,,AB,623.0
osc,SN2011fe,,,,v,55809.14,10.301,0.017,0.2751859451146174,0.004308745574152292,,AB,545.0
osc,SN2011fe,,,,uvw2,55809.3615,12.787,0.03,0.027875729971353368,0.0007702348834603873,,AB,550.0
osc,SN2011fe,,,,uvm2,55809.3682,13.363,0.034,0.016399335427976048,0.0005135477679639483,,AB,550.0
osc,SN2011fe,,,,uvw1,55809.3739,11.16,0.028,0.12474589088244437,0.003217065922091597,,AB,550.0
osc,SN2011fe,,,,uvw2,55809.6401,12.696,0.031,0.030312813597705726,0.0008654931256881268,,AB,550.0
osc,SN2011fe,,,,uvm2,55809.6429,13.25,0.036,0.018198108453006227,0.0006033987827219675,,AB,550.0
osc,SN2011fe,,,,g,55809.657824,10.309,0.055,0.27316575194515336,0.013837722543599228,,AB,468.6
osc,SN2011fe,,,,r,55809.658588,10.316,0.015,0.27141025240058325,0.0037496712075800066,,AB,623.0
osc,SN2011fe,,,,g,55809.66044,10.319,0.046,0.2706613532779113,0.011467262670454573,,AB,468.6
osc,SN2011fe,,,,r,55809.661296,10.33,0.009,0.2679330259598762,0.002220978929385592,,AB,623.0
osc,SN2011fe,,,,uvw2,55809.7605,12.603,0.035,0.03302373943294278,0.001064559581864992,,AB,550.0
osc,SN2011fe,,,,uvw2,55809.7613,12.679,0.032,0.030791174070684702,0.0009075110196600755,,AB,550.0
osc,SN2011fe,,,,uvm2,55809.7624,13.216,0.058,0.018777001843564903,0.0010030669532378512,,AB,550.0
osc,SN2011fe,,,,uvm2,55809.7632,13.198,0.04,0.019090893236740552,0.0007033344988617544,,AB,550.0
osc,SN2011fe,,,,uvw1,55809.7651,10.991,0.029,0.14575593539998905,0.003893139151182049,,AB,550.0
osc,SN2011fe,,,,uvw2,55810.1104,12.661,0.03,0.031305903983749786,0.0008650140940282222,,AB,550.0
osc,SN2011fe,,,,uvm2,55810.1145,13.191,0.034,0.01921437440256276,0.0006017011561594446,,AB,550.0
osc,SN2011fe,,,,b,55810.14,10.097,0.016,0.33206740546303903,0.004893526129205782,,AB,438.0
osc,SN2011fe,,,,i,55810.14,10.219,0.015,0.29677427240783755,0.004100088093782646,,AB,763.0
osc,SN2011fe,,,,r,55810.14,10.118,0.016,0.3257063674154191,0.004799786408345509,,AB,623.0
osc,SN2011fe,,,,v,55810.14,10.229,0.018,0.294053429523994,0.0048749979122332115,,AB,545.0
osc,SN2011fe,,,,uvw2,55810.2983,12.619,0.03,0.032540651887145194,0.0008991314394197892,,AB,550.0
osc,SN2011fe,,,,uvm2,55810.3032,13.173,0.034,0.019535577265536643,0.0006117596743273496,,AB,550.0
osc,SN2011fe,,,,g,55810.631505,10.248,0.045,0.2889523620116344,0.011976073224361351,,AB,468.6
osc,SN2011fe,,,,r,55810.632315,10.248,0.018,0.2889523620116344,0.0047904292897445406,,AB,623.0
osc,SN2011fe,,,,g,55810.634213,10.213,0.066,0.2984188475892119,0.01814035845408287,,AB,468.6
osc,SN2011fe,,,,g,55810.638623,10.221,0.04,0.29622809719573473,0.010913446411662243,,AB,468.6
osc,SN2011fe,,,,g,55810.640787,10.262,0.043,0.2852503913439653,0.011297188740724516,,AB,468.6
osc,SN2011fe,,,,g,55810.64294,10.215,0.057,0.2978696457461568,0.015637840695671815,,AB,468.6
osc,SN2011fe,,,,g,55810.645093,10.231,0.046,0.2935122616763333,0.012435400033582827,,AB,468.6
osc,SN2011fe,,,,g,55810.64728,10.223,0.064,0.29568292714947625,0.017429378567865052,,AB,468.6
osc,SN2011fe,,,,g,55810.649456,10.228,0.042,0.2943243875029463,0.011385476712437309,,AB,468.6
osc,SN2011fe,,,,g,55810.651632,10.223,0.046,0.29568292714947625,0.012527365845653005,,AB,468.6
osc,SN2011fe,,,,r,55810.653924,10.251,0.008,0.28815505915188416,0.0021232049397566276,,AB,623.0
osc,SN2011fe,,,,g,55810.655162,10.235,0.055,0.2924329119993809,0.014813736605153512,,AB,468.6
osc,SN2011fe,,,,g,55810.657326,10.234,0.042,0.2927023767389786,0.011322731773300069,,AB,468.6
osc,SN2011fe,,,,g,55810.659456,10.243,0.039,0.2902861055151268,0.010427171964493873,,AB,468.6
osc,SN2011fe,,,,g,55810.661644,10.219,0.062,0.29677427240783755,0.016947030787634935,,AB,468.6
osc,SN2011fe,,,,g,55810.663854,10.236,0.047,0.29216369533172126,0.012647357268195662,,AB,468.6
osc,SN2011fe,,,,g,55810.666065,10.237,0.056,0.29189472650762227,0.015055318789952563,,AB,468.6
osc,SN2011fe,,,,g,55810.668287,10.247,0.052,0.28921861956949013,0.0138517700263701,,AB,468.6
osc,SN2011fe,,,,g,55810.67044,10.208,0.059,0.29979628640480327,0.016291232456251897,,AB,468.6
osc,SN2011fe,,,,g,55810.672546,10.244,0.038,0.290018865219018,0.010150455359253475,,AB,468.6
osc,SN2011fe,,,,g,55810.674769,10.231,0.052,0.2935122616763333,0.014057408733615369,,AB,468.6
osc,SN2011fe,,,,r,55810.677014,10.256,0.009,0.28683110691703473,0.002377630911578924,,AB,623.0
osc,SN2011fe,,,,g,55810.678241,10.238,0.054,0.2916260052989166,0.014504263758662862,,AB,468.6
osc,SN2011fe,,,,g,55810.680428,10.243,0.06,0.2902861055151268,0.016041803022298264,,AB,468.6
osc,SN2011fe,,,,b,55810.7878,10.006,0.011,0.36109896939090447,0.0036584288576660437,,AB,438.0
osc,SN2011fe,,,,ic,55810.7878,10.172,0.016,0.3099033343028792,0.004566904306143744,,AB,550.0
osc,SN2011fe,,,,rc,55810.7878,10.104,0.01,0.3299333744767029,0.0030387986790051135,,AB,550.0
osc,SN2011fe,,,,v,55810.7878,10.12,0.007,0.32510694637105747,0.002096041943359873,,AB,545.0
osc,SN2011fe,,,,b,55810.81,10.07,0.03,0.3404287647147868,0.009406394386303746,,AB,438.0
osc,SN2011fe,,,,i,55810.81,10.21,0.02,0.29924454956122076,0.00551228831183508,,AB,763.0
osc,SN2011fe,,,,r,55810.81,10.11,0.01,0.32811512390856795,0.003022051972391052,,AB,623.0
osc,SN2011fe,,,,u,55810.81,9.48,0.05,0.5861735919836968,0.02699429149616869,,AB,355.1
osc,SN2011fe,,,,v,55810.81,10.13,0.01,0.3221263479709833,0.002966893307594396,,AB,545.0
osc,SN2011fe,,,,b,55810.8228,10.049,0.011,0.34707733085133174,0.0035163703877915315,,AB,438.0
osc,SN2011fe,,,,ic,55810.8228,10.223,0.016,0.29568292714947625,0.004357344641966263,,AB,550.0
osc,SN2011fe,,,,rc,55810.8228,10.077,0.01,0.33824099945812613,0.003115314732766754,,AB,550.0
osc,SN2011fe,,,,v,55810.8228,10.187,0.007,0.30565130115164124,0.001970606763120809,,AB,545.0
osc,SN2011fe,,,,uvw2,55811.0317,12.632,0.035,0.03215335154959863,0.0010365015915506394,,AB,550.0
osc,SN2011fe,,,,uvw2,55811.0327,12.586,0.031,0.03354488048650274,0.000957775277755652,,AB,550.0
osc,SN2011fe,,,,uvm2,55811.0366,13.028,0.049,0.02232678801439343,0.0010076228534250569,,AB,550.0
osc,SN2011fe,,,,uvm2,55811.0377,13.113,0.038,0.020645540106815408,0.0007225793158788107,,AB,550.0
osc,SN2011fe,,,,uvw1,55811.0401,10.97,0.028,0.14860254554796667,0.0038323040689888285,,AB,550.0
osc,SN2011fe,,,,b,55811.06,10.17,0.03,0.31047472344842814,0.008578733639565595,,AB,438.0
osc,SN2011fe,,,,i,55811.06,10.22,0.02,0.2965010590403049,0.005461751348825229,,AB,763.0
osc,SN2011fe,,,,v,55811.06,10.08,0.03,0.33730769503979485,0.009320156044209759,,AB,545.0
osc,SN2011fe,,,,b,55811.14,10.028,0.017,0.3538557433353455,0.005540524125785198,,AB,438.0
osc,SN2011fe,,,,i,55811.14,10.194,0.013,0.3036870332441596,0.0036361792255546637,,AB,763.0
osc,SN2011fe,,,,r,55811.14,10.067,0.015,0.34137070489257576,0.004716210577623088,,AB,623.0
osc,SN2011fe,,,,v,55811.14,10.133,0.017,0.3212375085212901,0.00502980154933536,,AB,545.0
osc,SN2011fe,,,,uvw1,55811.1665,11.177,0.028,0.12280788412675148,0.0031670867568748587,,AB,550.0
osc,SN2011fe,,,,uvw2,55811.184,12.551,0.03,0.03464385792733866,0.0009572451699275233,,AB,550.0
osc,SN2011fe,,,,uvw2,55811.251,12.556,0.031,0.03448468385882956,0.0009846085954754215,,AB,550.0
osc,SN2011fe,,,,uvw2,55811.3174,12.561,0.031,0.03432624112873372,0.000980084729907113,,AB,550.0
osc,SN2011fe,,,,uvw2,55811.4514,12.57,0.031,0.034042876471478675,0.0009719940865847203,,AB,550.0
osc,SN2011fe,,,,g,55811.629479,10.194,0.057,0.3036870332441596,0.015943247373585833,,AB,468.6
osc,SN2011fe,,,,g,55811.631736,10.202,0.045,0.3014576080823508,0.012494372301721122,,AB,468.6
osc,SN2011fe,,,,g,55811.633912,10.153,0.065,0.3153742632116406,0.01888057800681271,,AB,468.6
osc,SN2011fe,,,,uvw2,55811.6342,12.544,0.034,0.034867936702092574,0.0010918949213222975,,AB,550.0
