snid,z,alpha,mu_obs,mu_qfd,mu_lcdm,residual_qfd,residual_lcdm,residual_ln_A,chi2_per_obs
1246447,0.367399,21.6736,18.1799,42.1723,41.4673,-23.9923,-23.2873,22.097740,-12.38
1367403,0.662808,19.4496,21.8759,42.8268,43.0021,-20.9510,-21.1262,19.296544,-12.52
1250858,0.857071,20.8771,20.8842,42.8651,43.6868,-21.9809,-22.8026,20.245179,-12.11
1332059,0.578834,22.3378,18.4459,42.7345,42.6444,-24.2886,-24.1985,22.370603,-12.29
1332594,0.613023,20.3567,20.7214,42.7788,42.7956,-22.0575,-22.0742,20.315665,-12.42
1318657,0.215576,22.0775,16.5837,41.2191,40.1387,-24.6354,-23.5550,22.690066,-11.36
1904182,0.766573,21.2925,20.1908,42.8732,43.3887,-22.6824,-23.1979,20.891293,-12.19
1294254,0.051339,19.4321,16.3402,38.1825,36.7941,-21.8423,-20.4539,20.117471,-7.61
1291912,0.872549,22.0959,19.5996,42.8598,43.7347,-23.2602,-24.1350,21.423424,-10.82
1248454,1.233331,25.2796,16.8945,42.4995,44.6636,-25.6050,-27.7692,23.583091,-12.19
1277856,1.422075,28.7975,13.3842,42.1781,45.0460,-28.7939,-31.6618,26.520168,-11.87
1295349,0.428070,22.0038,18.1533,42.3964,41.8587,-24.2431,-23.7054,22.328736,-11.70
1293118,0.951608,21.4552,20.4837,42.8176,43.9671,-22.3339,-23.4834,20.570268,-11.50
1589058,0.150274,20.9123,17.0652,40.4880,39.2703,-23.4228,-22.2051,21.573211,-11.83
1339909,0.751527,23.0836,18.2031,42.8705,43.3358,-24.6673,-25.1327,22.719455,-10.77
1246716,0.579806,22.6899,18.0673,42.7359,42.6489,-24.6686,-24.5816,22.720609,-12.15
1253847,1.078838,22.0362,20.1254,42.7025,44.3040,-22.5771,-24.1787,20.794321,-11.51
1373175,0.435626,17.6102,22.9616,42.4201,41.9039,-19.4585,-18.9422,17.921951,-10.77
1938038,0.430336,18.1367,22.3635,42.4036,41.8724,-20.0402,-19.5089,18.457677,-12.13
1303753,0.652415,22.3131,18.7326,42.8183,42.9602,-24.0857,-24.2276,22.183795,-12.32
1770529,0.981472,26.3461,15.2406,42.7955,44.0500,-27.5549,-28.8095,25.378981,-11.14
1317277,0.237103,23.4630,15.2861,41.4033,40.3717,-26.1172,-25.0856,24.054827,-7.64
1337541,1.054787,22.1685,19.9327,42.7282,44.2435,-22.7955,-24.3108,20.995472,-11.47
1595116,0.243687,21.0106,18.0083,41.4554,40.4391,-23.4472,-22.4308,21.595658,-12.08
1332037,0.828377,22.1377,19.4415,42.8720,43.5957,-23.4304,-24.1542,21.580225,-11.21
1260568,0.538055,21.2849,19.4304,42.6678,42.4528,-23.2374,-23.0223,21.402435,-12.00
1267268,1.008640,25.3687,16.3611,42.7726,44.1233,-26.4116,-27.7623,24.325938,-11.86
1443060,0.134348,22.2484,15.3714,40.2536,39.0052,-24.8823,-23.6338,22.917410,-8.59
1292902,0.673131,20.9578,20.2719,42.8345,43.0430,-22.5626,-22.7711,20.780910,-12.43
1516060,0.349572,19.5337,20.3953,42.0934,41.3409,-21.6981,-20.9456,19.984669,-11.73
1335472,0.505970,22.2413,18.2585,42.6036,42.2921,-24.3451,-24.0336,22.422653,-12.21
1303257,0.771590,20.9073,20.6232,42.8738,43.4061,-22.2506,-22.7829,20.493568,-12.00
1266276,0.494394,26.1391,13.9762,42.5777,42.2318,-28.6014,-28.2556,26.342886,-11.66
1435067,0.391357,22.0614,17.8960,42.2685,41.6285,-24.3724,-23.7325,22.447836,-11.93
1316831,0.438475,22.3425,17.8377,42.4288,41.9207,-24.5912,-24.0830,22.649291,-12.20
1248032,0.219516,21.1198,17.6629,41.2545,40.1829,-23.5916,-22.5200,21.728649,-10.09
1931123,0.691214,19.8254,21.5590,42.8463,43.1134,-21.2873,-21.5544,19.606290,-11.75
1273248,0.256773,22.5110,16.4928,41.5538,40.5682,-25.0610,-24.0754,23.082024,-11.76
1596033,0.469373,20.4262,20.0662,42.5161,42.0969,-22.4499,-22.0307,20.677103,-12.13
1702112,0.475474,22.6144,17.7185,42.5318,42.1304,-24.8133,-24.4119,22.853926,-11.85
1296781,0.613777,21.5335,19.4464,42.7797,42.7989,-23.3333,-23.3524,21.490741,-12.18
1250410,1.281294,26.9699,15.1421,42.4247,44.7661,-27.2826,-29.6241,25.128216,-12.19
1249305,0.661057,24.8666,15.9887,42.8255,42.9951,-26.8367,-27.0063,24.717534,-11.47
1273190,0.340909,24.1748,15.3018,42.0526,41.2773,-26.7508,-25.9755,24.638362,-6.81
1376168,0.492393,25.3851,14.7861,42.5730,42.2213,-27.7869,-27.4352,25.592679,-11.75
1770627,0.597625,25.3615,15.2323,42.7601,42.7285,-27.5278,-27.4962,25.354012,-10.92
1847100,0.378896,22.5665,17.2774,42.2198,41.5458,-24.9424,-24.2684,22.972772,-11.83
1900620,0.415188,19.4785,20.8287,42.3540,41.7801,-21.5253,-20.9514,19.825513,-11.85
1703124,0.478965,19.3292,21.3012,42.5406,42.1494,-21.2394,-20.8482,19.562226,-12.23
1367308,0.810721,25.5048,15.7390,42.8743,43.5381,-27.1353,-27.7991,24.992526,-11.59
1381027,0.219825,18.8136,20.1698,41.2572,40.1863,-21.0874,-20.0165,19.422259,-11.09
1252790,0.234897,19.4284,19.6464,41.3854,40.3487,-21.7390,-20.7024,20.022394,-11.69
1303140,0.495922,21.4538,19.0700,42.5812,42.2399,-23.5111,-23.1698,21.654569,-12.23
1770550,0.493090,23.1954,17.1666,42.5746,42.2249,-25.4080,-25.0583,23.401649,-11.40
1295711,0.434627,20.8239,19.4674,42.4170,41.8979,-22.9496,-22.4305,21.137400,-12.03
1258591,0.597499,21.8742,19.0181,42.7599,42.7280,-23.7418,-23.7098,21.866995,-12.36
1246289,0.504567,24.0791,16.2571,42.6005,42.2849,-26.3434,-26.0278,24.263190,-11.06
1324342,0.112184,19.4539,18.0139,39.8717,38.5824,-21.8579,-20.5686,20.131829,-11.05
1290879,0.104469,16.6756,20.8757,39.7196,38.4166,-18.8439,-17.5410,17.355891,-11.83
1326273,0.569495,19.7472,21.2233,42.7206,42.6017,-21.4973,-21.3784,19.799725,-12.11
1635042,0.558332,25.3027,15.1485,42.7029,42.5497,-27.5545,-27.4012,25.378592,-11.34
1328901,0.562984,21.8725,18.8908,42.7104,42.5715,-23.8196,-23.6807,21.938701,-11.37
1333442,0.692087,22.0363,19.1613,42.8468,43.1167,-23.6855,-23.9554,21.815139,-12.17
1872085,0.380801,20.3979,19.6428,42.2274,41.5586,-22.5846,-21.9158,20.801187,-12.39
1897066,0.845039,26.6766,14.5567,42.8684,43.6490,-28.3117,-29.0922,26.076017,-10.67
1370807,0.339167,21.5542,18.1360,42.0442,41.2644,-23.9082,-23.1284,22.020257,-12.03
1326505,0.329250,24.8089,14.5378,41.9950,41.1894,-27.4572,-26.6516,25.289014,-11.00
1311903,0.719119,20.7613,20.6287,42.8602,43.2185,-22.2315,-22.5898,20.475942,-12.41
1296110,0.871749,22.1429,19.5466,42.8601,43.7322,-23.3135,-24.1856,21.472523,-11.15
1878612,0.644882,24.3609,16.4840,42.8117,42.9295,-26.3277,-26.4455,24.248738,-12.37
1246274,0.194681,17.8832,20.9162,41.0172,39.8910,-20.1010,-18.9748,18.513678,-8.27
1295467,0.370954,19.3439,20.7303,42.1872,41.4918,-21.4570,-20.7615,19.762593,-11.19
1366482,0.321540,22.3357,17.1716,41.9551,41.1296,-24.7835,-23.9580,22.826449,-11.65
1318126,0.372983,22.8420,16.9441,42.1957,41.5057,-25.2515,-24.5616,23.257502,-10.88
1337321,0.562576,25.0046,15.4885,42.7098,42.5696,-27.2212,-27.0811,25.071689,-11.35
1710023,0.633450,26.6883,13.9182,42.8008,42.8822,-28.8826,-28.9640,26.601895,-10.74
1303964,0.269572,18.4793,20.9758,41.6437,40.6887,-20.6680,-19.7130,19.035886,-11.83
1292800,0.600972,21.4709,19.4686,42.7643,42.7433,-23.2957,-23.2747,21.456161,-11.94
1650024,0.309936,21.7745,17.7011,41.8923,41.0372,-24.1912,-23.3361,22.280890,-11.40
1936171,0.473358,22.0846,18.2840,42.5264,42.1188,-24.2425,-23.8348,22.328127,-12.15
1294641,0.133821,18.1538,19.8085,40.2454,38.9959,-20.4369,-19.1875,18.823092,-11.32
1339602,0.966009,22.7258,19.1368,42.8073,44.0074,-23.6705,-24.8706,21.801363,-12.39
1329196,0.769326,21.8549,19.5880,42.8736,43.3982,-23.2856,-23.8103,21.446843,-12.45
1259291,1.023891,30.0000,11.3652,42.7587,44.1636,-31.3934,-32.7984,28.914432,-11.23
1366178,0.402161,20.0990,20.0858,42.3084,41.6983,-22.2226,-21.6125,20.467789,-12.26
1594053,0.319296,19.1793,20.5833,41.9432,41.1120,-21.3599,-20.5286,19.673176,-12.35
1278539,0.444648,20.2864,20.1005,42.4473,41.9568,-22.3468,-21.8563,20.582188,-11.19
1287639,0.204861,19.7155,19.0376,41.1187,40.0146,-22.0811,-20.9770,20.337452,-12.01
1770825,0.150055,15.9193,22.4832,40.4850,39.2668,-18.0018,-16.7837,16.580260,-12.28
1366187,0.462899,21.5145,18.8544,42.4989,42.0609,-23.6445,-23.2065,21.777386,-12.31
1514043,0.527055,21.9543,18.6588,42.6470,42.3987,-23.9882,-23.7399,22.093992,-10.75
1293771,0.764990,20.8704,20.6446,42.8730,43.3832,-22.2284,-22.7386,20.473075,-12.01
1374041,0.685188,25.8648,14.9828,42.8426,43.0901,-27.8598,-28.1073,25.659813,-10.22
1430209,0.264728,18.7490,20.6436,41.6104,40.6438,-20.9668,-20.0002,19.311144,-11.98
1590119,0.256708,21.8551,17.2044,41.5533,40.5676,-24.3489,-23.3632,22.426181,-10.68
1250014,0.356605,19.1800,20.8225,42.1253,41.3914,-21.3027,-20.5689,19.620543,-11.94
1290161,0.422412,22.0813,18.0403,42.3781,41.8245,-24.3378,-23.7842,22.415977,-11.40
1334530,0.657028,22.7597,18.2630,42.8222,42.9789,-24.5592,-24.7159,22.619861,-10.55
1249441,1.106231,29.7050,11.8535,42.6711,44.3714,-30.8176,-32.5179,28.384079,-11.63
1299132,0.838099,20.2514,21.5148,42.8701,43.6269,-21.3552,-22.1121,19.668878,-12.45
1266795,0.282112,20.0883,19.3276,41.7263,40.8019,-22.3987,-21.4743,20.629991,-12.06
1387140,1.054517,24.2735,17.6467,42.7285,44.2428,-25.0818,-26.5960,23.101166,-12.36
1333957,0.414749,21.6415,18.4781,42.3525,41.7774,-23.8744,-23.2993,21.989174,-12.23
1879187,0.591570,22.2743,18.5621,42.7522,42.7017,-24.1901,-24.1397,22.279913,-11.61
1246892,0.642240,23.4819,17.4294,42.8093,42.9186,-25.3799,-25.4892,23.375706,-11.75
1292212,0.430311,23.1293,16.9426,42.4035,41.8722,-25.4609,-24.9296,23.450357,-11.80
1278492,0.187322,20.6683,17.8087,40.9398,39.7979,-23.1311,-21.9892,21.304507,-11.71
1304193,0.453539,21.9914,18.2922,42.4730,42.0080,-24.1808,-23.7157,22.271315,-11.70
1370253,0.177555,18.8186,19.7007,40.8313,39.6689,-21.1307,-19.9682,19.462055,-12.05
1370181,0.693102,21.2230,20.0475,42.8474,43.1206,-22.7998,-23.0731,20.999426,-12.29
1302117,0.492376,21.9495,18.5162,42.5730,42.2212,-24.0568,-23.7050,22.157128,-11.57
1304678,0.218834,21.8773,16.8336,41.2484,40.1753,-24.4148,-23.3416,22.486852,-9.72
1313572,0.701297,22.1673,19.0477,42.8519,43.1518,-23.8041,-24.1041,21.924431,-11.48
1281646,0.693351,23.8856,17.1574,42.8475,43.1216,-25.6901,-25.9642,23.661457,-10.11
1273777,0.414224,23.0126,16.9866,42.3507,41.7741,-25.3641,-24.7875,23.361191,-10.63
1257912,1.286269,27.5174,14.5561,42.4167,44.7766,-27.8606,-30.2205,25.660518,-11.79
1774043,0.268426,21.1669,18.0485,41.6359,40.6782,-23.5874,-22.6297,21.724795,-11.86
1263062,0.508265,22.5044,17.9827,42.6086,42.3039,-24.6259,-24.3212,22.681251,-11.93
1265280,0.596593,20.1511,20.8857,42.7588,42.7240,-21.8731,-21.8383,20.145856,-10.84
1256822,0.465245,18.6888,21.9333,42.5052,42.0740,-20.5718,-20.1406,18.947362,-12.21
1305387,0.424675,20.7394,19.5088,42.3855,41.8382,-22.8767,-22.3294,21.070209,-11.94
1290127,0.452223,22.2359,18.0205,42.4693,42.0004,-24.4487,-23.9799,22.518124,-11.47
1872035,0.207683,21.3316,17.3126,41.1457,40.0478,-23.8331,-22.7352,21.951109,-10.37
1308884,0.076579,21.7521,14.6895,39.0508,37.7011,-24.3613,-23.0115,22.437559,-6.19
1291815,0.477645,20.6186,19.8953,42.5373,42.1422,-22.6420,-22.2469,20.854065,-11.21
1878522,0.383973,22.7725,17.0827,42.2399,41.5798,-25.1573,-24.4971,23.170691,-11.88
1645263,0.636297,20.5242,20.6205,42.8036,42.8940,-22.1831,-22.2735,20.431406,-11.45
1699050,0.633472,21.2582,19.8139,42.8008,42.8823,-22.9870,-23.0684,21.171775,-11.14
1305550,0.262541,19.0866,20.2590,41.5950,40.6232,-21.3360,-20.3642,19.651222,-12.51
1341118,0.121393,14.7581,23.2837,40.0395,38.7669,-16.7558,-15.4832,15.432671,-12.19
1263882,0.312884,21.1610,18.3878,41.9086,41.0610,-23.5208,-22.6732,21.663467,-12.10
1776364,0.076067,16.6563,20.2077,39.0363,37.6857,-18.8286,-17.4780,17.341783,-12.49
1904287,0.699045,20.8948,20.4223,42.8507,43.1433,-22.4284,-22.7210,20.657279,-12.43
1246341,0.449509,25.6355,14.3164,42.4615,41.9849,-28.1451,-27.6685,25.922597,-1.25
1316487,0.776272,20.5867,20.9844,42.8743,43.4222,-21.8899,-22.4378,20.161355,-11.68
1501046,0.204187,19.4945,19.2703,41.1121,40.0066,-21.8418,-20.7363,20.117079,-12.30
1921320,0.321433,17.6360,22.2735,41.9545,41.1288,-19.6810,-18.8553,18.126903,-11.98
1295345,0.142412,18.7718,19.2725,40.3759,39.1429,-21.1034,-19.8704,19.436942,-11.65
1368352,0.482469,20.9356,19.5728,42.5493,42.1683,-22.9764,-22.5955,21.162075,-12.01
1257228,1.024329,22.2650,19.7643,42.7583,44.1648,-22.9940,-24.4005,21.178238,-12.46
1948324,0.440288,22.0288,18.1873,42.4343,41.9313,-24.2471,-23.7441,22.332381,-11.40
1341413,0.514143,21.4318,19.1723,42.6210,42.3339,-23.4488,-23.1617,21.597106,-11.53
1291393,0.529690,20.1682,20.6089,42.6521,42.4118,-22.0433,-21.8029,20.302585,-10.81
1927070,1.024318,23.6420,18.2693,42.7583,44.1647,-24.4890,-25.8955,22.555231,-10.00
1791048,0.210944,21.9298,16.6969,41.1765,40.0857,-24.4795,-23.3888,22.546457,-3.70
1301142,0.711385,22.1358,19.1129,42.8568,43.1898,-23.7439,-24.0768,21.868934,-11.93
1773144,0.558735,22.5483,18.1406,42.7036,42.5516,-24.5629,-24.4110,22.623312,-12.15
1247134,0.585160,24.6061,16.0067,42.7434,42.6730,-26.7368,-26.6664,24.625492,-9.55
1291149,0.230567,19.3344,19.7080,41.3497,40.3031,-21.6417,-20.5951,19.932697,-11.70
1249308,0.228057,28.6979,9.5179,41.3286,40.2763,-31.8107,-30.7583,29.298699,-6.90
1254901,1.036010,24.8030,17.0334,42.7471,44.1952,-25.7137,-27.1618,23.683207,-12.02
1956251,0.264495,21.0541,18.1390,41.6087,40.6416,-23.4698,-22.5026,21.616481,-11.78
1912268,0.295346,19.1859,20.4069,41.8081,40.9163,-21.4011,-20.5094,19.711177,-12.17
1968046,0.272552,21.9534,17.2277,41.6638,40.7161,-24.4361,-23.4884,22.506514,-9.35
1946256,0.253239,19.3259,19.9209,41.5279,40.5339,-21.6070,-20.6131,19.900791,-12.15
1280283,0.941635,25.7695,15.7766,42.8243,43.9389,-27.0477,-28.1623,24.911818,-11.04
1297396,0.322543,18.3797,21.4735,41.9604,41.1375,-20.4869,-19.6640,18.869155,-12.14
1253474,0.446704,22.7612,17.4235,42.4534,41.9687,-25.0299,-24.5452,23.053353,-11.82
1322841,0.712838,21.7579,19.5277,42.8575,43.1952,-23.3298,-23.6675,21.487531,-11.86
1256764,0.556495,25.4366,14.9959,42.6999,42.5411,-27.7040,-27.5451,25.516321,-11.62
1248976,0.390355,20.3612,19.7365,42.2646,41.6220,-22.5282,-21.8855,20.749211,-11.49
1335085,1.302476,24.4600,17.9028,42.3901,44.8102,-24.4873,-26.9074,22.553614,-11.18
1699132,0.838852,20.6785,21.0531,42.8699,43.6293,-21.8168,-22.5762,20.094015,-11.89
1258357,0.837774,24.9660,16.3952,42.8701,43.6259,-26.4749,-27.2307,24.384309,-11.42
1251425,1.094130,26.4901,15.3201,42.6853,44.3418,-27.3652,-29.0218,25.204240,-11.65
1255398,1.109381,25.1440,16.8117,42.6674,44.3790,-25.8557,-27.5673,23.813958,-12.28
1291282,0.587744,22.9291,17.8370,42.7470,42.6846,-24.9100,-24.8476,22.942954,-10.81
1487055,0.581964,22.3946,18.3959,42.7390,42.6586,-24.3431,-24.2628,22.420814,-10.07
1310492,0.659706,21.6557,19.4705,42.8244,42.9896,-23.3539,-23.5192,21.509732,-11.22
1259102,0.474197,22.3822,17.9647,42.5286,42.1234,-24.5639,-24.1587,22.624178,-12.28
1334423,0.357905,22.1290,17.6286,42.1311,41.4007,-24.5025,-23.7721,22.567608,-11.96
1305687,0.627397,21.3468,19.6967,42.7946,42.8568,-23.0979,-23.1601,21.273952,-12.09
1368231,0.236541,19.3666,19.7286,41.3988,40.3659,-21.6702,-20.6373,19.959012,-11.12
1291133,0.120947,20.9922,16.5070,40.0317,38.7582,-23.5246,-22.2512,21.667003,-11.19
1341227,0.830362,20.9841,20.6992,42.8716,43.6021,-22.1724,-22.9029,20.421507,-12.20
1852019,0.605326,22.0431,18.8631,42.7697,42.7623,-23.9067,-23.8992,22.018845,-11.97
1328103,0.574722,23.3449,17.3369,42.7285,42.6257,-25.3916,-25.2888,23.386486,-11.06
1958044,0.815765,21.2178,20.4070,42.8738,43.5547,-22.4668,-23.1477,20.692659,-11.36
1256486,0.180084,22.0673,16.2042,40.8601,39.7029,-24.6559,-23.4987,22.708887,-7.33
1252843,0.450292,20.6165,19.7695,42.4638,41.9894,-22.6943,-22.2199,20.902205,-11.80
1299758,0.472407,21.5982,18.8077,42.5240,42.1136,-23.7163,-23.3059,21.843474,-12.20
1322229,0.526122,22.5157,18.0454,42.6452,42.3941,-24.5999,-24.3487,22.657304,-12.21
1304777,0.404761,21.8464,18.2027,42.3178,41.7148,-24.1151,-23.5121,22.210802,-12.23
1368331,0.120889,18.8795,18.7999,40.0306,38.7571,-21.2308,-19.9572,19.554247,-10.37
1574050,0.527950,25.2304,15.1054,42.6488,42.4032,-27.5433,-27.2977,25.368355,-11.82
1321261,0.589362,22.8425,17.9370,42.7492,42.6919,-24.8122,-24.7548,22.852847,-12.24
1265587,0.583519,21.4043,19.4770,42.7411,42.6657,-23.2642,-23.1887,21.427105,-11.77
1261963,0.279634,20.9219,18.4034,41.7104,40.7799,-23.3070,-22.3765,21.466566,-12.04
1248693,0.070728,13.7113,23.2472,38.8787,37.5196,-15.6315,-14.2724,14.397111,-12.10
1250271,1.343385,26.9124,15.3073,42.3206,44.8932,-27.0134,-29.5860,24.880236,-12.13
1773167,0.297787,18.2092,21.4852,41.8226,40.9369,-20.3373,-19.4517,18.731368,-12.30
1936086,0.266363,18.8212,20.5786,41.6217,40.6590,-21.0432,-20.0805,19.381467,-11.07
1285637,0.830266,22.4408,19.1174,42.8716,43.6018,-23.7542,-24.4844,21.878452,-10.16
1339392,0.181479,21.9817,16.3139,40.8757,39.7215,-24.5618,-23.4076,22.622257,-5.14
1296864,0.711726,30.0000,10.5755,42.8570,43.1910,-32.2814,-32.6155,29.732302,-9.98
1250187,0.650119,23.7176,17.1999,42.8164,42.9509,-25.6164,-25.7510,23.593608,-11.30
1847303,0.479635,22.1215,18.2725,42.5423,42.1530,-24.2698,-23.8805,22.353276,-12.43
1259511,0.327099,22.3050,17.2422,41.9840,41.1728,-24.7418,-23.9307,22.788077,-11.47
1370156,0.236704,21.1030,17.8448,41.4001,40.3676,-23.5553,-22.5228,21.695259,-11.92
1331883,0.618825,21.4459,19.5593,42.7854,42.8205,-23.2261,-23.2611,21.392009,-12.29
1249957,0.742705,26.6146,14.3437,42.8683,43.3044,-28.5245,-28.9607,26.272066,-9.37
1250275,0.383228,22.3667,17.5190,42.2370,41.5749,-24.7180,-24.0559,22.766143,-12.27
1432175,1.289120,27.1013,15.0126,42.4120,44.7825,-27.3994,-29.7699,25.235779,-12.03
1252918,0.835829,22.4243,19.1498,42.8705,43.6196,-23.7207,-24.4698,21.847591,-12.02
1293180,0.925692,22.2986,19.5080,42.8342,43.8931,-23.3261,-24.3851,21.484165,-10.10
1373063,0.066824,21.0655,15.1392,38.7555,37.3904,-23.6163,-22.2512,21.751441,-5.71
1254778,0.755525,25.6572,15.4204,42.8713,43.3500,-27.4509,-27.9296,25.283239,-12.23
1247576,1.309858,26.8789,15.2888,42.3778,44.8254,-27.0890,-29.5366,24.949937,-11.38
1249368,0.483253,22.8212,17.5292,42.5512,42.1725,-25.0220,-24.6434,23.046142,-11.49
1303699,0.795471,22.3213,19.1542,42.8750,43.4874,-23.7209,-24.3332,21.847715,-12.20
1501028,0.289611,21.1609,18.2200,41.7733,40.8673,-23.5533,-22.6473,21.693408,-12.41
1275051,0.674274,22.8595,18.2109,42.8353,43.0475,-24.6244,-24.8366,22.679953,-12.15
1792093,0.276586,24.6437,14.3387,41.6906,40.7526,-27.3519,-26.4139,25.192027,-10.56
1916143,0.453624,22.2437,18.0188,42.4732,42.0085,-24.4545,-23.9897,22.523425,-12.21
1255735,0.364634,22.9138,16.8170,42.1605,41.4481,-25.3435,-24.6311,23.342187,-12.36
1298281,0.235074,21.5322,17.3638,41.3869,40.3506,-24.0231,-22.9868,22.126059,-10.85
1324562,0.352987,22.2665,17.4493,42.1090,41.3656,-24.6597,-23.9162,22.712397,-11.52
1279498,0.781744,26.4811,14.5999,42.8747,43.4410,-28.2748,-28.8411,26.042061,-9.34
1879668,0.332158,17.7423,22.2293,42.0096,41.2116,-19.7803,-18.9822,18.218341,-11.55
1256426,0.332257,24.1119,15.3143,42.0101,41.2123,-26.6959,-25.8981,24.587811,-6.74
1295874,0.287293,19.2112,20.3194,41.7590,40.8472,-21.4395,-20.5278,19.746520,-11.47
1246791,0.830660,22.7134,18.8224,42.8715,43.6031,-24.0492,-24.7807,22.150088,-11.95
1249760,0.927423,23.1109,18.6301,42.8331,43.8981,-24.2030,-25.2680,22.291795,-12.12
1309344,1.013865,25.0440,16.7248,42.7679,44.1372,-26.0431,-27.4124,23.986580,-12.24
1253368,0.240037,21.7879,17.1315,41.4268,40.4020,-24.2952,-23.2704,22.376735,-11.64
1318417,0.579322,20.9738,19.9287,42.7352,42.6467,-22.8065,-22.7180,21.005567,-10.13
1634024,0.576286,21.4719,19.3765,42.7308,42.6328,-23.3543,-23.2564,21.510105,-12.11
1312897,0.285785,21.5110,17.8110,41.7495,40.8341,-23.9386,-23.0231,22.048227,-12.04
1790179,0.889618,30.0000,11.0600,42.8529,43.7866,-31.7929,-32.7266,29.282307,-9.58
1366280,0.731674,21.1054,20.2928,42.8649,43.2646,-22.5721,-22.9718,20.789689,-12.09
1259785,1.105869,27.5568,14.1851,42.6716,44.3705,-28.4864,-30.1854,26.236964,-11.56
1577063,1.031190,23.9734,17.9240,42.7518,44.1827,-24.8278,-26.2587,22.867204,-12.20
1263715,0.291854,22.1865,17.1232,41.7870,40.8866,-24.6638,-23.7633,22.716167,-9.97
1390157,0.348501,20.4045,19.4432,42.0884,41.3331,-22.6452,-21.8899,20.857003,-12.13
1305384,0.422769,21.5078,18.6648,42.3793,41.8267,-23.7145,-23.1619,21.841852,-10.78
1266521,0.385863,24.1019,15.6499,42.2473,41.5924,-26.5974,-25.9424,24.497111,-11.32
1252183,0.972419,21.6211,20.3505,42.8025,44.0252,-22.4520,-23.6747,20.679043,-12.18
1317783,0.394357,22.7491,17.1659,42.2798,41.6481,-25.1138,-24.4821,23.130670,-12.10
1295129,1.059542,23.8924,18.0708,42.7233,44.2556,-24.6525,-26.1847,22.705775,-11.26
1644290,0.537297,21.9138,18.7445,42.6664,42.4491,-23.9219,-23.7045,22.032873,-12.23
1380167,0.753314,21.8155,19.5851,42.8709,43.3422,-23.2858,-23.7571,21.446989,-12.52
1267392,0.501621,18.5760,22.2193,42.5940,42.2696,-20.3747,-20.0503,18.765830,-10.17
1306366,0.150625,21.4728,16.4618,40.4929,39.2759,-24.0311,-22.8141,22.133443,-9.67
1712019,0.531491,22.7883,17.7715,42.6556,42.4206,-24.8841,-24.6492,22.919084,-11.55
1259656,0.839053,21.9884,19.6314,42.8698,43.6299,-23.2385,-23.9986,21.403406,-11.94
1296793,0.643919,27.3318,13.2551,42.8108,42.9255,-29.5557,-29.6704,27.221817,-11.32
1344267,0.506311,25.1830,15.0661,42.6043,42.2939,-27.5383,-27.2278,25.363702,-11.64
1292013,1.203618,28.6109,13.2247,42.5432,44.5981,-29.3185,-31.3735,27.003381,-7.78
1273825,0.683007,22.6461,18.4705,42.8412,43.0817,-24.3707,-24.6112,22.446272,-12.31
1313709,0.349077,19.6407,20.2760,42.0911,41.3373,-21.8151,-21.0613,20.092433,-12.17
1303722,1.024678,21.6351,20.4490,42.7580,44.1657,-22.3090,-23.7167,20.547312,-11.49
1293208,0.539121,21.4737,19.2297,42.6698,42.4579,-23.4401,-23.2282,21.589093,-12.40
1905171,0.303065,21.6972,17.7363,41.8534,40.9809,-24.1171,-23.2447,22.212653,-11.75
1880686,0.314057,22.3362,17.1199,41.9150,41.0704,-24.7951,-23.9505,22.837109,-10.50
1780347,0.248557,22.1752,16.7867,41.4928,40.4879,-24.7061,-23.7011,22.755171,-11.41
1309323,0.483093,21.7887,18.6494,42.5508,42.1717,-23.9014,-23.5222,22.013971,-12.22
1295243,0.344562,20.4740,19.3431,42.0700,41.3043,-22.7269,-21.9612,20.932241,-11.96
1252364,0.541344,22.1151,18.5423,42.6738,42.4687,-24.1315,-23.9264,22.225902,-12.07
1864053,0.093327,22.7185,14.0698,39.4776,38.1555,-25.4078,-24.0857,23.401467,-6.10
1337264,0.658737,22.5797,18.4640,42.8236,42.9857,-24.3596,-24.5217,22.436007,-11.83
1700050,0.353873,20.3803,19.5027,42.1130,41.3719,-22.6103,-21.8693,20.824894,-12.07
1531112,0.334700,22.0600,17.5581,42.0223,41.2308,-24.4643,-23.6728,22.532408,-11.75
1948209,0.379422,22.5906,17.2543,42.2219,41.5494,-24.9676,-24.2951,22.996029,-11.41
1602033,0.609666,21.8087,19.1330,42.7749,42.7811,-23.6419,-23.6481,21.775037,-12.43
1262846,0.424209,17.8917,22.5983,42.3840,41.8354,-19.7857,-19.2372,18.223331,-12.04
1894300,0.308695,19.4709,20.1934,41.8853,41.0271,-21.6919,-20.8337,19.978970,-11.89
1324938,0.198474,21.5664,16.9591,41.0557,39.9377,-24.0966,-22.9786,22.193787,-10.34
1261164,0.344298,19.3373,20.5755,42.0687,41.3024,-21.4933,-20.7269,19.796017,-11.81
1252665,0.974889,21.0980,20.9240,42.8006,44.0320,-21.8766,-23.1080,20.149102,-12.04
1331521,0.557823,20.8636,19.9662,42.7021,42.5473,-22.7359,-22.5811,20.940518,-10.72
1645214,0.612064,22.3284,18.5773,42.7777,42.7915,-24.2004,-24.2142,22.289424,-11.17
1258191,0.516895,23.0359,17.4422,42.6267,42.3479,-25.1845,-24.9057,23.195809,-10.63
1368133,0.276181,21.4077,17.8489,41.6879,40.7489,-23.8390,-22.9000,21.956499,-12.13
