snid,z,alpha,mu_obs,mu_qfd,mu_lcdm,residual_qfd,residual_lcdm,residual_ln_A,chi2_per_obs
1284929,1.273545,26.6576,15.4680,42.4371,44.7498,-26.9691,-29.2818,24.839474,-10.72
1248546,0.123600,17.7298,20.0963,40.0776,38.8091,-19.9814,-18.7128,18.403537,-12.35
1248452,0.860955,25.2098,16.1897,42.8639,43.6989,-26.6741,-27.5091,24.567776,-11.71
1761028,0.623109,24.6135,16.1351,42.7901,42.8387,-26.6550,-26.7036,24.550179,-9.81
1340700,0.325503,22.1050,17.4486,41.9758,41.1605,-24.5272,-23.7119,22.590380,-11.76
1297128,0.380467,20.2500,19.8015,42.2261,41.5564,-22.4245,-21.7549,20.653770,-10.48
1813112,0.748815,22.9631,18.3260,42.8698,43.3262,-24.5438,-25.0002,22.605672,-11.12
1278765,0.210642,19.0820,19.7857,41.1736,40.0823,-21.3879,-20.2965,19.698974,-12.23
1431108,0.610524,22.0027,18.9254,42.7759,42.7848,-23.8505,-23.8594,21.967155,-12.51
1366752,0.804886,22.7093,18.7584,42.8747,43.5188,-24.1163,-24.7604,22.211903,-12.05
1291517,0.225744,21.5580,17.2478,41.3089,40.2513,-24.0611,-23.0035,22.161065,-11.45
1327230,0.532860,26.2502,14.0183,42.6582,42.4274,-28.6398,-28.4090,26.378256,-10.72
1278576,0.343744,21.1248,18.6313,42.0661,41.2983,-23.4348,-22.6670,21.584254,-12.04
1927203,0.680687,22.4730,18.6510,42.8397,43.0726,-24.1886,-24.4216,22.278569,-11.85
1252970,0.461980,21.6165,18.7394,42.4964,42.0557,-23.7570,-23.3163,21.881001,-12.33
1578103,0.160085,21.6708,16.3790,40.6191,39.4209,-24.2400,-23.0418,22.325883,-7.38
1262862,0.434725,17.8173,22.7323,42.4173,41.8985,-19.6851,-19.1663,18.130640,-11.50
1265281,0.360209,20.7469,19.1432,42.1412,41.4170,-22.9980,-22.2738,21.181968,-12.20
1261158,0.728338,23.0001,18.2257,42.8637,43.2524,-24.6380,-25.0267,22.692445,-11.68
1297537,1.035658,25.5093,16.2658,42.7474,44.1943,-26.4817,-27.9285,24.390520,-11.73
1292667,0.469340,22.5993,17.7066,42.5160,42.0967,-24.8094,-24.3901,22.850318,-11.37
1250977,0.615369,20.3218,20.7677,42.7815,42.8057,-22.0139,-22.0380,20.275509,-12.31
1299643,0.376775,22.6931,17.1278,42.2112,41.5315,-25.0834,-24.4037,23.102676,-11.84
1305727,0.378148,19.6313,20.4600,42.2168,41.5408,-21.7568,-21.0808,20.038737,-10.81
1336599,0.677470,21.0207,20.2176,42.8375,43.0601,-22.6200,-22.8425,20.833778,-12.34
1249970,0.267752,21.5799,17.5946,41.6313,40.6719,-24.0367,-23.0773,22.138593,-11.69
1326927,0.579371,22.2614,18.5309,42.7352,42.6469,-24.2044,-24.1160,22.293035,-11.34
1299090,0.683393,21.9317,19.2474,42.8414,43.0832,-23.5941,-23.8358,21.730945,-11.49
1339109,0.872142,22.0914,19.6036,42.8600,43.7334,-23.2564,-24.1298,21.419932,-11.19
1246789,1.188121,26.9486,15.0013,42.5652,44.5633,-27.5639,-29.5620,25.387308,-11.52
1307748,0.525274,22.7963,17.7372,42.6435,42.3899,-24.9063,-24.6527,22.939593,-12.04
1723034,0.337841,22.2872,17.3316,42.0377,41.2544,-24.7061,-23.9229,22.755196,-11.77
1313135,0.586506,22.7258,18.0532,42.7453,42.6791,-24.6921,-24.6259,22.742263,-11.20
1297454,0.861086,23.8700,17.6448,42.8638,43.6993,-25.2190,-26.0545,23.227581,-10.85
1282000,0.875292,30.0000,11.0248,42.8588,43.7431,-31.8340,-32.7183,29.320206,-11.64
1774125,0.317742,18.7820,21.0041,41.9349,41.0997,-20.9308,-20.0956,19.277967,-11.76
1262135,0.383276,22.4167,17.4650,42.2372,41.5752,-24.7723,-24.1102,22.816086,-11.85
1265092,0.295274,20.1559,19.3532,41.8076,40.9157,-22.4544,-21.5625,20.681272,-11.60
1855026,0.735607,22.9368,18.3160,42.8662,43.2788,-24.5502,-24.9629,22.611604,-10.86
1251172,0.911468,24.5627,17.0162,42.8422,43.8516,-25.8260,-26.8354,23.786587,-12.11
1278122,0.675314,21.7565,19.4118,42.8361,43.0516,-23.4243,-23.6398,21.574565,-11.64
1327377,0.331752,17.5237,22.4640,42.0076,41.2085,-19.5436,-18.7445,18.000326,-11.92
1339142,0.717285,23.9471,17.1643,42.8594,43.2117,-25.6951,-26.0474,23.666085,-10.65
1249342,0.650983,25.8997,14.8337,42.8171,42.9544,-27.9834,-28.1207,25.773660,-11.06
1298313,0.584568,20.9385,19.9866,42.7426,42.6704,-22.7560,-22.6838,20.959061,-11.47
1261302,0.564021,23.5947,17.0249,42.7121,42.5763,-25.6872,-25.5514,23.658753,-10.13
1281388,0.937031,27.1888,14.2250,42.8272,43.9257,-28.6023,-29.7008,26.343668,-11.19
1283892,0.979997,24.8279,16.8856,42.7966,44.0460,-25.9110,-27.1604,23.864916,-12.23
1310302,0.380959,19.6608,20.4440,42.2280,41.5597,-21.7840,-21.1157,20.063809,-11.12
1876533,0.489812,21.1291,19.3956,42.5669,42.2076,-23.1713,-22.8120,21.341570,-12.45
1275785,0.491107,19.4090,21.2689,42.5700,42.2145,-21.3011,-20.9455,19.619011,-10.18
1261587,0.653874,22.1605,18.9031,42.8196,42.9661,-23.9165,-24.0631,22.027919,-12.49
1292601,0.517860,23.1192,17.3557,42.6287,42.3527,-25.2730,-24.9970,23.277249,-11.52
1294340,0.360873,22.5278,17.2136,42.1441,41.4217,-24.9305,-24.2081,22.961855,-11.98
1253453,0.901081,25.5472,15.9224,42.8475,43.8209,-26.9251,-27.8985,24.798925,-11.97
1446080,1.130573,23.1454,19.0227,42.6415,44.4299,-23.6187,-25.4071,21.753662,-11.70
1302616,0.390780,20.4953,19.5933,42.2663,41.6247,-22.6730,-22.0315,20.882597,-12.40
1770730,0.075781,18.6029,18.0860,39.0281,37.6771,-20.9421,-19.5911,19.288427,-11.36
1287924,0.391779,20.9545,19.1002,42.2701,41.6313,-23.1698,-22.5310,21.340179,-11.10
1250724,0.688303,20.6331,20.6729,42.8445,43.1022,-22.1716,-22.4292,20.420805,-12.31
1248584,1.006047,23.4797,18.4064,42.7749,44.1164,-24.3684,-25.7100,22.444170,-12.43
1247608,1.037361,26.4367,15.2624,42.7458,44.1987,-27.4834,-28.9363,25.313128,-11.37
1302044,0.683948,21.6466,19.5587,42.8418,43.0853,-23.2831,-23.5266,21.444527,-11.22
1302636,1.192499,24.4661,17.7046,42.5590,44.5732,-24.8544,-26.8686,22.891789,-12.45
1264970,0.124095,20.8885,16.6754,40.0861,38.8185,-23.4107,-22.1431,21.562070,-11.47
1346390,0.627523,20.5764,20.5337,42.7948,42.8573,-22.2611,-22.3237,20.503230,-12.13
1770487,0.536440,23.2004,17.3441,42.6648,42.4449,-25.3207,-25.1007,23.321223,-12.00
1265832,0.398764,21.8157,18.2035,42.2961,41.6765,-24.0926,-23.4730,22.190078,-11.57
1330266,0.333249,18.5097,21.4032,42.0151,41.2199,-20.6119,-19.8166,18.984225,-12.14
1255056,0.774839,24.4340,16.8032,42.8742,43.4173,-26.0710,-26.6141,24.012259,-10.40
1297068,0.655307,20.9586,20.2128,42.8208,42.9719,-22.6080,-22.7591,20.822706,-11.79
1294158,0.184764,20.1042,18.3913,40.9120,39.7647,-22.5208,-21.3734,20.742378,-11.35
1281929,0.590637,21.1425,19.7875,42.7509,42.6976,-22.9635,-22.9101,21.150135,-10.83
1265040,0.429806,23.1852,16.8794,42.4019,41.8692,-25.5225,-24.9897,23.507090,-11.92
1278536,0.742213,24.6225,16.5051,42.8681,43.3026,-26.3630,-26.7975,24.281227,-11.13
1325588,0.496394,20.4359,20.1772,42.5822,42.2423,-22.4050,-22.0651,20.635809,-11.20
1341450,0.535156,22.3886,18.2204,42.6625,42.4386,-24.4421,-24.2182,22.511989,-10.50
1325803,0.518452,26.0176,14.2114,42.6299,42.3557,-28.4185,-28.1443,26.174399,-10.90
1321488,0.458265,20.9656,19.4286,42.4862,42.0348,-23.0576,-22.6062,21.236865,-11.66
1290491,0.755468,20.1260,21.4256,42.8713,43.3498,-21.4457,-21.9241,19.752180,-11.69
1860025,0.235319,21.6973,17.1869,41.3889,40.3532,-24.2020,-23.1663,22.290875,-10.49
1280501,0.922592,24.8149,16.7687,42.8360,43.8841,-26.0673,-27.1154,24.008876,-12.15
1258428,0.903484,22.8534,18.8529,42.8463,43.8280,-23.9934,-24.9751,22.098732,-11.21
1295509,0.683628,22.5187,18.6108,42.8416,43.0841,-24.2308,-24.4733,22.317436,-12.31
1248462,0.331900,22.8057,16.7302,42.0084,41.2096,-25.2782,-24.4794,23.282061,-11.22
1263130,0.680174,21.2094,20.0214,42.8394,43.0706,-22.8180,-23.0492,21.016120,-12.22
1300871,0.365244,20.6246,19.3062,42.1631,41.4523,-22.8569,-22.1461,21.051994,-11.54
1308957,0.618684,22.2309,18.7065,42.7853,42.8199,-24.0787,-24.1134,22.177337,-11.44
1770181,0.226641,20.9511,17.9154,41.3165,40.2610,-23.4012,-22.3456,21.553286,-11.72
1287705,0.383799,23.1989,16.6187,42.2393,41.5787,-25.6205,-24.9599,23.597383,-9.83
1291346,0.297700,22.6900,16.6196,41.8221,40.9362,-25.2025,-24.3166,23.212320,-11.02
1327942,0.415701,20.6392,19.5713,42.3558,41.7833,-22.7845,-22.2120,20.985303,-11.64
1945180,0.623253,19.7963,21.3659,42.7903,42.8393,-21.4244,-21.4734,19.732599,-11.97
1289978,0.138646,21.0818,16.7063,40.3198,39.0795,-23.6135,-22.3732,21.748841,-11.81
1251166,0.213633,21.0106,17.7224,41.2014,40.1166,-23.4789,-22.3942,21.624895,-11.44
1795052,0.679237,22.2981,18.8363,42.8387,43.0670,-24.0024,-24.2307,22.107065,-12.38
1324975,0.328237,18.5948,21.2780,41.9898,41.1816,-20.7119,-19.9036,19.076321,-11.95
1332721,0.422239,21.7191,18.4326,42.3775,41.8234,-23.9449,-23.3908,22.054101,-12.26
1278816,0.247891,19.9608,19.1853,41.4878,40.4813,-22.3025,-21.2960,20.541387,-11.28
1324542,0.541536,21.8255,18.8575,42.6741,42.4696,-23.8167,-23.6122,21.935963,-12.25
1776329,0.424445,22.9015,17.1602,42.3848,41.8368,-25.2246,-24.6767,23.232693,-11.69
1306578,0.420440,23.0305,16.9996,42.3716,41.8124,-25.3720,-24.8129,23.368512,-11.73
1297157,0.548880,25.2403,15.1791,42.6871,42.5049,-27.5079,-27.3258,25.335722,-11.81
1924075,0.197362,18.1852,20.6181,41.0445,39.9241,-20.4264,-19.3060,18.813455,-12.00
1306626,0.420888,22.9235,17.1180,42.3731,41.8152,-25.2551,-24.6972,23.260780,-11.68
1645125,0.444191,22.5312,17.6609,42.4460,41.9541,-24.7850,-24.2932,22.827871,-12.03
1284845,0.266404,21.6837,17.4710,41.6220,40.6594,-24.1510,-23.1884,22.243885,-8.61
1249016,0.730058,26.1958,14.7611,42.8644,43.2587,-28.1032,-28.4975,25.884017,-11.78
1250782,0.102906,18.6331,18.7176,39.6873,38.3816,-20.9697,-19.6640,19.313819,-12.43
1282070,1.397284,29.1507,12.9625,42.2242,44.9988,-29.2617,-32.0363,26.951030,-5.46
1751022,0.598018,21.8043,19.0960,42.7606,42.7303,-23.6646,-23.6343,21.795918,-11.13
1258090,0.366560,22.1476,17.6603,42.1687,41.4615,-24.5084,-23.8011,22.573034,-11.90
1595028,0.465231,20.9419,19.4870,42.5051,42.0739,-23.0181,-22.5869,21.200485,-12.38
1348624,0.496065,21.2211,19.3232,42.5815,42.2406,-23.2583,-22.9174,21.421674,-11.16
1348507,0.538998,21.7638,18.9142,42.6695,42.4573,-23.7553,-23.5431,21.879454,-11.75
1257022,0.386835,22.2212,17.6973,42.2511,41.5988,-24.5538,-23.9015,22.614908,-11.85
1248633,0.692402,22.9287,18.1933,42.8469,43.1179,-24.6536,-24.9246,22.706833,-12.50
1876421,0.343130,21.8777,17.8099,42.0632,41.2938,-24.2533,-23.4838,22.338078,-11.88
1319937,0.242068,18.3233,20.9115,41.4428,40.4227,-20.5313,-19.5112,18.910062,-10.93
1347878,0.721472,21.8097,19.4976,42.8612,43.2272,-23.3636,-23.7296,21.518626,-11.46
1247080,0.334885,23.2782,16.2365,42.0232,41.2322,-25.7867,-24.9957,23.750406,-9.25
1255310,0.751240,21.2667,20.1750,42.8704,43.3348,-22.6954,-23.1599,20.903281,-10.83
1330712,0.318330,20.2004,19.4682,41.9381,41.1044,-22.4699,-21.6362,20.695535,-12.18
1248667,0.356164,18.2844,21.7923,42.1233,41.3883,-20.3310,-19.5960,18.725565,-12.44
1246985,0.654920,20.4117,20.8053,42.8205,42.9704,-22.0152,-22.1651,20.276716,-11.25
1311476,0.178644,21.0006,17.3449,40.8438,39.6836,-23.4989,-22.3387,21.643251,-11.36
1304503,0.529708,22.3619,18.2271,42.6522,42.4118,-24.4250,-24.1847,22.496262,-12.42
1385060,0.729450,19.5506,21.9742,42.8641,43.2565,-20.8899,-21.2822,19.240310,-11.66
1260604,0.213490,19.8096,19.0249,41.2000,40.1150,-22.1751,-21.0901,20.424055,-12.38
1324726,0.331443,19.7841,20.0078,42.0061,41.2061,-21.9983,-21.1983,20.261140,-11.57
1258120,0.298447,20.8572,18.6150,41.8265,40.9425,-23.2115,-22.3275,21.378594,-11.07
1305256,0.607846,22.8507,17.9952,42.7728,42.7732,-24.7776,-24.7780,22.820970,-11.66
1348485,0.682259,21.6488,19.5509,42.8407,43.0787,-23.2898,-23.5278,21.450713,-11.64
1292894,1.149258,22.9111,19.3127,42.6176,44.4739,-23.3049,-25.1612,21.464616,-12.38
1708069,0.455606,20.2877,20.1519,42.4788,42.0197,-22.3269,-21.8678,20.563849,-11.61
1249541,1.483069,27.9496,14.3959,42.0600,45.1586,-27.6641,-30.7627,25.479586,-10.74
1710047,0.286111,17.1842,22.5113,41.7516,40.8370,-19.2403,-18.3257,17.720984,-11.27
1390147,0.242580,20.1365,18.9474,41.4468,40.4279,-22.4994,-21.4805,20.722743,-12.21
1254709,0.533461,21.6900,18.9719,42.6593,42.4303,-23.6873,-23.4584,21.816844,-10.81
1770767,0.668689,21.4609,19.7113,42.8313,43.0255,-23.1200,-23.3142,21.294347,-11.95
1300829,0.092750,20.2919,16.6910,39.4643,38.1412,-22.7733,-21.4502,20.974946,-11.02
1811118,0.358840,21.2951,18.5397,42.1352,41.4073,-23.5955,-22.8676,21.732252,-12.35
1810057,0.185155,20.8991,17.5328,40.9163,39.7698,-23.3835,-22.2370,21.536975,-12.10
1339002,0.302514,21.6374,17.7973,41.8502,40.9764,-24.0529,-23.1790,22.153498,-11.82
1262895,0.705483,20.4993,20.8716,42.8540,43.1676,-21.9824,-22.2960,20.246514,-12.22
1291484,0.696000,21.3249,19.9459,42.8490,43.1317,-22.9031,-23.1858,21.094574,-10.82
1302141,0.608792,22.9893,17.8481,42.7739,42.7773,-24.9258,-24.9292,22.957469,-11.51
1370403,0.979668,20.9548,21.0900,42.7969,44.0451,-21.7069,-22.9551,19.992756,-11.65
1252926,0.924274,21.9065,19.9303,42.8350,43.8890,-22.9046,-23.9586,21.095962,-12.27
1259615,0.320077,22.4030,17.0886,41.9474,41.1181,-24.8588,-24.0296,22.895804,-11.53
1266259,0.582052,20.2250,20.7519,42.7391,42.6590,-21.9872,-21.9072,20.250980,-12.07
1948264,0.266327,16.9103,22.6530,41.6215,40.6587,-18.9685,-18.0057,17.470600,-10.71
1861210,0.542292,22.2317,18.4195,42.6755,42.4733,-24.2560,-24.0538,22.340600,-12.15
1304442,0.217111,22.0667,16.6109,41.2330,40.1560,-24.6221,-23.5451,22.677776,-10.72
1878334,0.360438,21.5522,18.2702,42.1422,41.4186,-23.8720,-23.1484,21.986949,-12.19
1264499,0.448407,22.4538,17.7655,42.4583,41.9785,-24.6928,-24.2131,22.742947,-12.08
1298807,0.448707,22.5138,17.7019,42.4592,41.9803,-24.7573,-24.2784,22.802341,-11.22
1257750,1.227459,26.4133,15.6532,42.5083,44.6508,-26.8551,-28.9976,24.734472,-11.62
1319953,0.484814,20.7022,19.8368,42.5550,42.1809,-22.7182,-22.3441,20.924247,-11.69
1334620,0.196237,21.3635,17.1549,41.0331,39.9103,-23.8782,-22.7554,21.992644,-9.83
1777333,0.162197,19.1161,19.1813,40.6461,39.4522,-21.4648,-20.2709,19.769818,-12.09
1504128,0.486590,22.8988,17.4598,42.5593,42.1904,-25.0995,-24.7306,23.117480,-11.56
1299439,0.591583,21.6602,19.2289,42.7522,42.7018,-23.5233,-23.4729,21.665781,-12.22
1791133,0.605424,26.4167,14.1147,42.7698,42.7627,-28.6551,-28.6480,26.392311,-5.60
1260623,0.600296,22.1884,18.6871,42.7635,42.7403,-24.0764,-24.0532,22.175167,-12.17
1887027,0.213030,21.6471,17.0252,41.1958,40.1097,-24.1706,-23.0845,22.261911,-10.95
1248676,0.845305,22.5901,18.9943,42.8684,43.6498,-23.8741,-24.6555,21.988841,-12.10
1339283,0.443779,20.1778,20.2141,42.4448,41.9517,-22.2307,-21.7376,20.475215,-11.59
1280301,0.464513,23.9901,16.1741,42.5032,42.0699,-26.3291,-25.8957,24.249971,-9.67
1373150,0.236391,18.6652,20.4887,41.3976,40.3643,-20.9088,-19.8756,19.257755,-11.46
1310267,0.792043,25.1426,16.0816,42.8750,43.4759,-26.7934,-27.3943,24.677651,-11.41
1345590,0.377402,20.0566,19.9939,42.2137,41.5357,-22.2198,-21.5419,20.465232,-11.83
1738024,0.531376,22.2187,18.3894,42.6553,42.4201,-24.2660,-24.0307,22.349768,-11.79
1908404,0.791806,23.1663,18.2267,42.8750,43.4751,-24.6484,-25.2484,22.701999,-11.34
1504139,0.556439,22.4136,18.2779,42.6998,42.5408,-24.4220,-24.2629,22.493462,-12.50
1742023,0.237824,19.2707,19.8445,41.4091,40.3792,-21.5647,-20.5347,19.861786,-9.61
1289714,0.535820,21.5747,19.1067,42.6637,42.4419,-23.5570,-23.3352,21.696784,-12.08
1862334,0.549633,21.5318,19.2086,42.6884,42.5085,-23.4798,-23.2999,21.625662,-10.04
1253725,0.761877,20.2536,21.3055,42.8725,43.3723,-21.5670,-22.0668,19.863959,-11.92
1255798,0.980236,22.9678,18.9058,42.7964,44.0467,-23.8907,-25.1409,22.004103,-12.06
1315818,0.552176,21.6844,19.0529,42.6927,42.5206,-23.6398,-23.4677,21.773039,-12.00
1255008,0.443802,22.3681,17.8362,42.4448,41.9519,-24.6086,-24.1157,22.665402,-12.05
1901977,0.302582,18.7575,20.9246,41.8506,40.9769,-20.9260,-20.0524,19.273565,-12.37
1323988,0.508163,22.1580,18.3584,42.6083,42.3034,-24.2500,-23.9450,22.335045,-11.84
1255069,0.389264,20.4192,19.6674,42.2605,41.6148,-22.5931,-21.9474,20.808978,-12.24
1325109,0.271746,22.9214,16.1703,41.6584,40.7087,-25.4882,-24.5384,23.475457,-11.40
1536021,0.534102,21.6014,19.0708,42.6605,42.4335,-23.5897,-23.3627,21.726898,-12.08
1330031,0.105625,26.1087,10.6578,39.7431,38.4422,-29.0853,-27.7844,26.788576,-2.34
1451032,1.063651,24.1335,17.8174,42.7190,44.2659,-24.9015,-26.4485,22.935170,-12.26
1643213,0.655255,21.5481,19.5725,42.8207,42.9717,-23.2482,-23.3992,21.412373,-12.46
1366222,0.629600,20.3128,20.8271,42.7969,42.8661,-21.9698,-22.0390,20.234958,-10.08
1304145,0.338110,20.8599,18.8830,42.0390,41.2565,-23.1561,-22.3735,21.327513,-11.65
1278518,0.263057,20.1780,19.0783,41.5987,40.6281,-22.5204,-21.5498,20.742043,-11.64
1924188,1.041358,21.9969,20.0912,42.7418,44.2091,-22.6506,-24.1178,20.862003,-12.28
1849031,0.274970,21.6103,17.6194,41.6799,40.7380,-24.0605,-23.1186,22.160541,-12.14
1479098,0.503800,20.7383,19.8811,42.5989,42.2809,-22.7178,-22.3998,20.923842,-11.85
1246606,0.188495,18.3480,20.3415,40.9523,39.8129,-20.6108,-19.4714,18.983280,-12.44
1251235,0.258424,22.4026,16.6244,41.5657,40.5841,-24.9413,-23.9597,22.971817,-11.13
1913420,0.179339,19.6633,18.8053,40.8517,39.6929,-22.0463,-20.8876,20.305421,-12.22
1300838,0.642565,23.8280,17.0548,42.8096,42.9200,-25.7548,-25.8652,23.721029,-11.47
1288033,0.502284,21.2634,19.3043,42.5955,42.2731,-23.2912,-22.9687,21.451975,-11.59
1895036,0.451944,22.6909,17.5251,42.4685,41.9989,-24.9434,-24.4737,22.973682,-12.10
1328277,0.447973,25.5567,14.3945,42.4571,41.9760,-28.0625,-27.5815,25.846556,-10.66
1250522,1.291195,27.7363,14.3268,42.4086,44.7868,-28.0819,-30.4601,25.864370,-10.22
1333949,0.659274,22.2571,18.8161,42.8240,42.9879,-24.0080,-24.1718,22.112143,-12.15
1645092,0.513375,21.6172,18.9676,42.6194,42.3300,-23.6518,-23.3624,21.784099,-11.62
1776378,0.346662,21.0828,18.6952,42.0799,41.3197,-23.3846,-22.6245,21.538031,-12.37
1292403,0.827457,25.1645,16.1528,42.8721,43.5927,-26.7193,-27.4399,24.609405,-11.83
1376090,0.913828,20.7734,21.1360,42.8409,43.8585,-21.7049,-22.7225,19.990951,-11.81
1326489,0.358783,22.3079,17.4397,42.1350,41.4069,-24.6953,-23.9672,22.745179,-11.62
1256335,0.619391,21.6448,19.3454,42.7860,42.8229,-23.4407,-23.4775,21.589653,-12.17
1770221,0.801563,21.6543,19.8949,42.8749,43.5078,-22.9799,-23.6128,21.165290,-12.59
1293781,0.735129,20.4732,20.9894,42.8660,43.2771,-21.8766,-22.2877,20.149094,-12.32
1339351,0.350615,18.3386,21.6993,42.0982,41.3485,-20.3989,-19.6492,18.788053,-11.07
1488029,0.478330,22.8293,17.4981,42.5390,42.1459,-25.0409,-24.6479,23.063561,-11.96
1249242,1.008741,27.3831,14.1742,42.7725,44.1236,-28.5983,-29.9494,26.340051,-10.09
1336008,0.437642,22.7540,17.3868,42.4263,41.9158,-25.0395,-24.5290,23.062233,-11.92
1327364,1.079224,20.9999,21.2513,42.7021,44.3050,-21.4508,-23.0537,19.756915,-11.49
1284066,0.379751,22.5649,17.2840,42.2232,41.5516,-24.9392,-24.2676,22.969820,-10.95
1338849,0.620024,21.5158,19.4876,42.7867,42.8256,-23.2991,-23.3380,21.459303,-11.42
1265165,0.317520,22.1028,17.3972,41.9337,41.0980,-24.5366,-23.7008,22.599016,-11.04
1294743,0.312572,21.2052,18.3376,41.9068,41.0585,-23.5693,-22.7209,21.708089,-12.28
1287550,0.253281,22.3785,16.6069,41.5282,40.5344,-24.9213,-23.9274,22.953332,-7.75
1291394,0.459619,20.9522,19.4495,42.4899,42.0424,-23.0404,-22.5929,21.221029,-10.13
1247001,0.556201,21.0981,19.7052,42.6994,42.5397,-22.9942,-22.8345,21.178457,-11.49
1948330,0.272165,23.6773,15.3530,41.6612,40.7125,-26.3082,-25.3596,24.230792,-8.50
1316393,0.335721,22.0217,17.6062,42.0273,41.2385,-24.4212,-23.6324,22.492722,-10.64
1248517,0.463552,19.3814,21.1735,42.5006,42.0645,-21.3271,-20.8910,19.643026,-12.54
1891261,0.505584,23.1387,17.2826,42.6028,42.2901,-25.3202,-25.0076,23.320768,-12.26
1332169,0.403420,22.4380,17.5531,42.3130,41.7063,-24.7599,-24.1532,22.804676,-11.62
1287778,0.380515,19.8072,20.2825,42.2263,41.5567,-21.9437,-21.2742,20.210935,-11.68
1265432,0.343458,20.3273,19.4953,42.0648,41.2962,-22.5694,-21.8009,20.787211,-12.20
1292936,0.259493,20.7784,18.3969,41.5734,40.5943,-23.1765,-22.1974,21.346379,-12.19
1300154,1.149215,24.8978,17.1556,42.6177,44.4738,-25.4621,-27.3183,23.451483,-12.23
1264077,0.564588,25.4301,15.0344,42.7130,42.5790,-27.6786,-27.5446,25.492931,-11.37
1899069,0.197327,19.7007,18.9722,41.0442,39.9237,-22.0719,-20.9514,20.328994,-12.41
1578115,0.309613,20.5363,19.0431,41.8905,41.0346,-22.8473,-21.9914,21.043158,-12.45
1316454,0.185557,22.9258,15.3371,40.9207,39.7750,-25.5836,-24.4379,23.563351,-10.63
1281047,0.279036,21.1276,18.1753,41.7065,40.7745,-23.5312,-22.5992,21.673046,-11.65
1260942,0.400266,22.3276,17.6559,42.3016,41.6862,-24.6456,-24.0303,22.699479,-11.65
1380115,0.848807,22.9405,18.6227,42.8674,43.6609,-24.2447,-25.0381,22.330192,-11.80
1785078,0.187006,18.1394,20.5507,40.9364,39.7938,-20.3856,-19.2431,18.775868,-12.41
1532069,0.196593,21.2231,17.3113,41.0367,39.9146,-23.7254,-22.6034,21.851947,-11.76
1371037,0.387383,20.1559,19.9428,42.2532,41.6024,-22.3105,-21.6597,20.548710,-11.61
1252137,0.610253,22.3711,18.5245,42.7756,42.7837,-24.2511,-24.2591,22.336076,-12.33
1419171,0.199379,22.4004,16.0635,41.0648,39.9487,-25.0013,-23.8853,23.027049,-10.03
1658072,0.347213,20.3245,19.5220,42.0824,41.3237,-22.5604,-21.8017,20.778908,-11.68
1331668,0.893746,26.4660,14.9070,42.8510,43.7990,-27.9439,-28.8919,25.737317,-11.94
1249417,0.655004,23.7814,17.1469,42.8205,42.9707,-25.6736,-25.8238,23.646251,-11.54
1335165,0.479458,20.7764,19.7322,42.5418,42.1520,-22.8097,-22.4199,21.008481,-10.11
1320385,0.458342,20.7413,19.6724,42.4864,42.0352,-22.8140,-22.3628,21.012464,-12.23
1770680,0.609106,22.7592,18.0991,42.7743,42.7787,-24.6752,-24.6796,22.726674,-11.86
1275275,1.423075,26.5511,15.8247,42.1762,45.0479,-26.3515,-29.2232,24.270587,-12.18
1293046,0.607363,21.1355,19.8558,42.7722,42.7711,-22.9164,-22.9154,21.106782,-12.14
1263577,0.657008,23.0836,17.9112,42.8222,42.9788,-24.9110,-25.0676,22.943851,-10.17
1311804,0.435351,18.1798,22.3418,42.4193,41.9022,-20.0775,-19.5605,18.492067,-12.17
1322072,0.429890,21.7386,18.4504,42.4022,41.8697,-23.9518,-23.4193,22.060411,-12.14
1256800,0.792167,20.8664,20.7248,42.8750,43.4763,-22.1503,-22.7515,20.401145,-12.40
1929034,0.608268,21.7414,19.2012,42.7733,42.7751,-23.5721,-23.5739,21.710713,-12.13
1792025,0.502138,21.9761,18.5299,42.5952,42.2723,-24.0653,-23.7424,22.164936,-11.73
1322619,0.172246,22.7183,15.4008,40.7695,39.5960,-25.3687,-24.1952,23.365416,-11.22
1307645,0.780060,22.2804,19.1561,42.8746,43.4352,-23.7185,-24.2791,21.845555,-10.17
1255999,0.610164,21.8501,19.0899,42.7755,42.7833,-23.6856,-23.6934,21.815262,-11.61
