A,Z,N,element,binding_energy,sigma
177,80,97,Hg,1378.8113618999998,14.99579399999998
177,81,96,Tl,1368.5932935,3.8281560000000003
178,70,108,Yb,1431.6074707999999,1.172664
178,71,107,Lu,1431.4858612,0.400678
178,72,106,Hf,1432.8009964,0.25187
178,74,104,W,1429.2079952,2.705422
178,75,103,Re,1423.6720528,4.97421
178,76,102,Os,1420.7804784,2.426496
178,77,101,Ir,1412.708214,3.3501380000000003
178,78,100,Pt,1407.6690339999998,1.803674
178,79,99,Au,1397.1922387999998,1.823788
178,80,98,Hg,1390.4222046,1.914923999999982
178,82,96,Pb,1368.9687902,4.126752
179,71,108,Lu,1438.2783176000003,0.9218500000000001
179,72,107,Hf,1438.8999846000002,0.25346399999999997
179,73,106,Ta,1438.0120551,0.26241400000000004
179,74,105,W,1436.1674959000002,2.608567
179,75,104,Re,1432.6742214,4.410380999999982
179,76,103,Os,1428.3277076,2.775395
179,77,102,Ir,1422.6069392,1.749009
179,78,101,Pt,1416.0109861,1.427883
179,79,100,Au,1407.9490945999999,2.093584
179,80,99,Hg,1399.1110949,5.033659
179,81,98,Tl,1389.6654618,6.918887
179,82,97,Pb,1378.5618769999996,14.539990999999999
180,71,109,Lu,1443.9670919999999,12.7305
180,72,108,Hf,1446.287742,0.25578
180,73,107,Ta,1444.659552,0.37224
180,74,106,W,1444.579812,0.25902
180,75,105,Re,1439.998596,3.850559999999982
180,76,104,Os,1437.735078,2.82996
180,77,103,Ir,1430.574066,3.90708
180,78,102,Pt,1426.244058,1.8091799999999998
180,79,101,Au,1416.6574919999998,0.85662
180,80,100,Hg,1410.499998,2.2761
180,81,99,Tl,1398.8575799999999,12.585060000000002
180,82,98,Pb,1390.6258739999998,2.2311
181,71,110,Lu,1450.1593480999998,22.761112
181,72,109,Hf,1451.9825429999999,0.257563
181,73,108,Ta,1452.2363050000001,0.285256
181,74,107,W,1451.2488414000002,0.26208799999998195
181,75,106,Re,1448.7499554,2.271369
181,76,105,Os,1445.0001602999998,4.586178
181,77,104,Ir,1440.1308801999999,0.9493449999999999
181,78,103,Pt,1434.2670051,2.477709
181,79,102,Au,1426.9742979,3.615656
181,80,101,Hg,1418.9819352,2.784142
181,81,100,Tl,1410.3372123,1.6474620000000002
181,82,99,Pb,1399.8667423999998,15.391697
182,72,110,Hf,1458.7005342,1.122212
182,73,109,Ta,1458.2992424,0.287196
182,74,108,W,1459.3323472,0.13559
182,75,107,Re,1455.7500048,18.560906
182,76,106,Os,1454.1306233999999,3.95759
182,77,105,Ir,1447.7908536,3.815994
182,78,104,Pt,1444.1252462,2.38329
182,79,103,Au,1435.4784444,3.415048
182,80,102,Hg,1429.9690132,1.7817799999999817
182,81,101,Tl,1418.9369922,2.1796320000000002
182,82,100,Pb,1411.6519872,2.199652
183,71,112,Lu,1461.2206875000002,14.659764
183,72,111,Hf,1464.0057645000002,5.497686
183,73,110,Ta,1465.23342,0.29097
183,74,109,W,1465.5231822,0.13596899999999998
183,75,108,Re,1464.1848483,1.470222
183,76,107,Os,1461.2565921,9.107727
183,77,106,Ir,1457.0126208000001,4.514976
183,78,105,Pt,1451.8013298,2.601528
183,79,104,Au,1445.4372852000001,1.724409
183,80,103,Hg,1438.2680954999998,1.296372
183,81,102,Tl,1430.2683603,1.7075729999999818
183,82,101,Pb,1420.4787569999999,5.303156999999982
184,72,112,Hf,1470.2929951999997,7.305904
184,73,111,Ta,1470.8506439999996,4.785839999999999
184,74,110,W,1472.9342967999999,0.1357919999999816
184,75,109,Re,1470.6663127999998,0.7867839999999815
184,76,108,Os,1469.9167152,0.152536
184,77,107,Ir,1464.4926527999999,5.1418800000000005
184,78,106,Pt,1461.4319416,2.712896
184,79,105,Au,1453.6358248000001,4.0986
184,80,104,Hg,1448.8795536,1.75444
184,81,103,Tl,1438.6357768,1.842208
184,82,102,Pb,1432.0216576,2.355568
185,72,113,Hf,1475.1846535,11.890505
185,73,112,Ta,1477.4768775,2.619785
185,74,111,W,1478.6880355,0.136715
185,75,110,Re,1478.3368684999998,0.1517
185,76,109,Os,1476.5413695,0.15392
185,77,108,Ir,1473.288681,5.169825
185,78,107,Pt,1468.8589115,4.77892
185,79,106,Au,1463.246585,0.48248
185,80,105,Hg,1456.7897335,2.523215
185,81,104,Tl,1449.581486,3.8246899999999817
185,82,103,Pb,1440.582605,2.9923749999999996
186,72,114,Hf,1481.3603952,9.529152
186,73,113,Ta,1482.7614402,11.162232000000001
186,74,112,W,1485.8800836,0.225618
186,75,111,Re,1484.5164618000001,0.15252
186,76,110,Os,1484.8068264,0.141546
186,77,109,Ir,1480.1967978,3.073836
186,78,108,Pt,1478.1065484,4.04457
186,79,107,Au,1471.1746074,3.8998619999999997
186,80,106,Hg,1467.216453,2.1669
186,81,105,Tl,1457.7779946,3.859686
186,82,104,Pb,1451.793612,2.046744
186,83,103,Bi,1439.475855,3.153444
186,84,102,Po,1431.4464768,3.399708
187,73,114,Ta,1489.1207001,10.45143
187,74,113,W,1491.3468415999998,0.22683100000000003
187,75,112,Re,1491.8770053,0.137819
187,76,111,Os,1491.0971218,0.137819
187,77,110,Ir,1488.6451404,5.225715
187,78,109,Pt,1484.9987713,4.500529
187,79,108,Au,1480.5598401000002,4.207312999999981
187,80,107,Hg,1474.8672235,2.405568
187,81,106,Tl,1468.4109549999998,1.5049759999999999
187,82,105,Pb,1460.170987,0.9525779999999999
187,83,104,Bi,1450.7849521,1.870935
187,84,103,Po,1440.7955243,6.101997
188,74,114,W,1498.1820016000001,0.580732
188,75,113,Re,1497.7486428,0.1387439999999812
188,76,112,Os,1499.0867328,0.137992
188,77,111,Ir,1495.5120256,1.771524
188,78,110,Pt,1494.2057075999999,0.99734
188,79,109,Au,1487.9736956000002,0.507788
188,80,108,Hg,1485.0183919999997,1.2759559999999999
188,81,107,Tl,1476.3740956000001,5.621952
188,82,106,Pb,1471.0663668,1.903312
188,83,105,Bi,1459.6677952,2.101652
188,84,104,Po,1452.2350272,3.7543599999999815
189,75,114,Re,1504.7821844999996,1.5480990000000001
189,76,113,Os,1505.0075481000001,0.125874
189,77,112,Ir,1503.6880446,2.376864
189,78,111,Pt,1500.9254505,1.90701
189,79,110,Au,1497.2556564,3.7953089999999814
189,80,109,Hg,1492.5177288,5.9635169999999995
189,81,108,Tl,1486.7251056,1.581552
189,82,107,Pb,1479.1706811000001,2.657718
189,83,106,Bi,1470.6089811,3.9408389999999813
189,84,105,Po,1461.1839669,4.169150999999999
190,74,116,W,1510.0255889999999,6.72429
190,75,115,Re,1510.4574209999998,0.9253
190,76,114,Os,1512.799893,0.1235
190,77,113,Ir,1510.0633229999999,0.2603
190,78,112,Pt,1509.833879,0.12483000000000001
190,79,111,Au,1504.578555,0.65493
190,80,110,Hg,1502.333306,3.02233
190,81,109,Tl,1494.546555,1.37788
190,82,108,Pb,1489.814586,2.377659999999981
190,83,107,Bi,1479.2115410000001,3.98487
190,84,106,Po,1472.395994,2.5009699999999997
191,74,117,W,1514.9042569,8.006147
191,75,116,Re,1517.2961308000001,1.9604239999999808
191,76,115,Os,1518.5586217,0.12586899999999998
191,77,114,Ir,1518.0898504000002,0.25021
191,78,113,Pt,1516.2970289,0.7882569999999999
191,79,112,Au,1513.6142428999997,0.940866
191,80,111,Hg,1509.6258382,4.25548
191,81,110,Tl,1504.5345995,1.403659
191,82,109,Pb,1497.7605362,1.263083
191,83,108,Bi,1489.9263083,1.4300169999999999
191,84,107,Po,1480.9733360999999,1.356673
191,85,106,At,1471.2583503,3.0756729999999997
192,75,117,Re,1522.6058688,13.592448
192,76,116,Os,1526.116992,0.444288
192,77,115,Ir,1524.2879808,0.252288
192,78,114,Pt,1524.9585216,0.49344
192,79,113,Au,1520.6598336,3.038784
192,80,112,Hg,1519.1167872,2.983104
192,81,111,Tl,1512.1952064,6.080831999999999
192,82,110,Pb,1508.0924544,1.099392
192,83,109,Bi,1498.2928127999999,5.781504
192,84,108,Po,1492.0424064,2.041728
192,85,107,At,1480.2678336,5.351616
193,75,118,Re,1529.3199954,7.550738999999999
193,76,117,Os,1531.7004188,0.44776
193,77,116,Ir,1532.0599778,0.25611100000000003
193,78,115,Pt,1531.2209875,0.262287
193,79,114,Au,1529.3638064,1.6740819999999998
193,80,113,Hg,1526.238789,2.992465
193,81,112,Tl,1521.8714885000002,1.2944509999999807
193,82,111,Pb,1515.8411842,1.985584
193,83,110,Bi,1508.7141574,1.4621679999999806
193,84,109,Po,1500.372543,2.8044830000000003
193,85,108,At,1491.3322107000001,4.174976
193,86,107,Rn,1481.439629,4.846616
194,76,118,Os,1538.8125008,0.46618200000000004
194,77,117,Ir,1538.126769,0.258408
194,78,116,Pt,1539.572748,0.096224
194,79,115,Au,1536.2422336,0.41089200000000003
194,80,114,Hg,1535.4318956,0.560272
194,81,113,Tl,1529.4030934,2.710568
194,82,112,Pb,1525.8911114,3.38239
194,83,111,Bi,1516.923927,1.018888
194,84,110,Po,1511.1231718000001,2.5047339999999805
194,85,109,At,1500.0526976,4.559387999999999
194,86,108,Rn,1492.8292434,3.231846
195,76,119,Os,1543.9602555,10.89855
195,77,118,Ir,1545.35862,0.25993499999999997
195,78,117,Pt,1545.677835,0.09808499999999999
195,79,116,Au,1544.6686710000001,0.218205
195,80,115,Hg,1542.3326100000002,4.51269
195,81,114,Tl,1538.6922135,2.1695699999999807
195,82,113,Pb,1533.4926165,0.9921599999999999
195,83,112,Bi,1526.9977905,1.030965
195,84,111,Po,1519.3065225,1.1781899999999998
195,85,110,At,1510.877823,1.866735
195,86,109,Rn,1501.5748995,10.07877
196,76,120,Os,1550.7970995999997,7.85078
196,77,119,Ir,1551.1731452000001,7.529144
196,78,118,Pt,1553.5998212,0.09996000000000001
196,79,117,Au,1551.3116388,0.580552
196,80,116,Hg,1551.21652,0.5774159999999999
196,81,115,Tl,1546.10484,2.373364
196,82,114,Pb,1543.1741304,1.51116
196,83,113,Bi,1535.0525764,4.787888
196,84,112,Po,1529.729922,1.055068
196,85,111,At,1519.3920196,5.92605999999998
196,86,110,Rn,1512.7213359999998,2.754584
197,77,120,Ir,1558.0730591,3.96167
197,78,119,Pt,1559.4463658,0.105592
197,79,118,Au,1559.3839956000002,0.106774
197,80,117,Hg,1558.0021193999999,0.6317789999999803
197,81,116,Tl,1555.0337825000001,2.67427499999998
197,82,115,Pb,1550.6425934,0.946388
197,83,114,Bi,1544.8020556,1.641601
197,84,113,Po,1537.7255791999999,1.942617
197,85,112,At,1529.9054278,1.572651
197,86,111,Rn,1521.257443,3.1900209999999998
197,87,110,Fr,1511.731508,11.117498
198,78,120,Pt,1567.0019376,0.41579999999999995
198,79,119,Au,1565.896365,0.10692
198,80,118,Hg,1566.4875336,0.090684
198,81,117,Tl,1562.2796177999999,1.4939099999999998
198,82,116,Pb,1560.035961,1.7325000000000002
198,83,115,Bi,1552.5600353999998,5.459058
198,84,114,Po,1547.8770978,3.4499519999999997
198,85,113,At,1538.3302308,0.9709919999999802
198,86,112,Rn,1532.069451,2.6571599999999997
198,87,111,Fr,1520.4790854,6.16373999999998
199,77,122,Ir p,1570.3501134,8.169746
199,78,121,Pt,1572.5579189,0.429641
199,79,120,Au,1573.4806421,0.107858
199,80,119,Hg,1573.1506006000002,0.104674
199,81,118,Tl,1570.8815826999999,5.5610550000000005
199,82,117,Pb,1567.2715834,1.357379
199,83,116,Bi,1562.0551168,2.1123849999999997
199,84,115,Po,1555.7139817999996,1.080371
199,85,114,At,1548.5161717,1.071416
199,86,113,Rn,1540.4703032,1.452103
199,87,112,Fr,1531.3567201,2.731474
200,78,122,Pt,1579.83972,4.022
200,79,121,Au,1579.6983,5.34339999999998
200,80,120,Hg,1581.17912,0.106
200,81,119,Tl,1577.94074,1.1518000000000002
200,82,118,Pb,1576.36202,2.0016
200,83,117,Bi,1569.69938,4.5402
200,84,116,Po,1565.4881400000002,1.5158
200,85,115,At,1556.7520200000001,4.893
200,86,114,Rn,1550.98222,1.15839999999998
200,87,113,Fr,1540.06584,6.1048
201,78,123,Pt,1585.0525737,10.070703
201,79,122,Au,1586.9302152,0.646818
201,80,121,Hg,1587.4097007,0.143112
201,81,120,Tl,1586.1456117,2.851185
201,82,119,Pb,1583.4535182,2.763147
201,83,118,Bi,1578.8291313,2.447577
201,84,117,Po,1573.1389419,0.9933420000000001
201,85,116,At,1566.6248736,1.6449839999999798
201,86,115,Rn,1559.1604974,2.034321
201,87,114,Fr,1550.6821767000001,1.8250799999999998
201,88,113,Ra,1541.5515708,4.080501
202,78,124,Pt,1592.0753018,5.080299999999999
202,79,123,Au,1592.95382,4.703974
202,80,122,Hg,1595.163801,0.14241
202,81,121,Tl,1593.0165611999998,0.371276
202,82,120,Pb,1592.194401,0.766792
202,83,119,Bi,1586.2223113999999,2.828404
202,84,118,Po,1582.6306706,1.7513400000000001
202,85,117,At,1574.5018673999998,5.575402
202,86,116,Rn,1569.3989636000001,3.53904
202,87,115,Fr,1559.240525,1.218666
202,88,114,Ra,1552.4848168,3.033636
203,79,124,Au,1599.815595,0.625849
203,80,123,Hg,1601.1590084,0.33088999999999996
203,81,122,Tl,1600.8687589999997,0.23771299999999998
203,82,121,Pb,1599.111591,1.330462
203,83,120,Bi,1595.0676686,2.593934
203,84,119,Po,1590.0712296,0.94192
203,85,118,At,1584.1406861,2.1564689999999795
203,86,117,Rn,1577.3797711000002,1.180445
203,87,116,Fr,1569.5369676,1.265096
203,88,115,Ra,1561.0297045,1.9666640000000002
204,80,124,Hg,1608.651282,0.10159199999999999
204,81,123,Tl,1607.5248552,0.23541599999997959
204,82,122,Pb,1607.5062504,0.233988
204,83,121,Bi,1602.2600028,1.8727199999999795
204,84,120,Po,1599.1727892000001,2.054484
204,85,119,At,1591.9246488,4.624272
204,86,118,Rn,1587.2371572,1.518576
204,87,117,Fr,1577.8773924,5.014524
204,88,116,Ra,1571.6412552,1.820496
205,80,125,Hg,1614.3201625000002,0.7492749999999999
205,81,124,Tl,1615.070893,0.253995
205,82,123,Pb,1614.2379165,0.234725
205,83,122,Bi,1610.750969,0.98564
205,84,121,Po,1606.424444,2.0620949999999794
205,85,120,At,1601.105227,2.471275
205,86,119,Rn,1595.048133,1.0414
205,87,118,Fr,1587.865835,1.6039199999999998
205,88,117,Ra,1579.969809,4.66825999999998
205,89,116,Ac,1570.8846395,12.160599999999999
206,80,126,Hg,1621.0494938,4.21084599999998
206,81,125,Tl,1621.5747114,0.264916
206,82,124,Pb,1622.324572,0.23566399999997942
206,83,123,Bi,1617.7849294,1.572192
206,84,122,Po,1615.1630438000002,0.826472
206,85,121,At,1608.6314224,2.786974
206,86,120,Rn,1604.5425902,1.769746
206,87,119,Fr,1595.8741925999998,5.7290659999999995
206,88,118,Ra,1590.2793768,3.709648
206,89,117,Ac,1579.5778828,13.408127999999998
207,80,127,Hg,1624.6625184000002,6.170256
207,81,126,Tl,1628.4271653,1.1258730000000001
207,82,125,Pb,1629.0623448000001,0.237429
207,83,124,Bi,1625.8825970999999,0.496179
207,84,123,Po,1622.1913938,1.3784129999999999
207,85,122,At,1617.4908171,2.568042
207,86,121,Rn,1612.1157309,0.981594
207,87,120,Fr,1605.5476623,3.634299
207,88,119,Ra,1598.4023121,12.065202
207,89,118,Ac,1589.9877207,11.643336
208,80,128,Hg,1629.5118112,6.393712
208,81,127,Tl,1632.214168,0.385632
208,82,126,Pb,1636.430224,0.238784
208,83,125,Bi,1632.7695072,0.47944000000000003
208,84,124,Po,1630.5862143999998,0.34777599999997916
208,85,123,At,1624.8045632,1.855568
208,86,122,Rn,1621.2077023999998,2.1139040000000002
208,87,121,Fr,1613.434888,2.424656
208,88,120,Ra,1608.2596816,1.876784
208,89,119,Ac,1598.4444112,13.412464
208,90,118,Th,1591.7348928,6.62792
209,81,128,Tl,1637.1801610999999,1.27699
209,82,127,Pb,1640.3675992,0.36512300000000003
209,83,126,Bi,1640.2292620999997,0.28528499999999996
209,84,125,Po,1637.5543337999998,0.371602
209,85,124,At,1633.2897515,0.9917050000000001
209,86,123,Rn,1628.5646795,2.08164
209,87,122,Fr,1622.6234364999998,2.404127
209,88,121,Ra,1616.2006993,1.201122999999979
209,89,120,Ac,1608.4317095000001,11.671814
210,81,129,Tl,1640.8536900000001,2.43663
210,82,128,Pb,1645.5527760000002,0.30407999999997903
210,83,127,Bi,1644.833904,0.28644
210,84,126,Po,1645.212702,0.24065999999997897
210,85,125,At,1640.449398,1.61595
210,86,124,Rn,1637.2997129999999,0.9569700000000001
210,87,123,Fr,1630.2561030000002,2.8182
210,88,122,Ra,1625.6874269999998,1.9305299999999999
210,89,121,Ac,1616.5838220000003,13.06368
210,90,120,Th,1610.506044,3.97089
211,81,130,Tl,1645.7560065,8.844487
211,82,129,Pb,1649.3886668999999,0.47685999999999995
211,83,128,Bi,1649.9724195000001,1.148262
211,84,127,Po,1649.7634661999998,0.2648049999999789
211,85,126,At,1648.1957995,0.575819
211,86,125,Rn,1644.5215931999999,1.437543
211,87,124,Fr,1639.1242343,2.530101
211,88,123,Ra,1633.3697157000001,1.047826
211,89,122,Ac,1626.2757479999998,11.341883000000001
211,90,121,Th,1618.7604766,18.16077
211,91,120,Pa,1609.8023028,14.658591999999977
212,82,130,Pb,1654.5159036,0.39008000000000004
212,83,129,Bi,1654.302568,0.392836
212,84,128,Po,1655.7716856,0.244436
212,85,127,At,1653.2480799999998,0.50562
212,86,126,Rn,1652.4968156,0.65932
212,87,125,Fr,1646.571246,1.8603
212,88,124,Ra,1642.4716536,2.173848
212,89,123,Ac,1634.1909548,4.639196
212,90,122,Th,1628.5973136,2.143108
212,91,121,Pa,1618.3293268,18.572048
213,81,132,Tl,1654.0368243,5.753769
213,82,131,Pb,1658.2418916,1.4812020000000001
213,83,130,Bi,1659.4876221,1.082466
213,84,129,Po,1660.1271120000001,0.6502889999999787
213,85,128,At,1659.2707668,1.0432739999999998
213,86,127,Rn,1657.6048512,0.7178100000000001
213,87,126,Fr,1654.6807659,1.002591
213,88,125,Ra,1649.9986638,2.091234
213,89,124,Ac,1643.4208404,2.4846449999999787
213,90,123,Th,1636.659411,1.9632209999999999
213,91,122,Pa,1628.3429750999999,12.17721
214,82,132,Pb,1663.292637,0.42136599999999996
214,83,131,Bi,1663.528037,2.398726
214,84,130,Po,1666.0148881999999,0.310086
214,85,129,At,1664.1417248,0.852148
214,86,128,Rn,1664.2998922,1.9660179999999787
214,87,127,Fr,1660.1562102,1.823066
214,88,126,Ra,1658.3227866,1.1235000000000002
214,89,125,Ac,1651.1999036,2.8999140000000003
214,90,124,Th,1646.1559022,2.281454
214,91,123,Pa,1636.6085918,17.378512
215,82,133,Pb,1666.8386914999999,11.327275
215,83,132,Bi,1668.7693055,1.20916
215,84,131,Po,1670.158012,0.4558
215,85,130,At,1670.0904804999998,1.4252349999999785
215,86,129,Rn,1669.2205259999998,1.30935
215,87,128,Fr,1666.9510505,1.51919
215,88,127,Ra,1663.9548535,1.548215
215,89,126,Ac,1659.6739455,2.66729
215,90,125,Th,1654.000719,1.362025
215,91,124,Pa,1646.3352595000001,17.72675
215,92,123,U,1638.4681515,22.389239999999976
216,83,133,Bi,1672.5959136,2.414448
216,84,132,Po,1675.9052279999999,0.39204
216,85,131,At,1674.6485184,0.7722
216,86,130,Rn,1675.8695448,1.2458879999999999
216,87,129,Fr,1672.3694808,0.9015839999999999
216,88,128,Ra,1671.2666927999999,1.7288639999999784
216,89,127,Ac,1665.6260903999998,1.9936800000000001
216,90,126,Th,1662.6949272,2.3984639999999997
216,91,125,Pa,1654.3873296,5.323752
216,92,124,U,1648.3623552000001,6.068088
217,83,134,Bi,1677.8112547,3.8404659999999997
217,84,133,Po,1679.8754238,1.4200479999999782
217,85,132,At,1680.5819323999997,1.085217
217,86,131,Rn,1680.5356028999997,0.910966
217,87,130,Fr,1679.097175,1.4172269999999783
217,88,129,Ra,1676.7399474000001,1.5291989999999782
217,89,128,Ac,1673.1448216,2.435391
217,90,127,Th,1668.8590064999999,2.303238
217,91,126,Pa,1663.2277045999997,2.7120659999999783
218,83,135,Bi,1681.396504,5.888834
218,84,134,Po,1685.47354,0.428806
218,85,133,At,1684.947615,2.507654
218,86,132,Rn,1687.0480886,0.504888
218,87,131,Fr,1684.4237173999998,0.92323
218,88,130,Ra,1684.0552538,2.1379259999999998
218,89,129,Ac,1679.06761,12.560288
218,90,128,Th,1676.7693668000002,2.2924879999999996
218,91,127,Pa,1669.704183,3.890428
218,92,126,U,1665.6767638000001,2.989652
219,84,135,Po,1689.2201459999999,3.4678649999999998
219,85,134,At,1690.723143,0.708903
219,86,133,Rn,1691.5074696,0.4599
219,87,132,Fr,1690.9375221,1.505406
219,88,131,Ra,1689.378264,1.4922659999999999
219,89,130,Ac,1686.4202091,11.273462999999978
219,90,129,Th,1682.7446445,12.364740000000001
219,91,128,Pa,1677.8418477,15.265395
219,92,127,U,1672.3467873,2.921022
219,93,126,Np,1665.4234308000002,20.141211
220,84,136,Po,1694.709368,3.8935599999999995
220,85,135,At,1694.814726,3.07384
220,86,134,Rn,1697.796144,0.39908
220,87,133,Fr,1696.14346,0.886159999999978
220,88,132,Ra,1696.571338,1.6708999999999778
220,89,131,Ac,1692.31733,1.34838
220,90,130,Th,1690.5892079999999,3.0111399999999997
220,91,129,Pa,1684.218008,3.2241
220,93,127,Np,1672.456676,6.75796
221,84,137,Po,1698.2703893999999,4.3229809999999995
221,85,136,At,1700.4790634,3.087812
221,86,135,Rn,1702.0080961,1.262794
221,87,134,Fr,1702.4198412,1.079806
221,88,133,Ra,1701.9508791999997,1.0232299999999999
221,89,132,Ac,1699.6013618999998,12.575121
221,90,131,Th,1696.410144,1.7666739999999999
221,91,130,Pa,1692.1927789,13.12298
221,92,129,U,1687.2653629,15.941835000000001
222,84,138,Po,1703.6291988,8.891988
222,85,137,At,1704.3800916,3.5153699999999994
222,86,136,Rn,1708.1788002,0.431568
222,87,135,Fr,1707.3903228,1.654344
222,88,134,Ra,1708.6658682,0.9887879999999999
222,89,133,Ac,1705.5819329999997,1.043178
222,90,132,Th,1704.2183424,2.2679519999999997
222,91,131,Pa,1698.5746806,19.226531999999978
222,92,130,U,1695.5838522,11.542667999999999
222,93,129,Np,1687.7996885999999,8.447322
223,85,138,At,1709.9764211,3.115756
223,86,137,Rn,1712.232356,1.7443060000000001
223,87,136,Fr,1713.4574065,0.430613
223,88,135,Ra,1713.8241523,0.46607
223,89,134,Ac,1712.4499817,1.549181
223,90,133,Th,1710.1072998,1.7712890000000001
223,91,132,Pa,1706.3727411,16.865936
223,92,131,U,1701.8827253,13.169042000000001
223,93,130,Np,1696.4870842,18.478449
224,85,139,At,1713.7647295999998,5.007744000000001
224,86,138,Rn,1718.2483136,2.198336
224,87,137,Fr,1718.162432,2.5038720000000003
224,88,136,Ra,1720.3028864,0.40566399999999997
224,89,135,Ac,1718.1122112,0.915936
224,90,134,Th,1717.5684288,2.151296
224,91,133,Pa,1712.9193088,1.699488
224,92,132,U,1710.2566208,3.4184639999999775
224,93,131,Np,1703.1847168,6.4792
225,86,139,Rn,1722.2305724999999,2.5065
225,87,138,Fr,1724.1617700000002,2.692575
225,88,137,Ra,1725.206985,0.5841
225,89,136,Ac,1724.7803849999998,1.0705500000000001
225,90,135,Th,1723.3251524999998,1.145925
225,91,134,Pa,1720.4963400000001,18.420075
225,92,133,U,1716.6986325,2.23515
225,93,132,Np,1711.6701975,20.614049999999978
226,86,140,Rn,1728.0888408,2.367802
226,87,139,Fr,1728.5331568000001,1.40798
226,88,138,Ra,1731.6037736,0.435502
226,89,137,Ac,1730.1797928,0.7006
226,90,136,Th,1730.5090069999999,1.0127059999999999
226,91,135,Pa,1726.8907018,2.5341379999999774
226,92,134,U,1724.8131515999999,2.502046
226,93,133,Np,1718.5427364,23.066238
227,86,141,Rn,1732.0215316000001,3.198657
227,87,140,Fr,1734.4425774,1.338846
227,88,139,Ra,1736.1651896,0.441742
227,89,138,Ac,1736.7108068,0.437202
227,90,137,Th,1735.9732156999999,0.473976
227,91,136,Pa,1734.1652514999998,1.6487009999999773
227,92,135,U,1731.1682386,1.93177
227,93,134,Np,1726.8519017,17.476503
228,86,142,Rn,1737.7352196,4.030355999999999
228,87,141,Fr,1738.8121092000001,1.534896
228,88,140,Ra,1742.4737891999998,0.45485999999999993
228,89,139,Ac,1741.7369844,0.47720399999999996
228,90,138,Th,1743.0783996,0.411768
228,91,137,Pa,1740.1433328,0.9895200000000001
228,92,136,U,1739.0645964,3.072072
228,94,134,Pu,1730.6120892000001,5.324256
229,86,143,Rn,1741.6875983,2.986389
229,87,142,Fr,1744.5994019999998,1.145229
229,88,141,Ra,1746.9233398000001,3.535989
229,89,140,Ac,1748.0130134,2.772961
229,90,139,Th,1748.335079,0.550516
229,91,138,Pa,1747.2414208000002,0.75112
229,92,137,U,1745.1452922,1.359802
229,93,136,Np,1741.7721909000002,23.169533
229,94,135,Pu,1737.3962986,13.884957
229,95,134,Am,1731.8284613,24.353692
230,87,143,Fr,1748.852196,1.50443
230,88,142,Ra,1753.0403119999999,2.36808
230,89,141,Ac,1752.935892,3.64205
230,90,140,Th,1755.129402,0.27807
230,91,139,Pa,1753.036034,0.69874
230,92,138,U,1752.8122210000001,1.03707
230,93,137,Np,1748.408273,12.65161
230,94,136,Pu,1745.9303679999998,3.32373
231,87,144,Fr,1754.3297079,1.785861
231,88,143,Ra,1757.4114558,2.62647
231,89,142,Ac,1759.0827408,3.012471
231,90,141,Th,1760.2474428,0.281127
231,91,140,Pa,1759.8565677,0.409101
231,92,139,U,1758.6926048999999,0.61677
231,93,138,Np,1756.0925150999997,11.816574
231,94,137,Pu,1752.6252744,5.096091
232,87,145,Fr,1758.4087591999998,3.241504
232,88,144,Ra,1763.2022967999999,2.123032
232,89,143,Ac,1763.7624839999999,3.025512
232,90,142,Th,1766.6878416,0.32967199999999997
232,91,141,Pa,1765.4056704000002,1.7736399999999999
232,92,140,U,1765.9604288,0.419456
232,94,138,Pu,1760.6442648000002,3.91732
233,87,146,Fr,1763.6328734,4.557713
233,88,145,Ra,1767.4365052,2.004499
233,89,144,Ac,1769.6801787,3.0385530000000003
233,90,143,Th,1771.4742320999999,0.331792
233,91,142,Pa,1771.9341275,0.311288
233,92,141,U,1771.7220742,0.525182
233,93,140,Np,1769.9103127999997,11.878573
233,94,139,Pu,1767.0246544,12.623474
233,96,137,Cm,1758.2184659999998,18.895135
234,88,146,Ra,1772.9112726,1.961622
234,89,145,Ac,1774.2183498000002,3.269448
234,90,144,Th,1777.6642338,0.6058260000000001
234,91,143,Pa,1777.1559857999998,0.9579960000000001
234,92,142,U,1778.567544,0.264186
234,93,141,Np,1775.9753388,1.964898
234,94,140,Pu,1774.7978274,1.590732
234,96,138,Cm,1766.8607112,3.9962519999999997
235,89,146,Ac,1779.7736985000001,3.28342
235,90,145,Th,1782.330757,3.064635
235,91,144,Pa,1783.2772665,3.28342
235,92,143,U,1783.8650485,0.26226
235,93,142,Np,1782.9584185,0.32617999999999997
235,94,141,Pu,1781.0367764999999,4.8224350000000005
235,95,140,Am,1777.812177,12.4033
236,89,147,Ac,1783.9811828,9.013076
236,90,146,Th,1788.1646367999997,3.297392
236,91,145,Pa,1788.3035227999999,3.297392
236,92,144,U,1790.4105544,0.262432
236,93,143,Np,1788.6946928,11.899356000000001
236,94,142,Pu,1788.3889312000001,0.42716
236,96,140,Cm,1781.872924,4.16186
237,90,147,Th,1792.5360621,3.7528949999999996
237,91,146,Pa,1794.1811739,3.090717
237,92,145,U,1795.5363161999999,0.28487399999999996
237,93,144,Np,1795.2725115,0.26543999999999995
237,94,143,Pu,1794.2700963,0.40218899999999996
237,96,141,Cm,1788.5499117,17.632563
237,98,139,Cf,1778.2941159000002,23.071238999999977
238,91,147,Pa,1798.8860862,3.7687299999999997
