A,Z,N,element,binding_energy,sigma
132,55,77,Cs,1109.5375895999998,0.136752
132,56,76,Ba,1110.0374604,0.13899599999999998
132,57,75,La,1104.5437788000002,4.799388
132,58,74,Ce,1102.5065436,2.693724
132,59,73,Pr,1094.4829764,3.811632
132,60,72,Nd,1089.8989728000001,3.195059999999987
133,50,83,Sn,1105.241837,0.2532319999999867
133,51,82,Sb,1112.5091166,0.416024
133,52,81,Te,1115.7403914999998,0.2747779999999867
133,53,80,I,1117.8782069,0.784966
133,54,79,Xe,1118.8821440999998,0.3192
133,55,78,Cs,1118.5271538000002,0.001064
133,56,77,Ba,1117.2273847000001,0.131936
133,57,76,La,1114.3859195,3.716685
133,58,75,Ce,1110.5274032999998,2.175082
133,59,74,Pr,1105.2644204,1.6621009999999998
133,60,73,Nd,1098.8768559999999,6.194475
133,61,72,Pm,1091.1697853,6.690033
134,50,84,Sn,1108.8730346,0.4243779999999866
134,51,83,Sb,1115.6759332000001,0.411916
134,52,82,Te,1123.4083228000002,0.367964
134,53,81,I,1124.1356748,0.650838
134,54,80,Xe,1127.4357195999999,0.0007731799999999999
134,55,79,Cs,1125.418698,0.002144
134,56,78,Ba,1126.6951954,0.033634
134,57,77,La,1122.1814992,2.67062
134,58,76,Ce,1121.0133944000002,2.731858
134,59,75,Pr,1113.9261478,2.7223439999999868
134,60,74,Nd,1110.2622394,1.583478
134,61,73,Pm,1100.5973554,5.616878000000001
135,50,85,Sn,1111.1428395,0.41498999999999997
135,51,84,Sb,1119.418569,0.3564
135,52,83,Te,1126.674684,0.23247
135,53,82,I,1131.9427215,0.2781
135,54,81,Xe,1133.7945705000002,0.49517999999999995
135,55,80,Cs,1134.1808055,0.04914
135,56,79,Ba,1133.6671574999998,0.033075
135,57,78,La,1131.6776220000002,1.27332
135,58,77,Ce,1128.8681235,1.3859100000000002
135,59,76,Pr,1124.405334,1.595295
135,60,75,Nd,1118.9007359999998,2.58228
135,61,74,Pm,1111.9670955,11.191905
135,62,73,Sm,1103.9796450000001,20.874779999999998
136,51,85,Sb,1122.3064488,0.79288
136,52,84,Te,1131.4424936,0.310216
136,53,83,I,1135.7800911999998,1.929568
136,54,82,Xe,1141.8816903999998,0.0009519999999999999
136,55,81,Cs,1141.0090328,0.254728
136,56,80,Ba,1142.7748976,0.03332
136,57,79,La,1139.1429632,7.231255999999986
136,58,78,Ce,1138.8316864,0.044064
136,59,77,Pr,1132.8812104,1.55788
136,60,76,Nd,1129.9577272,1.6071119999999999
136,61,75,Pm,1121.1460152,9.393927999999999
136,62,74,Sm,1116.0046439999999,1.699592
137,51,86,Sb,1125.9312668,7.1464680000000005
137,52,85,Te,1134.3922908999998,0.28769999999999996
137,53,84,I  p,1140.6624521,1.148471
137,54,83,Xe,1145.9072505000001,0.014247999999999999
137,55,82,Cs,1149.2872597,0.041373999999986304
137,56,81,Ba,1149.6805456,0.033976
137,57,80,La,1148.3176559,0.22468
137,58,79,Ce,1146.3132089,0.0493199999999863
137,59,78,Pr,1142.8139138,1.114495
137,60,77,Nd,1138.4137203999999,1.606325
137,61,76,Pm,1132.1202692,1.7866170000000001
137,62,75,Sm,1125.2567199000002,3.920118
137,63,74,Eu,1116.6286106,0.599786
138,52,86,Te,1138.8558468,0.522606
138,53,85,I,1144.3574099999998,0.8227559999999862
138,54,84,Xe,1151.5673994,0.3869519999999862
138,55,83,Cs,1153.6998306,1.263804
138,56,82,Ba,1158.2922636000003,0.034362
138,57,81,La,1155.7615230000001,0.057407999999999994
138,58,80,Ce,1156.0316304000003,0.06886199999999999
138,59,79,Pr,1150.8122909999997,1.381656
138,60,78,Nd,1148.9182548,1.6012140000000001
138,61,77,Pm,1141.0331004,1.6012140000000001
138,62,76,Sm,1136.8341468,1.6307459999999998
138,63,75,Eu,1126.3037118,3.8564100000000003
139,52,87,Te,1141.4362524,0.49206
139,53,86,I,1148.9197900000001,0.5566949999999999
139,54,85,Xe,1155.3110655999997,0.29773799999999995
139,55,84,Cs,1159.5852183,0.435626
139,56,83,Ba,1163.0156965999997,0.035167000000000004
139,57,82,La,1164.5418193,0.084373
139,58,81,Ce,1163.4948296,0.29037100000000005
139,59,80,Pr,1160.5833912,0.507211
139,60,79,Nd,1156.9893238,3.825419
139,61,78,Pm,1151.6910747000002,1.8887319999999999
139,62,77,Sm,1145.7879254000002,1.5128759999999999
139,63,76,Eu,1138.0233993000002,1.8279889999999999
140,52,88,Te,1145.6699380000002,2.01278
140,53,87,I,1152.12636,1.69526
140,54,86,Xe,1160.72425,0.32605999999999996
140,55,85,Cs,1164.005178,1.1478599999999999
140,56,84,Ba,1169.4409999999998,1.106
140,57,83,La,1169.7028139999998,0.08498
140,58,82,Ce,1172.68263,0.18381999999999998
140,59,81,Pr,1168.512282,0.85988
140,60,80,Nd,1167.30096,0.4564
140,61,79,Pm,1160.4734119999998,3.3907999999999996
140,62,78,Sm,1156.9349539999998,1.74958
140,63,77,Eu,1147.68262,7.215319999999987
140,64,76,Gd,1141.696598,3.9123
140,65,75,Tb,1129.614248,112.06832000000001
141,53,88,I,1156.5181241999999,2.232735
141,54,87,Xe,1164.0064227,0.407208
141,55,86,Cs,1169.5041114,1.296495
141,56,85,Ba,1173.9769134,0.749838
141,57,84,La,1176.391905,0.581907
141,58,83,Ce,1178.1107796,0.185415
141,59,82,Pr,1177.9119131999998,0.211218
141,60,81,Nd,1175.3065434000002,0.4488029999999859
141,61,80,Pm,1170.8556105000002,1.970052
141,62,79,Sm,1165.4842859999999,1.2034349999999998
141,63,78,Eu,1158.6936273,1.7820989999999999
141,64,77,Gd,1151.209869,2.7861599999999997
141,65,76,Tb,1141.7441301,14.841519
142,53,89,I,1159.4657414,0.7010540000000001
142,54,88,Xe,1169.110069,0.383542
142,55,87,Cs,1173.6126334,1.003514
142,56,86,Ba,1180.1579955999998,0.8406399999999999
142,57,85,La,1181.5573346,0.892612
142,58,84,Ce,1185.28394,0.346906
142,59,83,Pr,1183.7550544,0.212716
142,60,82,Nd,1185.136402,0.17835199999999998
142,61,81,Pm,1179.5455354,3.350632
142,62,80,Sm,1176.6035794,0.264972
142,63,79,Eu,1168.1482320000002,4.268236
142,64,78,Gd,1163.0164797999998,3.9681900000000003
142,65,77,Tb,1151.8341360000002,99.479236
143,54,89,Xe,1172.1546265000002,0.665951
143,55,88,Cs,1178.8449101,1.0829389999999999
143,56,87,Ba,1184.3242554,0.966108
143,57,86,La,1187.7761753,1.048047
143,58,85,Ce,1190.4287395,0.349206
143,59,84,Pr,1191.1082040000001,0.259688
143,60,83,Nd,1191.2599699,0.17946499999998572
143,61,82,Pm,1189.4359762999998,0.420992
143,62,81,Sm,1185.2100975000003,0.39325
143,63,80,Eu,1179.1519311,1.570998
143,64,79,Gd,1172.3595884,28.643042999999984
143,65,78,Tb,1163.7651168000002,7.326176
143,66,77,Dy,1154.7325361,1.8648630000000002
144,54,90,Xe,1176.895368,0.76464
144,55,89,Cs,1182.5120736000001,2.8990080000000003
144,56,88,Ba,1190.2255056,1.027584
144,57,87,La,1192.5256752,1.8629279999999855
144,58,86,Ce,1197.3256128000003,0.407952
144,59,85,Pr,1196.8619184000001,0.38995199999999997
144,60,84,Nd,1199.0770128,0.18071999999998561
144,61,83,Pm,1195.9627536,0.41932800000000003
144,62,82,Sm,1195.72992,0.210096
144,63,81,Eu,1188.6011136,1.553328
144,64,80,Gd,1183.9591008,4.0240800000000005
144,65,79,Tb,1173.7854287999999,4.0240800000000005
144,66,78,Dy,1167.2049888,1.032912
144,67,77,Ho,1154.4620688,1.220688
145,54,91,Xe,1179.5877165,1.62081
145,55,90,Cs,1187.366459,1.314715
145,56,89,Ba,1194.0458695,1.229165
145,57,88,La,1198.5826584999998,1.779005
145,58,87,Ce,1202.032049,4.9155
145,59,86,Pr,1203.8086325,1.036605
145,60,85,Nd,1204.8323035,0.184295
145,61,84,Pm,1203.8854534999998,0.406725
145,62,83,Sm,1202.4870155,0.215325
145,63,82,Eu,1199.0447880000002,0.4437
145,64,81,Gd,1193.1975324999999,2.85882
145,65,80,Tb,1185.8882565,16.079919999999998
145,66,79,Dy,1176.948818,0.9454
145,67,78,Ho,1167.0439840000001,1.08054
146,54,92,Xe,1184.1206484,3.535974
146,55,91,Cs,1190.693729,0.4223779999999854
146,56,90,Ba,1199.4672778,0.25842000000000004
146,57,89,La,1203.0398248,0.24455000000000002
146,58,88,Ce,1208.6621826,2.1410899999999997
146,59,87,Pr,1208.9274500000001,5.015975999999999
146,60,86,Nd,1212.3975342,0.18585799999998542
146,61,85,Pm,1210.14363,0.62415
146,62,84,Sm,1210.9032826,0.44457
146,63,83,Eu,1206.2421742,0.8773139999999999
146,64,82,Gd,1204.4280512,0.595096
146,65,81,Tb,1195.3235204,6.54956
146,66,80,Dy,1189.3324687999998,0.9774700000000001
146,67,79,Ho,1177.2334196,0.961702
146,68,78,Er,1169.5348542,0.97893
147,55,92,Cs,1195.374747,1.2323009999999999
147,56,91,Ba,1202.9363535,2.902956
147,57,90,La,1208.5683792,1.5746639999999998
147,58,89,Ce,1213.1215278000002,1.26126
147,59,88,Pr,1215.76938,2.3306850000000003
147,60,87,Nd,1217.6897292,0.1874249999999853
147,61,86,Pm,1217.8025664,0.189336
147,62,85,Sm,1217.2442898,0.185514
147,63,84,Eu,1214.7405123,0.377643
147,64,83,Gd,1211.7704802,0.277389
147,65,82,Tb,1206.373875,1.190112
147,66,81,Dy,1199.0448959999999,1.300803
147,67,80,Ho,1189.8236007,0.735147
147,68,79,Er,1179.891972,5.614077
147,69,78,Tm,1168.4762166,1.005333
148,55,93,Cs,1198.4369412,1.9300680000000001
148,56,92,Ba,1208.2885463999999,0.22052
148,57,91,La,1212.6700420000002,2.881264
148,58,90,Ce,1219.5773648,1.65686
148,59,89,Pr,1220.9320532,2.226068
148,60,88,Nd,1225.0223144,0.303844
148,61,87,Pm,1223.6977884,0.84212
148,62,86,Sm,1225.3856248000002,0.184408
148,63,85,Eu,1221.564694,1.4742279999999999
148,64,84,Gd,1220.7542904,0.21608
148,65,83,Tb,1214.2394636000001,1.8445239999999852
148,66,82,Dy,1210.7795640000002,1.291152
148,67,81,Ho,1200.1289955999998,12.407432
148,68,80,Er,1192.8344751999998,1.516408
148,69,79,Tm,1179.3381628,1.516408
149,56,93,Ba,1211.6455755,0.374735
149,57,92,La,1218.2525335,29.839038
149,58,91,Ce,1223.9201806,1.526654
149,59,90,Pr,1227.507296,1.4712260000000001
149,60,89,Nd,1230.0611112999998,0.306046
149,61,88,Pm,1230.9676273,0.32541600000000004
149,62,87,Sm,1231.2567767000003,0.17239300000000002
149,63,86,Eu,1229.779844,0.5815469999999999
149,64,85,Gd,1227.6833544,0.49319
149,65,84,Tb,1223.2624797,0.540721
149,66,83,Dy,1218.6854827999998,1.3682670000000001
149,67,82,Ho,1211.854995,1.7857649999999852
149,68,81,Er,1203.1684142,4.163805
150,56,94,Ba,1216.776075,0.8523000000000001
150,57,93,La,1222.415085,0.37725
150,58,92,Ce,1230.16845,1.754549999999985
150,59,91,Pr,1232.83974,1.3522500000000002
150,60,90,Nd,1237.4368350000002,0.16935
150,61,89,Pm,1236.571875,3.00465
150,62,88,Sm,1239.2435249999999,0.16679999999999998
150,63,87,Eu,1236.202215,0.934649999999985
150,64,86,Gd,1236.3915450000002,0.9082499999999999
150,65,85,Tb,1230.95094,1.10565
150,66,84,Dy,1228.3724250000002,0.64785
150,67,83,Ho,1220.226345,2.1252
150,68,82,Er,1215.32943,2.579099999999985
151,57,94,La,1227.4855836,65.756423
151,58,93,Ce,1234.6179629,2.672398
151,59,92,Pr,1239.3902424,1.75915
151,60,91,Nd,1242.7713891,0.17108299999999999
151,61,90,Pm,1244.4321173,0.6962609999999999
151,62,89,Sm,1244.8399984999999,0.16761
151,63,88,Eu,1244.1342698,0.176066
151,64,87,Gd,1242.8877346,0.451943
151,65,86,Tb,1239.5400193,0.618194
151,66,85,Dy,1235.8865139,0.490297
151,67,84,Ho,1229.9745317,1.252998
151,68,83,Er,1223.8357173,2.48697
151,69,82,Tm,1215.5586976000002,2.925625
151,70,81,Yb,1205.5470956000001,45.374292
152,59,93,Pr,1244.4399448,2.817623999999985
152,60,92,Nd,1250.0491855999999,3.720351999999985
152,61,91,Pm,1250.3716536,3.937408
152,62,90,Sm,1253.097804,0.15443199999999999
152,63,89,Eu,1250.4409807999998,0.177232
152,64,88,Gd,1251.4774384000002,0.1530639999999848
152,65,87,Tb,1246.7050944,6.081976
152,66,86,Dy,1245.3233992,0.698136
152,67,85,Ho,1238.0277336,1.904256
152,68,84,Er,1234.140972,1.3421599999999998
152,69,83,Tm,1224.5786824,8.212104
152,70,82,Yb,1218.3464392,22.755616
153,59,94,Pr,1250.3216762999998,1.817946
153,60,93,Nd,1255.3012295999997,0.42029099999999997
153,61,92,Pm,1257.8365007999998,1.386639
153,62,91,Sm,1258.9662068999999,0.1568249999999847
153,63,90,Eu,1258.9912683,0.179163
153,64,89,Gd,1257.7243976999998,0.153306
153,65,88,Tb,1255.3727112,0.603891
153,66,87,Dy,1252.4199642,0.6121530000000001
153,67,86,Ho,1247.5064916000001,0.7750980000000001
153,68,85,Er,1242.1787562000002,1.420605
153,69,84,Tm,1234.9023363000001,1.832787
153,71,82,Lu,1217.7404946,22.952600999999984
154,59,95,Pr,1254.6841075999998,15.40077
154,60,94,Nd,1261.6217614,0.15784999999998459
154,61,93,Pm,1263.5264180000001,3.853234
154,62,92,Sm,1266.9330366,0.20096999999999998
154,63,91,Eu,1265.4334924,0.182952
154,64,90,Gd,1266.6191384,0.15307600000000002
154,65,89,Tb,1262.2871338000002,6.9775859999999845
154,66,88,Dy,1261.7420969999998,1.144374
154,67,87,Ho,1255.205105,1.265264
154,68,86,Er,1252.3883526,0.7639940000000001
154,69,85,Tm,1243.4281859999999,2.219448
154,70,84,Yb,1238.1507908,2.6612739999999846
155,59,96,Pr,1260.311169,2.66569
155,60,95,Nd,1266.397275,1.41887
155,61,94,Pm,1270.2711434999999,0.731445
155,62,93,Sm,1272.739999,0.20646
155,63,92,Eu,1273.58478,0.19406
155,64,91,Gd,1273.0543855,0.152365
155,65,90,Tb,1271.4521814999998,1.52365
155,66,89,Dy,1268.575335,1.4949749999999846
155,67,88,Ho,1264.6768525,2.70785
155,68,87,Er,1260.0638820000001,0.9414699999999845
155,69,86,Tm,1253.69828,1.537755
155,70,85,Yb,1246.792627,2.573
155,71,84,Lu,1238.0527195,2.982975
156,59,97,Pr,1264.4164572,0.1598999999999844
156,60,96,Nd,1272.386934,0.203424
156,61,95,Pm,1275.5693028,0.185328
156,62,94,Sm,1279.9808423999998,1.329432
156,63,93,Eu,1279.9205952,0.550992
156,64,92,Gd,1281.5907468,0.15334799999999998
156,65,91,Tb,1278.3640739999998,0.5878079999999843
156,66,90,Dy,1278.0201096,0.154128
156,67,89,Ho,1272.246768,5.994144
156,68,88,Er,1270.1377104,3.842124
156,69,87,Tm,1261.9780991999999,2.227524
156,70,86,Yb,1257.6268691999999,1.452048
156,71,85,Lu,1247.2785312,8.443031999999985
156,72,84,Hf,1240.6161456,23.359440000000003
157,59,98,Pr,1269.473269,0.4972189999999843
157,60,97,Nd,1276.7502347,0.335509
157,61,96,Pm,1281.7708906,1.099942
157,62,95,Sm,1285.3690794,0.6961379999999999
157,63,94,Eu,1287.3682075000002,0.6647379999999999
157,64,93,Gd,1287.9506304000001,0.153389
157,65,92,Tb,1287.1082312000003,0.159826
157,66,91,Dy,1284.9867059,0.809178
157,67,90,Ho,1281.6125561000001,3.684633
157,68,89,Er,1277.4109849000001,4.161284999999984
157,69,88,Tm,1271.9242745000001,4.387365
157,70,87,Yb,1265.8525507000002,1.7120849999999999
157,71,86,Lu,1258.0901096,1.895618
157,73,84,Ta,1239.6815456,23.558163999999998
158,60,98,Nd,1282.1625582000001,0.206032
158,61,97,Pm,1286.6512276,0.140304
158,62,96,Sm,1292.014585,0.755556
158,63,95,Eu,1293.2508559999999,0.321056
158,64,94,Gd,1295.8880182,0.15420799999999998
158,65,93,Tb,1293.8865847999998,0.200344
158,66,92,Dy,1294.0405084,0.369246
158,67,91,Ho,1289.0384022,4.282748000000001
158,68,90,Er,1287.3724659999998,3.9846019999999998
158,69,89,Tm,1279.9895052000002,3.9846019999999998
158,70,88,Yb,1276.5135841999997,1.259734
158,71,87,Lu,1266.933823,2.38975
158,72,86,Hf,1261.0416711999999,2.764052
159,60,99,Nd,1286.1227615999999,4.739472
159,61,98,Pm,1292.1707559,1.596201
159,62,97,Sm,1297.0419117,0.943506
159,63,96,Eu,1300.0950933,0.68688
159,64,95,Gd,1301.8312143,0.15582
159,65,94,Tb,1302.0195975,0.175377
159,66,93,Dy,1300.8718878,0.228801
159,67,92,Ho,1298.2519494,0.484155
159,68,91,Er,1294.7010978,0.579237
159,69,90,Tm,1289.9280291,4.443255
159,70,89,Yb,1284.4088052,2.795538
159,71,88,Lu,1277.5015431000002,5.988416999999984
159,72,87,Hf,1269.863199,2.673266999999984
159,73,86,Ta,1260.6674022,3.130551
160,60,100,Nd,1291.1945919999998,7.452
160,61,99,Pm,1296.5823679999999,0.32784
160,62,98,Sm,1303.138544,0.31295999999999996
160,63,97,Eu,1305.61648,0.14464
160,64,96,Gd,1309.282736,0.17968
160,65,95,Tb,1308.394816,0.1776
160,66,94,Dy,1309.448416,0.112
160,67,93,Ho,1305.376064,2.40256
160,68,92,Er,1304.2754719999998,3.87936
160,69,91,Tm,1297.729984,5.22976
160,70,90,Yb,1294.809824,0.87936
160,71,89,Lu,1286.134192,9.091359999999984
160,72,88,Hf,1281.0206560000001,1.5264
160,73,87,Ta,1270.123264,8.690560000000001
160,74,86,W,1262.846288,23.9696
161,61,100,Pm,1301.8456297,1.454635
161,62,99,Sm,1307.6487298,1.097537
161,63,98,Eu,1311.985941,1.6743999999999999
161,64,97,Gd,1314.9181374,0.242144
161,65,96,Tb,1316.0914248999998,0.196098
161,66,95,Dy,1315.9027973,0.1122169999999839
161,67,94,Ho,1314.2612574,0.3463109999999839
161,68,93,Er,1311.4839107999999,1.4126139999999838
161,69,92,Tm,1307.3989866,4.499145
161,70,91,Yb,1302.5521621,2.431261
161,71,90,Lu,1296.4979180999999,4.499145
161,72,89,Hf,1289.4690445,3.7754499999999998
161,73,88,Ta,1281.14945,3.925341
161,75,86,Re,1261.6490012,24.134705
162,62,100,Sm,1313.427069,0.5707260000000001
162,63,99,Eu,1316.9886066000001,0.212868
162,64,98,Gd,1321.7640426,0.6420060000000001
162,65,97,Tb,1322.5805226,0.331938
162,66,96,Dy,1324.0997909999999,0.11259
162,67,95,Ho,1321.1768412,0.5025239999999838
162,68,94,Er,1320.6881358,0.12247200000000001
162,69,93,Tm,1315.0490616,4.221396
162,70,92,Yb,1312.6103945999998,2.446686
162,71,91,Lu,1304.8386552,12.155832
162,72,90,Hf,1300.3929702,1.450224
162,73,89,Ta,1290.2235984,10.258164
162,74,88,W,1283.6590668,2.8604339999999997
163,62,101,Sm,1317.7189439,1.199517
163,63,100,Eu,1322.9108036,0.14735199999999998
163,64,99,Gd,1326.9432279999999,0.129911
163,65,98,Tb,1329.3680485999998,0.6617799999999836
163,66,97,Dy,1330.370792,0.1129589999999837
163,67,96,Ho,1329.585621,0.1129589999999837
163,68,95,Er,1327.5926689,0.754364
163,69,94,Tm,1324.3713162000001,0.898945
163,70,93,Yb,1320.1544246999997,2.4621150000000003
163,71,92,Lu,1314.8696224000003,4.555035
163,72,91,Hf,1308.5651736,4.187959
163,73,90,Ta,1301.0481515000001,6.203943
163,74,89,W,1292.6396008999998,9.523438
163,75,88,Re,1282.9510765,3.0210419999999996
164,62,102,Sm,1323.1159692,0.6722360000000001
164,63,101,Eu,1327.6404504000002,0.339152
164,64,100,Gd,1333.3196392,0.164
164,65,99,Tb,1334.9485856000001,0.305532
164,66,98,Dy,1338.0289156000001,0.11398
164,67,97,Ho,1336.2594376,0.22796
164,68,96,Er,1336.4391324,0.115456
164,69,95,Tm,1331.6231576,4.100984
164,70,94,Yb,1329.9440435999998,2.477384
164,71,93,Lu,1322.7919052,4.58298
164,72,92,Hf,1319.1855288,2.593168
164,73,91,Ta,1309.8676392,4.58298
164,74,90,W,1304.0380460000001,1.586372
164,75,89,Re,1292.4925772000001,8.94702
164,76,88,Os,1284.6625119999999,24.584091999999984
165,63,102,Eu,1333.2087285,0.8601449999999999
165,64,101,Gd,1338.223062,0.21516000000000002
165,65,100,Tb,1341.5037734999999,0.25426499999998353
165,66,99,Dy,1343.7448695,0.1150049999999835
165,67,98,Ho,1344.2482515,0.12969
165,68,97,Er,1343.089242,0.15147
165,69,96,Tm,1340.7155685,0.27357
165,70,95,Yb,1337.2985835,4.378935
165,71,94,Lu,1332.66309,4.378935
165,72,93,Hf,1327.074012,4.610925
165,73,92,Ta,1320.5040255,2.239545
165,74,91,W,1312.735116,4.24974
165,75,90,Re,1303.7508165,3.892845
166,64,102,Gd,1344.139516,0.262944
166,65,101,Tb,1346.795018,0.24285800000000002
166,66,100,Dy,1350.7883637999998,0.133464
166,67,99,Ho,1350.4918878,0.130476
166,68,98,Er,1351.5633513999999,0.055444
166,69,97,Tm,1347.7433262,1.917632
166,70,96,Yb,1346.6682106,1.162166
166,71,95,Lu,1340.3131496,4.9481280000000005
166,72,94,Hf,1337.3688076,4.63887
166,73,93,Ta,1328.8252524000002,4.63887
166,74,92,W,1323.8325865999998,1.5708579999999999
166,75,91,Re,1313.0001072,14.648172
166,76,90,Os,1305.8119586,2.982356
167,64,103,Gd,1348.6156476,0.870571
167,65,102,Tb,1352.940647,0.322143
167,66,101,Dy,1356.1866594,0.668835
167,67,100,Ho,1357.7723244,0.866563
167,68,99,Er,1357.9997784,0.0477619999999833
167,69,98,Tm,1356.4712941999999,0.210086
167,70,97,Yb,1353.7357339999999,0.66132
167,71,96,Lu,1349.8897574,6.2224200000000005
167,72,95,Hf,1345.0488950000001,4.666815000000001
167,73,94,Ta,1339.1498538,4.666815000000001
167,74,93,W,1332.1096515,3.1234010000000003
167,76,91,Os,1314.9506019,13.508963999999983
167,77,90,Ir,1304.7418417999997,3.0637820000000002
168,65,103,Tb,1357.9100640000001,0.7042560000000001
168,66,102,Dy,1362.9049224,23.521175999999997
168,67,101,Ho,1363.6234248,5.0401679999999995
168,68,100,Er,1365.7710696000001,0.044016000000000007
168,69,99,Tm,1363.3118688,0.28173600000000004
168,70,98,Yb,1362.797016,0.015623999999999999
168,71,97,Lu,1357.5076368000002,6.379464
168,72,96,Hf,1355.0130047999999,4.6947600000000005
168,73,95,Ta,1347.2640216000002,4.6947600000000005
168,74,94,W,1342.9806936,2.227512
168,75,93,Re,1333.1002944,5.1779280000000005
168,76,92,Os,1326.5180544,1.663704
168,77,91,Ir,1314.4069512,9.276288000000001
168,78,90,Pt,1305.9684456,25.188911999999984
169,66,103,Dy,1368.0138654,50.81306099999998
169,67,102,Ho,1370.4315118,3.388112
169,68,101,Er,1371.7743182,0.051376000000000005
169,69,100,Tm,1371.3454637999998,0.1247219999999831
169,70,99,Yb,1369.6639813999998,0.030081999999999998
169,71,98,Lu,1366.5886377,0.507845
169,72,97,Hf,1362.4406678999999,4.722705
169,73,96,Ta,1357.2318513,4.722705
169,74,95,W,1351.0769389,2.6086840000000002
169,75,94,Re,1343.7859747000002,1.921361
169,76,93,Os,1335.3173677999998,4.38386
169,77,92,Ir,1325.9054535999999,3.9388829999999833
170,67,103,Ho,1375.9443340000003,8.50323
170,68,102,Er,1379.031993,0.23579
170,69,101,Tm,1377.9374480000001,0.12444
170,70,100,Yb,1378.123717,0.0017000000000000001
170,71,99,Lu,1373.8836620000002,2.8633100000000002
170,72,98,Hf,1372.0489539999999,4.75065
170,73,97,Ta,1365.150405,4.75065
170,74,96,W,1361.521194,2.24315
170,75,95,Re,1352.35204,1.94259
170,76,94,Os,1346.5913859999998,1.65903
170,78,92,Pt,1327.400205,3.1018199999999996
171,67,104,Ho,1382.2959591000001,102.60034199999998
171,68,103,Er,1384.7136083999999,0.24076799999999998
171,69,102,Tm,1385.4237201,0.166212
171,70,101,Yb,1384.7379246,0.0022229999999999997
171,71,100,Lu,1382.4772191,0.31840199999999996
171,72,99,Hf,1379.2977477000002,4.937796
171,73,98,Ta,1374.8043294000001,4.778595
171,74,97,W,1369.3878017999998,4.778595
171,75,96,Re,1362.7696401,4.778595
171,76,95,Os,1355.0342499,3.120237
171,77,94,Ir,1346.3667045,6.577686
171,78,93,Pt,1336.6388907,13.842621
171,79,92,Au,1325.9522799,3.5419229999999997
172,68,104,Er,1391.5496944,0.6814640000000001
172,69,103,Tm,1391.6583124,0.9427319999999999
172,70,102,Yb,1392.7578740000001,0.002408
172,71,101,Lu,1389.4561448,0.401792
172,72,100,Hf,1388.3399508,4.201616
172,73,99,Ta,1382.4853632000002,4.80654
172,74,98,W,1379.4702203999998,4.80654
172,75,97,Re,1371.1575119999998,6.117695999999983
172,76,96,Os,1366.0519672,2.1957519999999997
172,77,95,Ir,1355.4053564,5.573144
172,78,94,Pt,1348.350312,1.784672
172,79,93,Au,1335.7792964,9.659176
172,80,92,Hg,1326.7403007999999,25.810664
173,69,104,Tm,1398.6121509,0.7612000000000001
173,70,103,Yb,1399.1249748,0.001903
173,71,102,Lu,1397.6723976000003,0.271091
173,72,101,Hf,1395.4208372,4.834485
173,73,100,Ta,1391.623245,4.834485
173,74,99,W,1387.1717300999999,4.834485
173,75,98,Re,1381.2158764,4.834485
173,76,97,Os,1374.3178993,2.587907
173,77,96,Ir,1366.3657640000001,1.8237659999999998
173,78,95,Pt,1357.2517088,10.973563
173,79,94,Au,1347.3646204000001,3.941459
174,69,105,Tm,1404.2919168,7.781453999999999
174,70,104,Yb,1406.5895694,0.001914
174,71,103,Lu,1404.4329959999998,0.272658
174,72,102,Hf,1403.9249333999999,0.3930659999999826
174,73,101,Ta,1399.0387872000001,4.86243
174,74,100,W,1396.7427527999998,4.86243
174,75,99,Re,1389.4064256000001,4.86243
174,76,98,Os,1384.9463532,1.784196
174,77,97,Ir,1374.9545598,1.952454
174,78,96,Pt,1368.7038882,1.798812
174,80,94,Hg,1348.4626074,3.342714
175,69,106,Tm,1410.8092775,8.75
175,70,105,Yb,1412.4119275,0.012424999999999999
175,71,104,Lu,1412.0997100000002,0.211225
175,72,103,Hf,1410.6334375,0.39952499999999996
175,73,102,Ta,1407.7779799999998,4.890375000000001
175,74,101,W,1404.219775,4.890375000000001
175,75,100,Re,1399.09294,4.890375000000001
175,76,99,Os,1393.127645,2.060625
175,77,98,Ir,1385.63446,2.1672
175,78,97,Pt,1377.16628,3.25745
175,79,96,Au,1368.0789324999998,6.748525
175,80,95,Hg,1357.8623449999998,14.189874999999981
176,69,107,Tm,1415.9413663999999,17.6
176,70,106,Yb,1419.2790128000001,0.002464
176,71,105,Lu,1418.3876784,0.213312
176,72,104,Hf,1418.7994304,0.260832
176,73,103,Ta,1414.8060255999999,5.410064
176,74,102,W,1413.2999055999999,4.9183200000000005
176,75,101,Re,1406.9388432,4.9183200000000005
176,76,100,Os,1403.2247855999997,1.927024
176,77,99,Ir,1394.1931872,1.42296
176,78,98,Pt,1388.4628384,2.2373119999999997
176,79,97,Au,1377.2675312000001,5.84056
176,80,96,Hg,1369.748864,1.9567679999999998
176,81,95,Tl,1356.5971407999998,14.618208000000001
177,70,107,Yb,1424.8454157,0.03894
177,71,106,Lu,1425.4605614999998,0.216117
177,72,105,Hf,1425.1750605,0.24957000000000001
177,73,104,Ta,1423.2267153000003,0.5867549999999999
177,74,103,W,1420.4313543,4.946265
177,75,102,Re,1416.2164533,4.946265
177,76,101,Os,1411.1213667,2.5865009999999997
177,77,100,Ir,1404.4300056,3.4975199999999997
177,78,99,Pt,1396.9706592,2.652876
177,79,98,Au,1388.3636271,1.764336
