snid,z,alpha,mu_obs,mu_qfd,mu_lcdm,residual_qfd,residual_lcdm,residual_alpha,chi2_per_obs
1366690,0.271193,21.8679,20.6621,43.2498,40.7036,-22.5877,-20.0415,20.803998,3.37
1247234,1.403448,27.1066,18.5439,41.6474,45.0106,-23.1035,-26.4668,21.279149,2.27
1367384,0.310237,18.0899,25.0561,43.3800,41.0396,-18.3240,-15.9836,16.877001,0.41
1247261,0.451990,23.4160,20.0905,43.6064,41.9991,-23.5159,-21.9086,21.658958,25.52
1331344,0.549929,22.6407,21.3581,43.6175,42.5099,-22.2593,-21.1518,20.501580,1.03
1282137,0.197582,19.0376,23.0474,42.8679,39.9268,-19.8205,-16.8794,18.255363,4.60
1246529,0.496766,22.4224,21.3744,43.6227,42.2443,-22.2484,-20.8699,20.491489,0.49
1246395,0.369795,20.3994,22.9299,43.5141,41.4838,-20.5842,-18.5539,18.958759,0.95
1326692,0.718215,21.5680,23.1026,43.4655,43.2152,-20.3629,-20.1126,18.754937,2.04
1889036,0.817223,22.6771,22.1788,43.3027,43.5595,-21.1239,-21.3807,19.455815,2.80
1285160,0.749311,21.8532,22.8850,43.4194,43.3280,-20.5344,-20.4430,18.912859,0.47
1334244,0.205773,18.9760,23.2025,42.9219,40.0254,-19.7194,-16.8228,18.162250,1.84
1253452,0.239160,19.0324,23.4677,43.1097,40.3929,-19.6419,-16.9252,18.090897,1.06
1346791,0.207545,23.3224,18.5021,42.9332,40.0462,-24.4311,-21.5442,22.501898,20.73
1290061,0.782023,21.7102,23.1330,43.3658,43.4419,-20.2327,-20.3089,18.635045,1.05
1329048,0.307011,20.2022,22.7399,43.3707,41.0134,-20.6308,-18.2735,19.001640,1.61
1295800,0.748552,20.6307,24.2101,43.4206,43.3253,-19.2105,-19.1152,17.693528,1.16
1329365,0.611013,21.0131,23.3540,43.5836,42.7869,-20.2295,-19.4329,18.632098,0.57
1314897,0.336621,22.1073,20.8715,43.4478,41.2453,-22.5763,-20.3738,20.793568,5.01
1249753,0.587305,21.3796,22.8702,43.5999,42.6827,-20.7297,-19.8125,19.092793,0.69
1852018,0.394919,20.1721,23.3194,43.5522,41.6517,-20.2327,-18.3323,18.635051,1.87
1265868,0.838561,20.6052,24.4843,43.2618,43.6284,-18.7775,-19.1440,17.294684,1.02
1254190,0.682475,22.2954,22.2019,43.5123,43.0796,-21.3103,-20.8777,19.627537,0.67
1371048,0.343918,21.9751,21.0615,43.4641,41.2996,-22.4026,-20.2380,20.633545,1.35
1258940,0.425930,22.3994,21.0653,43.5868,41.8458,-22.5214,-20.7805,20.743019,1.52
1303926,0.309665,21.9471,20.8642,43.3784,41.0350,-22.5142,-20.1708,20.736344,2.48
1318429,0.814021,22.2718,22.6104,43.3086,43.5490,-20.6983,-20.9386,19.063825,2.04
1294474,0.376768,22.3196,20.8856,43.5257,41.5315,-22.6400,-20.6458,20.852228,1.89
1284645,0.263198,18.8419,23.8825,43.2179,40.6294,-19.3354,-16.7468,17.808532,1.65
1490034,0.530023,22.0660,21.9021,43.6223,42.4134,-21.7202,-20.5113,20.005071,0.55
1390439,0.260303,19.5279,23.1137,43.2059,40.6020,-20.0922,-17.4883,18.505610,0.86
1255907,0.383609,20.6726,22.7129,43.5362,41.5774,-20.8233,-18.8645,19.179014,0.94
1326630,0.271268,18.8792,23.9076,43.2500,40.7043,-19.3424,-16.7967,17.815046,1.41
1250434,0.461786,20.7507,23.0309,43.6118,42.0546,-20.5809,-19.0237,18.955729,0.81
1643136,0.291699,17.8318,25.2025,43.3231,40.8853,-18.1205,-15.6827,16.689642,0.59
1936125,0.895297,22.0227,23.0875,43.1442,43.8036,-20.0567,-20.7161,18.472945,0.55
1326214,0.638557,22.3300,22.0200,43.5598,42.9034,-21.5398,-20.8834,19.838918,0.99
1908467,0.236469,19.5723,22.8570,43.0963,40.3651,-20.2393,-17.5081,18.641046,1.73
1250556,0.214486,18.9461,23.3250,42.9757,40.1263,-19.6507,-16.8013,18.098946,1.62
1662137,0.249114,18.6333,23.9896,43.1569,40.4934,-19.1673,-16.5038,17.653772,0.49
1328016,0.350713,22.3488,20.6983,43.4784,41.3492,-22.7800,-20.6508,20.981199,1.87
1265657,0.206465,22.0798,19.8398,42.9263,40.0335,-23.0865,-20.1937,21.263453,159.89
1300470,0.514131,21.2949,22.6732,43.6238,42.3339,-20.9505,-19.6606,19.296156,1.03
1299746,0.365711,24.1861,18.7944,43.5070,41.4556,-24.7126,-22.6612,22.761135,9.24
1919042,0.348136,22.4234,20.6014,43.4731,41.3305,-22.8717,-20.7291,21.065632,2.87
1331447,0.807516,20.9563,24.0212,43.3206,43.5275,-19.2995,-19.5064,17.775468,1.39
1279640,0.496435,21.2507,22.6451,43.6227,42.2425,-20.9776,-19.5974,19.321051,0.61
1255169,1.046802,22.0487,23.3987,42.7737,44.2231,-19.3750,-20.8244,17.845069,0.52
1261305,0.367979,20.0646,23.2827,43.5110,41.4713,-20.2282,-18.1886,18.630892,2.69
1247093,0.781500,21.9040,22.9212,43.3667,43.4401,-20.4455,-20.5189,18.831014,2.07
1246731,1.245486,25.1516,20.4072,42.1844,44.6900,-21.7773,-24.2828,20.057600,1.60
1392400,0.452051,22.3236,21.2769,43.6065,41.9995,-22.3296,-20.7226,20.566331,1.27
1346758,0.496496,21.7459,22.1077,43.6227,42.2429,-21.5150,-20.1351,19.816013,0.81
1337244,0.692559,24.5022,19.8378,43.4998,43.1185,-23.6619,-23.2807,21.793442,1.87
1291683,0.597296,23.9320,20.1356,43.5935,42.7271,-23.4579,-22.5915,21.605542,5.53
1327560,0.708658,20.8225,23.8829,43.4787,43.1796,-19.5957,-19.2966,18.048336,1.63
1288265,0.695617,22.3986,22.1313,43.4959,43.1302,-21.3646,-20.9989,19.677492,2.68
1367175,0.329448,18.7108,24.5124,43.4308,41.1909,-18.9184,-16.6784,17.424470,0.60
1878672,0.518665,23.5382,20.2566,43.6236,42.3568,-23.3670,-22.1002,21.521759,1.72
1645254,0.816233,24.1511,20.5758,43.3045,43.5562,-22.7287,-22.9804,20.933912,2.80
1861167,0.347812,20.2896,22.9161,43.4724,41.3281,-20.5563,-18.4120,18.933089,1.25
1310964,0.751471,22.4050,22.2921,43.4160,43.3357,-21.1239,-21.0435,19.455797,1.17
1347046,0.286025,18.6566,24.2643,43.3039,40.8362,-19.0396,-16.5719,17.536133,1.19
1292929,0.584741,23.8200,20.2110,43.6015,42.6712,-23.3904,-22.4601,21.543399,2.40
1298914,0.867301,25.3537,19.4019,43.2038,43.7185,-23.8019,-24.3166,21.922354,21.89
1340470,0.580569,22.5192,21.6078,43.6039,42.6523,-21.9960,-21.0445,20.259091,0.87
1810037,0.496500,21.7918,22.0579,43.6227,42.2429,-21.5648,-20.1850,19.861917,1.22
1392139,0.993834,25.9761,19.0219,42.9119,44.0836,-23.8900,-25.0618,22.003533,1.64
1320367,0.401094,20.4075,23.0975,43.5601,41.6915,-20.4626,-18.5940,18.846772,1.06
1722029,0.337330,21.5937,21.4337,43.4495,41.2506,-22.0158,-19.8169,20.277276,3.70
1776205,0.177263,19.6807,22.1135,42.7171,39.6649,-20.6035,-17.5514,18.976552,5.54
1327320,0.379099,20.5152,22.8581,43.5293,41.5472,-20.6712,-18.6891,19.038885,2.36
1294809,0.649448,24.3945,19.8152,43.5491,42.9481,-23.7339,-23.1329,21.859717,1.56
1258726,0.670085,19.3118,25.4016,43.5268,43.0310,-18.1253,-17.6294,16.693989,1.02
1254294,0.628388,21.7214,22.6459,43.5692,42.8610,-20.9232,-20.2151,19.271015,1.63
1301710,0.252662,22.0775,20.2808,43.1729,40.5283,-22.8920,-20.2475,21.084354,4.57
1317282,0.708732,21.8834,22.7313,43.4786,43.1798,-20.7473,-20.4486,19.108971,1.05
1716023,0.714934,21.0772,23.6256,43.4701,43.2030,-19.8445,-19.5774,18.277478,1.21
1253640,0.772586,21.2248,23.6337,43.3818,43.4095,-19.7481,-19.7758,18.188659,0.39
1876155,0.360332,20.8999,22.3302,43.4972,41.4179,-21.1670,-19.0877,19.495505,1.45
1304045,0.804959,23.5069,21.2451,43.3253,43.5191,-22.0802,-22.2740,20.336626,0.71
1314296,0.704261,21.5695,23.0583,43.4846,43.1630,-20.4262,-20.1047,18.813268,0.48
1319824,1.207739,25.3514,20.1234,42.3043,44.6073,-22.1809,-24.4839,20.429385,1.02
1314675,0.295426,20.4832,22.3513,43.3352,40.9170,-20.9838,-18.5657,19.326825,0.99
1254181,0.642840,21.3317,23.1184,43.5557,42.9211,-20.4373,-19.8027,18.823458,1.34
1331887,0.783977,21.1263,23.7724,43.3624,43.4486,-19.5901,-19.6762,18.043132,1.20
1933196,0.750115,22.0641,22.6583,43.4181,43.3308,-20.7598,-20.6725,19.120489,1.09
1901738,0.469754,22.1406,21.5590,43.6154,42.0990,-22.0564,-20.5400,20.314712,0.89
1252915,0.498870,19.7164,24.3216,43.6230,42.2553,-19.3014,-17.9337,17.777284,0.90
1257597,0.941570,22.0606,23.1557,43.0393,43.9387,-19.8836,-20.7830,18.313505,0.43
1920362,0.398351,22.4210,20.8965,43.5567,41.6739,-22.6602,-20.7774,20.870801,0.89
1904352,0.643375,26.9461,17.0244,43.5552,42.9233,-26.5308,-25.8989,24.435753,2.48
1531078,0.677128,22.2936,22.1869,43.5187,43.0587,-21.3318,-20.8719,19.647308,0.79
1303735,0.391345,20.2048,23.2641,43.5474,41.6284,-20.2832,-18.3643,18.681535,3.31
1924177,0.260281,18.8720,23.8257,43.2058,40.6018,-19.3802,-16.7761,17.849778,0.42
1371080,0.490673,20.5129,23.4208,43.6217,42.2122,-20.2009,-18.7914,18.605749,1.44
1337272,0.502749,21.9716,21.8899,43.6234,42.2755,-21.7335,-20.3856,20.017331,1.03
1781047,0.068407,19.6367,20.0937,41.1118,37.4437,-21.0181,-17.3500,19.358375,38.16
1387174,0.698415,22.2607,22.2898,43.4923,43.1409,-21.2025,-20.8511,19.528184,0.65
1915067,0.456991,22.1250,21.5161,43.6093,42.0276,-22.0932,-20.5115,20.348633,1.00
1253343,1.154980,25.9203,19.4087,42.4659,44.4873,-23.0572,-25.0786,21.236447,1.71
1249920,0.954730,21.7486,23.5246,43.0081,43.9759,-19.4835,-20.4513,17.944979,0.35
1306110,0.608642,22.6748,21.5415,43.5854,42.7767,-22.0439,-21.2352,20.303190,1.12
1642138,0.659707,21.6661,22.8115,43.5383,42.9896,-20.7268,-20.1781,19.090098,0.85
1250897,0.305050,17.1194,26.0731,43.3649,40.9973,-17.2918,-14.9242,15.926310,0.75
1367219,0.764106,23.9128,20.6913,43.3958,43.3801,-22.7045,-22.6888,20.911594,1.64
1253417,0.141791,19.8536,21.4410,42.3812,39.1325,-20.9402,-17.6916,19.286656,0.65
1341356,0.768420,20.1520,24.7867,43.3887,43.3951,-18.6020,-18.6084,17.133096,1.65
1936147,0.814672,23.1137,21.6980,43.3074,43.5511,-21.6094,-21.8531,19.903011,1.41
1777061,0.215049,21.3782,20.6901,42.9791,40.1327,-22.2890,-19.4427,20.528951,2.56
1321006,0.302444,21.8064,20.9657,43.3571,40.9758,-22.3914,-20.0101,20.623236,5.13
1273075,1.106862,25.6199,19.6425,42.6069,44.3729,-22.9643,-24.7304,21.150937,1.08
1305807,0.569972,22.7174,21.3526,43.6094,42.6039,-22.2568,-21.2513,20.499245,2.76
1309485,0.550234,22.5199,21.4905,43.6174,42.5114,-22.1268,-21.0209,20.379581,0.36
1339183,0.838582,19.7720,25.3891,43.2618,43.6284,-17.8727,-18.2394,16.461376,1.19
1254649,0.804145,23.2942,21.4738,43.3268,43.5164,-21.8530,-22.0426,20.127329,0.76
1310115,1.347505,25.4425,20.2623,41.8438,44.9014,-21.5815,-24.6392,19.877323,0.79
1304450,0.329095,20.1051,22.9963,43.4300,41.1882,-20.4337,-18.1919,18.820129,0.50
1294510,0.709092,29.9995,13.9204,43.4781,43.1812,-29.5577,-29.2608,27.223623,9.36
1311631,0.640395,21.7260,22.6820,43.5581,42.9110,-20.8761,-20.2290,19.227593,0.96
1729017,0.611513,22.3929,21.8577,43.5832,42.7891,-21.7254,-20.9314,20.009865,2.78
1250578,0.278602,21.7343,20.8656,43.2776,40.7707,-22.4119,-19.9050,20.642164,2.30
1337640,0.182404,22.4944,19.1207,42.7577,39.7337,-23.6369,-20.6130,21.770435,1.30
1293862,0.191059,17.2933,24.8684,42.8222,39.8456,-17.9538,-14.9772,16.536046,0.50
1302705,0.792288,22.2281,22.5990,43.3480,43.4767,-20.7489,-20.8777,19.110453,0.93
1249625,1.059002,25.3174,19.8749,42.7407,44.2542,-22.8658,-24.3793,21.060144,2.70
1770851,0.425560,18.7967,24.9750,43.5864,41.8436,-18.6114,-16.8686,17.141767,0.47
1309982,1.081421,21.0460,24.5581,42.6788,44.3105,-18.1207,-19.7524,16.689800,1.63
1338749,0.858057,22.5053,22.4712,43.2228,43.6899,-20.7516,-21.2186,19.112952,0.65
1673076,0.232807,17.6834,24.8739,43.0776,40.3268,-18.2036,-15.4529,16.766173,1.40
1366387,0.287738,18.3329,24.6288,43.3098,40.8511,-18.6810,-16.2223,17.205852,1.51
1346925,0.755926,25.3738,19.0816,43.4090,43.3514,-24.3274,-24.2698,22.406342,1.52
1247297,0.617311,23.1291,21.0789,43.5786,42.8140,-22.4997,-21.7351,20.722952,4.11
1283936,0.368621,21.3302,21.9124,43.5121,41.4757,-21.5996,-19.5633,19.894001,0.80
1259869,0.672655,19.5359,25.1666,43.5239,43.0411,-18.3573,-17.8745,16.907656,0.92
1847132,0.357133,20.6298,22.6041,43.4911,41.3952,-20.8870,-18.7911,19.237637,2.65
1276504,0.381711,23.6894,19.4267,43.5334,41.5647,-24.1066,-22.1380,22.203022,3.12
1912270,0.866415,21.6312,23.4414,43.2057,43.7158,-19.7643,-20.2744,18.203600,0.83
1346956,0.333521,22.5289,20.3936,43.4406,41.2219,-23.0470,-20.8283,21.227036,10.85
1770286,0.230178,18.5122,23.9495,43.0638,40.2990,-19.1144,-16.3495,17.604986,0.48
1278795,0.488809,21.5909,22.2421,43.6213,42.2023,-21.3792,-19.9602,19.691010,1.04
1307843,0.921457,21.2560,23.9824,43.0859,43.8808,-19.1034,-19.8984,17.594925,1.64
1330594,0.297501,20.0031,22.8878,43.3418,40.9345,-20.4539,-18.0467,18.838778,0.78
1249672,0.142466,16.9625,24.5902,42.3886,39.1438,-17.7985,-14.5536,16.392981,0.76
1255974,0.343112,24.0121,18.8449,43.4624,41.2936,-24.6175,-22.4487,22.673545,13.31
1285786,0.587557,21.8510,22.3593,43.5998,42.6838,-21.2404,-20.3245,19.563166,2.99
1326229,0.659185,21.7229,22.7481,43.5389,42.9875,-20.7908,-20.2394,19.149013,0.95
1272982,0.733734,22.9029,21.6997,43.4431,43.2720,-21.7434,-21.5724,20.026411,0.86
1431163,0.367105,22.4723,20.6635,43.5094,41.4652,-22.8460,-20.8018,21.041921,2.52
1421168,0.229224,17.8753,24.6319,43.0588,40.2888,-18.4269,-15.6569,16.971789,0.76
1655070,0.460368,19.5811,24.2941,43.6111,42.0467,-19.3170,-17.7526,17.791599,2.79
1305626,0.325720,22.6182,20.2453,43.4216,41.1622,-23.1762,-20.9168,21.346104,3.88
1336480,0.256041,21.8898,20.5135,43.1877,40.5611,-22.6743,-20.0477,20.883778,7.10
1332225,0.619278,20.7147,23.7072,43.5770,42.8224,-19.8698,-19.1152,18.300749,0.38
1281378,0.590851,21.0505,23.2405,43.5977,42.6985,-20.3572,-19.4580,18.749684,2.08
1264434,0.310745,22.3220,20.4647,43.3815,41.0437,-22.9168,-20.5790,21.107134,7.81
1337117,0.553882,23.0334,20.9473,43.6161,42.5287,-22.6688,-21.5814,20.878719,0.78
1344347,0.263611,22.3290,20.0999,43.2196,40.6333,-23.1197,-20.5334,21.294055,40.72
1250054,1.316868,24.6021,21.1248,41.9486,44.8397,-20.8238,-23.7149,19.179424,1.27
1876305,0.536672,22.5862,21.3644,43.6210,42.4460,-22.2567,-21.0816,20.499140,0.75
1780204,0.377654,20.7104,22.6379,43.5271,41.5375,-20.8891,-18.8995,19.239586,1.74
1281904,0.199086,19.0820,23.0157,42.8781,39.9452,-19.8624,-16.9295,18.293943,0.88
1337726,0.475724,19.5828,24.3635,43.6177,42.1317,-19.2542,-17.7683,17.733757,0.60
1430143,0.182617,20.1321,21.6880,42.7593,39.7365,-21.0713,-18.0485,19.407369,0.73
1305541,0.832925,21.6286,23.3585,43.2728,43.6103,-19.9143,-20.2518,18.341746,0.56
1348630,0.236385,20.5513,21.7932,43.0958,40.3643,-21.3026,-18.5710,19.620422,1.43
1271297,1.140630,25.7014,19.6193,42.5086,44.4537,-22.8893,-24.8344,21.081799,1.02
1327490,0.250016,21.8270,20.5300,43.1610,40.5023,-22.6310,-19.9723,20.843928,9.40
1256332,0.478026,22.3536,21.3656,43.6184,42.1443,-22.2528,-20.7786,20.495564,0.51
1311113,0.615328,21.8280,22.4845,43.5802,42.8055,-21.0957,-20.3210,19.429814,0.42
1535064,0.800780,21.3901,23.5321,43.3328,43.5052,-19.8008,-19.9731,18.237192,0.68
1889055,0.786257,26.0504,18.4325,43.3585,43.4563,-24.9260,-25.0239,22.957724,3.98
1780076,0.281722,21.0942,21.5848,43.2888,40.7984,-21.7040,-19.2136,19.990158,2.81
1339402,0.365380,19.0599,24.3582,43.5064,41.4533,-19.1482,-17.0951,17.636173,0.95
1308751,0.299075,21.8156,20.9314,43.3467,40.9477,-22.4153,-20.0163,20.645271,1.15
1935041,0.522677,22.0980,21.8370,43.6232,42.3769,-21.7862,-20.5399,20.065848,2.38
1326299,0.673815,21.4792,23.0604,43.5225,43.0457,-20.4621,-19.9853,18.846287,0.69
1318235,0.360019,22.0822,21.0447,43.4966,41.4157,-22.4519,-20.3710,20.678945,1.68
1433040,0.719491,22.5455,22.0452,43.4637,43.2199,-21.4185,-21.1747,19.727195,1.00
1278503,0.589431,24.2274,19.7861,43.5986,42.6922,-23.8125,-22.9061,21.932152,23.19
1595026,0.387042,19.8468,23.6289,43.5413,41.6002,-19.9124,-17.9713,18.339968,1.09
1325756,0.408378,22.4160,20.9559,43.5688,41.7376,-22.6129,-20.7817,20.827230,1.84
1293832,0.813252,22.1076,22.7865,43.3101,43.5465,-20.5235,-20.7599,18.902881,0.49
1296662,1.486883,27.2297,18.5356,41.3427,45.1655,-22.8072,-26.6300,21.006192,0.89
1256910,0.985186,21.1656,24.2258,42.9336,44.0602,-18.7078,-19.8344,17.230517,2.02
1676034,0.511278,20.6067,23.4084,43.6238,42.3193,-20.2154,-18.9110,18.619087,1.23
1655210,0.653062,30.0000,13.7412,43.5454,42.9628,-29.8042,-29.2217,27.450711,3.62
1278031,1.006549,26.5225,18.4562,42.8795,44.1178,-24.4234,-25.6616,22.494748,1.58
1251258,1.023681,25.4991,19.6040,42.8351,44.1631,-23.2311,-24.5590,21.396608,1.44
1366527,0.415842,21.3178,22.1876,43.5769,41.7842,-21.3894,-19.5966,19.700331,1.18
1817265,0.879985,20.6841,24.5034,43.1772,43.7574,-18.6738,-19.2540,17.199191,1.42
1294137,0.470850,23.7339,19.8341,43.6158,42.1050,-23.7817,-22.2709,21.903762,1.70
1249809,1.383551,26.3955,19.2849,41.7180,44.9723,-22.4331,-25.6874,20.661649,2.23
1250611,1.414047,26.1487,19.6002,41.6095,45.0308,-22.0093,-25.4307,20.271328,0.49
1470052,0.469722,25.1637,18.2765,43.6154,42.0988,-25.3389,-23.8223,23.337979,1.78
1346628,0.531909,21.4114,22.6205,43.6220,42.4227,-21.0014,-19.8022,19.343041,0.61
1246552,0.367868,18.6496,24.8184,43.5108,41.4705,-18.6924,-16.6521,17.216304,0.40
1338399,0.661711,21.2049,23.3189,43.5362,42.9977,-20.2173,-19.6788,18.620792,2.74
1295413,0.262268,20.8047,21.7438,43.2141,40.6206,-21.4703,-18.8769,19.774904,1.95
1298932,1.268651,26.6970,18.7693,42.1092,44.7395,-23.3399,-25.9702,21.496832,0.97
1343401,0.382828,22.7980,20.4009,43.5351,41.5722,-23.1341,-21.1713,21.307333,6.36
1249396,0.964947,26.2095,18.7044,42.9835,44.0045,-24.2790,-25.3001,22.361820,2.80
1370269,0.147432,18.0921,23.4382,42.4421,39.2250,-19.0039,-15.7868,17.503271,0.82
1872027,0.196330,21.3541,20.5185,42.8593,39.9114,-22.3408,-19.3929,20.576641,6.40
1311151,0.677650,20.6311,23.9936,43.5180,43.0608,-19.5245,-19.0672,17.982714,0.49
1346906,0.859515,22.5157,22.4637,43.2199,43.6944,-20.7562,-21.2307,19.117153,2.74
1277787,0.128573,20.6261,20.3897,42.2245,38.9017,-21.8348,-18.5120,20.110605,2.84
1446086,0.142885,20.8151,20.4137,42.3933,39.1507,-21.9796,-18.7371,20.243937,31.44
1298340,0.200433,21.3416,20.5769,42.8871,39.9615,-22.3102,-19.3846,20.548412,3.09
1754020,0.405761,19.1084,24.5331,43.5658,41.7211,-19.0327,-17.1881,17.529740,2.12
1773150,0.430188,19.2559,24.4999,43.5905,41.8715,-19.0906,-17.3716,17.583119,0.54
1277487,0.243516,21.2603,21.0881,43.1308,40.4374,-22.0427,-19.3493,20.302065,5.60
1249568,0.787217,24.0148,20.6452,43.3568,43.4596,-22.7116,-22.8143,20.918152,1.16
1304736,0.367592,21.2174,22.0288,43.5103,41.4686,-21.4815,-19.4399,19.785223,2.72
1304482,0.251362,17.0032,25.7790,43.1671,40.5156,-17.3881,-14.7366,16.015045,0.81
1262705,0.424292,18.2635,25.5475,43.5853,41.8359,-18.0378,-16.2885,16.613437,0.57
1934353,0.513145,22.0603,21.8380,43.6238,42.3289,-21.7858,-20.4909,20.065454,0.73
1292599,0.993664,27.6140,17.2432,42.9123,44.0832,-25.6691,-26.8400,23.642160,1.29
1332063,0.581550,21.6599,22.5445,43.6033,42.6568,-21.0589,-20.1123,19.395929,0.75
1551020,0.462830,22.2493,21.4087,43.6123,42.0605,-22.2036,-20.6518,20.450303,0.83
1263090,0.652061,22.7128,21.6498,43.5464,42.9588,-21.8966,-21.3090,20.167520,1.08
1738038,0.846694,21.8319,23.1734,43.2457,43.6542,-20.0723,-20.4807,18.487267,1.30
1250050,0.707148,22.5617,21.9900,43.4807,43.1739,-21.4908,-21.1839,19.793716,1.47
1257825,0.144328,18.6233,22.8152,42.4090,39.1745,-19.5938,-16.3593,18.046542,0.91
1770251,0.766748,20.7726,24.1082,43.3914,43.3893,-19.2833,-19.2811,17.760540,1.27
1258335,0.311671,19.8547,23.1500,43.3841,41.0512,-20.2341,-17.9012,18.636311,2.26
1308410,0.195185,21.4284,20.4252,42.8514,39.8972,-22.4262,-19.4721,20.655298,2.90
1256807,0.619428,23.1685,21.0435,43.5768,42.8230,-22.5333,-21.7796,20.753977,0.83
1262031,0.373061,18.6087,24.8932,43.5196,41.5062,-18.6264,-16.6130,17.155559,0.49
1933210,0.851102,21.5811,23.4570,43.2369,43.6681,-19.7799,-20.2110,18.217942,1.07
1278586,1.228091,27.3348,18.0062,42.2401,44.6522,-24.2339,-26.6460,22.320219,2.64
1891030,0.613766,22.3442,21.9186,43.5814,42.7988,-21.6628,-20.8802,19.952211,1.16
1770247,0.225091,16.5753,26.0038,43.0364,40.2442,-17.0326,-14.2404,15.687629,0.83
1288083,0.230478,21.8031,20.3792,43.0654,40.3021,-22.6863,-19.9230,20.894811,29.78
1261503,0.352108,22.6954,20.3306,43.4812,41.3592,-23.1506,-21.0286,21.322467,4.45
1833321,0.624804,22.3364,21.9657,43.5723,42.8459,-21.6066,-20.8802,19.900402,1.36
1880429,0.497075,21.7781,22.0753,43.6228,42.2459,-21.5475,-20.1706,19.845954,0.63
1311755,0.471001,22.1411,21.5642,43.6159,42.1058,-22.0517,-20.5416,20.310360,0.58
1348424,0.197719,18.6983,23.4173,42.8688,39.9285,-19.4515,-16.5112,17.915490,2.11
1368400,0.425805,18.0005,25.8407,43.5867,41.8451,-17.7460,-16.0044,16.344636,0.66
1251519,0.747439,26.3095,18.0411,43.4223,43.3213,-25.3812,-25.2802,23.376909,1.79
1264121,0.282729,19.4723,23.3535,43.2924,40.8073,-19.9389,-17.4538,18.364374,0.69
1282999,1.300811,21.8513,24.0848,42.0026,44.8067,-17.9178,-20.7219,16.502888,0.70
1451099,0.405565,19.6928,23.8976,43.5655,41.7199,-19.6679,-17.8223,18.114804,1.21
1293366,0.320396,22.3040,20.5506,43.4079,41.1207,-22.8573,-20.5701,21.052326,2.64
1340728,0.542769,19.9154,24.2887,43.6196,42.4756,-19.3309,-18.1869,17.804379,0.58
1517061,0.353685,19.1386,24.2020,43.4844,41.3706,-19.2823,-17.1685,17.759677,0.35
1253974,1.010418,24.5332,20.6244,42.8696,44.1281,-22.2451,-23.5036,20.488525,0.91
1277768,0.451364,20.5129,23.2395,43.6060,41.9955,-20.3666,-18.7560,18.758292,1.06
1641065,0.432513,20.6461,23.0023,43.5925,41.8854,-20.5902,-18.8831,18.964318,0.91
1473027,0.505659,22.7720,21.0333,43.6236,42.2905,-22.5903,-21.2572,20.806405,2.26
1277939,0.468853,22.4646,21.2031,43.6150,42.0940,-22.4120,-20.8909,20.642169,0.59
1252829,0.451676,22.2809,21.3214,43.6062,41.9973,-22.2848,-20.6759,20.525062,1.29
1296282,1.350360,28.2865,17.1791,41.8340,44.9071,-24.6549,-27.7280,22.707976,5.21
1298803,0.630865,23.8509,20.3423,43.5669,42.8714,-23.2246,-22.5291,21.390676,6.25
1323742,1.248781,21.9717,23.8654,42.1738,44.6971,-18.3084,-20.8317,16.862616,0.70
1249765,0.865322,24.7907,20.0082,43.2079,43.7124,-23.1997,-23.7042,21.367697,1.73
1300378,0.210591,20.9107,21.1521,42.9521,40.0817,-21.8000,-18.9295,20.078563,0.98
1248084,0.280626,22.2572,20.3136,43.2849,40.7887,-22.9713,-20.4751,21.157349,16.34
1880632,0.405379,23.0126,20.2922,43.5653,41.7187,-23.2731,-21.4265,21.435333,2.98
1326683,0.262867,21.1249,21.4011,43.2166,40.6263,-21.8154,-19.2251,20.092755,1.31
1673026,0.224264,21.0324,21.1566,43.0319,40.2352,-21.8753,-19.0786,20.147877,nan
1944033,0.384666,21.7443,21.5553,43.5378,41.5844,-21.9825,-20.0291,20.246643,1.44
1281546,0.924487,24.2369,20.7530,43.0789,43.8896,-22.3259,-23.1366,20.562917,0.57
1777216,0.576256,26.2502,17.5408,43.6062,42.6327,-26.0654,-25.0919,24.007128,2.90
1532068,0.906741,23.9393,21.0342,43.1190,43.8376,-22.0848,-22.8035,20.340886,0.64
1373076,0.179759,21.3671,20.3129,42.7370,39.6986,-22.4241,-19.3857,20.653368,16.00
1309825,0.399193,19.3575,24.2272,43.5577,41.6793,-19.3305,-17.4521,17.804050,1.20
1278280,0.316747,18.4727,24.6855,43.3981,41.0918,-18.7126,-16.4063,17.234923,1.03
1706073,0.450632,21.6103,22.0445,43.6056,41.9913,-21.5611,-19.9469,19.858543,1.39
1320251,0.863932,22.8317,22.1317,43.2108,43.7081,-21.0791,-21.5764,19.414584,1.39
1781042,0.381867,21.0991,22.2400,43.5336,41.5658,-21.2937,-19.3258,19.612178,1.36
1260459,0.856741,22.1141,22.8927,43.2255,43.6857,-20.3328,-20.7931,18.727244,0.57
1318266,0.406262,21.9321,21.4700,43.5663,41.7243,-22.0963,-20.2543,20.351463,1.26
1292560,0.224816,21.9860,20.1266,43.0349,40.2412,-22.9083,-20.1146,21.099319,25.41
1309215,0.774635,22.3758,22.3897,43.3783,43.4166,-20.9886,-21.0268,19.331201,0.44
1342778,0.404574,22.2832,21.0797,43.5644,41.7136,-22.4846,-20.6339,20.709091,1.16
1259104,0.564576,20.4973,23.7424,43.6119,42.5789,-19.8695,-18.8365,18.300474,0.30
